成交日期,成交时间,证券代码,证券名称,操作,成交数量,成交编号,成交均价,成交金额,余额,发生金额,手续费,印花税,其他杂费,本次金额,合同编号,交易市场,定位串,市场代码,
20260213,13:49:31,002611,东方精工,证券买入,1500,101000052023462,18.1300,27195.000,1500,-27204.900,8.160,0.000,1.740,171.760,CL10004628,深圳Ａ股,20260213!553635,1,
20260319,14:24:26,002565,顺灏股份,证券买入,1600,104000064359376,16.9400,27104.000,1600,-27113.860,8.130,0.000,1.730,1592.330,CL10005057,深圳Ａ股,20260319!491892,1,
20260227,14:06:17,002611,东方精工,证券卖出,1500,104000062594881,18.0600,27090.000,0,27066.590,8.130,13.550,1.730,79645.160,CL10006273,深圳Ａ股,20260227!515463,1,
20260325,14:34:59,600376,首开股份,证券卖出,4800,61073918,5.6100,26928.000,0,26904.730,8.080,13.460,1.730,64750.000,1390004583,上海Ａ股,20260325!464862,2,
20260316,14:56:40,601975,招商南油,证券买入,5500,71043190,4.8100,26455.000,5500,-26464.630,7.940,0.000,1.690,29349.860,1390004467,上海Ａ股,20260316!539735,2,
20251224,09:38:08,601138,工业富联,证券卖出,400,6094719,65.4000,26160.000,0,26137.400,7.850,13.080,1.670,26238.440,1390000224,上海Ａ股,20251224!438781,2,
20260317,09:43:47,002149,西部材料,证券卖出,600,104000013303103,43.4300,26058.000,0,26035.480,7.820,13.020,1.680,26932.840,CL10001460,深圳Ａ股,20260317!460151,1,
20260608,10:45:10,600936,北投科技,证券买入,4500,37726589,5.7700,25965.000,13600,-25974.460,7.790,0.000,1.670,80173.420,1390003375,上海Ａ股,20260608!497003,2,
20260122,10:44:48,000559,万向钱潮,证券买入,1300,101000043979991,19.9670,25957.000,1300,-25966.450,7.790,0.000,1.660,1011.340,CL10004680,深圳Ａ股,20260122!481153,1,
20260323,09:32:00,603538,美诺华,证券买入,900,4311922,28.3600,25524.000,900,-25533.300,7.660,0.000,1.640,2384.720,1390000392,上海Ａ股,20260323!9557145,2,
20260203,09:50:52,002792,通宇通讯,证券买入,500,102000018964959,50.9200,25460.000,500,-25469.270,7.640,0.000,1.630,1712.010,CL10001924,深圳Ａ股,20260203!528100,1,
20260623,14:11:46,002171,楚江新材,证券买入,1700,103000081935610,14.8800,25296.000,10300,-25305.210,7.590,0.000,1.620,703.910,CL10002969,深圳Ａ股,20260623!659103,1,
20260209,13:35:31,002792,通宇通讯,证券卖出,500,104000054836360,50.6200,25310.000,0,25288.130,7.590,12.660,1.620,26277.110,CL10005360,深圳Ａ股,20260209!408819,1,
20251014,10:29:54,515980,人工智能,证券买入,29800,31895979,0.8470,25240.600,29800,-25249.180,7.570,0.000,1.010,35957.070,1390002246,上海Ａ股,20251014!625666,2,
20260213,13:41:02,001309,德明利,证券卖出,100,104000048959980,251.2400,25124.000,0,25102.290,7.540,12.560,1.610,27376.660,CL10004570,深圳Ａ股,20260213!553634,1,
20251229,13:00:26,000759,中百集团,证券卖出,3100,105000048684833,8.1100,25141.000,0,25119.260,7.540,12.580,1.620,210390.440,CL10004101,深圳Ａ股,20251229!434065,1,
20260316,14:40:40,600096,云天化,证券买入,600,65828622,40.7100,24426.000,1900,-24434.890,7.330,0.000,1.560,4914.970,1390004601,上海Ａ股,20260316!539736,2,
20260209,13:41:25,001309,德明利,证券买入,100,101000053798439,239.9400,23994.000,100,-24002.740,7.200,0.000,1.540,2274.370,CL10005460,深圳Ａ股,20260209!408820,1,
20260317,09:59:11,000630,铜陵有色,证券卖出,3500,105000022596871,6.7600,23660.000,0,23639.550,7.100,11.830,1.520,50572.390,CL10002180,深圳Ａ股,20260317!460152,1,
20251219,13:50:26,601138,工业富联,证券买入,400,40114004,58.3500,23340.000,400,-23348.510,7.000,0.000,1.510,4115.610,1390003593,上海Ａ股,20251219!458641,2,
20260318,09:30:32,601975,招商南油,证券卖出,4800,1014642,4.8500,23280.000,0,23259.890,6.980,11.640,1.490,30529.860,1390000389,上海Ａ股,20260318!413857,2,
20260128,13:00:00,000559,万向钱潮,证券卖出,1300,102000056944532,17.7000,23010.000,0,22990.120,6.900,11.510,1.470,86344.620,CL10005731,深圳Ａ股,20260128!555840,1,
20251118,13:14:57,603083,剑桥科技,证券卖出,200,39516085,114.4800,22896.000,0,22876.210,6.870,11.450,1.470,22949.340,1390002413,上海Ａ股,20251118!446182,2,
20260316,10:24:13,000630,铜陵有色,证券买入,3500,103000035067876,6.5300,22855.000,3500,-22863.330,6.860,0.000,1.470,334.630,CL10004005,深圳Ａ股,20260316!539729,1,
20251023,13:37:47,600580,卧龙电驱,证券买入,500,38487677,45.6100,22805.000,1300,-22813.310,6.840,0.000,1.470,132847.360,1390002471,上海Ａ股,20251023!450200,2,
20251027,13:39:10,000938,紫光股份,证券卖出,800,101000054930434,28.2800,22624.000,0,22604.460,6.790,11.310,1.440,106656.320,CL10004937,深圳Ａ股,20251027!542964,1,
20251219,13:49:17,000831,中国稀土,证券卖出,500,103000046995559,45.0500,22525.000,400,22505.530,6.760,11.260,1.450,27464.120,CL10008691,深圳Ａ股,20251219!458640,1,
20251030,14:34:38,603083,剑桥科技,证券买入,200,61723710,112.1000,22420.000,200,-22428.160,6.730,0.000,1.430,117935.410,1390004131,上海Ａ股,20251030!522855,2,
20251030,14:42:47,603083,剑桥科技,证券买入,200,63707103,111.8100,22362.000,400,-22370.140,6.710,0.000,1.430,76138.200,1390004259,上海Ａ股,20251030!522857,2,
20251223,11:29:26,002175,东方智造,证券买入,4600,104000042815813,4.8500,22310.000,4600,-22318.120,6.690,0.000,1.430,101.040,CL10004098,深圳Ａ股,20251223!435368,1,
20260113,11:21:39,000547,航天发展,证券买入,600,101000065142264,36.8000,22080.000,1400,-22088.040,6.620,0.000,1.420,1007.970,CL10007746,深圳Ａ股,20260113!678226,1,
20260430,13:00:07,603688,石英股份,证券买入,400,48161954,54.9600,21984.000,3200,-21992.010,6.600,0.000,1.410,3258.920,1390002889,上海Ａ股,20260430!519966,2,
20260430,11:17:18,002025,航天电器,证券卖出,300,105000048508309,71.9900,21597.000,0,21578.330,6.480,10.800,1.390,25250.930,CL10004454,深圳Ａ股,20260430!519965,1,
20260316,13:18:39,002149,西部材料,证券买入,500,105000054215350,42.8500,21425.000,500,-21432.800,6.430,0.000,1.370,21046.890,CL10006090,深圳Ａ股,20260316!539732,1,
20250909,11:14:04,000938,紫光股份,证券买入,800,103000038929000,26.6500,21320.000,800,-21327.770,6.400,0.000,1.370,2592.040,CL10003886,深圳Ａ股,20250909!531772,1,
20251023,13:38:57,000831,中国稀土,证券买入,400,102000046794929,52.8100,21124.000,500,-21131.690,6.340,0.000,1.350,111715.670,CL10003881,深圳Ａ股,20251023!450201,1,
20250904,11:19:57,000831,中国稀土,证券买入,400,102000045473988,52.8200,21128.000,700,-21135.690,6.340,0.000,1.350,3919.810,CL10004159,深圳Ａ股,20250904!623218,1,
20251031,11:16:13,603083,剑桥科技,证券买入,200,41866683,105.1000,21020.000,900,-21027.660,6.310,0.000,1.350,26289.960,1390002578,上海Ａ股,20251031!515728,2,
20260106,14:30:31,002175,东方智造,证券卖出,4600,101000083281970,4.5600,20976.000,0,20957.870,6.290,10.490,1.350,170995.330,CL10007719,深圳Ａ股,20260106!584332,1,
20260304,10:48:40,300474,景嘉微,证券买入,300,103000044397909,68.8400,20652.000,800,-20659.520,6.200,0.000,1.320,88877.320,CL10003610,深圳Ａ股,20260304!561852,1,
20251031,13:54:01,603083,剑桥科技,证券买入,200,55399841,103.4000,20680.000,1100,-20687.530,6.200,0.000,1.330,5602.430,1390003331,上海Ａ股,20251031!515729,2,
20260429,09:38:37,002025,航天电器,证券买入,300,105000010660959,68.8000,20640.000,300,-20647.510,6.190,0.000,1.320,30751.040,CL10001115,深圳Ａ股,20260429!482935,1,
20251013,14:25:56,600391,航发科技,证券卖出,700,62460221,29.4800,20636.000,0,20618.160,6.190,10.320,1.330,50606.250,1390005283,上海Ａ股,20251013!607184,2,
20260113,11:21:22,601238,广汽集团,证券卖出,2400,52346477,8.5300,20472.000,0,20454.310,6.140,10.240,1.310,23096.010,1390004209,上海Ａ股,20260113!678225,2,
20260130,14:42:52,301277,新天地,证券卖出,1600,101000085627587,12.6800,20288.000,7500,20270.470,6.090,10.140,1.300,21497.610,CL10007709,深圳Ａ股,20260130!560338,1,
20260601,13:49:18,301202,朗威股份,证券买入,500,102000070400549,40.3200,20160.000,500,-20167.340,6.050,0.000,1.290,25127.550,CL10006696,深圳Ａ股,20260601!617457,1,
20260106,10:30:39,601238,广汽集团,证券买入,2400,30477449,8.2500,19800.000,2400,-19807.210,5.940,0.000,1.270,84962.370,1390000222,上海Ａ股,20260106!584329,2,
20250901,10:26:09,600580,卧龙电驱,证券买入,600,31958425,33.0000,19800.000,600,-19807.220,5.940,0.000,1.280,82599.650,1390000266,上海Ａ股,20250901!621263,2,
20251013,13:00:06,603259,药明康德,证券买入,200,45657335,98.6000,19720.000,400,-19727.180,5.920,0.000,1.260,49617.240,1390003749,上海Ａ股,20251013!607182,2,
20251013,13:02:24,603259,药明康德,证券买入,200,46586097,98.1100,19622.000,600,-19629.150,5.890,0.000,1.260,29988.090,1390004158,上海Ａ股,20251013!607183,2,
20250902,09:50:16,600580,卧龙电驱,证券买入,600,15978250,32.5200,19512.000,1200,-19519.110,5.850,0.000,1.260,30342.220,1390001112,上海Ａ股,20250902!642551,2,
20251030,14:39:53,603259,药明康德,证券买入,200,62928297,97.1000,19420.000,1100,-19427.070,5.830,0.000,1.240,98508.340,1390004208,上海Ａ股,20251030!522856,2,
20251030,10:50:58,603259,药明康德,证券买入,200,34289561,97.0200,19404.000,200,-19411.060,5.820,0.000,1.240,208525.380,1390002359,上海Ａ股,20251030!522852,2,
20260602,11:16:15,301202,朗威股份,证券卖出,500,102000051954236,38.7000,19350.000,0,19333.270,5.810,9.680,1.240,42486.680,CL10005413,深圳Ａ股,20260602!609604,1,
20250903,14:05:19,600580,卧龙电驱,证券卖出,500,52093866,37.6500,18825.000,500,18808.730,5.650,9.410,1.210,70770.240,1390003076,上海Ａ股,20250903!1400445,2,
20250903,11:23:04,600580,卧龙电驱,证券卖出,500,37025789,37.5000,18750.000,1000,18733.770,5.630,9.380,1.220,51961.510,1390002656,上海Ａ股,20250903!1400444,2,
20251118,13:38:23,603259,药明康德,证券买入,200,43288825,92.5400,18508.000,800,-18514.740,5.550,0.000,1.190,4434.600,1390002666,上海Ａ股,20251118!446183,2,
20251024,10:34:37,600580,卧龙电驱,证券买入,400,25928240,46.1800,18472.000,1900,-18478.720,5.540,0.000,1.180,84051.860,1390002836,上海Ａ股,20251024!450615,2,
20251222,14:32:40,000831,中国稀土,证券卖出,400,103000055011213,45.7900,18316.000,0,18300.180,5.490,9.160,1.170,22419.160,CL10007434,深圳Ａ股,20251222!9287039,1,
20260316,13:20:53,002407,多氟多,证券买入,600,104000055151444,30.2800,18168.000,600,-18174.610,5.450,0.000,1.160,2872.280,CL10006141,深圳Ａ股,20260316!539733,1,
20260327,09:25:00,002025,航天电器,证券卖出,300,101000000585118,59.9600,17988.000,0,17972.460,5.400,8.990,1.150,56211.480,CL10000056,深圳Ａ股,20260327!436341,1,
20250903,14:29:30,601099,太平洋,证券买入,4000,56785623,4.4300,17720.000,4000,-17726.450,5.320,0.000,1.130,53043.790,1390003865,上海Ａ股,20250903!1400446,2,
20260203,09:41:24,601606,长城军工,证券卖出,400,11129562,44.1900,17676.000,0,17660.730,5.300,8.840,1.130,27181.280,1390000869,上海Ａ股,20260203!528099,2,
20260317,10:40:17,002407,多氟多,证券卖出,600,105000035464829,29.3600,17616.000,600,17600.780,5.280,8.810,1.130,37544.020,CL10003260,深圳Ａ股,20260317!460154,1,
20260317,09:43:01,002407,多氟多,证券买入,600,105000013894040,28.4800,17088.000,1200,-17094.220,5.130,0.000,1.090,897.360,CL10001402,深圳Ａ股,20260317!460150,1,
20250903,14:47:56,000831,中国稀土,证券买入,300,104000073805086,56.5100,16953.000,300,-16959.180,5.090,0.000,1.090,25055.500,CL10006403,深圳Ａ股,20250903!1400448,1,
20260318,09:37:59,002407,多氟多,证券卖出,600,102000008710845,27.8200,16692.000,0,16677.570,5.010,8.350,1.070,17320.550,CL10001182,深圳Ａ股,20260318!413859,1,
20260602,14:41:52,600759,ST洲际,证券卖出,200,71849403,3.0500,610.000,0,604.680,4.970,0.310,0.040,94962.670,1390004836,上海Ａ股,20260602!609608,2,
20260527,14:33:46,600759,ST洲际,证券买入,200,71879078,2.5300,506.000,200,-511.010,4.970,0.000,0.040,63.380,1390004796,上海Ａ股,20260527!636625,2,
20260525,11:12:44,600936,北投科技,证券卖出,100,43793866,6.0300,603.000,0,597.690,4.970,0.300,0.040,1425.660,1390003046,上海Ａ股,20260525!662194,2,
20260522,09:37:15,600936,北投科技,证券买入,100,8691887,5.7000,570.000,100,-575.010,4.970,0.000,0.040,150011.480,1390000652,上海Ａ股,20260522!636081,2,
20260515,09:30:04,002031,巨轮智能,证券卖出,100,104000001815149,7.2600,726.000,0,720.630,4.970,0.360,0.040,56548.180,CL10000358,深圳Ａ股,20260515!703301,1,
20260313,13:51:16,600759,洲际油气,证券买入,100,52405185,6.9800,698.000,100,-703.010,4.970,0.000,0.040,68.730,1390003836,上海Ａ股,20260313!532918,2,
20251021,10:34:14,601099,太平洋,证券卖出,3700,23978173,4.4700,16539.000,0,16524.710,4.960,8.270,1.060,16592.170,1390000678,上海Ａ股,20251021!440840,2,
20260514,10:27:21,002031,巨轮智能,证券买入,100,101000042696086,7.7200,772.000,100,-777.010,4.950,0.000,0.060,87104.950,CL10004204,深圳Ａ股,20260514!595804,1,
20260414,13:00:04,600863,华能蒙电,证券卖出,200,37781077,4.7100,942.000,0,936.520,4.950,0.470,0.060,81686.260,1390003372,上海Ａ股,20260414!413955,2,
20260413,13:01:02,600863,华能蒙电,证券买入,200,37658161,4.8000,960.000,200,-965.010,4.950,0.000,0.060,259.360,1390002603,上海Ａ股,20260413!431615,2,
20260312,10:09:52,600759,洲际油气,证券卖出,100,23909237,7.5000,750.000,23600,744.610,4.950,0.380,0.060,1184.760,1390001812,上海Ａ股,20260312!519286,2,
20251017,14:30:03,601099,太平洋,证券卖出,300,53810052,4.4200,1326.000,3700,1320.330,4.920,0.660,0.090,11335.680,1390003744,上海Ａ股,20251017!507327,2,
20260601,13:49:48,603993,洛阳钼业,证券买入,100,61650020,18.4900,1849.000,100,-1854.020,4.900,0.000,0.120,23273.530,1390004077,上海Ａ股,20260601!617458,2,
20260520,14:43:05,002611,东方精工,证券卖出,100,102000083942487,18.9400,1894.000,0,1888.030,4.900,0.950,0.120,2478.550,CL10006996,深圳Ａ股,20260520!618200,1,
20260602,14:42:05,603993,洛阳钼业,证券卖出,100,71903792,19.7500,1975.000,0,1968.990,4.890,0.990,0.130,96931.660,1390004837,上海Ａ股,20260602!609609,2,
20260519,13:28:11,002611,东方精工,证券买入,100,101000063175941,19.9200,1992.000,100,-1997.020,4.890,0.000,0.130,1108.830,CL10005333,深圳Ａ股,20260519!515725,1,
20260331,10:18:16,600026,中远海能,证券卖出,100,24570086,21.9300,2193.000,0,2186.880,4.890,1.100,0.130,2943.140,1390002024,上海Ａ股,20260331!437136,2,
20251124,09:40:48,000592,平潭发展,证券买入,200,104000010901409,9.8500,1970.000,200,-1975.020,4.890,0.000,0.130,482.050,CL10000968,深圳Ａ股,20251124!418908,1,
20260326,13:02:25,600026,中远海能,证券买入,100,37843755,24.4700,2447.000,100,-2452.020,4.870,0.000,0.150,38239.020,1390003139,上海Ａ股,20260326!423184,2,
20260317,09:41:43,000777,中核科技,证券卖出,100,102000013010738,26.1700,2617.000,0,2610.660,4.860,1.310,0.170,17991.580,CL10001300,深圳Ａ股,20260317!460149,1,
20260313,14:35:07,000777,中核科技,证券买入,100,105000068675444,26.7900,2679.000,100,-2684.030,4.860,0.000,0.170,1545.580,CL10006287,深圳Ａ股,20260313!532920,1,
20251224,10:35:52,603686,福龙马,证券卖出,100,22266940,25.0800,2508.000,0,2501.720,4.860,1.250,0.170,28740.160,1390001890,上海Ａ股,20251224!438782,2,
20260310,09:51:56,600989,宝丰能源,证券买入,100,18932209,29.1400,2914.000,100,-2919.030,4.840,0.000,0.190,899.270,1390001572,上海Ａ股,20260310!512226,2,
20251217,11:11:10,000592,平潭发展,证券卖出,200,102000037637339,14.0100,2802.000,0,2795.570,4.840,1.400,0.190,4830.950,CL10003149,深圳Ａ股,20251217!484030,1,
20260317,10:47:19,601975,招商南油,证券卖出,700,31734507,4.9500,3465.000,4800,3458.230,4.820,1.740,0.210,41002.250,1390002325,上海Ａ股,20260317!460155,2,
20260312,10:16:09,600989,宝丰能源,证券卖出,100,26023724,33.4800,3348.000,1100,3341.300,4.820,1.670,0.210,4526.060,1390002140,上海Ａ股,20260312!519287,2,
20260414,14:19:56,600343,航天动力,证券买入,100,52910870,33.9500,3395.000,100,-3400.030,4.810,0.000,0.220,78565.100,1390004563,上海Ａ股,20260414!413958,2,
20251114,10:35:13,603686,福龙马,证券买入,100,25893588,34.8800,3488.000,100,-3493.030,4.810,0.000,0.220,43371.550,1390002642,上海Ａ股,20251114!437117,2,
20260522,14:46:59,300433,蓝思科技,证券卖出,100,105000080317531,38.1900,3819.000,0,3812.050,4.790,1.910,0.250,6139.780,CL10006818,深圳Ａ股,20260522!636084,1,
20260521,10:51:31,300433,蓝思科技,证券买入,100,105000048691284,37.6200,3762.000,100,-3767.040,4.790,0.000,0.250,103618.780,CL10004449,深圳Ａ股,20260521!749826,1,
20260313,14:34:56,600938,中国海油,证券卖出,100,62464047,41.6800,4168.000,0,4160.880,4.780,2.080,0.260,4229.610,1390004424,上海Ａ股,20260313!532919,2,
20260316,14:50:19,002149,西部材料,证券买入,100,105000074915062,43.7600,4376.000,600,-4381.040,4.760,0.000,0.280,533.930,CL10007712,深圳Ａ股,20260316!539737,1,
20260313,13:04:30,600096,云天化,证券买入,100,43509076,43.9100,4391.000,100,-4396.040,4.760,0.000,0.280,1987.440,1390003232,上海Ａ股,20260313!532913,2,
20260312,10:16:55,600938,中国海油,证券买入,100,26249110,42.8000,4280.000,100,-4285.040,4.760,0.000,0.280,241.020,1390002158,上海Ａ股,20260312!519288,2,
20251219,11:14:20,000547,航天发展,证券卖出,200,102000035329450,22.6900,4538.000,0,4530.680,4.760,2.270,0.290,4958.590,CL10006551,深圳Ａ股,20251219!458639,1,
20251217,13:00:09,000547,航天发展,证券买入,200,101000039048510,21.9900,4398.000,200,-4403.040,4.760,0.000,0.280,427.910,CL10003334,深圳Ａ股,20251217!484031,1,
20260313,13:04:20,600759,洲际油气,证券卖出,700,43481675,7.0400,4928.000,22900,4920.490,4.730,2.460,0.320,6383.480,1390003230,上海Ａ股,20260313!532912,2,
20260423,10:20:53,603688,石英股份,证券买入,100,33052132,52.7800,5278.000,1700,-5283.050,4.710,0.000,0.340,2727.390,1390002740,上海Ａ股,20260423!593104,2,
20260528,14:44:52,603993,洛阳钼业,证券买入,300,71448762,18.7600,5628.000,2900,-5633.060,4.700,0.000,0.360,552.430,1390005114,上海Ａ股,20260528!513408,2,
20251020,14:18:29,000831,中国稀土,证券买入,100,104000051915558,54.4700,5447.000,100,-5452.050,4.700,0.000,0.350,6122.520,CL10004520,深圳Ａ股,20251020!455134,1,
20260528,14:44:40,300851,交大思诺,证券卖出,200,102000081478476,30.3900,6078.000,0,6069.900,4.670,3.040,0.390,6185.490,CL10006898,深圳Ａ股,20260528!513407,1,
20251020,14:31:10,002241,歌尔股份,证券买入,200,102000058805371,30.2500,6050.000,200,-6055.060,4.670,0.000,0.390,67.460,CL10004710,深圳Ａ股,20251020!455135,1,
20260325,10:08:00,002025,航天电器,证券买入,100,101000026063856,65.0000,6500.000,300,-6505.070,4.650,0.000,0.420,43455.700,CL10002432,深圳Ａ股,20260325!464859,1,
20251021,10:25:07,002241,歌尔股份,证券卖出,200,104000023541704,32.2300,6446.000,0,6437.720,4.650,3.220,0.410,23029.890,CL10001800,深圳Ａ股,20251021!440841,1,
20260511,10:51:04,603688,石英股份,证券买入,100,43821085,67.8300,6783.000,100,-6788.070,4.630,0.000,0.440,201394.550,1390003551,上海Ａ股,20260511!622974,2,
20260610,14:34:46,300723,一品红,证券卖出,200,104000075889045,34.0700,6814.000,900,6805.540,4.620,3.400,0.440,7391.690,CL10005896,深圳Ａ股,20260610!579756,1,
20260526,14:50:04,300851,交大思诺,证券买入,200,104000089747853,34.9500,6990.000,200,-6995.070,4.620,0.000,0.450,3069.120,CL10007226,深圳Ａ股,20260526!556071,1,
20251126,10:26:00,002463,沪电股份,证券卖出,100,104000028696592,71.3700,7137.000,0,7128.360,4.620,3.570,0.450,86728.270,CL10002956,深圳Ａ股,20251126!400315,1,
20260513,10:28:54,603688,石英股份,证券卖出,100,32783831,74.5000,7450.000,0,7441.200,4.600,3.730,0.470,82406.720,1390003796,上海Ａ股,20260513!591213,2,
20260317,09:25:00,002931,锋龙股份,证券卖出,100,103000000728941,73.1100,7311.000,0,7302.270,4.600,3.660,0.470,7836.200,CL10000205,深圳Ａ股,20260317!460144,1,
20260316,13:13:38,002931,锋龙股份,证券买入,100,103000054412590,74.1500,7415.000,100,-7420.070,4.600,0.000,0.470,42479.690,CL10005971,深圳Ａ股,20260316!539731,1,
20251014,14:24:59,515980,人工智能,证券买入,12200,67848710,0.8220,10028.400,57100,-10033.400,4.600,0.000,0.400,15.350,1390004965,上海Ａ股,20251014!625669,2,
20251023,14:25:48,600580,卧龙电驱,证券买入,200,45525220,45.9000,9180.000,1500,-9185.090,4.510,0.000,0.580,102530.580,1390002902,上海Ａ股,20251023!450202,2,
20250902,09:50:19,600391,航发科技,证券买入,300,16024910,30.5000,9150.000,300,-9155.090,4.510,0.000,0.580,61971.450,1390000593,上海Ａ股,20250902!642549,2,
20251014,11:21:41,515980,人工智能,证券买入,15100,45899657,0.8320,12563.200,44900,-12568.200,4.500,0.000,0.500,23388.870,1390003316,上海Ａ股,20251014!625667,2,
20260529,10:14:59,603993,洛阳钼业,证券卖出,500,31363187,19.1400,9570.000,2400,9560.110,4.480,4.790,0.620,10112.540,1390002326,上海Ａ股,20260529!677072,2,
20260526,14:13:30,002036,联创电子,证券卖出,900,103000076624694,10.6600,9594.000,8500,9584.100,4.480,4.800,0.620,10064.190,CL10006443,深圳Ａ股,20260526!556070,1,
20260428,10:05:24,000889,中嘉博创,证券买入,2000,104000027656451,4.7800,9560.000,2000,-9565.100,4.480,0.000,0.620,76431.250,CL10002654,深圳Ａ股,20260428!501609,1,
20250902,10:00:51,600580,卧龙电驱,证券买入,300,21547693,32.0000,9600.000,1500,-9605.100,4.480,0.000,0.620,20737.120,1390001523,上海Ａ股,20250902!642552,2,
20260429,09:30:36,000889,中嘉博创,证券卖出,2000,104000002768454,4.9100,9820.000,0,9809.990,4.470,4.910,0.630,51398.550,CL10000415,深圳Ａ股,20260429!482934,1,
20260604,09:55:35,603698,航天工程,证券卖出,300,19779500,33.3400,10002.000,0,9991.900,4.460,5.000,0.640,10780.120,1390001875,上海Ａ股,20260604!512448,2,
20260603,13:28:13,603698,航天工程,证券买入,300,52506729,33.2700,9981.000,300,-9986.100,4.460,0.000,0.640,2164.390,1390003944,上海Ａ股,20260603!533399,2,
20260602,11:27:51,600936,北投科技,证券买入,1700,47956459,5.8300,9911.000,1700,-9916.100,4.460,0.000,0.640,32570.580,1390003196,上海Ａ股,20260602!609605,2,
20260601,09:25:00,002081,金 螳 螂,证券卖出,1600,102000000612693,6.2900,10064.000,0,10053.870,4.460,5.030,0.640,10276.710,CL10000203,深圳Ａ股,20260601!617450,1,
20260529,10:15:36,002081,金 螳 螂,证券买入,1600,102000033870328,6.1600,9856.000,1600,-9861.100,4.460,0.000,0.640,251.440,CL10004432,深圳Ａ股,20260529!677073,1,
20260317,09:30:00,000890,法尔胜,证券买入,800,101000001051166,12.6400,10112.000,800,-10117.100,4.460,0.000,0.640,4421.520,CL10000312,深圳Ａ股,20260317!460147,1,
20251013,13:00:14,603259,药明康德,证券买入,100,45854563,98.5100,9851.000,200,-9856.100,4.460,0.000,0.640,69344.420,1390002845,上海Ａ股,20251013!607181,2,
20250901,09:30:49,603259,药明康德,证券买入,100,1899787,103.2300,10323.000,100,-10328.100,4.440,0.000,0.660,102406.870,1390000260,上海Ａ股,20250901!621262,2,
20260604,10:29:53,300209,行云科技,证券买入,400,102000036078438,26.5200,10608.000,2000,-10613.110,4.430,0.000,0.680,167.010,CL10003347,深圳Ａ股,20260604!512449,1,
20260318,09:40:22,000890,法尔胜,证券卖出,800,105000011035107,13.1700,10536.000,0,10525.620,4.430,5.270,0.680,27846.170,CL10001374,深圳Ａ股,20260318!413860,1,
20250918,09:48:26,000831,中国稀土,证券买入,200,101000016239731,52.8000,10560.000,900,-10565.110,4.430,0.000,0.680,12026.930,CL10001378,深圳Ａ股,20250918!695463,1,
20250918,09:48:26,000831,中国稀土,证券买入,200,101000016240373,52.8000,10560.000,1100,-10565.110,4.430,0.000,0.680,1461.820,CL10001881,深圳Ａ股,20250918!695464,1,
20260317,09:34:04,002423,中粮资本,证券卖出,1000,102000006637826,10.9700,10970.000,0,10959.400,4.410,5.490,0.700,15380.920,CL10000775,深圳Ａ股,20260317!460148,1,
20251021,11:23:13,000099,中信海直,证券卖出,500,104000036075513,21.7700,10885.000,0,10874.450,4.410,5.440,0.700,155664.170,CL10003340,深圳Ａ股,20251021!440845,1,
20260318,13:00:04,600026,中远海能,证券买入,600,37169499,24.4200,14652.000,600,-14657.340,4.400,0.000,0.940,28739.080,1390003560,上海Ａ股,20260318!413863,2,
20251017,14:30:57,002475,立讯精密,证券买入,200,105000058076196,55.7800,11156.000,200,-11161.110,4.400,0.000,0.710,174.570,CL10006288,深圳Ａ股,20251017!507328,1,
20250903,14:40:45,600391,航发科技,证券买入,400,59514300,27.5600,11024.000,700,-11029.110,4.400,0.000,0.710,42014.680,1390004026,上海Ａ股,20250903!1400447,2,
20260316,09:47:42,002423,中粮资本,证券买入,1000,103000018712953,11.3100,11310.000,1000,-11315.120,4.390,0.000,0.730,23197.960,CL10002286,深圳Ａ股,20260316!539728,1,
20250901,09:32:11,000831,中国稀土,证券买入,200,102000005216270,57.3400,11468.000,200,-11473.110,4.380,0.000,0.730,71126.540,CL10000947,深圳Ａ股,20250901!621264,1,
20260603,13:26:34,300723,一品红,证券卖出,300,103000058406156,39.3900,11817.000,1300,11805.970,4.360,5.910,0.760,12150.490,CL10005546,深圳Ａ股,20260603!533398,1,
20251021,10:14:54,002475,立讯精密,证券卖出,200,105000022236517,60.5700,12114.000,0,12102.820,4.350,6.060,0.770,35132.710,CL10002125,深圳Ａ股,20251021!440842,1,
20250902,09:51:17,000099,中信海直,证券买入,500,101000021008171,24.2100,12105.000,500,-12110.120,4.350,0.000,0.770,49861.330,CL10001827,深圳Ａ股,20250902!642550,1,
20250902,11:07:30,000831,中国稀土,证券卖出,200,102000050134408,62.5100,12502.000,0,12490.620,4.320,6.250,0.810,33227.740,CL10004125,深圳Ａ股,20250902!642553,1,
20260325,10:06:21,002025,航天电器,证券买入,200,101000025351707,65.6200,13124.000,200,-13129.130,4.290,0.000,0.840,49960.770,CL10002413,深圳Ａ股,20260325!464858,1,
20251014,11:21:48,600580,卧龙电驱,证券买入,300,45923693,44.4500,13335.000,800,-13340.120,4.280,0.000,0.840,10048.750,1390003446,上海Ａ股,20251014!625668,2,
20260622,17:59:46,,,利息归本,0,0,0.0000,0.000,0,3.130,0.000,0.000,0.000,26009.120,,,20260622!4151886,,
20260602,08:40:48,603993,洛阳钼业,红利税补扣,2100,0,0.0000,0.000,0,-120.120,0.000,0.000,0.000,23153.410,,上海Ａ股,20260602!4760,2,
