成交日期,成交时间,证券代码,证券名称,操作,成交数量,成交编号,成交均价,成交金额,本次余额,股票余额,发生金额,手续费,印花税,其他杂费,资金余额,本次金额,合同编号,市场名称,币种,市场代码,
20260331,09:25:00,601952,苏垦农发,证券卖出,800,2026033100003000100362798,10.800,8640.000,0,0,8630.590,4.540,4.320,0.550,12026.070,12026.070,2000004LW1,上海A股,人民币,2,
20260330,11:00:24,600666,奥瑞德,证券卖出,500,2026033000003000100413031,6.080,3040.000,0,0,3033.450,4.840,1.520,0.190,3395.480,3395.480,200002KFQP,上海A股,人民币,2,
20260330,09:38:21,601952,苏垦农发,证券买入,800,2026033000003000100413030,10.970,8776.000,800,800,-8781.090,4.540,0.000,0.550,362.030,362.030,200000WAFL,上海A股,人民币,2,
20260330,09:25:00,603026,石大胜华,证券买入,200,2026033000003000100413028,94.790,18958.000,200,200,-18963.190,3.970,0.000,1.220,9143.120,9143.120,2000008555,上海A股,人民币,2,
20260327,13:24:15,603659,璞泰来,证券卖出,800,2026032700003000100422000,34.590,27672.000,1700,1700,27652.890,3.500,13.840,1.770,28106.310,28106.310,200003LQR1,上海A股,人民币,2,
20260327,13:00:07,600666,奥瑞德,证券买入,500,2026032700003000100421998,6.070,3035.000,500,500,-3040.030,4.840,0.000,0.190,453.420,453.420,2000036JBT,上海A股,人民币,2,
20260327,09:25:00,000027,深圳能源,证券买入,3600,2026032700003000100421997,7.700,27720.000,3600,3600,-27725.000,3.220,0.000,1.780,3493.450,3493.450,2000000GH5,深圳A股,人民币,1,
20260326,14:17:47,600026,中远海能,证券买入,2500,2026032600003000100333887,23.870,59675.000,2500,2500,-59682.760,3.920,0.000,3.840,31218.450,31218.450,200003D5R5,上海A股,人民币,2,
20260326,14:16:45,002294,信立泰,证券卖出,1200,2026032600003000100333881,56.090,67308.000,0,0,67266.270,3.780,33.650,4.300,90901.210,90901.210,2000043TBL,深圳A股,人民币,1,
20260326,14:13:25,002025,航天电器,证券卖出,300,2026032600003000100333877,63.180,18954.000,0,0,18939.520,3.780,9.480,1.220,23634.940,23634.940,20000428A9,深圳A股,人民币,1,
20260326,09:55:30,603659,璞泰来,证券买入,2500,2026032600003000100333876,34.980,87450.000,2500,2500,-87461.360,5.760,0.000,5.600,4695.420,4695.420,2000019RKL,上海A股,人民币,2,
20260326,09:31:47,601016,节能风电,证券卖出,6100,2026032600003000100333874,5.610,34221.000,0,0,34198.540,3.150,17.110,2.200,92156.780,92156.780,200000DTZL,上海A股,人民币,2,
20260325,14:36:32,600759,洲际油气,证券买入,9900,2026032500003000100565945,6.080,60192.000,9900,9900,-60199.820,3.970,0.000,3.850,57958.240,57958.240,200003YDUD,上海A股,人民币,2,
20260325,14:34:25,600989,宝丰能源,证券卖出,1900,2026032500003000100565941,30.230,57437.000,0,0,57400.820,3.780,28.720,3.680,118158.060,118158.060,200003XEGH,上海A股,人民币,2,
20260325,13:40:00,600026,中远海能,证券卖出,2400,2026032500003000100565940,25.140,60336.000,0,0,60297.990,3.970,30.170,3.870,60757.240,60757.240,200003B3Q5,上海A股,人民币,2,
20260325,09:32:47,601016,节能风电,证券买入,6100,2026032500003000100565939,5.130,31293.000,6100,6100,-31298.320,3.310,0.000,2.010,459.250,459.250,200000IAHX,上海A股,人民币,2,
20260325,09:30:05,600863,华能蒙电,证券卖出,4400,2026032500003000100565937,5.200,22880.000,0,0,22863.320,3.760,11.440,1.480,31757.570,31757.570,2000006LR9,上海A股,人民币,2,
20260325,09:25:00,002294,信立泰,证券买入,1200,2026032500003000100565931,56.800,68160.000,1200,1200,-68168.180,3.820,0.000,4.360,8894.250,8894.250,2000005AOT,深圳A股,人民币,1,
20260324,15:00:00,002025,航天电器,证券卖出,600,2026032400003000100401583,67.040,40224.000,300,300,40198.890,2.420,20.110,2.580,77062.430,77062.430,200004QSF5,深圳A股,人民币,1,
20260324,11:11:57,603026,石大胜华,证券卖出,100,2026032400003000100401580,77.520,7752.000,0,0,7743.040,4.580,3.880,0.500,36863.540,36863.540,200002E4KX,上海A股,人民币,2,
20260324,10:08:58,600376,首开股份,证券卖出,4800,2026032400003000100401579,5.620,26976.000,0,0,26957.240,3.540,13.490,1.730,29120.500,29120.500,200001ICD9,上海A股,人民币,2,
20260324,09:25:00,600863,华能蒙电,证券买入,4400,2026032400003000100401575,5.140,22616.000,4400,4400,-22621.230,3.780,0.000,1.450,2163.260,2163.260,2000005EEP,上海A股,人民币,2,
20260323,16:20:50,,,利息归本,0,2026032300003000100139767,0.000,3.600,0,0,3.600,0.000,0.000,0.000,655.160,655.160,NULL,,人民币,,
20260323,13:05:01,603026,石大胜华,证券买入,100,2026032300003000100496140,77.340,7734.000,100,100,-7739.080,4.590,0.000,0.490,24784.490,24784.490,200002SPOT,上海A股,人民币,2,
20260323,10:10:56,301308,江波龙,证券卖出,100,2026032300003000100496139,321.120,32112.000,0,0,32090.940,2.940,16.060,2.060,32523.570,32523.570,2000020W8L,深圳A股,人民币,1,
20260323,09:47:46,600376,首开股份,证券买入,4800,2026032300003000100496138,5.860,28128.000,4800,4800,-28133.280,3.470,0.000,1.810,432.630,432.630,2000017XG1,上海A股,人民币,2,
20260323,09:43:40,603986,兆易创新,证券卖出,100,2026032300003000100496135,279.300,27930.000,0,0,27910.750,3.490,13.970,1.790,28565.910,28565.910,2000012Z8H,上海A股,人民币,2,
20260320,10:30:48,600989,宝丰能源,证券买入,1900,2026032000003000100450445,31.110,59109.000,1900,1900,-59116.680,3.890,0.000,3.790,651.560,651.560,200001JUPD,上海A股,人民币,2,
20260319,10:40:42,600026,中远海能,证券买入,2400,2026031900003000100369590,23.620,56688.000,2400,2400,-56695.370,3.740,0.000,3.630,59768.240,59768.240,2000023UJ9,上海A股,人民币,2,
20260319,10:28:43,600879,航天电子,证券卖出,2300,2026031900003000100369588,22.580,51934.000,0,0,51901.280,3.420,25.970,3.330,116463.610,116463.610,200001NDM9,上海A股,人民币,2,
20260319,09:31:25,002384,东山精密,证券卖出,600,2026031900003000100369587,107.310,64386.000,0,0,64346.080,3.600,32.190,4.130,64562.330,64562.330,200000FY9P,深圳A股,人民币,1,
20260318,13:03:17,600879,航天电子,证券买入,2300,2026031800003000100675355,22.630,52049.000,2300,2300,-52055.770,3.440,0.000,3.330,216.250,216.250,20000314GT,上海A股,人民币,2,
20260318,13:02:55,002384,东山精密,证券卖出,400,2026031800003000100675354,104.910,41964.000,600,600,41937.980,2.350,20.980,2.690,52272.020,52272.020,200003O8C1,深圳A股,人民币,1,
20260318,13:00:08,603259,药明康德,证券卖出,100,2026031800003000100675348,92.720,9272.000,0,0,9262.270,4.490,4.640,0.600,43130.030,43130.030,200002YQWT,上海A股,人民币,2,
20260318,13:00:02,002025,航天电器,证券买入,900,2026031800003000100675353,59.810,53829.000,900,900,-53835.460,3.010,0.000,3.450,10334.040,10334.040,200003MTP9,深圳A股,人民币,1,
20260318,13:00:00,002831,裕同科技,证券卖出,100,2026031800003000100675349,36.200,3620.000,0,0,3613.190,4.770,1.810,0.230,46743.220,46743.220,200003LTAP,深圳A股,人民币,1,
20260318,13:00:00,002426,胜利精密,证券卖出,4000,2026031800003000100675350,4.360,17440.000,0,0,17426.280,3.890,8.720,1.110,64169.500,64169.500,200003M2HT,深圳A股,人民币,1,
20260318,11:05:42,002384,东山精密,证券买入,300,2026031800003000100675347,103.630,31089.000,1000,1000,-31094.000,3.010,0.000,1.990,33867.760,33867.760,2000035EG5,深圳A股,人民币,1,
20260318,10:19:29,002384,东山精密,证券买入,300,2026031800003000100675346,105.620,31686.000,700,700,-31691.000,2.970,0.000,2.030,64961.760,64961.760,200002DCK1,深圳A股,人民币,1,
20260318,09:47:04,002384,东山精密,证券卖出,400,2026031800003000100675345,109.080,43632.000,400,400,43604.950,2.440,21.810,2.800,96652.760,96652.760,200001EA6H,深圳A股,人民币,1,
20260317,14:52:38,603259,药明康德,证券买入,100,2026031700003000100417964,92.540,9254.000,100,100,-9259.090,4.490,0.000,0.600,53047.810,53047.810,2000041WNX,上海A股,人民币,2,
20260317,14:06:46,000630,铜陵有色,证券卖出,3900,2026031700003000100417963,6.610,25779.000,0,0,25761.110,3.340,12.890,1.660,62306.900,62306.900,200004650D,深圳A股,人民币,1,
20260317,13:35:11,002831,裕同科技,证券买入,100,2026031700003000100417962,35.810,3581.000,100,100,-3586.000,4.770,0.000,0.230,36545.790,36545.790,200003QBY9,深圳A股,人民币,1,
20260317,13:13:23,301308,江波龙,证券买入,100,2026031700003000100417961,334.000,33400.000,100,100,-33405.000,2.860,0.000,2.140,40131.790,40131.790,200003BCH5,深圳A股,人民币,1,
20260317,13:03:47,603986,兆易创新,证券买入,100,2026031700003000100417960,302.000,30200.000,100,100,-30205.300,3.370,0.000,1.930,73536.790,73536.790,200002OJS5,上海A股,人民币,2,
20260317,11:21:22,002151,北斗星通,证券卖出,2200,2026031700003000100417959,46.700,102740.000,0,0,102676.300,5.750,51.370,6.580,103742.090,103742.090,2000035GQX,深圳A股,人民币,1,
20260317,09:50:16,002384,东山精密,证券买入,800,2026031700003000100417958,110.445,88356.000,800,800,-88366.600,4.940,0.000,5.660,1065.790,1065.790,200001G529,深圳A股,人民币,1,
20260317,09:44:33,600313,农发种业,证券卖出,2500,2026031700003000100417952,9.320,23300.000,0,0,23283.120,3.740,11.650,1.490,89432.390,89432.390,200000YOQT,上海A股,人民币,2,
20260317,09:43:55,002149,西部材料,证券卖出,1100,2026031700003000100417951,43.420,47762.000,0,0,47732.390,2.670,23.880,3.060,66149.270,66149.270,2000016QCD,深圳A股,人民币,1,
20260317,09:40:36,002426,胜利精密,证券买入,4000,2026031700003000100417949,4.500,18000.000,4000,4000,-18005.000,3.850,0.000,1.150,18416.880,18416.880,2000010XVD,深圳A股,人民币,1,
20260317,09:35:11,000798,中水渔业,证券卖出,900,2026031700003000100417948,11.282,10154.000,0,0,10143.940,4.350,5.060,0.650,36421.880,36421.880,200000Q1K1,深圳A股,人民币,1,
20260317,09:31:56,002173,创新医疗,证券卖出,700,2026031700003000100417941,30.867,21607.000,0,0,21591.190,3.610,10.810,1.390,26277.940,26277.940,200000HMF9,深圳A股,人民币,1,
20260316,14:55:24,002151,北斗星通,证券买入,2200,2026031600003000100394452,47.970,105534.000,2200,2200,-105546.660,5.890,0.000,6.770,4686.750,4686.750,2000063G8P,深圳A股,人民币,1,
20260316,14:53:52,600938,中国海油,证券卖出,2600,2026031600003000100394451,41.260,107276.000,0,0,107208.430,7.070,53.630,6.870,110233.410,110233.410,200004KPGD,上海A股,人民币,2,
20260316,11:02:48,002173,创新医疗,证券买入,700,2026031600003000100394448,32.280,22596.000,700,700,-22601.000,3.550,0.000,1.450,3024.980,3024.980,200003R6AH,深圳A股,人民币,1,
20260316,10:56:30,000630,铜陵有色,证券买入,3900,2026031600003000100394447,6.490,25311.000,3900,3900,-25316.000,3.380,0.000,1.620,25625.980,25625.980,200003N9AD,深圳A股,人民币,1,
20260316,10:54:52,600938,中国海油,证券卖出,1200,2026031600003000100394444,42.000,50400.000,2600,2600,50368.260,3.370,25.200,3.170,50941.980,50941.980,200002QEXX,上海A股,人民币,2,
20260316,10:26:49,600313,农发种业,证券买入,2500,2026031600003000100394435,9.040,22600.000,2500,2500,-22605.230,3.780,0.000,1.450,573.720,573.720,200002B8B1,上海A股,人民币,2,
20260316,09:46:45,000798,中水渔业,证券买入,900,2026031600003000100394434,11.800,10620.000,900,900,-10625.000,4.320,0.000,0.680,23178.950,23178.950,200001CFRD,深圳A股,人民币,1,
20260316,09:32:11,002173,创新医疗,证券卖出,500,2026031600003000100394433,32.860,16430.000,0,0,16416.780,3.950,8.220,1.050,33803.950,33803.950,200000N67H,深圳A股,人民币,1,
20260316,09:30:01,002173,创新医疗,证券卖出,500,2026031600003000100394432,32.370,16185.000,500,500,16171.910,3.970,8.090,1.030,17387.170,17387.170,200000DW3P,深圳A股,人民币,1,
20260313,14:03:42,002173,创新医疗,证券买入,1000,2026031300003000100408903,31.560,31560.000,1000,1000,-31565.000,2.970,0.000,2.030,1215.260,1215.260,200004G7ID,深圳A股,人民币,1,
20260313,14:02:58,,,银行转证券,0,2026031300003000100408875,0.000,30000.000,0,0,30000.000,0.000,0.000,0.000,61194.240,61194.240,NULL,,人民币,,
20260313,13:38:52,600938,中国海油,证券买入,3100,2026031300003000100408902,41.970,130107.000,3800,3800,-130123.910,8.570,0.000,8.340,32780.260,32780.260,200003DYFD,上海A股,人民币,2,
20260313,13:37:05,600759,洲际油气,证券卖出,18400,2026031300003000100408901,7.000,128800.000,0,0,128718.850,8.520,64.400,8.230,162904.170,162904.170,200003D9OT,上海A股,人民币,2,
20260313,10:35:58,002149,西部材料,证券买入,1100,2026031300003000100408885,45.550,50105.000,1100,1100,-50111.010,2.810,0.000,3.200,34185.320,34185.320,200002SMG5,深圳A股,人民币,1,
20260313,10:33:35,600989,宝丰能源,证券卖出,1600,2026031300003000100408880,33.350,53360.000,0,0,53326.390,3.510,26.690,3.410,84296.330,84296.330,20000279EL,上海A股,人民币,2,
20260313,09:55:04,600938,中国海油,证券买入,700,2026031300003000100408876,43.170,30219.000,700,700,-30224.300,3.370,0.000,1.930,30969.940,30969.940,200001FG3X,上海A股,人民币,2,
20260312,14:45:49,600989,宝丰能源,证券卖出,900,2026031200003000100391752,33.710,30339.000,1600,1600,30318.530,3.360,15.170,1.940,31194.240,31194.240,200004DUFL,上海A股,人民币,2,
20260310,10:51:59,600989,宝丰能源,证券买入,800,2026031000003000100387021,29.210,23368.000,2500,2500,-23373.240,3.720,0.000,1.520,875.710,875.710,200002HD0L,上海A股,人民币,2,
20260310,10:51:34,600722,金牛化工,证券卖出,1900,2026031000003000100387015,12.460,23674.000,0,0,23656.920,3.720,11.840,1.520,24248.950,24248.950,200002GV31,上海A股,人民币,2,
20260310,10:49:52,600989,宝丰能源,证券买入,1700,2026031000003000100387014,29.250,49725.000,1700,1700,-49731.470,3.270,0.000,3.200,592.030,592.030,200002GHZD,上海A股,人民币,2,
20260310,10:48:52,600722,金牛化工,证券卖出,4000,2026031000003000100387012,12.490,49960.000,1900,1900,49928.530,3.290,24.980,3.200,50323.500,50323.500,200002FBHD,上海A股,人民币,2,
20260305,14:51:42,600759,洲际油气,证券买入,14100,2026030500003000100661807,8.720,122952.000,18400,18400,-122967.980,8.080,0.000,7.900,394.970,394.970,200004AQBH,上海A股,人民币,2,
20260305,14:40:37,600108,亚盛集团,证券卖出,24700,2026030500003000100661798,4.950,122265.000,0,0,122187.980,8.020,61.150,7.850,123362.950,123362.950,2000043RNL,上海A股,人民币,2,
20260305,14:14:42,600722,金牛化工,证券买入,5900,2026030500003000100661786,13.150,77585.000,5900,5900,-77595.090,5.120,0.000,4.970,1174.970,1174.970,200003ROEP,上海A股,人民币,2,
20260305,13:52:27,600759,洲际油气,证券买入,4300,2026030500003000100661781,9.070,39001.000,4300,4300,-39006.390,2.890,0.000,2.500,78770.060,78770.060,200003GW39,上海A股,人民币,2,
20260305,13:37:36,603667,五洲新春,证券卖出,700,2026030500003000100661780,73.276,51293.000,0,0,51260.670,3.390,25.650,3.290,117776.450,117776.450,200003AHML,上海A股,人民币,2,
20260305,13:34:51,001309,德明利,证券卖出,100,2026030500003000100661778,260.930,26093.000,0,0,26074.950,3.330,13.050,1.670,66515.780,66515.780,2000041PJT,深圳A股,人民币,1,
20260305,10:16:20,601138,工业富联,证券卖出,100,2026030500003000100661777,55.400,5540.000,0,0,5532.170,4.700,2.770,0.360,40440.830,40440.830,200001UM41,上海A股,人民币,2,
20260304,11:29:16,001309,德明利,证券买入,100,2026030400003000100402861,251.170,25117.000,100,100,-25122.000,3.390,0.000,1.610,34908.660,34908.660,200003E7LX,深圳A股,人民币,1,
20260304,11:00:04,603667,五洲新春,证券买入,700,2026030400003000100402860,71.600,50120.000,700,700,-50126.510,3.310,0.000,3.200,60030.660,60030.660,200002Q4YH,上海A股,人民币,2,
20260304,10:40:59,600989,宝丰能源,证券卖出,600,2026030400003000100402856,27.560,16536.000,0,0,16522.560,4.100,8.270,1.070,55156.290,55156.290,200001GYAH,上海A股,人民币,2,
20260304,10:27:14,000792,盐湖股份,证券卖出,1500,2026030400003000100402857,36.690,55035.000,0,0,55000.880,3.070,27.520,3.530,110157.170,110157.170,200002ERIH,深圳A股,人民币,1,
20260304,09:56:15,600227,赤天化,证券卖出,11000,2026030400003000100402852,3.380,37180.000,0,0,37156.050,2.980,18.590,2.380,155973.980,155973.980,2000009HH5,上海A股,人民币,2,
20260304,09:32:09,600108,亚盛集团,证券买入,24700,2026030400003000100402853,4.750,117325.000,24700,24700,-117340.250,7.730,0.000,7.520,38633.730,38633.730,200000IPIH,上海A股,人民币,2,
20260303,14:19:38,600256,广汇能源,证券卖出,8600,2026030300003000100452074,7.050,60630.000,0,0,60591.790,4.000,30.320,3.890,118817.930,118817.930,200005A7ZL,上海A股,人民币,2,
20260303,14:11:10,600938,中国海油,证券卖出,1300,2026030300003000100452073,43.389,56406.000,0,0,56370.460,3.720,28.210,3.610,58226.140,58226.140,2000054V49,上海A股,人民币,2,
20260303,13:00:06,600989,宝丰能源,证券买入,600,2026030300003000100452070,28.560,17136.000,600,600,-17141.180,4.080,0.000,1.100,1855.680,1855.680,2000040G8P,上海A股,人民币,2,
20260303,10:15:29,600227,赤天化,证券买入,11000,2026030300003000100452067,3.340,36740.000,11000,11000,-36745.370,3.020,0.000,2.350,18996.860,18996.860,200002EKOD,上海A股,人民币,2,
20260302,13:35:26,601138,工业富联,证券卖出,1000,2026030200003000100464188,55.670,55670.000,100,100,55634.920,3.670,27.840,3.570,55742.230,55742.230,200004KMD9,上海A股,人民币,2,
20260302,13:00:20,600256,广汇能源,证券买入,8600,2026030200003000100464187,6.400,55040.000,8600,8600,-55047.150,3.620,0.000,3.530,107.310,107.310,2000046SVT,上海A股,人民币,2,
20260302,11:27:58,603083,剑桥科技,证券卖出,500,2026030200003000100464186,108.030,54015.000,0,0,53980.980,3.550,27.000,3.470,55154.460,55154.460,2000041NVT,上海A股,人民币,2,
20260302,09:46:37,600938,中国海油,证券买入,1300,2026030200003000100464184,38.890,50557.000,1300,1300,-50563.580,3.340,0.000,3.240,1173.480,1173.480,200001ROU1,上海A股,人民币,2,
20260302,09:36:06,,,银行转证券,0,2026030200003000100464183,0.000,50000.000,0,0,50000.000,0.000,0.000,0.000,51737.060,51737.060,NULL,,人民币,,
20260226,14:33:47,000792,盐湖股份,证券买入,1500,2026022600003000100406213,39.004,58506.000,1500,1500,-58513.020,3.260,0.000,3.760,1737.060,1737.060,2000056BOH,深圳A股,人民币,1,
20260226,14:11:51,601138,工业富联,证券卖出,1000,2026022600003000100406211,58.020,58020.000,1100,1100,57983.450,3.820,29.010,3.720,60250.080,60250.080,200003OTX9,上海A股,人民币,2,
20260209,13:40:11,601138,工业富联,证券买入,800,2026020900003000100438608,55.690,44552.000,2100,2100,-44557.800,2.940,0.000,2.860,2266.630,2266.630,2000032AXP,上海A股,人民币,2,
20260209,13:36:31,000737,北方铜业,证券卖出,1400,2026020900003000100438607,16.530,23142.000,0,0,23125.430,3.520,11.570,1.480,46824.430,46824.430,2000043U01,深圳A股,人民币,1,
20260209,13:35:37,002792,通宇通讯,证券卖出,400,2026020900003000100438606,50.600,20240.000,0,0,20224.880,3.710,10.120,1.290,23699.000,23699.000,2000043GJL,深圳A股,人民币,1,
20260205,10:12:28,002792,通宇通讯,证券买入,400,2026020500003000101238806,51.330,20532.000,400,400,-20537.000,3.680,0.000,1.320,3474.120,3474.120,2000029KTD,深圳A股,人民币,1,
20260205,10:12:13,000737,北方铜业,证券买入,1400,2026020500003000101238802,16.940,23716.000,1400,1400,-23721.000,3.480,0.000,1.520,24011.120,24011.120,2000029B3D,深圳A股,人民币,1,
20260205,10:10:48,002465,海格通信,证券卖出,2600,2026020500003000101238801,17.450,45370.000,0,0,45341.880,2.540,22.680,2.900,47732.120,47732.120,2000027VY9,深圳A股,人民币,1,
20260129,13:39:28,601138,工业富联,证券买入,400,2026012900003000100480204,58.000,23200.000,1300,1300,-23205.230,3.740,0.000,1.490,2390.240,2390.240,200004D3KX,上海A股,人民币,2,
20260129,13:39:15,600584,长电科技,证券卖出,500,2026012900003000100480202,49.106,24553.000,0,0,24535.470,3.670,12.280,1.580,25595.470,25595.470,200004CYZD,上海A股,人民币,2,
20260126,14:32:56,002465,海格通信,证券买入,2600,2026012600003000100550788,17.690,45994.000,2600,2600,-45999.520,2.570,0.000,2.950,1060.000,1060.000,200006IIU1,深圳A股,人民币,1,
20260126,14:30:14,002463,沪电股份,证券卖出,600,2026012600003000100550787,71.460,42876.000,0,0,42849.410,2.400,21.440,2.750,47059.520,47059.520,200006GCMH,深圳A股,人民币,1,
20260122,10:42:23,603083,剑桥科技,证券买入,500,2026012200003000100463854,112.040,56020.000,500,500,-56027.270,3.700,0.000,3.570,4210.110,4210.110,200003HJY5,上海A股,人民币,2,
20260122,10:19:07,603083,剑桥科技,证券卖出,500,2026012200003000100463851,111.680,55840.000,0,0,55804.820,3.680,27.920,3.580,60237.380,60237.380,200002VUEL,上海A股,人民币,2,
20260122,09:51:58,600584,长电科技,证券买入,500,2026012200003000100463850,50.040,25020.000,500,500,-25025.250,3.650,0.000,1.600,4432.560,4432.560,200001UYI5,上海A股,人民币,2,
20260122,09:43:32,001208,华菱线缆,证券卖出,1100,2026012200003000100463849,22.740,25014.000,0,0,24996.490,3.390,12.510,1.610,29457.810,29457.810,200001DLZX,深圳A股,人民币,1,
20260121,09:25:00,001208,华菱线缆,证券买入,1100,2026012100003000100381352,22.860,25146.000,1100,1100,-25151.000,3.380,0.000,1.620,4461.320,4461.320,2000006UBL,深圳A股,人民币,1,
20260120,15:00:00,601138,工业富联,证券买入,900,2026012000003000100363031,59.670,53703.000,900,900,-53709.980,3.540,0.000,3.440,29612.320,29612.320,200004VQ7P,上海A股,人民币,2,
20260120,14:56:32,002463,沪电股份,证券买入,600,2026012000003000100363030,71.130,42678.000,600,600,-42683.120,2.390,0.000,2.730,83322.300,83322.300,200006EZM1,深圳A股,人民币,1,
20260120,14:46:46,603083,剑桥科技,证券买入,500,2026012000003000100363028,106.000,53000.000,500,500,-53006.890,3.490,0.000,3.400,126005.420,126005.420,200004LHQ5,上海A股,人民币,2,
20260119,11:31:32,601138,工业富联,上海A股红利税补缴,0,2026011900003000100434446,0.000,0.000,0,0,-171.600,0.000,0.000,0.000,179012.310,179012.310,NULL,上海A股,人民币,2,
20260116,13:07:59,601138,XD工业富,证券卖出,2600,2026011600003000100486089,62.961,163698.000,0,0,163594.860,10.780,81.850,10.510,179183.910,179183.910,200003ZW71,上海A股,人民币,2,
20260115,20:20:16,601138,工业富联,上海A股红利入账,2600,2026011500003000100627695,0.000,858.000,0,0,858.000,0.000,0.000,0.000,15589.050,15589.050,NULL,上海A股,人民币,2,
20260115,14:23:52,601138,工业富联,证券买入,2600,2026011500003000100627694,60.880,158288.000,2600,2600,-158308.570,10.420,0.000,10.150,14731.050,14731.050,2000044X61,上海A股,人民币,2,
20260115,09:30:16,601138,工业富联,证券卖出,2900,2026011500003000100627690,59.180,171622.000,0,0,171513.870,11.290,85.820,11.020,173039.620,173039.620,20000086AT,上海A股,人民币,2,
20260114,10:27:35,601138,工业富联,证券买入,1500,2026011400003000100439117,60.290,90435.000,2900,2900,-90446.750,5.960,0.000,5.790,1525.750,1525.750,200002ETM1,上海A股,人民币,2,
20260114,10:03:19,601138,工业富联,证券买入,1400,2026011400003000100439116,60.390,84546.000,1400,1400,-84556.990,5.570,0.000,5.420,91972.500,91972.500,200001TKTT,上海A股,人民币,2,
20260114,09:52:14,000547,航天发展,证券卖出,5200,2026011400003000100439112,32.880,170976.000,0,0,170870.020,9.570,85.460,10.950,176529.490,176529.490,2000025TW5,深圳A股,人民币,1,
20260113,13:01:30,000547,航天发展,证券买入,4100,2026011300003000100775986,36.378,149151.120,5200,5200,-149169.020,8.330,0.000,9.570,5659.470,5659.470,200005U8HD,深圳A股,人民币,1,
20260113,11:24:48,600693,东百集团,证券卖出,7500,2026011300003000100775971,20.150,151125.000,0,0,151029.790,9.970,75.560,9.680,154828.490,154828.490,200003LZ45,上海A股,人民币,2,
20260113,11:19:16,000547,航天发展,证券买入,1100,2026011300003000100775970,36.960,40656.000,1100,1100,-40661.000,2.390,0.000,2.610,3798.700,3798.700,200005HQFP,深圳A股,人民币,1,
20260112,14:43:00,601288,农业银行,证券卖出,5800,2026011200003000100489843,7.510,43558.000,0,0,43530.550,2.870,21.780,2.800,44459.700,44459.700,20000557GP,上海A股,人民币,2,
20260112,11:05:19,600693,东百集团,证券买入,7500,2026011200003000100489842,19.750,148125.000,7500,7500,-148144.260,9.770,0.000,9.490,929.150,929.150,2000032L5H,上海A股,人民币,2,
20260112,09:55:12,002202,金风科技,证券卖出,2800,2026011200003000100489837,34.820,97496.000,0,0,97435.550,5.460,48.750,6.240,149073.410,149073.410,200002GO8X,深圳A股,人民币,1,
20260109,14:21:45,001208,华菱线缆,证券卖出,1700,2026010900003000100375191,29.230,49691.000,0,0,49660.210,2.740,24.830,3.220,51637.860,51637.860,200006EM3X,深圳A股,人民币,1,
20260109,13:08:28,002202,金风科技,证券买入,600,2026010900003000100375184,31.650,18990.000,2800,2800,-18995.000,3.780,0.000,1.220,1977.650,1977.650,20000523Y9,深圳A股,人民币,1,
20260109,13:08:03,002971,和远气体,证券卖出,600,2026010900003000100375183,31.760,19056.000,0,0,19041.470,3.780,9.530,1.220,20972.650,20972.650,2000051R6T,深圳A股,人民币,1,
20260109,13:03:03,002202,金风科技,证券买入,2200,2026010900003000100375181,31.840,70048.000,2200,2200,-70056.410,3.920,0.000,4.490,1931.180,1931.180,200004XAB5,深圳A股,人民币,1,
20260109,11:05:33,601698,中国卫通,证券卖出,900,2026010900003000100375178,47.630,42867.000,0,0,42840.000,2.820,21.430,2.750,71987.590,71987.590,200002WC89,上海A股,人民币,2,
20260109,10:02:16,600935,华塑股份,证券卖出,9400,2026010900003000100375177,2.720,25568.000,0,0,25549.960,3.620,12.780,1.640,29147.590,29147.590,200001OH9H,上海A股,人民币,2,
20260108,11:05:56,601698,中国卫通,证券买入,900,2026010800003000100389853,44.880,40392.000,900,900,-40397.400,2.810,0.000,2.590,3597.630,3597.630,2000036I8X,上海A股,人民币,2,
20260108,11:05:15,601288,农业银行,证券卖出,5800,2026010800003000100389852,7.400,42920.000,5800,5800,42892.960,2.830,21.460,2.750,43995.030,43995.030,20000362TX,上海A股,人民币,2,
20260108,09:34:44,002971,和远气体,证券买入,600,2026010800003000100389851,33.630,20178.000,600,600,-20183.000,3.710,0.000,1.290,1102.070,1102.070,EY60000016,深圳A股,人民币,1,
20260108,09:25:00,600935,华塑股份,证券买入,9400,2026010800003000100389850,2.750,25850.000,9400,9400,-25855.260,3.600,0.000,1.660,21285.070,21285.070,6541000010,上海A股,人民币,2,
20260107,13:10:33,001208,华菱线缆,证券买入,1700,2026010700003000100574293,26.010,44217.000,1700,1700,-44222.310,2.480,0.000,2.830,47140.330,47140.330,200004KJO1,深圳A股,人民币,1,
20260106,13:58:50,002716,湖南白银,证券卖出,5900,2026010600003000100413590,7.990,47141.000,0,0,47111.770,2.630,23.570,3.030,91362.640,91362.640,200005B5LL,深圳A股,人民币,1,
20260106,13:48:08,601288,农业银行,证券买入,11600,2026010600003000100413588,7.530,87348.000,11600,11600,-87359.370,5.740,0.000,5.630,44250.870,44250.870,200004KMZH,上海A股,人民币,2,
20260106,10:40:16,002716,湖南白银,证券卖出,5800,2026010600003000100413581,7.960,46168.000,5900,5900,46139.380,2.550,23.080,2.990,131610.240,131610.240,200003AXS9,深圳A股,人民币,1,
