成交日期,成交时间,证券代码,证券名称,操作,成交数量,成交编号,成交均价,成交金额,本次余额,股票余额,发生金额,手续费,印花税,其他杂费,资金余额,本次金额,合同编号,市场名称,币种,市场代码,
20260105,09:36:14,002716,湖南白银,证券买入,11700,2026010500003000100401386,7.310,85527.000,11700,11700,-85537.260,4.770,0.000,5.490,85470.860,85470.860,200000Y4V9,深圳A股,人民币,1,
20251230,09:46:25,000759,中百集团,证券卖出,22200,2025123000003000100517934,7.670,170274.000,0,0,170168.480,9.370,85.090,11.060,171008.120,171008.120,2000019J5T,深圳A股,人民币,1,
20251224,10:57:44,000759,中百集团,证券买入,22200,2025122400003000100334293,9.070,201354.000,22200,22200,-201378.160,11.250,0.000,12.910,839.640,839.640,200001XXWT,深圳A股,人民币,1,
20251224,10:39:05,603259,药明康德,证券卖出,1700,2025122400003000100334273,90.570,153969.000,0,0,153872.000,10.150,76.980,9.870,202217.800,202217.800,2000017AHD,上海A股,人民币,2,
20251224,10:36:43,600111,北方稀土,证券卖出,400,2025122400003000100334272,45.330,18132.000,0,0,18117.750,4.020,9.070,1.160,48345.800,48345.800,2000016CGX,上海A股,人民币,2,
20251224,10:31:42,600151,航天机电,证券卖出,200,2025122400003000100334271,15.690,3138.000,0,0,3131.400,4.830,1.570,0.200,30228.050,30228.050,2000012SST,上海A股,人民币,2,
20251224,09:38:10,601138,工业富联,证券卖出,400,2025122400003000100334270,65.490,26196.000,0,0,26177.640,3.590,13.100,1.670,27096.650,27096.650,2000004T7D,上海A股,人民币,2,
20251222,16:09:00,,,利息归本,0,2025122200003000100105124,0.000,1.270,0,0,1.270,0.000,0.000,0.000,919.010,919.010,NULL,,人民币,,
20251219,13:58:58,601138,工业富联,证券买入,400,2025121900003000100576464,58.390,23356.000,400,400,-23361.230,3.730,0.000,1.500,917.740,917.740,200001NTF5,上海A股,人民币,2,
20251219,13:50:48,600111,北方稀土,证券卖出,500,2025121900003000100576463,45.040,22520.000,400,400,22503.510,3.790,11.250,1.450,24278.970,24278.970,200001NAT5,上海A股,人民币,2,
20251219,10:57:29,600151,航天机电,证券买入,200,2025121900003000100576459,18.720,3744.000,200,200,-3749.040,4.800,0.000,0.240,1775.460,1775.460,2000016IUD,上海A股,人民币,2,
20251127,10:28:20,600111,北方稀土,证券买入,900,2025112700003000100259862,45.000,40500.000,900,900,-40505.410,2.810,0.000,2.600,51816.970,51816.970,2000002MT5,上海A股,人民币,2,
20251127,10:15:58,603259,药明康德,证券买入,200,2025112700003000100259863,92.510,18502.000,1400,1400,-18507.190,4.000,0.000,1.190,33309.780,33309.780,2000003WYT,上海A股,人民币,2,
20251127,10:15:13,603259,药明康德,证券买入,300,2025112700003000100259864,92.600,27780.000,1700,1700,-27785.280,3.490,0.000,1.790,5524.500,5524.500,2000004KBX,上海A股,人民币,2,
20251127,09:37:53,603259,药明康德,证券买入,500,2025112700003000100259861,91.620,45810.000,1200,1200,-45815.960,3.020,0.000,2.940,92322.380,92322.380,200000202T,上海A股,人民币,2,
20251126,11:08:33,603083,剑桥科技,证券卖出,200,2025112600003000100264344,102.970,20594.000,0,0,20578.490,3.890,10.300,1.320,138138.340,138138.340,2000006NGD,上海A股,人民币,2,
20251126,11:00:52,603083,剑桥科技,证券卖出,300,2025112600003000100264343,101.990,30597.000,200,200,30576.390,3.350,15.300,1.960,117559.850,117559.850,2000006FCP,上海A股,人民币,2,
20251126,10:39:30,002463,沪电股份,证券卖出,200,2025112600003000100264342,71.410,14282.000,0,0,14269.860,4.080,7.140,0.920,86983.460,86983.460,2000006SZT,深圳A股,人民币,1,
20251126,10:16:20,002463,沪电股份,证券卖出,1000,2025112600003000100264341,70.970,70970.000,200,200,70925.990,4.000,35.490,4.520,72713.600,72713.600,2000005N2D,深圳A股,人民币,1,
20251121,14:19:17,603083,剑桥科技,证券买入,500,2025112100003000100263281,99.030,49515.000,500,500,-49521.440,3.260,0.000,3.180,1787.610,1787.610,200000BI95,上海A股,人民币,2,
20251121,14:18:26,,,银行转证券,0,2025112100003000100263278,0.000,47000.000,0,0,47000.000,0.000,0.000,0.000,51309.050,51309.050,NULL,,人民币,,
20251117,14:00:54,603259,药明康德,证券买入,500,2025111700003000100279188,92.930,46465.000,700,700,-46471.040,3.070,0.000,2.970,4309.050,4309.050,200000A7SD,上海A股,人民币,2,
20251117,13:58:55,,,银行转证券,0,2025111700003000100279187,0.000,50000.000,0,0,50000.000,0.000,0.000,0.000,50780.090,50780.090,NULL,,人民币,,
20251114,11:11:15,002463,沪电股份,证券买入,500,2025111400003000100296680,62.060,31030.000,1200,1200,-31035.000,3.030,0.000,1.970,780.090,780.090,200000AVR5,深圳A股,人民币,1,
20251113,14:42:07,603259,药明康德,证券卖出,300,2025111300003000100253309,96.650,28995.000,200,200,28975.210,3.430,14.500,1.860,31815.090,31815.090,200000BWLT,上海A股,人民币,2,
20251105,10:29:46,603259,药明康德,证券买入,500,2025110500003000100295591,94.910,47455.000,500,500,-47461.160,3.120,0.000,3.040,2839.880,2839.880,2000004135,上海A股,人民币,2,
20251104,14:38:44,,,银行转证券,0,2025110400003000100273999,0.000,50000.000,0,0,50000.000,0.000,0.000,0.000,50301.040,50301.040,NULL,,人民币,,
20251031,14:52:09,002463,沪电股份,证券买入,700,2025103100003000100463224,70.990,49693.000,700,700,-49698.960,2.780,0.000,3.180,301.040,301.040,2000007ANX,深圳A股,人民币,1,
20251030,13:00:51,,,银行转证券,0,2025103000003000100988190,0.000,50000.000,0,0,50000.000,0.000,0.000,0.000,50000.000,50000.000,NULL,,人民币,,
