ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
002202.SZ,20260206,784749,201041.88,739660,189517.39,708622,181420.97,772748,197802.52,526368,134728.39,552566,141346.65,408702,104394.59,363466,92919.26,143358,36850.7
002202.SZ,20260205,1256807,315214.95,782050,196234.51,1033891,259537.15,1032723,259150.74,744328,186851.81,916147,229912.89,479437,120486.45,783544,196792.21,-622637,-156297.12
002202.SZ,20260204,826339,224825.94,813358,221753.37,859741,234253.65,884448,240805.61,807009,219812.1,728350,198321.2,483779,131851.73,550712,149863.24,-64112,-16723.1
002202.SZ,20260203,854059,227322.42,1045530,278524.07,988555,263282.82,1004101,267099.88,864363,229910.46,767765,204211.02,541823,144185.73,431404,114866.46,280948,74501.8
002202.SZ,20260202,788741,205306.84,584510,152514.84,615907,160704.53,615088,160345.98,462683,120876.63,509925,132988.65,206190,53898.02,363999,94936.55,-259056,-66689.14
002202.SZ,20260130,820824,216424.4,643392,170140.42,703559,185963.13,748266,197701.76,539794,142820.95,609002,160837.95,317132,84016.47,380649,100544.83,-156098,-40378.72
002202.SZ,20260129,888553,245024.8,767478,212554.03,864848,239180.06,878595,242745.8,708374,195830.1,717544,198292.52,437120,120967.73,535277,147410.34,-180151,-48580.71
002202.SZ,20260128,1124456,312325.04,717181,199280.9,842204,234055.02,995905,276769.93,664095,184608.68,787308,218807.54,450424,125348.57,580786,161478.94,-363729,-100704.7
002202.SZ,20260127,967373,278521.19,918625,264913.13,1018422,293660.98,988870,284890.43,819389,236299.87,808729,232882.88,578625,166546.55,667584,192342.14,-228197,-64728.75
002202.SZ,20260126,1702657,496748.2,1178651,344515.73,1659796,486030.97,1548031,451878.04,1364708,399917.47,1467236,429028.27,1042553,305334.76,1575797,462609.38,-708870,-206240.47
002202.SZ,20260123,611043,175183.21,976350,281704.44,768736,220295.93,1040263,299843.73,787525,225699.52,870988,251145.37,1322357,384513.55,602061,172998.68,224151,63611.36
002202.SZ,20260122,1129410,299024.89,1193822,316597.69,1281744,339373.13,1285944,340570.97,1063294,281688.69,1041609,275781.43,830461,220161.1,783534,207297.72,417865,111517.85
002202.SZ,20260121,1115648,289488.58,782697,203597.32,1002647,260529.55,1019720,264917.85,730528,189870.63,830492,215711.88,488106,126858.34,704021,182520.05,-190696,-48486.05
002202.SZ,20260120,1542722,405790.82,1058418,278537.95,1370655,361066.61,1447411,380921.93,1065238,280537.05,1188060,312715.46,1012339,267556.93,1297065,342776.08,-73502,-18838.26
002202.SZ,20260119,1785897,472242.24,1858099,487339.26,1904653,502112.33,2147659,560816.65,1538723,403334.69,1647836,430267.72,1887179,482141.44,1462857,381407.06,1621488,390143.61
002202.SZ,20260116,221708,59949.84,106785,28874.65,176507,47727.49,171788,46451.43,131574,35577.61,146380,39581.21,160646,43438.68,265482,71786.34,690381,186679.02
002202.SZ,20260115,616006,186622.87,233719,70908.71,499083,151316.75,366371,111166.95,347858,105483.32,362247,109995.6,344223,104276.38,844833,255628.06,285879,85304.98
002202.SZ,20260114,2062995,703090.11,1535831,524103.35,2102288,718263.72,1998402,680770.91,1629960,557068.83,1850393,630307.9,1755180,597586.93,2165798,740827.44,426024,146918.65
002202.SZ,20260113,2628648,883977.32,1470415,494067.26,2484614,837103.36,2166801,726221.98,1819816,612359.68,2232730,747684.9,2030247,675438.73,3093378,1040904.96,-137044,-60227.04
002202.SZ,20260112,906027,314310.01,567015,197216.37,979591,339985.71,751812,261323.38,806999,280224.23,850498,295541.36,1103576,384431.41,1626869,564870.24,-245775,-85625.12
