ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000528.SZ,20260703,8.16,7.57,8.21,7.33,7.57,0.59,0.0779,208243904.0,1632614499.28
000528.SZ,20260626,7.57,8.01,8.21,7.53,8.0,-0.43,-0.0538,179531913.0,1409036766.2
000528.SZ,20260618,8.0,8.48,8.67,7.98,8.4,-0.4,-0.0476,120608850.0,998738990.44
000528.SZ,20260612,8.4,8.59,8.9,8.13,8.53,-0.13,-0.0152,203446867.0,1730222736.86
000528.SZ,20260605,8.53,8.96,9.1,8.42,8.98,-0.45,-0.0501,120310107.0,1055298519.53
000528.SZ,20260529,8.98,9.19,9.28,8.81,9.16,-0.18,-0.0197,123473085.0,1119923229.88
000528.SZ,20260522,9.16,9.51,9.52,9.02,9.51,-0.35,-0.0368,155967378.0,1436695679.11
000528.SZ,20260515,9.51,10.15,10.54,9.41,9.73,-0.22,-0.0226,390266993.0,3861536978.82
000528.SZ,20260508,9.73,9.71,10.03,9.65,9.66,0.07,0.0072,136176151.0,1335366355.73
000528.SZ,20260430,9.66,9.56,9.99,9.42,9.69,-0.03,-0.0031,170336653.0,1662686245.74
000528.SZ,20260424,9.69,9.54,9.87,9.43,9.54,0.15,0.0157,130468226.0,1265593819.2
000528.SZ,20260417,9.54,9.55,9.84,9.49,9.64,-0.1,-0.0104,107474552.0,1035546351.16
000528.SZ,20260410,9.64,9.27,9.77,9.14,9.24,0.4,0.0433,126404238.0,1211787711.41
000528.SZ,20260403,9.24,9.21,9.64,9.16,9.35,-0.11,-0.0118,140018584.0,1315717977.79
000528.SZ,20260327,9.35,9.32,9.62,8.95,9.5,-0.15,-0.0158,188940476.0,1754145499.27
000528.SZ,20260320,9.5,10.29,10.3,9.49,10.32,-0.82,-0.0795,220431994.0,2179104032.15
000528.SZ,20260313,10.32,10.89,10.89,10.25,11.03,-0.71,-0.0644,257419293.0,2701668545.6
000528.SZ,20260306,11.03,11.8,11.98,10.83,11.94,-0.91,-0.0762,206100129.0,2323578129.86
000528.SZ,20260227,11.94,11.54,12.21,11.53,11.44,0.5,0.0437,124442577.0,1481477618.83
000528.SZ,20260213,11.44,11.62,11.99,11.42,11.48,-0.04,-0.0035,141984533.0,1669024805.04
000528.SZ,20260206,11.48,11.37,11.77,10.89,11.39,0.09,0.0079,196392171.0,2241746682.05
000528.SZ,20260130,11.39,11.91,12.1,11.21,11.9,-0.51,-0.0429,205256514.0,2380013505.64
