ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
603703.SH,20260708,55838,5493.92,53486,5263.83,21731,2135.01,22096,2170.68,4564,447.17,5544,543.46,1350,131.22,2357,229.36,-6367,-630.39
603703.SH,20260707,69124,7008.88,63454,6433.05,32807,3319.6,30853,3126.21,8304,834.06,12415,1253.12,0,0.0,3513,350.17,-5170,-516.58
603703.SH,20260706,83983,8847.78,97243,10233.02,47715,5022.14,45674,4814.6,25552,2698.0,21555,2281.26,13722,1445.15,6501,684.19,-53970,-5680.34
603703.SH,20260703,84982,9329.22,84622,9285.39,39671,4357.0,40459,4442.37,20563,2261.68,14271,1571.44,4821,531.84,10685,1180.54,22853,2524.62
603703.SH,20260702,122666,13466.96,134664,14796.55,76374,8399.04,66730,7343.22,23230,2565.19,21877,2397.77,1002,106.36,0,0.0,1749,215.44
603703.SH,20260701,74170,8122.09,80377,8794.86,35262,3854.68,32304,3534.45,13526,1481.53,11156,1223.0,1042,112.02,164,18.01,-4121,-438.65
603703.SH,20260630,71122,7732.42,71194,7747.3,33042,3598.61,31656,3447.07,15269,1664.01,14481,1574.82,3501,382.16,5604,608.01,15716,1715.37
603703.SH,20260629,83542,8794.92,82231,8654.86,36852,3878.9,35138,3699.99,11476,1206.11,13072,1371.5,1915,198.95,3344,352.53,-1824,-171.27
603703.SH,20260626,80126,8775.43,78114,8552.5,36616,4009.89,32603,3569.28,16739,1832.4,16122,1764.14,7631,833.23,14273,1565.03,3024,343.05
603703.SH,20260625,78774,9070.31,85032,9783.76,39786,4568.18,38651,4454.3,19863,2273.6,16770,1924.53,3879,457.91,1850,207.42,-19188,-2217.93
603703.SH,20260624,83240,9787.82,86263,10126.67,39437,4635.11,37006,4348.93,13660,1602.47,12067,1434.4,1000,116.1,2000,231.5,7977,972.44
603703.SH,20260623,76301,8908.24,80681,9416.96,31821,3718.79,31560,3689.49,10813,1261.75,9389,1098.34,4987,581.88,2292,265.87,2033,246.95
603703.SH,20260622,76353,8897.8,76173,8872.53,35852,4179.51,33630,3922.97,17812,2073.52,16493,1919.56,7816,913.05,11537,1348.82,-15765,-1821.29
603703.SH,20260618,79720,9638.8,75880,9169.04,25474,3072.73,27802,3354.81,11418,1373.03,13651,1647.68,1758,212.55,1037,125.58,-9288,-1104.83
603703.SH,20260617,90494,11171.64,91129,11249.97,39487,4878.86,38501,4758.5,16196,2000.43,15295,1887.69,1437,177.56,2690,332.33,-13706,-1669.73
603703.SH,20260616,123296,15175.8,111219,13689.14,61135,7506.67,56426,6935.25,28789,3535.63,34017,4178.46,12530,1544.19,24087,2959.44,15287,1899.22
603703.SH,20260615,109187,12810.55,117587,13819.16,64760,7635.09,64707,7624.92,31989,3797.27,26274,3103.53,7934,936.47,5302,631.77,1759,248.36
603703.SH,20260612,80850,9214.92,80354,9148.08,33035,3762.8,29653,3378.43,7678,875.26,9651,1104.92,0,0.0,1905,221.55,-2769,-298.68
603703.SH,20260611,61054,6997.15,60745,6956.69,28904,3313.91,25992,2981.48,8206,942.57,11427,1315.46,1000,113.1,1000,113.1,-7802,-889.22
603703.SH,20260610,78823,9300.49,76701,9051.8,36214,4272.14,34278,4050.46,14641,1726.71,17284,2036.81,2368,284.33,3783,444.61,-11182,-1318.52
