ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
603538.SH,20260424,186268,106599.19,185955,106399.45,212330,121447.86,196687,112498.32,132138,75551.97,140061,80128.46,63023,36101.19,71057,40673.97,-3414,-1758.66
603538.SH,20260423,206607,108839.35,210515,111019.59,217996,114611.22,226950,119531.65,136812,72116.96,140962,74192.29,63128,33562.03,46116,24386.04,89417,47566.24
603538.SH,20260422,216844,110680.95,202385,103380.8,196571,100416.29,199304,101922.16,112394,57498.28,129330,66020.88,47243,24139.1,42034,21410.77,-33634,-17050.32
603538.SH,20260421,201406,105995.22,202770,106683.15,197243,103879.97,188873,99484.03,117569,61922.6,117031,61660.14,37343,19648.92,44887,23619.39,-1588,-527.36
603538.SH,20260420,184323,95577.7,168423,87340.57,173350,89930.9,170775,88636.95,95874,49762.48,109315,56720.19,34653,18094.67,39687,20668.05,9360,5216.69
603538.SH,20260417,217644,116669.54,203931,109350.35,187806,100685.63,191210,102482.33,120942,64955.39,129044,69237.55,63364,33862.3,65570,35102.64,-35523,-18874.43
603538.SH,20260416,223677,124579.45,224347,125048.7,215079,119816.74,226625,126288.78,148508,82723.98,138127,76862.89,69939,38936.07,68104,37855.88,18585,10287.93
603538.SH,20260415,232941,125072.13,211639,113487.03,239769,128585.73,235617,126366.3,147145,78966.69,171209,91886.35,79585,42668.4,80975,43553.26,58867,32076.8
603538.SH,20260414,217526,107716.37,210331,104124.09,225489,111821.17,223690,110994.52,138297,68617.39,147300,73103.77,61608,30498.42,61599,30430.98,46619,23255.67
603538.SH,20260413,236280,113596.79,247704,119158.6,228120,109703.1,243310,117085.91,161009,77529.52,151217,72888.62,69385,33678.87,52563,25375.15,-93867,-44814.26
603538.SH,20260410,303176,144365.42,316356,150658.28,284046,135225.74,287878,136990.96,187341,89295.51,196854,93810.2,130497,62193.37,103972,49620.61,26417,13634.39
603538.SH,20260409,335466,147264.25,332269,145672.81,310535,137257.89,296728,131255.95,222348,98473.74,215000,95464.0,123670,55182.14,148022,65785.26,41698,17991.27
603538.SH,20260408,3831,1656.52,46241,19994.78,8834,3819.82,54997,23780.52,16053,6941.36,43436,18781.85,139956,60517.08,24000,10377.63,-168674,-72934.78
603538.SH,20260407,281813,112476.16,282373,112887.83,211293,84646.04,207962,83374.6,106569,42721.97,114785,45999.58,56990,22898.35,51545,20480.5,-75904,-30333.04
603538.SH,20260403,318920,136209.73,306986,131117.86,294960,125569.92,290947,123870.11,196457,83745.12,190265,80963.87,86460,36463.23,108599,46036.15,9984,4312.95
603538.SH,20260402,317532,130747.29,329490,135953.46,307741,126980.66,318393,131719.23,200072,82378.49,205497,84724.02,121703,50434.31,93669,38144.04,-20507,-9477.77
603538.SH,20260401,329883,128855.21,306430,119788.09,293738,114970.62,286500,112199.14,185358,72650.0,205418,80393.07,66346,26250.79,76977,30346.31,-17431,-6635.21
603538.SH,20260331,289336,118141.52,253584,103328.57,280885,114794.6,255019,104238.33,216268,88618.64,231584,94717.38,71961,29529.04,118263,48799.53,70486,28971.18
603538.SH,20260330,17096,7363.03,20218,8709.44,23273,10024.77,22215,9568.89,22389,9643.89,20104,8659.19,26304,11335.97,26526,11430.13,-33870,-14603.04
603538.SH,20260327,58775,22713.85,56701,21917.92,59347,22927.1,59973,23185.82,56107,21647.15,57371,22190.98,37953,14670.92,38137,14664.3,-17124,-6566.52
603538.SH,20260326,66525,23474.21,68518,24137.31,74451,26199.76,77497,27284.23,79507,28014.98,70804,24934.71,67361,23671.25,71024,25003.96,-17681,-6089.65
603538.SH,20260325,53482,17177.97,63825,20532.16,67364,21659.58,90290,29061.4,59409,19105.16,84962,27371.05,111436,35957.86,52614,16935.97,-81466,-26333.92
603538.SH,20260324,43132,12408.5,55250,15943.96,49937,14361.9,67708,19549.1,45096,12993.52,47818,13868.59,50876,14894.44,18265,5296.71,-17292,-5097.03
603538.SH,20260323,132243,36312.23,127741,35123.84,164005,45188.94,164332,45188.04,99624,27582.41,99277,27477.32,67975,18910.1,72497,20204.48,-21958,-5950.95
603538.SH,20260320,31144,8459.54,63690,17536.62,46409,12628.87,99441,27394.24,57302,15727.21,92141,25421.42,172575,47860.99,52157,14324.32,-149387,-41713.2
603538.SH,20260319,80430,20326.04,75697,19118.13,72605,18344.85,67144,16970.85,43474,10964.97,41048,10370.05,6151,1549.36,18771,4726.18,7273,1922.05
603538.SH,20260318,109886,28738.18,123122,32195.48,95846,25068.7,93567,24493.91,52587,13768.65,46245,12102.01,19704,5171.3,15089,3955.42,-12944,-3249.4
603538.SH,20260317,140345,35958.6,154894,39792.21,109194,28024.39,111800,28700.57,65846,17001.9,55991,14432.57,20784,5402.01,13483,3461.54,4816,1295.01
603538.SH,20260316,135886,34498.4,131960,33554.96,100719,25676.14,106132,27061.26,58248,14873.27,56070,14269.77,21057,5369.53,21747,5531.35,-20072,-5116.26
603538.SH,20260313,68020,16439.45,80801,19687.91,63180,15371.25,76408,18731.69,42818,10471.51,51415,12619.13,53254,13361.4,18647,4604.9,3826,660.3
603538.SH,20260312,32579,7524.85,31280,7225.05,18586,4296.55,20856,4818.87,11038,2547.96,9995,2308.98,1798,414.96,1871,431.42,-3642,-838.06
603538.SH,20260311,47403,11031.14,43348,10087.28,37886,8815.15,36400,8468.83,19260,4481.1,20592,4791.46,3655,851.89,7864,1831.71,16990,3969.32
603538.SH,20260310,57952,13439.24,59407,13783.58,40090,9290.81,38800,8985.38,16993,3945.58,15515,3597.8,5689,1324.29,7002,1633.15,10996,2561.58
603538.SH,20260309,58572,13194.29,56127,12638.44,38165,8595.99,41411,9327.35,18416,4143.19,18297,4121.58,3664,829.76,2983,675.86,10328,2349.45
603538.SH,20260306,78185,17282.45,69693,15392.09,50395,11133.77,50645,11182.86,21899,4852.5,24783,5500.65,4465,983.04,9823,2176.17,38687,8580.61
603538.SH,20260305,26556,5471.94,26360,5430.58,11536,2372.37,12375,2547.04,6195,1274.28,5667,1166.35,1790,368.74,1675,343.35,-8414,-1732.91
603538.SH,20260304,26329,5409.88,24379,5006.65,17687,3628.6,15746,3234.22,8357,1714.61,10105,2073.44,607,123.59,2751,562.37,297,65.03
603538.SH,20260303,32667,7020.85,37115,7976.18,26840,5776.32,24487,5268.33,14896,3203.9,13436,2897.48,4224,914.7,3588,773.78,-16799,-3612.3
603538.SH,20260302,31934,7078.76,34635,7675.74,21559,4780.86,21860,4845.41,15734,3482.72,14126,3130.69,4316,957.8,2922,648.3,-8085,-1787.41
603538.SH,20260227,64376,14202.95,54449,12015.96,27663,6092.15,30956,6823.18,10945,2408.97,15830,3475.21,597,131.29,2345,521.03,24686,5434.69
603538.SH,20260226,19765,4239.21,20240,4339.93,14365,3078.55,13395,2871.42,5974,1280.36,5116,1097.13,1640,350.76,2993,640.4,1172,257.81
