ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
002025.SZ,20260605,94687,62058.82,78868,51689.2,76387,50071.5,78015,51213.17,44445,29186.85,52203,34217.49,14383,9442.09,20815,13639.4,-24411,-15935.28
002025.SZ,20260604,118280,80834.9,100675,68822.55,99277,67841.14,124921,85392.33,81848,55911.12,75086,51262.99,43457,29602.89,42181,28712.17,-18285,-12391.01
002025.SZ,20260603,78115,49462.22,118957,76117.39,103004,65506.03,107479,68405.36,90975,58265.96,67829,43213.21,45121,29251.05,22951,14749.31,-4480,-3310.05
002025.SZ,20260602,78575,47616.87,47194,28649.24,55298,33523.08,57638,34935.46,31610,19166.08,52230,31620.57,15344,9305.24,23765,14406.02,13252,8140.51
002025.SZ,20260601,86069,54447.39,48325,30708.76,50409,31915.7,65278,41251.64,32409,20556.17,49523,31310.53,13293,8381.31,19054,12029.64,1922,1169.2
002025.SZ,20260529,81987,55078.43,53492,36158.68,72284,48775.55,70874,47775.22,42210,28442.26,62990,42332.64,20185,13560.55,29310,19590.24,-21465,-14671.79
002025.SZ,20260528,67037,47023.69,59355,41732.18,61903,43461.47,63394,44520.0,39554,27824.92,46575,32699.47,13048,9170.67,12218,8529.1,1910,1485.81
002025.SZ,20260527,85517,61681.02,72710,52667.28,86214,62590.16,81188,59007.56,67986,49747.8,69265,50506.97,25624,18858.81,42178,30695.98,-31654,-22512.99
002025.SZ,20260526,73667,54505.74,63646,47189.17,72479,53755.13,66711,49492.4,54437,40453.7,66082,49079.98,25006,18772.82,29151,21725.85,-24547,-18201.93
002025.SZ,20260525,69076,52326.89,88952,67699.3,92025,69923.08,87266,66415.72,93082,70981.53,72585,55177.82,39615,30230.14,44995,34168.8,16725,12981.36
002025.SZ,20260522,67450,49996.95,86695,64434.23,82927,61637.81,81049,60281.91,58180,43309.63,62120,46167.47,40925,30452.33,19617,14513.12,16849,12758.69
002025.SZ,20260521,85203,63355.24,107327,80389.99,107842,80636.13,114204,85611.2,119241,89497.51,99577,74515.3,66365,49937.32,57543,42909.73,7570,6353.18
002025.SZ,20260520,80475,58854.29,71061,52091.15,71198,52174.83,81123,59449.79,60547,44532.51,60252,44189.27,28038,20626.95,27822,20458.36,23249,17236.02
002025.SZ,20260519,76089,53137.46,98668,69535.56,99581,69943.77,107983,76092.19,91533,64601.01,88328,62018.82,54086,38287.75,26310,18323.43,42596,30709.52
002025.SZ,20260518,68656,47765.33,59427,41565.04,80983,56493.83,60161,42121.08,71904,50314.69,52961,37092.88,31649,22043.0,80643,55837.85,4408,2947.24
002025.SZ,20260515,78578,54290.1,55052,38160.96,68737,47510.27,72878,50328.49,43956,30415.98,53810,37193.14,16078,11161.47,25608,17695.23,6684,4794.43
002025.SZ,20260514,86978,62697.25,60927,44134.29,73901,53405.83,76383,55191.89,50204,36344.83,62104,44853.81,14296,10460.85,25964,18728.77,-19187,-14066.05
