ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
600528.SH,20260424,73411,5717.9,78623,6123.1,53076,4135.1,54001,4207.87,32561,2536.77,20385,1588.86,0,0.0,6039,469.93,-43165,-3360.3
600528.SH,20260423,77567,6103.42,82203,6467.26,61120,4810.02,53834,4235.94,29580,2327.74,26998,2125.72,2363,186.68,7596,598.93,-41431,-3252.7
600528.SH,20260422,62145,4913.75,62408,4932.85,40534,3204.84,42129,3330.6,20839,1646.97,22412,1772.65,7157,565.07,3726,294.54,-15541,-1222.0
600528.SH,20260421,77633,6147.41,75058,5941.86,51693,4093.36,53986,4274.23,24650,1950.71,24652,1950.54,3503,275.69,3784,300.54,-11626,-907.68
600528.SH,20260420,69020,5457.83,68299,5399.95,49088,3881.6,43814,3464.66,22527,1781.36,23616,1868.28,1579,124.43,6485,512.31,11860,942.72
600528.SH,20260417,87462,6906.71,86576,6836.19,79977,6316.39,69234,5468.64,47061,3716.25,37770,2984.18,20441,1615.53,41361,3265.87,-31182,-2457.77
600528.SH,20260416,107154,8513.27,108796,8641.38,70320,5586.97,71844,5709.1,38775,3081.29,31939,2539.65,17924,1422.63,21594,1714.03,-60246,-4778.81
600528.SH,20260415,95153,7615.95,95033,7603.62,89119,7138.44,87917,7040.4,44964,3597.42,42225,3378.05,7567,604.49,11628,934.23,-61886,-4939.3
600528.SH,20260414,83681,6714.27,86707,6954.99,88039,7065.37,88479,7101.49,44547,3576.12,43923,3527.25,4163,334.57,1321,106.6,5561,459.89
600528.SH,20260413,96630,7693.93,103464,8237.21,81115,6458.22,77264,6153.17,39588,3152.69,32462,2584.58,5256,418.2,9400,748.08,-25614,-2031.58
600528.SH,20260410,101902,8243.68,112018,9057.25,113833,9206.25,109708,8875.88,49626,4015.16,51131,4138.65,8114,656.94,618,50.24,-44936,-3616.49
600528.SH,20260409,169396,13715.29,184562,14934.3,163615,13245.51,153649,12444.01,55077,4456.48,55762,4519.39,7179,584.24,1293,103.83,-136632,-11047.99
600528.SH,20260408,218041,17966.9,193456,15935.01,196902,16219.36,201342,16585.77,94295,7763.98,110679,9124.11,7468,617.38,11228,922.74,94940,7855.07
600528.SH,20260407,182339,14533.19,184326,14688.88,155392,12377.86,167891,13380.93,78313,6235.25,80076,6370.3,32753,2613.26,16505,1319.46,-17321,-1339.13
600528.SH,20260403,335296,27565.56,366942,30163.05,295879,24310.34,280070,23011.53,122181,10056.85,99206,8159.52,15835,1305.03,22974,1903.68,-221026,-18152.33
600528.SH,20260402,412314,35254.67,470421,40175.43,370682,31700.69,360565,30842.0,156598,13376.83,143357,12257.78,71726,6097.48,36977,3154.47,-61182,-5138.84
600528.SH,20260401,699591,62443.01,622029,55304.38,605816,54034.68,535215,47807.61,280169,25028.34,361213,32386.9,158748,14541.86,225868,20549.01,-82629,-6908.52
600528.SH,20260331,348430,30520.96,439589,38966.75,355509,31285.26,498588,44387.81,228187,20317.68,381164,34113.21,557412,50610.18,170197,15266.31,-386500,-35491.01
600528.SH,20260330,225024,18436.12,259054,21358.0,195168,16132.62,239733,19916.06,106879,8832.46,131000,10914.03,145275,12372.67,42559,3585.77,-164842,-14116.39
600528.SH,20260327,70263,5449.77,73762,5720.37,32768,2539.48,31310,2427.99,14667,1138.09,11098,860.86,0,0.0,1528,118.11,-2554,-194.79
600528.SH,20260326,77989,6100.29,83623,6537.82,43980,3440.29,38265,2996.85,9415,735.91,12585,985.33,4562,358.15,1473,114.64,-19204,-1492.01
600528.SH,20260325,108965,8525.14,96053,7516.76,51759,4048.18,58446,4574.08,16627,1300.47,17715,1383.82,1355,106.64,6493,505.77,20261,1579.77
600528.SH,20260324,106143,8064.54,87357,6634.76,59770,4538.68,64507,4902.65,25259,1918.73,34146,2593.76,2989,228.96,8150,619.73,42010,3197.82
600528.SH,20260323,170983,13054.98,218471,16671.09,128623,9817.99,93781,7172.42,60101,4577.86,41291,3148.33,7899,596.25,14064,1055.24,-108434,-8263.93
600528.SH,20260320,102409,8225.91,121061,9721.86,67293,5403.43,59968,4818.69,36558,2935.54,27403,2201.53,5067,408.66,2895,231.46,-45742,-3659.42
600528.SH,20260319,96749,7895.13,113652,9269.79,80613,6579.56,74153,6055.52,37681,3075.86,27198,2223.2,3988,329.06,4027,331.1,-63595,-5180.67
600528.SH,20260318,109847,9132.46,112321,9340.73,106472,8855.21,99493,8274.02,41247,3429.23,45492,3779.54,13172,1097.87,13432,1120.48,-57642,-4797.37
600528.SH,20260317,80886,6883.37,78411,6673.22,71655,6092.89,71758,6106.01,37613,3201.5,44711,3803.37,4821,413.04,96,8.2,-35850,-3039.98
600528.SH,20260316,132419,11357.42,137366,11782.3,115343,9901.92,122877,10548.92,50372,4325.12,48392,4174.79,25348,2192.53,14847,1270.98,-84400,-7239.02
600528.SH,20260313,118610,10428.25,112453,9885.53,117808,10356.17,115552,10162.28,55779,4907.97,56111,4934.9,7740,682.77,15821,1392.45,5388,491.6
600528.SH,20260312,103599,9016.81,108242,9418.03,87510,7610.62,92957,8088.33,46137,4011.24,39462,3432.99,25562,2226.27,22147,1925.6,-17260,-1490.35
600528.SH,20260311,151846,13170.71,159321,13810.89,131615,11406.77,133739,11600.68,68028,5897.85,70040,6075.44,32421,2818.75,20811,1807.08,62553,5442.76
600528.SH,20260310,86253,7376.56,87341,7466.55,73384,6278.81,75414,6451.64,28914,2470.75,28703,2457.01,5931,506.73,3024,257.64,27736,2381.78
600528.SH,20260309,80697,6846.17,88366,7494.6,62328,5285.96,65276,5538.13,34361,2914.74,25638,2176.47,5081,432.03,3187,269.69,-25415,-2149.62
600528.SH,20260306,101277,8604.97,87237,7414.71,82807,7032.93,90722,7706.52,36941,3147.66,41871,3562.75,6070,518.41,7265,619.99,64475,5479.89
