ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
002025.SZ,20260630,76.22,65.16,78.12,56.8,65.15,11.07,0.1699,529539386.0,35148741800.59
002025.SZ,20260529,65.15,75.0,78.93,64.85,73.19,-8.04,-0.1099,470795888.0,34613292925.97
002025.SZ,20260430,73.19,64.88,83.63,58.7,62.87,10.32,0.1641,728052008.0,53682649224.39
002025.SZ,20260331,62.87,53.37,68.93,48.95,52.88,9.99,0.1889,738887219.0,44033726059.05
002025.SZ,20260227,52.88,51.01,53.9,50.23,50.28,2.6,0.0517,192566640.0,10060219710.91
002025.SZ,20260130,50.28,51.19,72.33,49.57,50.13,0.15,0.003,860509948.0,49996836578.03
002025.SZ,20251231,50.13,41.2,51.12,40.88,41.09,9.04,0.22,602142773.0,27999423799.23
002025.SZ,20251128,41.09,44.8,44.92,40.08,44.79,-3.7,-0.0826,100533846.0,4312675794.8
002025.SZ,20251031,44.79,51.51,51.69,43.4,51.31,-6.52,-0.1271,104423564.0,4810753765.6
002025.SZ,20250930,51.31,54.0,54.53,47.87,54.2,-2.89,-0.0533,112856374.0,5708657460.19
002025.SZ,20250829,54.2,52.02,54.87,49.28,51.88,2.32,0.0447,141726637.0,7309232735.17
002025.SZ,20250731,51.88,51.56,53.51,47.13,51.41,0.47,0.0091,134589957.0,6737432943.71
002025.SZ,20250630,51.41,50.7,52.3,45.1,50.48,0.93,0.0184,126496202.0,6134169188.14
002025.SZ,20250530,50.48,51.3,54.32,47.44,51.0,-0.52,-0.0102,102907372.0,5198194961.38
002025.SZ,20250430,51.0,55.48,57.85,50.68,55.6,-4.6,-0.0827,110821557.0,6008879970.84
002025.SZ,20250331,55.6,51.71,62.9,51.12,51.65,3.95,0.0765,147814150.0,8431870244.42
002025.SZ,20250228,51.65,46.0,54.52,42.88,45.7,5.95,0.1302,145269659.0,6976214112.87
002025.SZ,20250127,45.7,48.6,50.49,43.58,48.56,-2.86,-0.0589,110419799.0,5148092306.58
002025.SZ,20241231,48.56,56.99,59.52,48.03,56.89,-8.33,-0.1464,97042149.0,5244943339.86
002025.SZ,20241129,56.89,56.8,61.16,49.69,56.57,0.32,0.0057,131058208.0,7375134602.99
002025.SZ,20241031,56.57,61.51,65.7,52.0,55.92,0.65,0.0116,139666889.0,8226146106.73
002025.SZ,20240930,55.92,46.08,55.92,42.85,46.25,9.67,0.2091,65194284.0,3095588645.98
002025.SZ,20240830,46.25,48.15,50.23,41.64,47.92,-1.67,-0.0348,86112740.0,3972458124.37
002025.SZ,20240731,47.92,45.99,48.27,40.92,46.38,1.54,0.0332,105156482.0,4695330945.17
002025.SZ,20240628,46.38,45.0,50.95,44.03,44.87,1.51,0.0337,121068396.0,5786391871.17
002025.SZ,20240531,44.87,40.68,47.59,40.6,40.57,4.3,0.106,122960951.0,5463191526.38
002025.SZ,20240430,40.57,38.48,41.2,36.08,37.86,2.71,0.0716,126123350.0,4860148265.27
002025.SZ,20240329,37.86,40.44,43.25,37.08,40.5,-2.64,-0.0652,130354037.0,5318558100.45
002025.SZ,20240229,40.5,35.27,41.8,31.98,35.6,4.9,0.1376,85304332.0,3269317200.23
002025.SZ,20240131,35.6,48.03,49.54,35.6,48.02,-12.42,-0.2586,88261256.0,3661459059.43
002025.SZ,20231229,48.02,52.19,52.25,42.72,52.0,-3.98,-0.0765,83061899.0,3954244585.51
002025.SZ,20231130,52.0,51.83,55.29,50.2,51.7,0.3,0.0058,66723516.0,3539721754.89
002025.SZ,20231031,51.7,58.6,59.65,48.78,57.04,-5.34,-0.0936,63052254.0,3328952456.49
002025.SZ,20230928,57.04,60.02,62.6,55.38,60.3,-3.26,-0.0541,48038580.0,2813090387.85
002025.SZ,20230831,60.3,57.43,61.16,55.23,56.68,3.62,0.0639,61006628.0,3584091492.47
002025.SZ,20230731,56.68,64.04,65.16,56.26,63.8,-7.12,-0.1116,52464005.0,3170325917.64
002025.SZ,20230630,63.8,63.6,64.71,55.05,63.53,0.27,0.0042,71687802.0,4277228564.2
002025.SZ,20230531,63.53,64.53,66.8,61.3,65.01,-1.48,-0.0228,40527140.0,2615054268.79
002025.SZ,20230428,65.01,57.52,68.2,57.28,57.49,7.52,0.1308,64142086.0,3995809849.87
002025.SZ,20230331,57.49,64.3,68.0,54.26,64.3,-6.81,-0.1059,92574344.0,5551890352.99
002025.SZ,20230228,64.3,66.26,67.5,60.4,66.09,-1.79,-0.0271,62422604.0,4001359492.64
002025.SZ,20230131,66.09,64.74,66.86,59.07,66.25,-0.16,-0.0024,70387665.0,4433957398.63
