ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
688122.SH,20260708,39499,21203.82,36351,19523.17,43534,23368.48,44205,23741.95,24875,13345.22,21321,11434.55,5839,3138.81,11871,6356.66,-2183,-1189.07
688122.SH,20260707,41781,23074.46,40958,22622.93,46494,25658.54,46399,25620.17,27656,15296.15,26455,14613.33,5982,3314.53,8101,4487.25,-8835,-4822.33
688122.SH,20260706,51478,29563.1,50622,29109.89,64600,37142.29,62944,36226.17,35770,20588.24,37566,21603.57,12257,7067.29,12973,7421.29,-20320,-11730.57
688122.SH,20260703,54442,31691.33,52344,30473.15,64323,37433.81,65535,38138.06,34881,20302.36,32164,18716.47,13448,7825.59,17051,9925.41,9928,5791.92
688122.SH,20260702,73095,42854.56,69650,40854.5,88719,52001.06,83485,48974.48,51598,30250.63,56629,33118.26,13095,7660.84,16745,9819.86,-22758,-13279.17
688122.SH,20260701,78456,47914.65,77234,47134.85,110473,67461.81,105669,64507.04,67554,41258.54,68407,41788.38,23165,14126.36,28337,17331.08,-23088,-13945.4
688122.SH,20260630,98644,61063.62,116363,72090.31,125414,77636.09,125824,77901.85,87016,53884.54,79022,48899.96,33358,20695.24,23223,14387.37,5850,3539.91
688122.SH,20260629,129905,78735.7,144290,87310.85,157671,95445.76,166730,100916.66,111023,67337.98,107869,65341.9,44715,26843.13,24425,14793.18,-24933,-15178.49
688122.SH,20260626,58297,31520.97,57668,31204.15,60572,32797.52,57755,31304.55,32102,17380.85,32413,17536.73,11441,6229.72,14576,7883.62,-17199,-9319.49
688122.SH,20260625,52493,29319.81,47752,26683.51,50943,28477.03,47889,26781.57,29953,16722.2,29339,16388.96,10370,5833.28,18779,10498.29,3895,2158.15
688122.SH,20260624,49344,27788.47,44356,24982.13,42818,24098.34,40688,22909.56,26619,14983.33,28412,15996.17,5965,3362.37,11290,6344.65,1435,822.31
688122.SH,20260623,59794,34425.91,54060,31122.4,57603,33169.16,55326,31872.03,33725,19425.39,36584,21066.85,8839,5084.18,13991,8043.35,-9003,-5180.38
688122.SH,20260622,64603,37996.03,59205,34824.0,68216,40123.44,63302,37241.48,35582,20947.48,38036,22382.47,8757,5152.87,16615,9771.88,-534,-234.98
688122.SH,20260618,55627,33425.99,56847,34156.32,63404,38079.89,69462,41720.19,46932,28196.32,43228,25995.39,17465,10523.77,13890,8354.06,-8641,-5161.67
688122.SH,20260617,51413,29956.79,47577,27720.1,56098,32674.46,55509,32340.48,35394,20620.1,35980,20969.7,9913,5776.7,13753,7997.77,-7015,-4074.78
688122.SH,20260616,61525,35792.76,62793,36570.88,77671,45169.73,76768,44671.64,46127,26836.23,46314,26905.5,11261,6553.41,10710,6204.1,-4948,-2883.41
688122.SH,20260615,65330,36701.92,61560,34601.52,66832,37557.54,73098,41074.7,42950,24150.74,44971,25273.67,15665,8793.76,11148,6254.06,2682,1534.18
688122.SH,20260612,64762,35620.17,66699,36685.0,62045,34129.15,66488,36595.1,38839,21375.26,33714,18549.47,12003,6602.16,10748,5897.17,-17362,-9489.15
688122.SH,20260611,43998,23618.11,43678,23447.67,38233,20526.22,36078,19372.64,25058,13454.68,23839,12798.46,5128,2747.55,8822,4727.79,-1079,-562.02
688122.SH,20260610,58481,31769.12,55001,29895.95,59504,32345.91,56786,30877.95,36923,20044.89,39045,21194.97,11837,6422.73,15912,8613.78,-10881,-5983.09
688122.SH,20260609,53869,29937.06,51754,28773.58,59697,33184.61,59614,33156.66,36559,20343.4,39173,21771.28,11812,6572.74,11396,6336.28,-16,42.81
688122.SH,20260608,76561,43884.57,68034,39022.94,86458,49562.06,82690,47395.12,50602,28977.17,60671,34772.34,19871,11462.98,22097,12696.38,-10551,-6131.82
