ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
000528.SZ,20260708,120792,9736.21,94120,7590.83,121374,9781.52,120305,9704.28,75407,6076.59,72259,5825.85,60924,4909.16,91812,7382.52,4166,355.46
000528.SZ,20260707,144585,11984.09,137052,11393.96,156493,13011.45,168733,14042.1,89968,7504.76,102621,8553.49,71134,5959.68,53774,4470.43,-34114,-2783.67
000528.SZ,20260706,108804,8911.06,116708,9574.11,103911,8511.78,128760,10563.67,90544,7432.61,78205,6407.51,52643,4331.46,32229,2641.6,31594,2620.59
000528.SZ,20260703,169289,13793.11,114378,9319.34,125605,10231.41,131147,10688.47,80621,6563.94,89246,7269.57,30592,2488.74,71336,5799.81,31309,2578.73
000528.SZ,20260702,179651,14340.68,221330,17688.83,179856,14383.02,228922,18268.86,137759,10997.83,125968,10068.49,108088,8652.34,29134,2347.69,174838,13996.74
000528.SZ,20260701,151360,11686.5,121920,9417.21,119026,9192.54,122598,9473.72,96738,7471.0,94611,7305.01,30478,2356.08,58473,4510.18,11352,922.36
000528.SZ,20260630,110722,8403.6,83815,6364.03,80644,6120.43,108653,8241.37,64277,4877.85,64134,4869.43,34763,2634.09,33805,2561.14,-58860,-4442.33
000528.SZ,20260629,159180,12104.34,128633,9793.8,113593,8614.55,134388,10216.72,99794,7565.29,95447,7228.04,10404,784.12,24504,1829.73,29379,2266.26
000528.SZ,20260626,121637,9264.78,101925,7762.15,86473,6585.09,104477,7961.84,70807,5388.84,66190,5042.56,16089,1225.45,22415,1697.61,-25339,-1912.53
000528.SZ,20260625,114014,8846.78,140877,10932.41,118338,9195.68,112920,8783.51,83727,6509.6,59354,4604.58,11919,918.82,14848,1150.38,-43486,-3330.1
000528.SZ,20260624,121955,9510.65,109429,8525.45,114352,8924.7,83689,6537.93,75016,5851.07,71431,5586.25,20147,1573.04,66921,5209.84,-90830,-7057.11
000528.SZ,20260623,111900,9022.3,91094,7340.99,100060,8080.09,105894,8557.2,69401,5605.06,87057,7041.16,36576,2962.59,33891,2730.68,-51076,-4092.28
000528.SZ,20260622,175590,13920.15,121355,9633.98,173900,13771.27,209246,16657.61,106954,8490.62,121737,9657.67,66462,5257.1,70569,5489.88,3016,316.13
000528.SZ,20260618,105461,8481.55,83492,6718.63,104307,8397.59,89452,7209.82,74412,5985.28,80968,6513.67,23179,1873.2,53447,4295.5,-86075,-6915.08
000528.SZ,20260617,85403,6995.54,77308,6336.16,96635,7917.9,109869,9001.79,59243,4855.95,56434,4623.36,15764,1290.81,13434,1098.89,-76811,-6280.65
000528.SZ,20260616,121640,10124.63,110950,9225.52,127313,10596.73,102873,8562.54,69295,5778.7,68003,5669.57,14487,1198.59,50909,4241.01,-123955,-10311.88
000528.SZ,20260615,115873,9899.58,103228,8801.27,95437,8144.05,108737,9292.12,64113,5470.29,74081,6330.55,33526,2863.51,22903,1953.49,3571,342.46
000528.SZ,20260612,120048,10043.71,95413,7973.25,133519,11148.02,138641,11589.4,66077,5520.96,83397,6969.31,26993,2252.45,29185,2433.18,70276,5884.96
000528.SZ,20260611,135430,11174.22,177857,14619.78,163461,13475.49,134025,11066.02,98419,8114.9,84467,6993.37,33593,2781.04,34554,2866.47,-142934,-11803.32
