ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
600637.SH,20260629,179047,14696.2,173777,14263.49,157117,12898.03,160656,13195.32,65331,5364.19,70313,5770.6,27012,2213.41,23761,1942.4,-34487,-2831.2
600637.SH,20260626,219332,18435.74,222274,18674.93,202978,17050.56,200364,16828.67,102755,8632.9,105901,8896.16,39741,3327.43,36267,3046.85,-89381,-7450.19
600637.SH,20260625,163136,13902.6,155865,13276.18,151968,12949.6,154270,13144.97,54916,4675.69,60272,5139.91,21114,1800.22,20728,1767.05,-15715,-1300.12
600637.SH,20260624,179559,15315.39,176142,15022.74,164872,14061.58,159705,13624.37,73361,6250.89,72749,6201.28,39519,3367.25,48716,4146.72,-56427,-4792.34
600637.SH,20260623,201869,17896.58,193090,17103.81,196472,17416.4,187992,16680.45,85700,7616.76,88137,7833.23,24957,2217.39,39780,3529.64,-45470,-3947.55
600637.SH,20260622,200169,17393.36,196040,17025.8,198094,17204.53,189462,16463.93,95317,8273.11,91510,7946.76,20144,1748.71,36712,3183.23,-26049,-2206.31
600637.SH,20260618,139426,12354.72,143748,12734.05,150221,13300.17,153838,13624.52,76804,6805.15,75958,6731.23,27593,2446.62,20500,1816.87,-6119,-509.02
600637.SH,20260617,123652,10843.94,127836,11207.29,124662,10931.67,132040,11581.21,60395,5297.84,63632,5575.88,35516,3102.35,20717,1811.42,-63022,-5497.54
600637.SH,20260616,205859,17890.89,207895,18058.83,199247,17309.81,198946,17287.22,90831,7885.43,92686,8052.59,28714,2503.19,25125,2190.68,12013,1111.45
600637.SH,20260615,187424,16168.86,170839,14729.77,167014,14403.15,165876,14306.99,74210,6399.04,69078,5959.36,12115,1043.77,34970,3018.7,-6372,-517.19
600637.SH,20260612,236913,20374.68,222027,19092.06,198194,17045.97,224333,19306.38,84949,7304.84,70427,6062.48,29042,2512.42,32311,2777.0,-34390,-2921.24
600637.SH,20260611,167634,14247.03,175796,14932.2,171647,14595.93,157074,13355.19,69718,5918.34,82997,7057.11,18558,1579.4,11691,996.21,-77061,-6518.12
600637.SH,20260610,151681,13361.75,158746,13984.01,162202,14287.42,154017,13571.58,68975,6076.14,66517,5869.22,11460,1013.4,15039,1313.91,-110254,-9689.24
600637.SH,20260609,137130,12194.05,140881,12524.79,137644,12230.97,140637,12504.05,69670,6197.85,63756,5670.33,12814,1138.85,11984,1062.55,-4152,-338.75
600637.SH,20260608,211148,18853.66,213086,19032.24,192747,17217.3,187320,16738.83,86226,7701.29,82814,7392.99,17760,1580.57,24661,2188.78,-111533,-9945.79
600637.SH,20260605,182799,16880.21,197501,18231.37,170049,15700.98,161584,14928.77,86473,7984.42,87141,8041.94,24447,2254.71,17542,1618.24,-22082,-1988.83
600637.SH,20260604,200062,18303.35,203916,18650.9,175841,16087.37,170935,15638.52,90950,8317.03,91413,8363.15,30261,2763.75,30851,2818.93,-125661,-11470.96
600637.SH,20260603,175957,16498.9,171177,16048.13,166325,15597.29,165050,15484.67,72406,6791.45,81277,7623.63,9955,935.9,7138,667.11,-68947,-6438.56
600637.SH,20260602,253772,24018.02,251989,23851.36,232653,22020.94,220752,20901.77,95439,9027.06,106804,10095.72,15934,1502.74,18253,1719.91,-96489,-9131.53
600637.SH,20260601,223936,21891.75,217119,21222.01,207596,20286.95,212298,20755.19,75288,7361.24,76330,7460.2,8230,805.91,9304,908.44,-54839,-5305.58
600637.SH,20260529,285974,28241.85,294694,29093.84,275212,27195.59,256695,25367.1,115598,11414.53,113334,11208.36,16537,1637.1,28597,2819.77,-140714,-13773.35
600637.SH,20260528,449752,44762.98,473596,47114.36,391829,38999.63,376230,37450.17,175959,17505.7,164748,16411.17,33030,3285.38,35997,3577.99,-192438,-19084.61
