ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
601288.SH,20260708,6.03,6.18,5.97,6.16,6.05,0.11,1.8182,4415994.99,2707331.238
601288.SH,20260707,5.94,6.07,5.91,6.05,5.97,0.08,1.34,3816154.88,2290161.268
601288.SH,20260706,5.86,5.98,5.79,5.97,5.9,0.07,1.1864,3720530.38,2190790.137
601288.SH,20260703,5.95,5.97,5.86,5.9,5.98,-0.08,-1.3378,3675217.28,2170122.841
601288.SH,20260702,6.06,6.12,5.93,5.98,6.05,-0.07,-1.157,4761090.32,2857319.423
601288.SH,20260701,6.06,6.08,6.0,6.05,6.07,-0.02,-0.3295,3144410.45,1899035.121
601288.SH,20260630,6.2,6.24,6.05,6.07,6.24,-0.17,-2.7244,3320252.23,2024958.719
601288.SH,20260629,6.16,6.3,6.0,6.24,6.19,0.05,0.8078,4034451.54,2488509.61
601288.SH,20260626,6.25,6.31,6.18,6.19,6.25,-0.06,-0.96,3423254.49,2131254.36
601288.SH,20260625,6.28,6.36,6.22,6.25,6.34,-0.09,-1.4196,3622276.19,2272001.697
601288.SH,20260624,6.57,6.64,6.33,6.34,6.57,-0.23,-3.5008,4774101.9,3072603.147
601288.SH,20260623,6.39,6.6,6.38,6.57,6.4,0.17,2.6563,4646705.22,3040017.473
601288.SH,20260622,6.33,6.43,6.29,6.4,6.37,0.03,0.471,3487490.66,2221864.108
601288.SH,20260618,6.55,6.56,6.36,6.37,6.53,-0.16,-2.4502,3391003.49,2175134.622
601288.SH,20260617,6.63,6.68,6.5,6.53,6.61,-0.08,-1.2103,2665530.85,1749371.367
601288.SH,20260616,6.65,6.7,6.59,6.61,6.68,-0.07,-1.0479,2730292.91,1810969.951
601288.SH,20260615,6.75,6.85,6.65,6.68,6.8,-0.12,-1.7647,4210077.26,2829934.948
601288.SH,20260612,6.6,6.81,6.53,6.8,6.68,0.12,1.7964,4600687.41,3086106.29
601288.SH,20260611,6.74,6.75,6.63,6.68,6.71,-0.03,-0.4471,3218888.92,2152269.623
601288.SH,20260610,6.63,6.76,6.6,6.71,6.6,0.11,1.6667,4208330.44,2821139.974
601288.SH,20260609,6.5,6.71,6.48,6.6,6.57,0.03,0.4566,4796856.22,3174161.821
601288.SH,20260608,6.4,6.59,6.37,6.57,6.36,0.21,3.3019,5414545.13,3529585.391
601288.SH,20260605,6.31,6.4,6.31,6.36,6.3,0.06,0.9524,2581887.53,1643816.671
601288.SH,20260604,6.37,6.41,6.28,6.3,6.36,-0.06,-0.9434,2019331.69,1278262.773
601288.SH,20260603,6.43,6.43,6.33,6.36,6.45,-0.09,-1.3953,2774032.38,1767124.382
601288.SH,20260602,6.5,6.56,6.43,6.45,6.49,-0.04,-0.6163,3219041.23,2086288.151
601288.SH,20260601,6.32,6.49,6.29,6.49,6.32,0.17,2.6899,3816345.1,2450427.712
601288.SH,20260529,6.18,6.35,6.14,6.32,6.21,0.11,1.7713,3291054.62,2065090.422
601288.SH,20260528,6.28,6.31,6.19,6.21,6.31,-0.1,-1.5848,2792938.74,1739994.785
601288.SH,20260527,6.41,6.42,6.28,6.31,6.42,-0.11,-1.7134,3556060.4,2253012.375
601288.SH,20260526,6.44,6.49,6.42,6.42,6.44,-0.02,-0.3106,2385948.76,1538427.216
601288.SH,20260525,6.43,6.49,6.42,6.44,6.46,-0.02,-0.3096,1733206.31,1117369.146
601288.SH,20260522,6.48,6.52,6.42,6.46,6.51,-0.05,-0.768,2483192.05,1605902.673
601288.SH,20260521,6.45,6.55,6.37,6.51,6.46,0.05,0.774,3212460.26,2082903.651
601288.SH,20260520,6.63,6.63,6.46,6.46,6.62,-0.16,-2.4169,3634785.65,2371191.161
