ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
002036.SZ,20260703,7.42,7.2,7.86,6.74,7.25,0.17,0.0234,241275503.0,1786043486.78
002036.SZ,20260626,7.25,8.61,8.75,7.2,8.61,-1.36,-0.158,235798808.0,1856047287.24
002036.SZ,20260618,8.61,7.92,8.8,7.91,7.86,0.75,0.0954,195998804.0,1654204863.87
002036.SZ,20260612,7.86,8.71,9.28,7.83,9.09,-1.23,-0.1353,274892609.0,2334072897.12
002036.SZ,20260605,9.09,9.03,9.84,8.47,9.21,-0.12,-0.013,386805492.0,3551600187.23
002036.SZ,20260529,9.21,10.31,10.93,9.03,10.3,-1.09,-0.1058,789830352.0,8094436975.53
002036.SZ,20260522,10.3,8.36,10.3,8.31,8.38,1.92,0.2291,382907731.0,3617053635.95
002036.SZ,20260515,8.38,8.59,9.13,8.3,8.43,-0.05,-0.0059,256216937.0,2229706400.51
002036.SZ,20260508,8.43,7.78,8.63,7.7,7.68,0.75,0.0977,129129096.0,1048115073.06
002036.SZ,20260430,7.68,8.73,9.07,7.61,8.78,-1.1,-0.1253,181471957.0,1462272243.62
002036.SZ,20260424,8.78,9.1,9.2,8.77,9.12,-0.34,-0.0373,110689116.0,994200168.92
002036.SZ,20260417,9.12,9.2,9.35,9.0,9.24,-0.12,-0.013,111139827.0,1015964172.9
002036.SZ,20260410,9.24,8.86,9.38,8.86,8.9,0.34,0.0382,99848476.0,916153204.09
002036.SZ,20260403,8.9,8.8,9.04,8.57,8.92,-0.02,-0.0022,113433100.0,998556599.91
002036.SZ,20260327,8.92,9.34,9.56,8.68,9.72,-0.8,-0.0823,144869739.0,1305335799.03
002036.SZ,20260320,9.72,10.2,10.45,9.71,10.27,-0.55,-0.0536,128295553.0,1295070601.09
002036.SZ,20260313,10.27,10.62,10.81,10.12,10.84,-0.57,-0.0526,197829843.0,2071010023.18
002036.SZ,20260306,10.84,10.93,11.85,10.66,11.22,-0.38,-0.0339,382149012.0,4288241450.08
002036.SZ,20260227,11.22,11.09,11.35,10.98,10.68,0.54,0.0506,156244909.0,1748502082.62
002036.SZ,20260213,10.68,10.79,10.97,10.57,10.59,0.09,0.0085,121951071.0,1317478297.75
002036.SZ,20260206,10.59,10.52,10.9,10.37,11.06,-0.47,-0.0425,156222312.0,1669231328.94
002036.SZ,20260130,11.06,12.42,12.42,10.94,12.32,-1.26,-0.1023,328192378.0,3825723804.21
002036.SZ,20260123,12.32,11.77,12.44,11.27,11.93,0.39,0.0327,309977841.0,3635543802.73
002036.SZ,20260116,11.93,12.63,12.98,11.63,12.26,-0.33,-0.0269,495552843.0,6090030728.04
002036.SZ,20260109,12.26,11.1,12.82,11.06,11.02,1.24,0.1125,578727921.0,7008378588.86
002036.SZ,20251231,11.02,10.89,11.6,10.52,10.98,0.04,0.0036,222784913.0,2408460432.36
002036.SZ,20251226,10.98,11.7,11.9,10.74,11.59,-0.61,-0.0526,243461981.0,2717201621.37
002036.SZ,20251219,11.59,11.2,11.75,11.05,11.19,0.4,0.0357,225760001.0,2562921472.45
002036.SZ,20251212,11.19,10.84,11.35,10.78,10.82,0.37,0.0342,261075466.0,2891539342.17
002036.SZ,20251205,10.82,10.26,10.9,10.16,10.26,0.56,0.0546,249782794.0,2634256722.13
