ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
603688.SH,20260601,129955,82569.21,111227,70738.43,85250,54116.57,80071,50895.43,44235,28129.96,47691,30292.64,29458,18736.37,49909,31625.61,14318,8932.52
603688.SH,20260529,119586,81273.87,101437,69018.89,92219,62704.86,91326,62214.28,51748,35199.69,56653,38478.93,20861,14175.48,34997,23641.8,-6136,-4255.38
603688.SH,20260528,111768,78193.79,104158,72869.66,89474,62531.82,86816,60713.51,51206,35787.83,53690,37530.41,20582,14375.99,28366,19775.85,16077,11476.01
603688.SH,20260527,138633,97296.94,112142,78801.98,106333,74723.3,105808,74349.55,59434,41862.83,72660,51134.88,20652,14561.83,34442,24158.49,-15586,-10984.09
603688.SH,20260526,108344,79384.24,104608,76658.59,105251,77136.12,100452,73624.14,63488,46480.07,68824,50393.27,35691,26116.05,38889,28440.47,-6490,-4540.14
603688.SH,20260525,132568,97865.02,134050,99097.98,129889,95824.69,125094,92396.46,88369,65214.21,89364,65755.35,35327,26023.92,37645,27678.05,12991,9929.27
603688.SH,20260522,129831,95819.95,130327,96221.04,116899,86345.99,116089,85739.54,88448,65338.77,76449,56458.62,55434,40898.45,67746,49983.96,11594,8790.7
603688.SH,20260521,145418,107133.62,160182,118205.55,139805,103175.7,149711,110497.48,113581,84058.59,111673,82569.31,69451,51408.27,46689,34503.83,-3402,-2312.4
603688.SH,20260520,115901,83158.32,119680,85883.48,97357,69777.38,100491,72035.69,71895,51580.66,66393,47615.45,38380,27581.15,36970,26562.89,4800,3660.55
603688.SH,20260519,111724,75367.0,97801,65973.66,85293,57551.53,85210,57497.95,55841,37640.86,60750,41005.44,42144,28304.16,51242,34386.51,2241,1456.4
603688.SH,20260518,100810,71098.14,97867,69090.46,88734,62627.54,88410,62362.11,57039,40286.08,62722,44247.28,38170,26938.8,35755,25250.71,-12722,-8880.66
603688.SH,20260515,127963,89160.42,116144,80954.67,118098,82371.62,119314,83217.82,83203,58016.86,87687,61092.63,35800,24903.43,41920,29187.2,-3048,-2098.8
603688.SH,20260514,131191,96452.99,134373,98800.74,120199,88404.89,116324,85540.15,90918,66862.57,88145,64822.32,28474,20882.41,31939,23439.64,-37341,-27265.16
603688.SH,20260513,187880,139426.43,210256,156150.88,156405,116000.12,164265,121890.68,114214,84847.72,101078,75016.57,52348,38897.9,35248,26114.04,-15818,-12007.86
