ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
300689.SZ,20260703,66.5,63.5,71.77,62.51,62.5,4.0,0.064,19394485.0,1321628957.45
300689.SZ,20260626,62.5,62.4,68.5,57.9,63.0,-0.5,-0.0079,19087430.0,1186545663.5
300689.SZ,20260618,63.0,55.66,63.68,55.0,56.61,6.39,0.1129,16098244.0,972706028.64
300689.SZ,20260612,56.61,50.17,61.5,47.3,51.43,5.18,0.1007,15294295.0,823791661.45
300689.SZ,20260605,51.43,54.64,57.83,50.42,55.25,-3.82,-0.0691,9986960.0,528557892.6
300689.SZ,20260529,55.25,57.84,60.0,54.05,57.57,-2.32,-0.0403,11157332.0,636309228.35
300689.SZ,20260522,57.57,58.39,62.5,55.49,59.25,-1.68,-0.0284,15245445.0,904188604.64
300689.SZ,20260515,59.25,55.5,61.87,55.5,55.29,3.96,0.0716,17392002.0,1012835172.4
300689.SZ,20260508,55.29,53.52,55.49,53.14,53.76,1.53,0.0285,9348410.0,509438784.0
300689.SZ,20260430,53.76,50.73,54.82,50.0,50.73,3.03,0.0597,11692823.0,617414451.9
300689.SZ,20260424,50.73,52.08,53.66,49.01,52.08,-1.35,-0.0259,13565224.0,702585607.06
300689.SZ,20260417,52.08,47.51,54.5,46.42,47.52,4.56,0.096,16774501.0,840960507.52
300689.SZ,20260410,47.52,45.21,48.66,44.3,44.84,2.68,0.0598,6704271.0,312250504.54
300689.SZ,20260403,44.84,46.18,50.15,44.81,46.83,-1.99,-0.0425,12970651.0,617215972.63
300689.SZ,20260327,46.83,44.3,48.48,43.28,45.45,1.38,0.0304,10253170.0,473297114.1
300689.SZ,20260320,45.45,49.07,50.45,45.2,48.89,-3.44,-0.0704,11430240.0,552109720.6
300689.SZ,20260313,48.89,46.6,50.28,46.2,47.81,1.08,0.0226,12205590.0,595084535.4
300689.SZ,20260306,47.81,48.31,49.25,44.31,49.31,-1.5,-0.0304,15599804.0,736025715.28
300689.SZ,20260227,49.31,49.2,51.5,48.25,48.7,0.61,0.0125,12860560.0,640839384.7
300689.SZ,20260213,48.7,54.98,55.88,48.54,54.4,-5.7,-0.1048,27818844.0,1416620563.75
300689.SZ,20260206,54.4,56.27,61.6,51.7,56.83,-2.43,-0.0428,40959739.0,2304412245.01
300689.SZ,20260130,56.83,46.43,57.95,44.16,46.75,10.08,0.2156,41709747.0,2230870401.16
300689.SZ,20260123,46.75,49.64,50.5,45.86,48.56,-1.81,-0.0373,8204428.0,387211982.56
300689.SZ,20260116,48.56,50.95,51.41,47.03,50.84,-2.28,-0.0448,10343976.0,508097109.28
300689.SZ,20260109,50.84,45.18,52.8,44.89,44.95,5.89,0.131,12934510.0,632658311.47
300689.SZ,20251231,44.95,44.53,46.32,44.05,44.41,0.54,0.0122,4362860.0,197774533.9
300689.SZ,20251226,44.41,45.26,45.96,43.58,44.84,-0.43,-0.0096,7087180.0,317262345.5
300689.SZ,20251219,44.84,43.58,46.98,41.3,43.98,0.86,0.0196,8063161.0,351964592.95
300689.SZ,20251212,43.98,46.2,46.87,42.6,45.96,-1.98,-0.0431,6165300.0,277385114.5
300689.SZ,20251205,45.96,47.94,49.9,44.44,47.54,-1.58,-0.0332,6513430.0,306047271.1
300689.SZ,20251128,47.54,45.5,48.64,45.27,45.39,2.15,0.0474,5400046.0,256070189.78
300689.SZ,20251121,45.39,49.96,50.99,45.27,50.0,-4.61,-0.0922,7149533.0,344085489.9
300689.SZ,20251114,50.0,54.18,55.26,49.93,54.4,-4.4,-0.0809,9791345.0,511781330.65
300689.SZ,20251107,54.4,52.68,57.5,52.4,52.9,1.5,0.0284,16057176.0,891287064.94
300689.SZ,20251031,52.9,52.78,58.0,50.8,51.38,1.52,0.0296,20462101.0,1107763680.44
300689.SZ,20251024,51.38,50.99,52.81,50.18,50.58,0.8,0.0158,7483040.0,384964021.92
300689.SZ,20251017,50.58,49.99,56.66,48.12,52.32,-1.74,-0.0333,13893075.0,735201508.33
300689.SZ,20251010,52.32,51.75,55.4,51.14,51.41,0.91,0.0177,5622870.0,300891840.5
300689.SZ,20250930,51.41,51.19,52.7,49.62,51.64,-0.23,-0.0045,3512789.0,180006081.33
300689.SZ,20250926,51.64,54.65,57.3,51.51,54.59,-2.95,-0.054,11894680.0,644770786.9
300689.SZ,20250919,54.59,54.03,60.0,53.01,54.1,0.49,0.0091,20645462.0,1174900769.63
300689.SZ,20250912,54.1,55.2,61.0,52.52,55.24,-1.14,-0.0206,25665892.0,1434225237.26
300689.SZ,20250905,55.24,56.21,57.57,52.07,57.12,-1.88,-0.0329,17903526.0,979544173.64
300689.SZ,20250829,57.12,59.32,62.88,57.0,58.73,-1.61,-0.0274,27815553.0,1655261541.1
