ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
600759.SH,20260407,1874335,105884.43,1712525,96621.83,1362443,76932.21,1275927,72033.11,680581,38326.07,801719,45288.5,126721,7121.33,253909,14320.59,351113,20427.18
600759.SH,20260403,1548753,88763.05,1637194,93796.63,1205828,69178.35,1274012,73103.85,766523,44039.38,698548,40130.29,299017,17177.0,210366,12127.02,-569239,-32491.22
600759.SH,20260402,2897855,169855.77,2890362,169414.75,2054259,120366.53,2022151,118451.33,1096785,64239.94,1158793,67871.1,316607,18478.7,294200,17203.75,1127657,66310.84
600759.SH,20260401,1810823,102644.3,1756428,99529.66,1401177,79373.85,1327281,75178.58,612255,34671.76,744472,42145.94,295125,16645.38,291200,16481.11,-251557,-13943.3
600759.SH,20260331,1994058,115935.64,2075031,120627.88,1533719,89190.07,1567631,91225.0,734519,42815.33,743690,43314.93,376415,21874.41,252358,14647.65,-1185904,-68574.87
600759.SH,20260330,2011154,123891.55,1958755,120711.67,1525746,94164.27,1554683,95961.76,758836,46901.0,822094,50902.29,217102,13546.23,177306,10927.32,-957165,-58340.6
600759.SH,20260327,2355044,142825.57,2283175,138445.9,1769481,107382.98,1790688,108700.91,945537,57378.05,949596,57640.47,239666,14519.09,286269,17318.41,-81278,-3967.54
600759.SH,20260326,2750464,167625.69,2753060,167698.28,2096846,127837.9,2097650,127860.24,1135029,69116.55,1158178,70649.75,312534,19016.59,285985,17388.46,-65223,-2917.71
600759.SH,20260325,2466042,148857.01,2498654,150750.96,1958609,118144.71,2007549,121110.66,1005175,60550.45,968862,58424.23,371856,22379.1,326616,19645.41,-423127,-25189.0
600759.SH,20260324,2182003,139606.12,2293049,146653.06,1669430,106774.84,1656181,105938.77,780166,49881.15,741612,47428.28,265652,16969.62,206411,13211.61,-749877,-47667.99
600759.SH,20260323,2261602,152976.65,2225035,150421.07,1659075,112229.43,1634143,110542.46,788648,53324.77,824558,55826.41,203169,13718.83,228759,15459.74,12146,1424.91
600759.SH,20260320,2262571,152626.37,2220793,149789.46,1544190,104140.41,1631347,109998.18,759430,51223.58,816185,55044.39,304292,20454.79,202159,13613.13,-576545,-38491.42
600759.SH,20260319,3702709,257145.86,3402242,236299.51,2691086,186781.99,2621992,182024.49,1249543,86780.99,1435246,99691.95,390833,27169.21,574692,39862.09,935345,66247.44
600759.SH,20260318,2605527,173296.17,2448664,162659.87,1915247,127303.41,1872122,124441.89,888752,59076.73,1115732,74268.33,369327,24463.43,342334,22769.64,-665996,-43859.03
