ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
603259.SH,20260130,131134,126386.35,132615,127790.52,133485,128717.65,132680,127962.63,92101,88807.72,86079,82989.16,45786,44167.72,51132,49337.14,-49066,-46944.17
603259.SH,20260129,180675,175658.65,189973,184745.99,196709,191253.83,184241,179086.66,109796,106731.71,102070,99163.72,48411,47048.81,59307,57696.63,48344,47172.57
603259.SH,20260128,161971,154408.25,174488,166310.61,162926,155289.36,151616,144522.54,95669,91196.81,89428,85251.65,36902,35214.61,41936,40024.24,-23701,-22404.5
603259.SH,20260127,140877,135934.55,147236,142027.29,134128,129319.73,130117,125475.17,76174,73453.17,72124,69555.89,30630,29499.24,32332,31148.33,-20382,-19553.41
603259.SH,20260126,147730,142952.09,161046,155803.47,138159,133654.88,127308,123186.78,83211,80494.37,78429,75876.64,33239,32160.37,35557,34394.82,-30311,-29174.89
603259.SH,20260123,129922,127179.85,154105,150742.13,138814,135902.93,130882,128173.16,79244,77596.04,69747,68357.17,38861,38080.87,32107,31487.22,-55158,-53623.6
603259.SH,20260122,157260,153404.41,174475,170157.67,149571,145939.13,142830,139399.12,78779,76893.52,74833,73035.93,29578,28897.5,23049,22541.84,-56124,-54743.98
603259.SH,20260121,131768,130974.61,139853,138921.37,144708,143843.56,140032,139209.45,75433,74985.05,74188,73743.73,34989,34722.58,32825,32651.25,-21673,-21068.32
603259.SH,20260120,158969,158159.53,157729,156908.19,178963,178084.65,184277,183357.02,96519,96062.21,93242,92843.62,46679,46488.39,45883,45685.95,-64650,-64237.27
603259.SH,20260119,140166,143310.06,131104,134079.47,179615,183723.16,175819,179856.92,102849,105185.65,117773,120375.08,56453,57628.06,54386,55535.46,-52294,-53125.63
603259.SH,20260116,130845,136763.94,133030,139055.04,158466,165612.63,175111,182930.82,103034,107695.84,92961,97195.67,55407,57943.01,46651,48833.9,-14908,-14991.51
603259.SH,20260115,114051,118673.99,109786,114264.1,134418,140009.96,147059,153094.37,77495,80777.16,75640,78832.65,41265,42952.35,34745,36222.34,-23318,-23992.18
603259.SH,20260114,175345,182711.92,170687,177865.61,227588,237326.22,227800,237470.87,152212,158862.81,144160,150475.14,77094,80471.84,89592,93561.18,-33104,-33737.87
603259.SH,20260113,233222,243819.45,215424,225053.72,313315,327155.93,303041,316328.71,254124,265255.25,262854,274413.4,123886,129156.88,143228,149591.66,69258,72887.69
603259.SH,20260112,147236,145378.07,143968,142147.56,158573,156653.84,157892,155978.96,96487,95392.62,97419,96303.74,41656,41141.03,44672,44135.31,-48152,-47291.85
603259.SH,20260109,148548,147406.01,126067,125083.3,169938,168761.87,142884,141836.58,120313,119466.35,146510,145461.09,68816,68232.62,92153,91485.88,76706,76531.38
603259.SH,20260108,133728,131501.1,127946,125802.06,141745,139460.63,132109,129973.07,101036,99459.34,106270,104594.15,44160,43417.73,54344,53469.52,21620,21556.41
603259.SH,20260107,171325,167810.81,186037,182230.81,171678,168071.77,169678,166109.59,135083,132259.21,123554,120929.47,52769,51655.94,51585,50527.87,-24037,-23337.76
603259.SH,20260106,155313,148306.99,166197,158756.87,161761,154467.01,151094,144306.2,103878,99282.43,107686,102843.63,42805,40916.78,38779,37066.51,28817,27750.39
603259.SH,20260105,248306,234708.3,220183,208049.88,249439,235451.28,251664,237608.78,167739,158246.28,173050,163393.85,63136,59574.02,83723,78927.36,112372,105520.69
603259.SH,20251231,121747,112161.56,113801,104795.63,144231,132911.73,134488,123970.35,105842,97597.01,115451,106427.0,47347,43638.41,55426,51115.72,-17540,-15206.53
603259.SH,20251230,103773,95039.01,98959,90599.21,108961,99800.67,108173,99080.66,64480,59063.52,71318,65333.63,30134,27587.05,28899,26476.76,-11235,-9983.52
603259.SH,20251229,92181,85241.5,89823,83052.66,100212,92668.58,93696,86647.61,70713,65372.94,77312,71454.03,21062,19460.83,23338,21589.55,26933,25073.54
603259.SH,20251226,90586,84014.67,80036,74214.41,91057,84426.52,88041,81637.19,55007,51013.84,61811,57318.94,20390,18906.44,27152,25190.94,32451,30205.25
603259.SH,20251225,74270,67831.15,65404,59722.38,79508,72605.08,77384,70659.97,51515,47032.54,54159,49442.07,16527,15091.76,24873,22736.1,32378,29801.75
603259.SH,20251224,85020,77310.94,75727,68861.81,86565,78732.44,86870,79014.41,53214,48408.86,60905,55385.22,25871,23544.57,27168,24735.37,16831,15505.58
603259.SH,20251223,90244,82102.14,75741,68898.32,86203,78410.24,87174,79302.5,48944,44542.1,63337,57625.87,25865,23532.89,25003,22760.7,-9443,-8456.23
603259.SH,20251222,125917,115585.49,124240,114041.64,123827,113701.64,127062,116654.86,72865,66959.4,78181,71837.73,34546,31695.41,27671,25407.71,-61814,-56450.35
603259.SH,20251219,150602,140168.64,143472,133515.63,165082,153688.2,168911,157202.0,112601,104837.07,110489,102867.65,35477,32945.11,40890,38053.74,68012,63343.75
603259.SH,20251218,101166,92097.34,90320,82238.87,106209,96701.26,104622,95257.27,59162,53876.66,67838,61751.44,20002,18191.08,23759,21618.77,23216,21286.62
603259.SH,20251217,108244,97137.4,94416,84717.18,105981,95062.05,113209,101557.64,58886,52836.91,59243,53173.53,28466,25613.92,34709,31201.95,43737,39323.71
603259.SH,20251216,101479,91015.85,97086,87073.18,99072,88861.33,105510,94632.26,54984,49326.63,52711,47278.81,25174,22561.56,25402,22781.12,-42501,-38010.43
603259.SH,20251215,111933,102832.54,110411,101462.28,122023,112121.59,115276,105919.85,81206,74559.88,91154,83694.57,26495,24392.08,24817,22829.41,-12471,-11515.62
603259.SH,20251212,161529,150898.67,159872,149379.44,184238,172149.88,165555,154696.67,84189,78623.55,105884,98894.14,43448,40734.02,42094,39435.88,-50782,-47547.76
603259.SH,20251211,135414,127738.13,142632,134515.91,170249,160661.59,176475,166575.01,110239,104124.66,99671,94163.16,41694,39283.8,38818,36554.1,31358,29983.41
603259.SH,20251210,103791,94825.28,101511,92731.78,103599,94602.11,109193,99727.6,64866,59251.46,64412,58842.58,23476,21509.74,20615,18886.63,12776,12141.61
603259.SH,20251209,122800,113975.44,123878,114966.88,135700,126061.83,135814,126182.05,95920,89068.73,94507,87799.41,35681,33135.59,35902,33293.25,27388,25641.57
603259.SH,20251208,114378,104407.09,97294,88812.7,133782,122101.81,136133,124255.02,82588,75374.14,96514,88089.85,33943,31000.54,34750,31726.02,46875,42931.61
603259.SH,20251205,120782,109165.08,119380,107889.64,139301,125935.74,147962,133781.96,88067,79685.71,89763,81207.19,36431,32958.59,27475,24866.32,11744,10770.75
603259.SH,20251204,111192,98290.87,105889,93619.82,103456,91598.78,107803,95439.61,64684,57311.83,59138,52370.25,24642,21869.08,31144,27640.88,32014,28423.8
603259.SH,20251203,169315,148878.77,150679,132582.21,167996,147860.63,163807,144261.89,99099,87273.09,115103,101213.76,30066,26500.31,36888,32454.93,-35956,-31895.64
603259.SH,20251202,148329,133601.4,153752,138534.56,160210,144364.51,158758,143046.59,87523,78857.24,87795,79063.19,37277,33537.89,33034,29716.71,-105174,-94949.8
603259.SH,20251201,99932,91630.04,101234,92821.12,99145,90908.04,103402,94825.36,57919,53117.38,54248,49751.3,18998,17440.21,17112,15697.88,20904,19290.59
603259.SH,20251128,109448,99931.92,105979,96759.34,116379,106266.19,121080,110559.61,68277,62345.28,61826,56466.88,24600,22476.51,29819,27234.08,-34875,-31816.86
603259.SH,20251127,140005,129134.81,136402,125784.92,178696,164851.99,173101,159688.6,122375,112863.73,126541,116735.22,65049,59997.17,70082,64638.97,-84311,-77607.25
603259.SH,20251126,106556,101739.78,105051,100298.2,123158,117608.69,125904,120238.96,74879,71538.76,72756,69528.04,26696,25515.98,27578,26338.01,30474,29228.91
603259.SH,20251125,112528,106600.54,114774,108709.64,123979,117471.44,124196,117684.14,63286,60002.11,60817,57675.35,22039,20894.55,22045,20899.51,10639,10259.82
603259.SH,20251124,117075,109169.0,113330,105679.74,111591,104127.74,116924,109084.3,58540,54628.93,59854,55874.88,41160,38540.58,38259,35827.33,43038,40215.1
603259.SH,20251121,119436,110050.57,109942,101373.6,122483,112849.28,124221,114490.92,74786,68983.23,80498,74187.23,30136,27778.36,32180,29609.68,-9485,-8787.58
603259.SH,20251120,92635,87337.58,91412,86165.41,85927,81064.0,85769,80922.06,51299,48407.88,50174,47356.25,15289,14425.23,17796,16790.98,16465,15659.08
603259.SH,20251119,86948,80912.41,80153,74611.12,89477,83289.64,86768,80775.62,48495,45151.85,55230,51413.72,22062,20539.43,24831,23092.87,39254,36626.58
603259.SH,20251118,92921,86325.23,90620,84188.22,100945,93759.34,85584,79504.12,70782,65711.32,68679,63757.05,24583,22790.61,44348,41137.12,-42987,-39722.35
603259.SH,20251117,92958,86741.39,96232,89776.12,102609,95782.67,97181,90710.99,58182,54337.84,60682,56688.77,21183,19805.12,20838,19491.16,-35964,-33457.14
603259.SH,20251114,92779,88690.09,94872,90696.53,109232,104401.91,113862,108819.57,77812,74398.09,74647,71348.79,38851,37096.32,35294,33721.52,-21352,-20303.64
603259.SH,20251113,174707,166100.25,173030,164546.8,194498,184812.76,192804,183254.51,144621,137468.71,138716,131754.88,49633,47267.4,58908,56092.93,103949,98609.82
603259.SH,20251112,122293,114103.14,124431,116001.51,122055,113871.48,123321,115094.57,76256,71096.24,66729,62328.73,28993,27078.93,35115,32724.97,-3028,-2515.77
