ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
603019.SH,20260703,92.68,99.0,109.6,92.6,98.76,-6.08,-0.0616,559653706.0,56494000453.0
603019.SH,20260626,98.76,88.75,102.0,85.0,88.68,10.08,0.1137,438278060.0,41217015195.0
603019.SH,20260618,88.68,83.26,89.64,82.58,82.15,6.53,0.0795,177283153.0,15221052299.0
603019.SH,20260612,82.15,79.9,86.33,77.77,82.37,-0.22,-0.0027,204945794.0,16756194929.0
603019.SH,20260605,82.37,88.5,89.54,82.14,87.84,-5.47,-0.0623,196331233.0,16826414315.0
603019.SH,20260529,88.22,95.3,96.45,87.89,94.8,-6.58,-0.0694,295728681.0,27425549518.0
603019.SH,20260522,94.8,94.29,101.6,92.98,94.46,0.34,0.0036,351904879.0,34218634113.0
603019.SH,20260515,94.46,99.0,105.0,94.0,96.3,-1.84,-0.0191,416667179.0,41110705930.0
603019.SH,20260508,96.3,96.0,102.26,96.0,92.96,3.34,0.0359,275598190.0,27256202556.0
603019.SH,20260430,92.96,94.76,95.1,88.95,92.76,0.2,0.0022,245072093.0,22658297576.0
603019.SH,20260424,92.76,90.43,94.46,88.58,89.92,2.84,0.0316,304385244.0,27950754481.0
603019.SH,20260417,89.92,84.61,91.5,84.61,85.3,4.62,0.0542,258944047.0,23116806112.0
603019.SH,20260410,85.3,77.9,86.86,77.37,77.89,7.41,0.0951,149337449.0,12341602280.0
603019.SH,20260403,77.89,80.05,80.81,76.78,81.43,-3.54,-0.0435,116017815.0,9192813028.0
603019.SH,20260327,81.43,81.99,84.49,78.5,83.76,-2.33,-0.0278,142002910.0,11574602493.0
603019.SH,20260320,83.76,88.02,88.7,83.75,89.1,-5.34,-0.0599,159819841.0,13777688574.0
603019.SH,20260313,89.1,83.5,92.59,82.32,84.19,4.91,0.0583,213451270.0,18902936405.0
603019.SH,20260306,84.19,90.0,91.31,80.6,92.18,-7.99,-0.0867,199755822.0,17122588076.0
603019.SH,20260227,92.18,93.5,93.87,89.81,91.7,0.48,0.0052,148606911.0,13577085665.0
603019.SH,20260213,91.7,90.0,93.0,88.64,86.79,4.91,0.0566,195404902.0,17784423886.0
603019.SH,20260206,86.79,89.0,89.76,85.03,89.77,-2.98,-0.0332,133943278.0,11642016480.0
603019.SH,20260130,89.77,96.28,96.95,87.1,95.91,-6.14,-0.064,222511008.0,20412912386.0
603019.SH,20260123,95.91,94.35,102.88,91.17,93.48,2.43,0.026,378838556.0,36401837007.0
603019.SH,20260116,93.48,93.64,96.87,91.41,93.34,0.14,0.0015,317220797.0,29744207749.0
603019.SH,20260109,93.34,85.82,95.93,85.82,85.64,7.7,0.0899,342240577.0,31094631417.0
603019.SH,20251231,85.64,85.81,87.0,84.58,85.81,-0.17,-0.002,125852472.0,10797870711.0
603019.SH,20251226,85.81,86.99,88.4,85.21,85.85,-0.04,-0.0005,208114981.0,18105707351.0
603019.SH,20251219,85.85,87.94,88.66,82.3,88.95,-3.1,-0.0349,237682558.0,20260302414.0
603019.SH,20251212,88.95,98.93,102.28,86.13,98.93,-9.98,-0.1009,318060251.0,29220311650.0
603019.SH,20251205,98.93,102.3,102.3,96.0,99.16,-0.23,-0.0023,167675246.0,16627053031.0
603019.SH,20251128,99.16,96.02,104.01,92.34,95.77,3.39,0.0354,213991580.0,20954365338.0
603019.SH,20251121,95.77,100.31,103.3,95.67,100.7,-4.93,-0.049,138814978.0,13873965082.0
603019.SH,20251114,100.7,111.2,111.21,100.69,111.16,-10.46,-0.0941,175083176.0,18425652199.0
603019.SH,20251107,111.16,105.01,116.44,103.3,106.45,4.71,0.0442,228307294.0,24992913380.0
603019.SH,20251031,106.45,116.31,116.66,105.51,113.92,-7.47,-0.0656,251121659.0,28249580747.0
603019.SH,20251024,113.92,107.13,114.88,104.26,104.75,9.17,0.0875,236354163.0,25688737445.0
603019.SH,20251017,104.75,107.33,116.15,103.7,113.36,-8.61,-0.076,276811181.0,30239175682.0
603019.SH,20251010,113.36,121.86,128.12,111.94,119.25,-5.89,-0.0494,163626108.0,19574633678.0
603019.SH,20250930,119.25,120.46,123.0,115.0,120.44,-1.19,-0.0099,128137279.0,15262830606.0
603019.SH,20250926,120.44,107.8,127.68,106.0,106.83,13.61,0.1274,500155493.0,59007392858.0
603019.SH,20250919,106.83,101.0,117.88,99.57,97.97,8.86,0.0904,625121359.0,67949183275.0
603019.SH,20250912,97.97,85.0,100.0,80.8,82.44,15.53,0.1884,425539653.0,38432215247.0
603019.SH,20250905,82.44,89.51,95.48,78.03,88.5,-6.06,-0.0685,483550539.0,42099608400.0
603019.SH,20250829,88.5,91.11,93.98,87.4,82.83,5.67,0.0685,615322491.0,55959211245.0
603019.SH,20250822,82.83,74.24,82.83,72.0,73.64,9.19,0.1248,441735496.0,33825635892.0
603019.SH,20250815,73.64,68.0,76.69,67.96,68.08,5.56,0.0817,305510881.0,22104659582.0
603019.SH,20250808,68.08,67.8,69.98,67.71,68.09,-0.01,-0.0001,106475293.0,7327439722.0
603019.SH,20250801,68.09,70.66,70.66,67.89,70.36,-2.27,-0.0323,166995598.0,11591051429.0
603019.SH,20250725,70.36,69.5,70.66,68.52,69.51,0.85,0.0122,126753671.0,8786983232.0
603019.SH,20250718,69.51,68.99,70.45,68.53,68.81,0.7,0.0102,114130262.0,7939803137.0
