ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
002036.SZ,20260622,204003,16909.8,166098,13772.27,156795,13008.55,146949,12199.35,95911,7955.4,122438,10151.77,8323,695.82,29547,2446.18,-103588,-8599.99
002036.SZ,20260618,179826,15304.88,149068,12701.92,147098,12522.09,155637,13246.56,85466,7275.32,113803,9672.63,26365,2240.7,20248,1721.88,-24245,-2003.67
002036.SZ,20260617,230195,19890.2,187993,16264.04,182709,15800.51,213874,18502.71,114679,9933.86,116555,10081.32,21680,1878.84,30842,2655.33,-1255,-39.58
002036.SZ,20260616,207691,17480.35,217318,18331.25,201969,17015.5,212497,17931.33,139560,11776.61,131466,11031.3,32642,2757.76,20581,1736.34,52360,4454.32
002036.SZ,20260615,166452,13457.67,138026,11162.01,117463,9494.06,137257,11092.71,72631,5871.17,89066,7205.93,33561,2720.98,25758,2083.22,44255,3584.67
002036.SZ,20260612,181715,14512.03,146177,11685.8,143903,11520.46,152180,12179.83,86643,6942.24,103851,8309.75,11098,883.55,21150,1682.9,-69646,-5516.61
002036.SZ,20260611,198104,15893.48,155629,12491.35,168007,13496.22,155800,12512.55,96097,7719.09,128556,10320.43,13361,1079.61,35583,2864.08,-61650,-4904.81
002036.SZ,20260610,246970,20897.25,198287,16773.15,218695,18525.99,217667,18430.47,136156,11515.41,154543,13092.74,20241,1721.35,51565,4363.64,-131847,-11157.5
002036.SZ,20260609,229868,20442.09,263424,23485.86,245398,21859.63,241244,21484.59,163759,14627.4,142903,12749.38,31587,2839.89,23041,2049.18,23312,2172.99
002036.SZ,20260608,222474,19505.03,208981,18358.27,198005,17389.26,198995,17486.09,118002,10381.38,116988,10256.38,18844,1655.93,32362,2830.86,-65264,-5662.3
002036.SZ,20260605,351290,31660.52,289568,26101.51,318464,28630.73,339756,30601.09,180915,16250.47,221397,19942.9,50938,4575.58,50885,4471.81,60447,5653.86
002036.SZ,20260604,210589,18777.86,188957,16874.87,212829,18989.24,220514,19684.93,119095,10635.63,128964,11499.31,19125,1721.99,23205,2065.62,-41755,-3664.8
002036.SZ,20260603,315667,28772.09,232751,21298.72,303101,27741.25,302309,27672.09,189834,17404.4,230193,21047.55,40715,3732.36,84063,7631.74,-149595,-13543.74
002036.SZ,20260602,250162,23135.29,225210,20862.7,271949,25174.39,256199,23717.66,135526,12545.13,168674,15591.16,35710,3312.89,43264,3996.19,-97868,-9017.24
002036.SZ,20260601,261010,24835.33,282474,26918.52,313711,29867.64,339324,32315.3,211911,20231.9,186466,17764.55,75514,7165.31,53883,5101.82,63848,6168.7
002036.SZ,20260529,455931,44031.68,411588,39771.92,448068,43397.92,433086,42016.03,252885,24579.36,331703,32380.29,89503,9135.39,70010,6976.12,-186773,-17813.59
002036.SZ,20260528,448265,43677.68,325950,31830.19,416777,40674.38,395294,38567.07,226735,22159.82,290458,28320.38,30161,2939.05,110236,10733.29,-100833,-9783.72
002036.SZ,20260527,519325,53135.91,474603,48636.73,550481,56397.27,532920,54605.9,387952,39735.25,388261,39765.9,108055,11134.67,170029,17394.58,-180945,-18283.51
002036.SZ,20260526,540805,57498.7,555229,59012.36,599472,63721.72,622924,66175.06,442039,46967.78,442548,47046.06,194082,20544.68,155697,16499.4,142135,15280.38
002036.SZ,20260525,711897,74735.7,627505,65999.49,751688,78974.08,672499,70623.61,497016,52245.28,518377,54419.04,227166,23757.37,369386,38670.28,-44372,-4434.19
002036.SZ,20260522,563098,55462.99,633245,62576.52,600737,59293.35,641259,63538.75,458499,45502.55,477519,47505.7,435771,44046.42,306081,30684.33,137701,13552.08
002036.SZ,20260521,102336,9351.33,240639,22193.89,139602,12785.21,280649,25873.83,181242,16659.89,159006,14687.35,282367,26286.68,25253,2328.05,2070,28.94
002036.SZ,20260520,147714,12676.5,98336,8444.16,103316,8863.77,100395,8614.0,40867,3502.95,70145,6014.23,9137,779.84,32158,2750.67,-77494,-6629.59
002036.SZ,20260519,149320,13094.68,160896,14114.92,137225,12037.3,143851,12624.5,90104,7907.33,82420,7231.89,27633,2438.64,17115,1506.65,-24045,-2085.64
002036.SZ,20260518,131314,11298.55,140491,12112.39,115344,9932.42,132962,11445.02,88236,7605.42,73110,6289.87,25215,2179.53,13546,1168.65,46632,4016.82
002036.SZ,20260515,164898,13996.58,115704,9812.91,119931,10184.92,109515,9315.4,57168,4866.05,97778,8300.03,11123,939.62,30123,2558.82,-56858,-4790.68
002036.SZ,20260514,180400,15844.08,126015,11073.29,147087,12925.54,135029,11867.69,62169,5465.22,102772,9021.4,16160,1421.04,42000,3693.49,-110901,-9756.65
002036.SZ,20260513,192227,17065.55,200837,17885.85,185301,16470.97,204215,18165.47,143253,12768.42,118927,10584.94,44576,3969.94,41378,3638.62,81828,7348.35
002036.SZ,20260512,174570,15009.84,117264,10092.67,143806,12369.1,133348,11471.65,96520,8302.43,117693,10128.49,37238,3205.93,83829,7194.49,-68416,-5843.04
002036.SZ,20260511,229863,19915.95,318269,27637.8,259458,22508.36,257389,22342.14,201142,17500.75,155825,13494.55,95280,8240.34,54260,4690.91,-25918,-2120.66
002036.SZ,20260508,179676,14839.51,224082,18645.24,197337,16397.53,190694,15834.43,140090,11691.43,117769,9768.97,55187,4595.53,39743,3275.37,26096,2163.39
002036.SZ,20260507,124736,10017.29,121830,9788.01,101963,8190.25,114610,9212.37,72014,5794.96,82882,6668.05,32789,2645.1,12180,979.18,48566,3932.43
002036.SZ,20260506,180615,14285.1,148684,11762.93,112430,8880.81,137081,10839.7,59857,4735.22,78095,6169.61,34598,2738.76,23640,1867.66,25440,2019.1
002036.SZ,20260430,200054,15411.56,138743,10688.43,149303,11503.11,136079,10492.58,68830,5304.55,110093,8481.61,20284,1567.41,53557,4124.0,-70453,-5407.24
