ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
000811.SZ,20260618,172,69.09,9387,3770.72,148,59.45,10005,4018.85,1289,517.79,10724,4307.83,40759,16372.69,12252,4921.63,-42368,-17019.03
000811.SZ,20260617,304,111.02,24651,9002.68,716,261.48,24908,9096.55,3194,1166.45,21373,7805.45,90996,33231.68,24277,8865.96,-54948,-20066.92
000811.SZ,20260616,182373,61194.33,195354,65703.69,160419,53899.45,150667,50589.01,111443,37460.72,106593,35839.95,63277,21261.45,64898,21683.3,-26869,-9000.52
000811.SZ,20260615,109626,36029.57,155025,51204.61,107301,35402.99,130353,43110.15,112482,37382.65,110592,36701.85,127826,42717.63,61264,20516.23,7752,2472.26
000811.SZ,20260612,133599,42161.95,119664,37986.44,81522,25879.51,96209,30447.4,66507,21160.3,61166,19409.82,15755,5044.53,20344,6402.63,5231,1736.76
000811.SZ,20260611,93348,29164.46,116561,36462.63,89629,28045.88,84170,26332.99,54889,17175.11,34525,10815.09,20867,6543.37,23477,7318.09,12855,4026.95
000811.SZ,20260610,115259,36539.87,122640,38917.51,97276,30884.63,112042,35552.05,64135,20371.53,51518,16352.11,23132,7353.86,13602,4328.22,-2573,-794.18
000811.SZ,20260609,79246,24303.25,123417,38128.48,101377,31228.87,88312,27446.6,77486,24147.72,73122,22732.28,47743,15097.47,21000,6469.96,5408,1515.25
000811.SZ,20260608,147827,43600.77,110846,32659.78,111652,32924.52,126159,37235.74,58332,17195.66,63686,18800.62,19428,5727.67,36549,10752.5,-16815,-4975.63
000811.SZ,20260605,102279,31952.23,95173,29795.12,94454,29583.55,85764,26802.8,42204,13193.83,46594,14574.04,10334,3223.52,21739,6781.16,-17785,-5519.04
000811.SZ,20260604,88232,28135.02,93287,29786.3,71278,22751.86,67014,21391.83,44410,14162.81,37119,11824.8,14412,4607.49,20912,6654.27,-6146,-1949.56
000811.SZ,20260603,125031,40331.8,118596,38346.55,100863,32630.59,108199,34975.65,84561,27382.85,78445,25391.23,30974,10011.99,36188,11643.79,1324,469.82
000811.SZ,20260602,138081,42954.31,115789,36042.49,116156,36128.58,112405,34955.66,52727,16410.06,74316,23121.41,18069,5631.52,22524,7004.92,-4923,-1541.61
000811.SZ,20260601,183895,58674.1,107269,34370.72,118070,37760.72,143567,45944.37,59720,19139.28,87734,27918.13,15447,4935.16,38562,12276.04,128,89.51
000811.SZ,20260529,161625,54404.21,144272,48783.27,136493,46230.74,137171,46364.86,84463,28683.49,87826,29713.23,38695,12985.22,52006,17442.29,-24472,-8229.27
000811.SZ,20260528,184042,63788.61,188460,65648.48,198509,69108.31,204664,70999.77,172649,60104.54,154143,53563.79,39846,13821.51,47780,16610.93,23045,8013.85
000811.SZ,20260527,209657,72161.82,208290,71881.19,214553,74045.42,224199,77312.09,217090,75047.29,200953,69643.5,170175,59597.16,178032,62014.91,-59885,-21376.09
000811.SZ,20260526,218252,70487.38,126598,41013.43,152581,49380.82,180692,58505.04,108870,35267.9,142808,46157.28,47483,15321.2,77088,24781.55,-16776,-5444.09
000811.SZ,20260525,220536,72791.76,185811,61827.28,254000,84009.12,239667,79131.35,194878,64179.51,195034,64092.82,119869,39291.56,168772,55220.5,68386,22980.3
000811.SZ,20260522,182255,62506.73,151931,52160.8,188683,64692.32,189632,65044.3,129502,44325.34,140752,48194.55,67301,23003.2,85426,29127.96,-14483,-5088.34
000811.SZ,20260521,172347,63456.0,133685,49634.53,182066,67152.51,173021,63922.93,129294,47840.29,135011,49749.18,54713,20179.62,96702,35321.77,1902,713.94
000811.SZ,20260520,182823,67047.02,144554,53060.53,183001,67180.52,186374,68430.11,140052,51393.42,154023,56536.01,58848,21528.35,79774,29122.66,-34488,-12635.17
000811.SZ,20260519,137476,49253.63,149297,53483.92,220018,78725.83,218579,78563.0,175316,62857.13,177669,63653.09,126321,46241.16,113586,41377.74,-2497,-1189.1
000811.SZ,20260518,146069,49078.5,143518,48288.59,191326,64362.34,192693,64860.54,126943,42709.19,130671,43948.87,64354,21747.43,61811,20799.45,-10770,-3521.82
000811.SZ,20260515,144081,48030.43,153944,51243.54,182753,60963.1,171326,57161.47,162181,54056.84,146778,48898.18,68536,22987.11,85503,28734.29,-14896,-5199.77
000811.SZ,20260514,164632,54413.45,156277,51566.74,219501,72573.77,189628,62670.8,211937,69890.26,232505,76796.86,141005,46773.9,158666,52616.98,56104,18709.55
000811.SZ,20260513,139840,40645.04,143686,42225.0,178256,51975.09,204568,59986.9,214297,63054.55,199528,58451.2,128012,38329.9,112622,33341.47,13099,3604.9
000811.SZ,20260512,129283,37693.3,143337,41860.88,186524,54507.21,153708,44979.47,157734,46187.17,168279,49249.88,69384,20367.25,77601,22664.69,36406,10613.06
000811.SZ,20260511,49062,13947.75,78163,22316.47,82799,23553.44,108382,30924.38,107588,30689.83,105977,30261.32,118411,33975.65,65337,18664.51,4181,1259.71
000811.SZ,20260508,123214,31708.14,96770,25021.98,123159,31735.37,141325,36466.75,123605,31992.88,130633,33682.38,58483,15049.22,59733,15314.49,-8461,-2130.48
