ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
600552.SH,20260515,402172,71357.64,382770,68001.07,340729,60563.81,335056,59618.41,245508,43665.59,235323,41782.63,94929,16885.11,130190,23070.05,-111682,-19735.59
600552.SH,20260514,364584,66566.63,362088,66130.65,327762,59886.13,328740,60018.45,238757,43649.71,230909,42271.8,61029,11178.26,70395,12859.83,25481,4940.44
600552.SH,20260513,345774,63085.43,376775,68738.98,333972,60924.48,325434,59380.98,224987,41021.21,200753,36620.24,88185,16086.2,89954,16377.13,-42798,-7700.63
600552.SH,20260512,377214,65959.98,407381,71246.83,370045,64665.13,348880,60942.43,236474,41265.27,229393,40068.63,88348,15458.35,86426,15090.84,54931,9895.2
600552.SH,20260511,345274,59049.53,363380,62152.85,287141,49169.8,285818,48955.18,193983,33258.37,169533,29066.79,37616,6463.78,45283,7766.65,-15296,-2394.54
600552.SH,20260508,223720,36751.18,228193,37478.06,164616,27034.52,166618,27357.56,113423,18610.52,109654,18013.47,24591,4051.13,21887,3598.25,-34768,-5652.48
600552.SH,20260507,289933,48118.41,297850,49442.77,243772,40447.63,241761,40103.67,147576,24490.76,150472,24962.67,33098,5500.77,24297,4048.46,62445,10410.64
600552.SH,20260506,269899,42932.75,260699,41477.45,231265,36808.93,224603,35742.16,132786,21138.99,136082,21656.02,16860,2682.75,29427,4687.78,13444,2205.13
600552.SH,20260430,247947,38872.64,253034,39670.43,183995,28861.76,176924,27759.36,99383,15591.15,105304,16518.49,22470,3518.78,18534,2896.04,6218,1074.61
600552.SH,20260429,271096,42174.26,229267,35673.48,173870,27058.57,173156,26948.5,108014,16821.01,137161,21351.82,23249,3613.27,36645,5693.3,14841,2368.54
600552.SH,20260428,244106,37645.53,249400,38453.12,202239,31196.63,188102,29028.4,126789,19569.63,127090,19627.03,35066,5415.4,43608,6718.63,-67953,-10456.84
600552.SH,20260427,341818,54218.9,351687,55821.42,269625,42741.48,291586,46290.0,178092,28312.03,182133,28975.69,70345,11297.52,34474,5482.82,107648,17029.85
600552.SH,20260424,297924,45090.24,292240,44272.28,218855,33192.68,229785,34849.6,125106,19006.72,120714,18313.68,28509,4344.25,27654,4198.32,28756,4431.46
600552.SH,20260423,307153,46593.5,312170,47346.19,218497,33166.77,214470,32607.2,138133,20995.45,126891,19285.08,25550,3904.92,35803,5422.19,-109996,-16585.46
600552.SH,20260422,493075,76176.4,496858,76713.52,340316,52434.31,328518,50630.23,167873,25846.74,186859,28763.98,41822,6445.74,30851,4795.45,159543,24734.62
600552.SH,20260421,352567,51993.8,315263,46516.3,215574,31831.83,211188,31188.22,108991,16107.41,127523,18833.98,18947,2796.92,42105,6191.46,-13690,-1955.99
600552.SH,20260420,631805,95575.99,614161,92927.54,424384,64255.81,411178,62283.11,214013,32438.35,208652,31589.39,33083,5015.53,69294,10485.63,-44778,-6655.24
600552.SH,20260417,296009,42747.19,355808,51676.54,271262,39303.36,330230,48191.96,228243,33339.63,228874,33500.84,205852,30741.23,86453,12762.06,-27793,-4939.22
600552.SH,20260416,207255,28163.61,186936,25395.59,124344,16887.58,132299,17966.87,72014,9776.17,77636,10544.94,7889,1071.05,14631,1991.01,15436,2144.88
600552.SH,20260415,283215,38434.98,280639,38081.99,210942,28636.51,194125,26354.63,130613,17741.75,125557,17060.97,28961,3910.15,53410,7225.8,72589,9908.61
600552.SH,20260414,190670,25135.87,183535,24191.02,115639,15246.21,110999,14637.33,62304,8213.28,57008,7516.65,8296,1093.34,25367,3343.7,-12830,-1665.63
600552.SH,20260413,316032,41788.27,299012,39549.41,175537,23268.87,187668,24861.28,83833,11102.84,92869,12290.57,20504,2702.53,16358,2161.24,-110286,-14548.58
600552.SH,20260410,363970,49032.14,385252,51906.8,302792,40816.12,290836,39197.48,164521,22180.02,164440,22169.4,35615,4790.85,26370,3545.44,33732,4572.3
600552.SH,20260409,238991,30556.59,230119,29427.87,149199,19056.25,145186,18554.24,81600,10426.68,92255,11790.31,9580,1226.14,11810,1493.23,28394,3651.37
600552.SH,20260408,262101,32869.75,301616,37829.04,167130,20958.74,168388,21118.39,100614,12623.66,82600,10359.04,47785,5998.33,25025,3144.0,34060,4313.83
600552.SH,20260407,236143,28929.88,280487,34329.78,159533,19529.1,146454,17925.96,92196,11272.22,69965,8577.88,25534,3132.79,16499,2030.37,28944,3643.86
600552.SH,20260403,67511,7943.79,79328,9332.59,36251,4264.65,36702,4320.22,19084,2245.95,13621,1601.86,12604,1480.92,5798,680.65,-22122,-2591.19
600552.SH,20260402,106219,12583.29,106344,12597.63,49518,5867.38,54312,6436.06,26015,3076.5,26950,3193.29,14399,1710.37,8544,1010.56,-39854,-4705.77
600552.SH,20260401,167077,20095.12,175881,21144.68,76130,9154.63,76638,9220.59,39213,4715.31,33988,4090.76,8532,1023.1,4444,532.11,8169,1009.29
600552.SH,20260331,185043,22029.85,219003,26063.7,91680,10928.35,80277,9572.84,53163,6320.19,28073,3340.3,3351,395.75,5884,697.3,-36478,-4282.67
600552.SH,20260330,113536,13525.42,126886,15111.73,58055,6918.18,51714,6172.28,23990,2852.54,21282,2540.32,8842,1066.27,4542,538.08,-22852,-2714.29
600552.SH,20260327,107483,12907.44,112716,13545.29,59548,7157.34,59741,7173.62,29689,3565.39,27498,3303.82,10941,1300.86,7706,908.3,-3583,-424.11
600552.SH,20260326,96247,11482.95,96802,11550.18,39744,4738.47,41155,4908.67,25436,3035.13,26556,3165.28,4000,477.0,914,109.41,-22868,-2726.08
600552.SH,20260325,123190,14900.1,113057,13672.51,67539,8161.77,70517,8526.74,36244,4380.15,42889,5184.7,7306,884.46,7817,942.53,-2343,-278.64
600552.SH,20260324,134524,15632.58,127241,14785.3,64809,7538.98,70689,8222.92,35955,4190.98,38730,4513.39,7474,875.06,6102,715.99,-15086,-1727.49
600552.SH,20260323,179969,21357.82,177181,21020.35,83718,9946.46,83768,9967.58,55139,6542.69,54267,6424.25,11725,1380.15,15335,1814.94,-34897,-4120.62
