ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
603688.SH,20260703,69.25,85.74,89.5,69.15,86.6,-17.35,-0.2003,148499239.0,11705628760.0
603688.SH,20260626,86.6,82.0,87.91,75.5,80.55,6.05,0.0751,190373574.0,15649906627.0
603688.SH,20260618,80.55,71.36,83.05,67.42,70.89,9.66,0.1363,162920138.0,12705004753.0
603688.SH,20260612,70.89,64.45,83.0,64.45,69.49,1.4,0.0201,231146011.0,16972850503.0
603688.SH,20260605,69.49,66.2,71.91,60.75,67.22,2.27,0.0338,135440141.0,8860412308.0
603688.SH,20260529,67.22,74.56,77.8,66.0,74.55,-7.33,-0.0983,158142110.0,11267325395.0
603688.SH,20260522,74.55,69.24,76.1,65.9,69.53,5.02,0.0722,176215543.0,12660909693.0
603688.SH,20260515,69.53,67.5,76.44,66.0,65.5,4.03,0.0615,212008471.0,15043598628.0
603688.SH,20260508,65.5,56.0,67.8,55.4,55.18,10.32,0.187,104299953.0,6501092541.0
603688.SH,20260430,55.18,50.0,56.88,48.96,52.8,2.38,0.0451,116539062.0,6278200565.0
603688.SH,20260424,52.8,53.0,55.24,50.7,51.8,1.0,0.0193,130170416.0,6869495432.0
603688.SH,20260417,51.8,47.0,54.96,47.0,47.18,4.62,0.0979,155328797.0,8021762681.0
603688.SH,20260410,47.18,42.18,48.1,42.18,42.22,4.96,0.1175,102121819.0,4692407989.0
603688.SH,20260403,42.22,41.5,43.45,40.51,42.44,-0.22,-0.0052,69313598.0,2923134579.0
603688.SH,20260327,42.44,42.5,43.73,40.39,43.71,-1.27,-0.0291,60718392.0,2566617582.0
603688.SH,20260320,43.71,47.88,48.55,43.5,48.41,-4.7,-0.0971,85044517.0,3871166299.0
603688.SH,20260313,48.41,51.19,55.25,48.16,53.59,-5.18,-0.0967,129406152.0,6680418554.0
603688.SH,20260306,53.59,47.8,55.75,47.8,49.05,4.54,0.0926,142163699.0,7319577552.0
603688.SH,20260227,49.05,45.5,50.82,45.5,44.64,4.41,0.0988,132287972.0,6457734522.0
603688.SH,20260213,44.64,41.3,47.88,41.11,40.32,4.32,0.1071,124907341.0,5567115648.0
603688.SH,20260206,40.32,39.29,42.31,38.14,39.77,0.55,0.0138,78602117.0,3192773835.0
603688.SH,20260130,39.77,41.98,41.98,38.22,42.08,-2.31,-0.0549,83456794.0,3349212208.0
603688.SH,20260123,42.08,40.89,42.73,38.9,40.38,1.7,0.0421,64865968.0,2630016868.0
603688.SH,20260116,40.38,39.2,40.65,37.73,39.55,0.83,0.021,75508438.0,2967009760.0
603688.SH,20260109,39.55,36.68,40.2,36.59,36.58,2.97,0.0812,71864998.0,2818194042.0
603688.SH,20251231,36.58,37.82,37.95,36.55,37.62,-1.04,-0.0276,16177319.0,599782178.0
603688.SH,20251226,37.62,35.82,38.44,35.82,35.82,1.8,0.0503,45901431.0,1722475277.0
603688.SH,20251219,35.82,36.39,36.85,34.74,36.7,-0.88,-0.024,22852100.0,816728331.0
603688.SH,20251212,36.7,36.38,37.41,36.05,36.34,0.36,0.0099,29086640.0,1070806910.0
603688.SH,20251205,36.34,36.5,36.98,35.32,36.44,-0.1,-0.0027,23135476.0,838779586.0
603688.SH,20251128,36.44,35.9,36.75,35.17,35.9,0.54,0.015,29049521.0,1050330893.0
603688.SH,20251121,35.9,38.4,38.75,35.9,38.4,-2.5,-0.0651,42734614.0,1606473839.0
603688.SH,20251114,38.4,40.48,41.2,38.38,40.19,-1.79,-0.0445,69342715.0,2752538370.0
603688.SH,20251107,40.19,41.2,41.39,38.22,41.27,-1.08,-0.0262,70336312.0,2797257834.0
603688.SH,20251031,41.27,38.24,44.24,38.13,38.78,2.49,0.0642,110676198.0,4650336605.0
603688.SH,20251024,38.78,38.69,39.5,36.5,38.21,0.57,0.0149,44924672.0,1719187989.0
603688.SH,20251017,38.21,40.26,44.56,38.13,41.0,-2.79,-0.068,99187838.0,4151338865.0
603688.SH,20251010,41.0,41.09,44.53,40.82,40.48,0.52,0.0128,53169957.0,2256009861.0
603688.SH,20250930,40.48,40.5,41.48,39.77,40.5,-0.02,-0.0005,26417399.0,1071253610.0
603688.SH,20250926,40.5,39.64,43.0,38.37,39.52,0.98,0.0248,108515263.0,4435852729.0
603688.SH,20250919,39.52,38.34,40.41,37.38,38.31,1.21,0.0316,83304441.0,3242130243.0
603688.SH,20250912,38.31,40.0,40.0,36.76,39.51,-1.2,-0.0304,71555689.0,2737108878.0
603688.SH,20250905,39.51,40.9,43.75,36.95,40.6,-1.09,-0.0268,97778610.0,3946913417.0
603688.SH,20250829,40.6,42.79,43.59,39.02,42.82,-2.22,-0.0518,122371782.0,5037283468.0
603688.SH,20250822,42.82,40.0,43.91,39.2,38.92,3.9,0.1002,215918403.0,8924982750.0
603688.SH,20250815,38.92,34.2,38.92,34.14,34.37,4.55,0.1324,105332026.0,3838211624.0
