ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002036.SZ,20260622,8.61,8.75,8.14,8.29,8.61,-0.32,-3.7166,465032.15,385695.74652
002036.SZ,20260618,8.61,8.66,8.35,8.61,8.7,-0.09,-1.0345,438755.91,373429.91255
002036.SZ,20260617,8.4,8.79,8.4,8.7,8.49,0.21,2.4735,549263.31,475034.01071
002036.SZ,20260616,8.15,8.8,8.01,8.49,8.15,0.34,4.1718,581862.0,490302.26897
002036.SZ,20260615,7.92,8.16,7.91,8.15,7.86,0.29,3.6896,390106.82,315438.67164
002036.SZ,20260612,8.12,8.26,7.83,7.86,7.96,-0.1,-1.2563,423358.67,338582.81626
002036.SZ,20260611,8.25,8.29,7.9,7.96,8.37,-0.41,-4.8984,475568.28,381884.06376
002036.SZ,20260610,8.75,8.78,8.27,8.37,8.9,-0.53,-5.9551,622061.75,526600.0063
002036.SZ,20260609,8.79,9.28,8.56,8.9,8.62,0.28,3.2483,670611.91,597690.08291
002036.SZ,20260608,8.71,8.98,8.57,8.62,9.09,-0.47,-5.1705,557325.48,489315.928
002036.SZ,20260605,8.81,9.45,8.47,9.09,8.85,0.24,2.7119,901606.73,811172.991
002036.SZ,20260604,8.7,9.14,8.61,8.85,8.91,-0.06,-0.6734,561638.99,501247.285
002036.SZ,20260603,9.21,9.44,8.78,8.91,9.21,-0.3,-3.2573,849315.93,776500.988
002036.SZ,20260602,9.37,9.45,9.02,9.21,9.52,-0.31,-3.2563,693347.25,641677.081
002036.SZ,20260601,9.03,9.84,9.03,9.52,9.21,0.31,3.3659,862146.02,821001.842
002036.SZ,20260529,10.6,10.69,9.03,9.21,9.78,-0.57,-5.8282,1246386.72,1211443.532
002036.SZ,20260528,9.87,10.18,9.51,9.78,10.02,-0.24,-2.3952,1121938.62,1094509.266
002036.SZ,20260527,10.44,10.83,9.86,10.02,10.78,-0.76,-7.0501,1565813.32,1604031.065
002036.SZ,20260526,10.44,10.83,10.21,10.78,10.32,0.46,4.4574,1776397.84,1887328.847
002036.SZ,20260525,10.31,10.93,10.13,10.32,10.3,0.02,0.1942,2187767.02,2297124.265
002036.SZ,20260522,10.09,10.3,9.52,10.3,9.36,0.94,10.0427,2058104.15,2043053.102
002036.SZ,20260521,8.77,9.36,8.77,9.36,8.51,0.85,9.9882,705547.13,650831.15
002036.SZ,20260520,8.75,8.82,8.47,8.51,8.83,-0.32,-3.624,301034.42,258230.607
002036.SZ,20260519,8.82,8.94,8.64,8.83,8.65,0.18,2.0809,404282.15,354779.522
002036.SZ,20260518,8.36,8.85,8.31,8.65,8.38,0.27,3.222,360109.46,310159.255
002036.SZ,20260515,8.62,8.74,8.3,8.38,8.62,-0.24,-2.7842,353119.87,299871.687
002036.SZ,20260514,9.06,9.1,8.62,8.62,9.0,-0.38,-4.2222,405815.48,356558.742
002036.SZ,20260513,8.6,9.13,8.56,9.0,8.67,0.33,3.8062,565357.27,502748.846
002036.SZ,20260512,8.68,8.76,8.5,8.67,8.76,-0.09,-1.0274,452133.37,388873.063
002036.SZ,20260511,8.59,9.07,8.41,8.76,8.43,0.33,3.9146,785743.38,681654.064
002036.SZ,20260508,8.12,8.63,8.0,8.43,8.12,0.31,3.8177,572288.72,475240.022
002036.SZ,20260507,7.9,8.15,7.85,8.12,7.9,0.22,2.7848,331501.86,266476.056
002036.SZ,20260506,7.78,7.98,7.7,7.9,7.68,0.22,2.8646,387500.38,306398.995
002036.SZ,20260430,7.85,7.93,7.61,7.68,7.9,-0.22,-2.7848,438471.76,337866.276
