ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
600938.SH,20260327,157053,64083.51,160732,65567.39,184988,75475.75,185067,75518.04,132046,53884.4,128896,52602.28,59552,24317.0,58944,24072.96,7530,3299.46
600938.SH,20260326,174235,71064.59,172667,70431.5,228856,93366.27,230748,94137.18,154518,63033.73,131026,53447.39,79477,32423.35,102645,41871.86,34805,14306.47
600938.SH,20260325,379507,152795.52,380135,153020.19,330269,133179.35,324481,130770.68,221958,89433.93,216479,87241.69,104570,42173.13,115210,46549.36,-134410,-53971.66
600938.SH,20260324,224689,93478.27,224665,93438.31,301633,125506.11,275188,114424.9,175415,72895.78,180664,75071.82,105087,43541.4,126308,52486.53,6670,2952.4
600938.SH,20260323,286911,121190.49,318386,134414.64,342726,144879.14,359162,151838.21,242489,102530.26,245017,103741.23,155187,65693.57,104749,44299.39,-30762,-12617.27
600938.SH,20260320,288121,119793.64,269189,111801.55,307422,127622.8,282370,117186.19,217709,90316.82,231119,95927.24,112053,46373.97,142629,59192.26,57079,24483.39
600938.SH,20260319,373975,155422.01,392586,163073.97,439945,182934.48,427769,177903.38,341134,141924.31,356082,148209.05,207250,86291.26,185867,77385.66,152111,63570.54
600938.SH,20260318,325363,128248.8,286411,112978.08,269427,106313.4,242277,95619.82,170219,67160.09,207901,81984.0,100972,39867.78,129392,51008.16,-22492,-8816.97
600938.SH,20260317,293937,119077.63,274658,111344.03,268579,108885.85,258461,104805.73,199700,81001.9,196737,79794.61,85622,34753.05,117984,47774.07,-14350,-5741.8
600938.SH,20260316,267312,112139.77,255389,107191.96,266127,111778.67,260427,109434.73,173373,72980.86,194444,81795.05,84235,35469.7,80787,33947.27,-28172,-11782.77
600938.SH,20260313,366089,155396.04,300570,127933.73,381786,162315.0,356037,151608.57,282505,120302.89,373463,158533.07,169504,72149.64,169815,72088.2,-72650,-31209.72
600938.SH,20260312,483257,206168.84,480064,204770.3,473445,201770.14,512982,218609.4,338773,144393.13,356364,151820.7,200080,85197.25,146145,62328.98,71543,30639.13
600938.SH,20260311,420354,172787.45,405056,166605.53,400934,164632.46,414087,170119.93,266641,109485.18,272944,112015.16,120171,49469.43,116013,47633.9,4509,2211.53
600938.SH,20260310,556444,224695.85,594228,239805.26,511383,206186.98,491845,198067.7,376894,151392.26,360687,144841.18,206865,82409.96,204826,81970.92,32455,13345.2
600938.SH,20260309,545873,239925.51,614024,270012.08,691180,304726.86,724946,319816.04,504946,222787.68,543524,240118.42,392154,173746.89,251660,111240.41,-269947,-119568.03
600938.SH,20260306,408007,165085.15,367182,148664.25,421954,171295.81,416776,169173.85,279201,113460.63,315657,128177.28,118024,47961.43,127571,51787.63,-41111,-16579.27
600938.SH,20260305,471860,196940.82,489707,204634.41,592073,247150.01,601995,251518.99,428425,178953.42,399238,166683.49,194812,81717.14,196229,81924.5,-44801,-18298.64
600938.SH,20260304,674745,285149.78,649073,273396.7,865128,365884.47,804678,339064.31,690351,292280.51,673684,284309.02,395012,167349.62,497800,213894.36,90097,40803.79
600938.SH,20260303,504482,215478.27,460864,197278.23,765759,327516.85,664098,284498.12,672885,287728.48,739946,316836.88,589676,253024.15,667894,285134.52,-55306,-26140.3
600938.SH,20260302,477341,186377.59,439411,171602.54,514316,200799.9,469101,183189.84,400866,156537.24,440195,172094.13,380196,149483.42,424010,166311.64,115355,45279.04
600938.SH,20260227,138182,49212.15,141488,50394.33,97794,34826.64,96597,34411.68,63556,22639.83,58936,20992.16,36295,12950.43,38807,13830.89,3551,1331.06
600938.SH,20260226,198506,71007.57,183576,65652.43,139314,49884.25,134556,48164.77,85391,30572.55,92779,33217.08,24672,8826.38,36971,13256.47,-79748,-28482.35
600938.SH,20260225,306806,112461.77,307856,112885.56,242220,88838.67,251461,92297.54,177592,65149.14,172123,63117.69,108837,40021.62,104015,38170.41,-100154,-36680.23
600938.SH,20260224,296081,109212.16,308885,113811.77,280158,103202.65,261387,96212.69,200523,73770.73,173511,63886.55,92258,33947.38,125238,46221.91,107185,39750.33
600938.SH,20260213,153964,52985.89,161687,55637.76,114880,39543.57,109808,37796.65,61366,21118.31,59271,20391.45,30843,10609.02,30288,10430.93,-73093,-25119.23
600938.SH,20260212,176202,62280.11,175561,62037.36,152827,53981.18,133131,47032.83,86678,30611.78,101453,35842.32,35873,12682.04,41435,14642.62,45506,16170.38
600938.SH,20260211,177361,61199.89,177060,61118.72,132250,45655.65,132021,45563.55,72144,24915.91,72410,24992.13,30078,10384.54,30342,10481.59,11158,4006.39
600938.SH,20260210,133923,46209.9,142789,49267.04,111549,38493.15,111353,38429.67,74885,25843.25,66887,23090.06,21942,7584.57,21270,7344.12,-2086,-652.04
600938.SH,20260209,129812,44233.31,131349,44756.84,99229,33819.81,98467,33563.15,63600,21689.05,57674,19669.09,28778,9817.32,33929,11570.42,-23903,-8123.28
600938.SH,20260206,192451,64874.86,196113,66207.34,144820,48849.18,140619,47475.36,108375,36631.84,100810,34013.28,65221,22028.15,73326,24688.06,83116,28121.58
600938.SH,20260205,208175,70238.69,212623,71728.56,137446,46440.25,137183,46368.1,67197,22708.54,68947,23347.87,29170,9899.21,23236,7842.16,4604,1467.91
