ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000547.SZ,20260630,19.15,20.12,21.49,17.75,20.3,-1.15,-0.0567,2144523836.0,42034119001.15
000547.SZ,20260529,20.3,24.58,29.97,20.09,24.58,-4.28,-0.1741,2465944952.0,63042791098.83
000547.SZ,20260430,24.58,28.46,29.5,23.44,28.46,-3.88,-0.1363,3352053317.0,90123822111.51
000547.SZ,20260331,28.46,30.68,34.3,24.83,30.75,-2.29,-0.0745,5324710902.0,162480924932.91
000547.SZ,20260227,30.75,28.1,34.64,26.86,28.48,2.27,0.0797,4303370081.0,130803554051.14
000547.SZ,20260130,28.48,33.01,40.65,25.76,33.01,-4.53,-0.1372,6741260716.0,217027033912.33
000547.SZ,20251231,33.01,14.8,33.88,14.4,13.51,19.5,1.4434,11397182793.0,257423699753.53
000547.SZ,20251128,13.51,8.37,14.95,8.26,8.37,5.14,0.6141,5109164004.0,61738722355.6
000547.SZ,20251031,8.37,7.75,9.0,7.47,7.74,0.63,0.0814,808342996.0,6756614926.06
000547.SZ,20250930,7.74,8.76,8.77,7.37,8.78,-1.04,-0.1185,496383234.0,3932203659.21
000547.SZ,20250829,8.78,8.28,9.63,8.01,8.14,0.64,0.0786,1395772844.0,12239552587.5
000547.SZ,20250731,8.14,8.41,8.48,7.52,8.4,-0.26,-0.031,861731715.0,6954758556.86
000547.SZ,20250630,8.4,7.39,8.46,7.2,7.38,1.02,0.1382,835040811.0,6540947786.37
000547.SZ,20250530,7.38,6.88,7.8,6.86,6.82,0.56,0.0821,436788932.0,3223162085.12
000547.SZ,20250430,6.82,7.24,7.43,6.42,7.22,-0.4,-0.0554,322499953.0,2222467773.35
000547.SZ,20250331,7.22,7.55,8.02,7.11,7.53,-0.31,-0.0412,500493441.0,3837137242.41
000547.SZ,20250228,7.53,6.92,8.13,6.87,6.86,0.67,0.0977,570115412.0,4346774875.64
000547.SZ,20250127,6.86,7.3,7.35,6.55,7.31,-0.45,-0.0616,240459398.0,1652385271.76
000547.SZ,20241231,7.31,8.12,8.36,7.3,8.09,-0.78,-0.0964,473706012.0,3755793623.0
000547.SZ,20241129,8.09,8.41,9.36,7.69,8.42,-0.33,-0.0392,1178734031.0,10107890536.91
000547.SZ,20241031,8.42,8.59,8.59,7.22,7.81,0.61,0.0781,937132642.0,7497630363.39
000547.SZ,20240930,7.81,6.15,7.82,6.03,6.18,1.63,0.2638,418700634.0,2780400251.72
000547.SZ,20240830,6.18,6.55,8.57,5.99,6.54,-0.36,-0.055,1294283399.0,9298681216.29
000547.SZ,20240731,6.54,5.8,6.55,5.52,5.86,0.68,0.116,336121170.0,2019030824.48
000547.SZ,20240628,5.86,7.06,7.07,5.71,7.07,-1.21,-0.1711,361081282.0,2302705005.09
000547.SZ,20240531,7.07,7.2,7.4,6.58,7.16,-0.09,-0.0126,373405032.0,2632281692.11
000547.SZ,20240430,7.16,7.53,7.63,6.35,7.51,-0.35,-0.0466,410484328.0,2878202471.55
000547.SZ,20240329,7.51,7.37,8.18,7.0,7.4,0.11,0.0149,466493190.0,3543019660.21
000547.SZ,20240229,7.4,6.37,7.67,5.48,6.37,1.03,0.1617,443990029.0,3006974698.1
000547.SZ,20240131,6.37,8.42,8.51,6.37,8.37,-2.0,-0.2389,342054896.0,2546848769.76
000547.SZ,20231229,8.37,8.92,9.2,7.96,8.91,-0.54,-0.0606,298771200.0,2564645920.74
000547.SZ,20231130,8.91,8.47,10.04,8.31,8.49,0.42,0.0495,579422850.0,5373780996.88
000547.SZ,20231031,8.49,8.59,8.77,7.98,8.59,-0.1,-0.0116,174457948.0,1478364674.71
000547.SZ,20230928,8.59,8.57,9.01,8.4,8.53,0.06,0.007,206411792.0,1794462121.39
000547.SZ,20230831,8.53,9.62,9.62,8.13,9.62,-1.09,-0.1133,296033742.0,2656085960.06
000547.SZ,20230731,9.62,10.06,10.09,9.33,10.0,-0.38,-0.038,302110889.0,2937379212.92
000547.SZ,20230630,10.0,9.72,10.04,9.42,9.72,0.28,0.0288,317679595.0,3105992585.33
000547.SZ,20230531,9.72,9.64,10.06,9.38,10.14,-0.42,-0.0414,321648454.0,3131965322.8
000547.SZ,20230428,10.14,11.23,12.17,9.87,11.25,-1.11,-0.0987,672991428.0,7513278058.77
000547.SZ,20230331,11.25,11.03,12.3,10.94,11.08,0.17,0.0153,1325563607.0,15295115203.91
000547.SZ,20230228,11.08,10.58,11.34,10.49,10.59,0.49,0.0463,669856487.0,7297282613.48
000547.SZ,20230131,10.59,9.37,10.79,9.36,9.39,1.2,0.1278,307911174.0,3083629128.16
