ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
300689.SZ,20260708,12925,8923.37,17765,12306.75,18556,12866.25,15101,10440.48,15112,10463.97,13543,9389.13,3669,2522.58,3854,2639.8,4607,3172.53
300689.SZ,20260707,10057,6762.47,11757,7891.41,11835,7983.77,9624,6484.52,6302,4257.31,7186,4875.15,1337,908.39,964,660.85,1791,1239.7
300689.SZ,20260706,15228,10000.3,15833,10426.51,13522,8891.13,15593,10269.59,10243,6733.88,6855,4504.84,3789,2497.91,4501,2922.27,130,66.45
300689.SZ,20260703,9012,6062.15,10335,6952.61,8648,5814.08,7761,5224.45,10018,6736.58,7184,4830.3,3895,2621.14,6293,4226.59,1050,716.09
300689.SZ,20260702,9156,6358.18,9668,6696.13,9816,6803.7,9797,6795.64,9179,6364.38,9225,6397.32,2773,1913.01,2234,1550.18,-3516,-2420.59
300689.SZ,20260701,9933,6973.09,10930,7689.69,12635,8881.96,10707,7526.45,8667,6088.19,9047,6353.16,2295,1615.74,2846,1989.68,1040,730.68
300689.SZ,20260630,12534,8687.09,17566,12173.07,14714,10196.93,13584,9399.89,16613,11519.37,12506,8682.23,5775,3996.54,5980,4144.75,3418,2369.28
300689.SZ,20260629,13303,8674.42,19587,12746.33,18773,12233.52,14917,9741.9,13592,8896.52,10596,6936.63,2614,1726.29,3183,2105.9,3058,2010.83
300689.SZ,20260626,11855,7464.3,12985,8177.66,11006,6930.94,11714,7384.41,7949,5013.06,6546,4139.39,3530,2237.83,3095,1944.67,-1363,-871.6
300689.SZ,20260625,9486,5863.68,9193,5684.93,7643,4728.34,7280,4498.23,4050,2499.8,3867,2391.41,368,228.94,1207,746.18,-132,-77.9
300689.SZ,20260624,14732,9095.48,13818,8525.18,10585,6523.25,10780,6641.26,8027,4959.34,8472,5241.96,2803,1743.26,3077,1912.92,2641,1653.4
300689.SZ,20260623,16086,10396.63,16599,10720.95,13651,8855.6,15158,9843.48,9400,6112.24,11167,7258.46,5077,3303.48,1290,845.06,456,297.01
300689.SZ,20260622,19267,11552.24,14899,8943.26,15017,8996.55,13009,7820.94,13768,8245.95,12703,7642.42,6573,3903.66,14014,8291.77,4826,2830.35
300689.SZ,20260618,12956,8031.54,11918,7398.08,9143,5695.49,9227,5734.65,7267,4534.02,8779,5478.7,4119,2562.96,3561,2212.57,5612,3481.91
300689.SZ,20260617,18158,11033.41,11736,7129.79,8908,5419.71,10896,6628.88,6056,3693.72,8826,5370.64,2224,1362.53,3889,2380.05,2195,1351.28
300689.SZ,20260616,18718,11392.99,13765,8376.85,12420,7570.86,15626,9519.84,13294,8132.21,15280,9365.83,5247,3234.18,5007,3067.71,8102,5001.1
300689.SZ,20260615,15399,8914.41,14368,8311.67,14089,8148.75,14590,8443.91,10676,6197.53,10336,5988.21,2309,1346.3,3179,1863.21,4063,2392.79
300689.SZ,20260612,20771,12155.61,18374,10761.68,20490,12053.59,20370,11984.99,15614,9212.66,17747,10472.37,8922,5299.95,9307,5502.78,6762,4014.59
300689.SZ,20260611,9081,4691.98,12787,6609.33,11780,6084.92,9978,5160.96,8007,4142.3,6122,3158.11,258,133.5,238,124.31,2650,1391.23
300689.SZ,20260610,5290,2608.93,6516,3212.46,5152,2545.34,5101,2522.67,3508,1736.11,2611,1292.65,296,146.4,18,9.0,-260,-121.86
300689.SZ,20260609,8232,4025.24,7504,3669.34,4852,2373.61,5273,2583.14,2876,1408.91,3464,1693.82,581,286.45,300,147.9,1551,765.75
300689.SZ,20260608,10313,5088.46,13021,6437.51,10023,4972.09,7215,3577.97,6341,3127.69,5524,2738.95,556,285.41,1473,719.23,1352,639.89
