ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
002290.SZ,20260708,27372,21981.62,21295,17094.27,27125,21822.35,26721,21482.97,20634,16577.88,27651,22252.01,11431,9187.08,10895,8739.68,-4688,-3718.95
002290.SZ,20260707,23195,20021.94,22356,19348.35,28461,24596.05,27256,23598.76,21468,18572.84,21516,18568.03,4766,4115.6,6762,5791.3,-12530,-10688.21
002290.SZ,20260706,27443,23859.77,31885,27732.39,39309,34276.01,36311,31721.96,35422,30982.82,33840,29604.94,12074,10583.86,12212,10643.16,-842,-514.08
002290.SZ,20260703,17505,15322.85,21645,18937.91,22566,19754.25,18645,16317.52,17288,15092.05,16304,14245.24,7743,6763.79,8508,7432.26,-10353,-8925.39
002290.SZ,20260702,28919,25510.11,31777,28009.99,41541,36616.41,35460,31292.84,30757,27143.73,34377,30404.05,13605,12000.3,13209,11563.68,9062,8137.81
002290.SZ,20260701,24630,22012.87,33455,29835.14,34754,31070.42,36755,32891.32,36774,32919.88,28198,25287.04,19306,17354.05,17057,15343.71,-20753,-18482.3
002290.SZ,20260630,19171,16610.35,21200,18707.0,26298,23051.43,38399,33948.43,35162,31226.71,40322,35749.17,35687,32202.22,16397,14686.11,-854,-1615.76
002290.SZ,20260629,26050,21645.9,23376,19397.62,31253,25943.44,31006,25789.27,22410,18628.91,23663,19645.36,6940,5738.71,8608,7124.71,-3037,-2436.6
002290.SZ,20260626,25526,22241.82,29820,25933.13,32942,28659.17,26352,22946.6,22946,19910.68,21706,18882.96,5286,4616.42,8823,7665.4,-11797,-10152.92
002290.SZ,20260625,26372,23496.48,36099,32237.28,37674,33594.91,35393,31543.52,33116,29553.87,29494,26294.68,14700,13110.02,10875,9679.79,-10591,-9432.23
002290.SZ,20260624,27102,23582.58,22108,19244.41,26865,23395.03,32744,28549.31,23641,20558.71,23665,20595.97,8110,7093.91,7201,6240.53,692,739.41
002290.SZ,20260623,28646,25205.39,33590,29661.86,45257,39969.07,36294,32095.53,42410,37563.63,40605,35890.97,12480,11058.59,18304,16148.32,-1615,-1218.19
002290.SZ,20260622,34001,29902.32,39648,34867.69,41997,36981.48,34657,30521.72,35027,30931.63,31680,27932.46,10336,9088.05,15376,13581.61,-11281,-9772.6
002290.SZ,20260618,24541,21200.52,33862,29467.84,34272,29688.03,33173,28796.73,35145,30592.97,33791,29289.49,23844,20821.22,16977,14748.68,396,141.24
002290.SZ,20260617,23472,19488.11,18373,15273.18,20987,17432.12,26540,22041.76,19842,16484.77,18530,15399.62,6658,5550.72,7516,6241.16,1519,1263.52
002290.SZ,20260616,19330,15932.37,18409,15180.26,19654,16205.82,21620,17828.63,20974,17303.89,19506,16081.72,4579,3767.43,5002,4118.9,-6730,-5526.83
002290.SZ,20260615,22415,18153.19,21297,17274.04,18991,15386.28,22916,18589.19,23716,19244.08,24296,19698.28,10875,8827.74,7488,6049.77,11375,9213.66
002290.SZ,20260612,27309,21554.39,29803,23524.64,19833,15746.71,20690,16462.59,18613,14800.79,16934,13466.9,14276,11233.65,12604,9881.41,-8927,-6862.29
002290.SZ,20260611,23722,18656.37,20742,16310.02,19543,15378.85,18887,14862.12,14170,11161.86,15797,12428.03,4081,3209.57,6090,4806.47,-4864,-3789.4
002290.SZ,20260610,21140,17418.13,23508,19418.47,23713,19577.75,26075,21549.64,21629,17945.84,20830,17285.9,12622,10476.47,8691,7164.18,-4646,-3819.01
002290.SZ,20260609,18844,15250.35,20096,16278.96,16631,13492.72,20097,16292.97,17288,13998.47,14900,12075.85,6048,4915.52,3718,3009.27,880,728.57
002290.SZ,20260608,30488,24181.26,22432,17810.36,26815,21313.02,25735,20446.43,27086,21492.37,31868,25311.76,9763,7741.61,14117,11159.71,6141,4810.84
002290.SZ,20260605,37174,31405.3,26936,22754.18,38456,32468.1,38888,32824.45,30933,26140.96,34172,28907.71,12408,10487.35,18974,16015.36,-17301,-14607.13
002290.SZ,20260604,17284,15470.42,20719,18557.43,20768,18586.22,19762,17695.18,21647,19401.81,20443,18314.83,7424,6669.16,6199,5560.18,-986,-836.88
002290.SZ,20260603,21936,19770.72,21792,19640.05,24200,21795.37,23583,21279.63,22366,20161.36,21322,19214.51,7510,6787.1,9315,8380.35,-5406,-4829.34
002290.SZ,20260602,23018,20466.68,24577,21884.89,33140,29481.89,29608,26363.34,35559,31641.55,42139,37473.62,14348,12791.85,9741,8660.14,-1911,-1655.6
002290.SZ,20260601,26214,23397.86,20820,18560.16,27965,24955.75,27904,24950.96,26652,23889.52,29137,26108.23,11227,10072.49,14197,12696.27,-2962,-2583.41
002290.SZ,20260529,31145,29399.39,41027,39096.51,44292,42095.11,34033,32387.55,44733,42323.16,43628,41256.05,22923,22138.0,24405,23215.57,-17440,-16177.85
002290.SZ,20260528,25327,23840.36,25459,24095.22,22912,21621.81,24224,22859.5,24032,22745.3,23827,22517.06,12752,12101.37,11513,10837.06,-7433,-7006.37
