ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
603538.SH,20260630,32.55,43.52,47.9,31.64,45.08,-12.53,-0.278,457141183.0,17735436484.0
603538.SH,20260529,45.08,64.65,70.39,42.0,62.46,-17.38,-0.2783,807895986.0,43964533724.0
603538.SH,20260430,62.46,40.9,65.3,36.81,40.9,21.56,0.5271,1388759214.0,69368059283.0
603538.SH,20260331,40.9,22.15,43.99,20.22,22.38,18.52,0.8275,487749555.0,14629382196.0
603538.SH,20260227,22.38,21.21,22.46,20.21,21.32,1.06,0.0497,63366247.0,1351457023.0
603538.SH,20260130,21.32,19.24,22.8,19.2,19.24,2.08,0.1081,152365710.0,3240320841.0
603538.SH,20251231,19.24,20.12,20.78,18.97,20.14,-0.9,-0.0447,77147293.0,1529923684.0
603538.SH,20251128,20.14,23.85,23.99,19.18,23.83,-3.69,-0.1548,142190712.0,3085740520.0
603538.SH,20251031,23.83,21.85,24.0,20.83,21.75,2.08,0.0956,192472191.0,4334244846.0
603538.SH,20250930,21.75,25.61,27.96,21.26,26.04,-4.29,-0.1647,232204594.0,5626205944.0
603538.SH,20250829,26.04,25.79,31.15,23.44,25.95,0.09,0.0035,685561534.0,18716674430.0
603538.SH,20250731,25.95,19.78,28.0,19.55,19.71,6.24,0.3166,843848135.0,20793210155.0
603538.SH,20250630,19.71,15.04,21.44,14.88,15.0,4.71,0.314,598202863.0,10983509332.0
603538.SH,20250530,15.0,13.77,15.84,13.55,13.68,1.32,0.0965,135825641.0,1976576155.0
603538.SH,20250430,13.68,14.5,15.41,11.4,14.29,-0.61,-0.0427,156820260.0,2158131799.0
603538.SH,20250331,14.29,13.33,14.88,13.17,13.23,1.06,0.0801,113080396.0,1577736098.0
603538.SH,20250228,13.23,12.8,13.67,12.7,12.53,0.7,0.0559,72322220.0,959021019.0
603538.SH,20250127,12.53,12.63,12.97,11.77,12.71,-0.18,-0.0142,44340699.0,553969961.0
603538.SH,20241231,12.71,13.87,14.65,12.7,13.82,-1.11,-0.0803,93534106.0,1288707187.0
603538.SH,20241129,13.82,13.33,14.47,12.9,13.33,0.49,0.0368,102342599.0,1411840753.0
603538.SH,20241031,13.33,13.94,13.94,11.58,12.67,0.66,0.0521,106256563.0,1353657606.0
603538.SH,20240930,12.67,11.3,12.67,9.99,11.43,1.24,0.1085,47463153.0,525477976.0
603538.SH,20240830,11.43,11.85,12.59,10.74,11.84,-0.41,-0.0346,47318890.0,562831815.0
603538.SH,20240731,11.84,11.2,12.35,10.95,11.17,0.67,0.06,50824159.0,594453041.0
603538.SH,20240628,11.17,12.6,12.6,10.85,12.53,-1.36,-0.1085,48905838.0,564250118.0
603538.SH,20240531,12.53,14.03,14.93,12.42,13.8,-1.27,-0.092,90831461.0,1269031181.0
603538.SH,20240430,13.8,13.99,14.35,11.91,14.02,-0.22,-0.0157,61147309.0,808481359.0
603538.SH,20240329,14.02,13.68,15.29,12.81,13.69,0.33,0.0241,99517385.0,1394742455.0
603538.SH,20240229,13.69,13.05,14.8,9.96,12.94,0.75,0.058,95805037.0,1195357782.0
603538.SH,20240131,12.94,19.27,19.51,12.92,19.12,-6.18,-0.3232,66816616.0,1076748858.0
603538.SH,20231229,19.12,20.8,21.5,17.9,20.83,-1.71,-0.0821,86813544.0,1730098199.0
603538.SH,20231130,20.83,20.71,21.52,19.46,20.68,0.15,0.0073,149890527.0,3069665928.0
603538.SH,20231031,20.68,18.66,22.02,17.38,18.53,2.15,0.116,262049014.0,5150804174.0
603538.SH,20230928,18.53,16.56,19.48,16.18,16.64,1.89,0.1136,71606181.0,1252136203.0
603538.SH,20230831,16.64,17.55,18.35,15.34,17.64,-1.0,-0.0567,108191621.0,1851754586.0
603538.SH,20230731,17.64,18.46,18.8,16.89,18.42,-0.78,-0.0423,40977844.0,726552882.0
603538.SH,20230630,18.42,20.16,20.37,17.59,20.12,-1.7,-0.0845,52281424.0,977533147.0
603538.SH,20230531,20.12,20.87,21.26,19.88,23.19,-3.07,-0.1324,64678815.0,1333687368.0
603538.SH,20230428,23.19,25.59,25.79,22.2,25.59,-2.4,-0.0938,84368186.0,2027432449.0
603538.SH,20230331,25.59,26.68,26.94,24.11,26.68,-1.09,-0.0409,76859422.0,1975845793.0
603538.SH,20230228,26.68,27.01,28.41,25.93,27.03,-0.35,-0.0129,115173962.0,3155595159.0
603538.SH,20230131,27.03,25.72,27.47,25.4,25.75,1.28,0.0497,103511618.0,2731428088.0
