ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
600759.SH,20260630,1.83,2.9,3.2,1.82,2.76,-0.93,-0.337,4318724069.0,10812614824.0
600759.SH,20260529,2.76,4.44,4.44,2.31,4.67,-1.91,-0.409,2495422165.0,6604308393.0
600759.SH,20260430,4.67,5.64,6.05,4.67,5.69,-1.02,-0.1793,7159070129.0,38941696868.0
600759.SH,20260331,5.69,6.83,9.09,5.69,6.21,-0.52,-0.0837,14104026468.0,103264714673.0
600759.SH,20260227,6.21,4.91,6.51,4.42,5.45,0.76,0.1394,8401221595.0,45359393466.0
600759.SH,20260130,5.45,3.42,6.24,3.0,3.12,2.33,0.7468,13805283958.0,56694882022.0
600759.SH,20251231,3.12,2.68,3.46,2.41,2.67,0.45,0.1685,8073370414.0,23152782865.0
600759.SH,20251128,2.67,2.37,3.05,2.37,2.37,0.3,0.1266,8237341265.0,22411919082.0
600759.SH,20251031,2.37,2.26,2.54,2.25,2.27,0.1,0.0441,3196176032.0,7647138368.0
600759.SH,20250930,2.27,2.33,2.45,2.22,2.34,-0.07,-0.0299,3088931926.0,7158923974.0
600759.SH,20250829,2.34,2.38,2.46,2.29,2.39,-0.05,-0.0209,2944004493.0,7072660421.0
600759.SH,20250731,2.39,2.34,2.61,2.29,2.35,0.04,0.017,4268429043.0,10238001883.0
600759.SH,20250630,2.35,2.21,2.83,2.14,2.19,0.16,0.0731,7259764500.0,18113503495.0
600759.SH,20250530,2.19,2.05,2.33,2.04,2.05,0.14,0.0683,1913645020.0,4128053622.0
600759.SH,20250430,2.05,2.3,2.44,1.92,2.27,-0.22,-0.0969,2202480171.0,4741677507.0
600759.SH,20250331,2.27,2.24,2.66,2.13,2.24,0.03,0.0134,4177794272.0,9920866852.0
600759.SH,20250228,2.24,2.16,2.3,2.12,2.15,0.09,0.0419,2166731027.0,4766122701.0
600759.SH,20250127,2.15,2.26,2.36,2.08,2.27,-0.12,-0.0529,2561857209.0,5733890743.0
600759.SH,20241231,2.27,3.09,3.34,2.26,3.11,-0.84,-0.2701,2004054233.0,5686746907.0
600759.SH,20241129,3.11,2.44,3.43,2.39,2.44,0.67,0.2746,2665101225.0,7822451175.0
600759.SH,20241031,2.44,2.67,2.67,2.22,2.43,0.01,0.0041,1133195835.0,2760099373.0
600759.SH,20240930,2.43,2.25,2.43,2.0,2.26,0.17,0.0752,496092310.0,1079905827.0
600759.SH,20240830,2.26,2.5,2.53,2.21,2.5,-0.24,-0.096,276592542.0,653707223.0
600759.SH,20240731,2.5,2.71,2.71,2.43,2.68,-0.18,-0.0672,307951730.0,792601713.0
600759.SH,20240628,2.68,2.74,2.84,2.46,2.76,-0.08,-0.029,367502227.0,962718251.0
600759.SH,20240531,2.76,2.72,2.78,2.55,2.75,0.01,0.0036,271080720.0,724017962.0
600759.SH,20240430,2.75,2.7,2.84,2.44,2.71,0.04,0.0148,416434817.0,1121060542.0
600759.SH,20240329,2.71,2.24,2.72,2.22,2.24,0.47,0.2098,397780164.0,985163004.0
600759.SH,20240229,2.24,2.31,2.37,1.97,2.33,-0.09,-0.0386,207121230.0,459396820.0
600759.SH,20240131,2.33,2.49,2.55,2.13,2.47,-0.14,-0.0567,259122999.0,620277206.0
600759.SH,20231229,2.47,2.54,2.62,2.4,2.55,-0.08,-0.0314,238041515.0,595331423.0
600759.SH,20231130,2.55,2.69,2.73,2.51,2.65,-0.1,-0.0377,273110032.0,716934010.0
600759.SH,20231031,2.65,2.57,2.84,2.24,2.56,0.09,0.0352,293833433.0,764350708.0
600759.SH,20230928,2.56,2.65,2.98,2.5,2.66,-0.1,-0.0376,421819345.0,1151536900.0
600759.SH,20230831,2.66,2.68,2.76,2.59,2.68,-0.02,-0.0075,213379537.0,571879867.0
600759.SH,20230731,2.68,2.55,2.92,2.54,2.55,0.13,0.051,329317273.0,895945837.0
600759.SH,20230630,2.55,2.41,2.63,2.35,2.4,0.15,0.0625,304850020.0,764879164.0
600759.SH,20230531,2.4,2.53,2.64,2.33,2.5,-0.1,-0.04,235951977.0,581079917.0
600759.SH,20230428,2.5,2.26,3.05,2.25,2.24,0.26,0.1161,742247124.0,1945120317.0
600759.SH,20230331,2.24,2.28,2.39,2.15,2.29,-0.05,-0.0218,271367519.0,618311924.0
600759.SH,20230228,2.29,2.26,2.37,2.25,2.25,0.04,0.0178,261538656.0,601513901.0
600759.SH,20230131,2.25,2.2,2.43,2.19,2.19,0.06,0.0274,248453638.0,582307527.0
