ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
002290.SZ,20260703,86.0,86.17,96.16,80.0,86.46,-0.46,-0.0053,49836052.0,4366083799.38
002290.SZ,20260626,86.46,89.61,92.79,83.55,89.19,-2.73,-0.0306,53443352.0,4705137537.71
002290.SZ,20260618,89.19,78.93,89.89,78.92,78.44,10.75,0.137,32929663.0,2760792407.04
002290.SZ,20260612,78.44,78.84,86.16,76.0,83.37,-4.93,-0.0591,37361486.0,2995456867.43
002290.SZ,20260605,83.37,92.0,92.94,82.48,90.67,-7.3,-0.0805,46022907.0,4058414716.15
002290.SZ,20260529,90.67,102.0,105.0,89.5,102.57,-11.9,-0.116,58684751.0,5727064245.63
002290.SZ,20260522,102.57,93.24,106.77,84.0,93.25,9.32,0.0999,94746066.0,9159901683.4
002290.SZ,20260515,93.25,95.15,108.91,87.6,90.4,2.85,0.0315,92213049.0,9053307402.63
002290.SZ,20260508,90.4,89.41,94.5,88.36,81.28,9.12,0.1122,43851242.0,4005097017.19
002290.SZ,20260430,81.28,86.19,89.2,74.4,81.35,-0.07,-0.0009,87733976.0,7209291973.01
002290.SZ,20260424,81.35,74.27,81.35,70.7,74.5,6.85,0.0919,55292750.0,4230872706.66
002290.SZ,20260417,74.5,66.16,75.0,65.8,67.78,6.72,0.0991,51817231.0,3706271563.92
002290.SZ,20260410,67.78,61.61,69.49,59.6,60.51,7.27,0.1201,23947808.0,1564875840.5
002290.SZ,20260403,60.51,59.52,63.47,59.04,60.43,0.08,0.0013,18196124.0,1118694872.58
002290.SZ,20260327,60.43,59.51,63.38,54.84,60.93,-0.5,-0.0082,27642731.0,1620812470.48
002290.SZ,20260320,60.93,63.1,66.23,60.5,63.3,-2.37,-0.0374,22216182.0,1399451603.49
002290.SZ,20260313,63.3,63.7,68.58,58.28,64.22,-0.92,-0.0143,36663764.0,2367475402.0
002290.SZ,20260306,64.22,61.5,66.18,61.39,63.86,0.36,0.0056,20934701.0,1334730861.54
002290.SZ,20260227,63.86,61.24,66.87,61.24,61.0,2.86,0.0469,20341850.0,1310165312.99
002290.SZ,20260213,61.0,58.0,62.59,56.82,57.08,3.92,0.0687,29268751.0,1745345348.61
002290.SZ,20260206,57.08,60.63,60.63,55.21,60.63,-3.55,-0.0586,27104664.0,1566544947.4
002290.SZ,20260130,60.63,59.6,61.5,57.19,59.6,1.03,0.0173,33270787.0,1961979624.15
002290.SZ,20260123,59.6,56.5,68.62,55.01,56.6,3.0,0.053,64046907.0,3948762449.81
002290.SZ,20260116,56.6,51.26,61.58,50.5,51.28,5.32,0.1037,47910765.0,2705369429.82
002290.SZ,20260109,51.28,45.95,51.65,45.7,45.7,5.58,0.1221,31946645.0,1585439206.15
002290.SZ,20251231,45.7,42.5,46.43,41.9,42.62,3.08,0.0723,22500367.0,1015736140.06
002290.SZ,20251226,42.62,40.29,43.2,39.88,40.24,2.38,0.0591,18183658.0,764661992.62
002290.SZ,20251219,40.24,41.9,42.37,39.66,41.95,-1.71,-0.0408,21894039.0,897269206.49
002290.SZ,20251212,41.95,42.8,44.44,41.75,42.84,-0.89,-0.0208,26956557.0,1155415819.42
002290.SZ,20251205,42.84,39.42,45.12,39.35,39.27,3.57,0.0909,41625048.0,1779350120.67
002290.SZ,20251128,39.27,42.7,42.7,37.5,38.82,0.45,0.0116,41992917.0,1658181878.76
002290.SZ,20251121,38.82,38.05,39.49,36.7,38.02,0.8,0.021,29651901.0,1129173034.07
002290.SZ,20251114,38.02,39.32,39.7,37.63,39.23,-1.21,-0.0308,32506060.0,1249644668.5
002290.SZ,20251107,39.23,39.37,39.82,38.45,39.57,-0.34,-0.0086,21748999.0,849634842.18
002290.SZ,20251031,39.57,42.17,42.3,38.88,42.02,-2.45,-0.0583,35304924.0,1421141214.7
002290.SZ,20251024,42.02,38.62,43.0,38.0,38.1,3.92,0.1029,44025322.0,1781404320.62
002290.SZ,20251017,38.1,37.61,42.96,37.61,39.61,-1.51,-0.0381,46498065.0,1853116203.34
002290.SZ,20251010,39.61,40.88,41.68,39.34,40.88,-1.27,-0.0311,17782412.0,716395358.9
002290.SZ,20250930,40.88,39.13,41.3,38.22,39.15,1.73,0.0442,15585402.0,621397389.9
002290.SZ,20250926,39.15,38.5,40.95,36.5,38.33,0.82,0.0214,39153850.0,1525064854.88
002290.SZ,20250919,38.33,35.18,40.6,35.18,35.2,3.13,0.0889,52320071.0,2046736336.68
002290.SZ,20250912,35.2,31.96,35.83,31.88,31.95,3.25,0.1017,31198553.0,1065212369.66
002290.SZ,20250905,31.95,35.5,36.5,30.96,35.88,-3.93,-0.1095,40510998.0,1370465265.1
002290.SZ,20250829,35.88,34.31,37.98,33.83,32.89,2.99,0.0909,76442586.0,2723104450.74
002290.SZ,20250822,32.89,30.1,32.89,29.45,30.1,2.79,0.0927,32312438.0,998813886.2
002290.SZ,20250815,30.1,30.3,31.33,29.59,30.38,-0.28,-0.0092,19537827.0,595891324.48
002290.SZ,20250808,30.38,31.16,33.5,30.27,31.16,-0.78,-0.025,29996775.0,962492896.88
002290.SZ,20250801,31.16,30.98,31.94,30.54,30.61,0.55,0.018,19869919.0,621303671.49
002290.SZ,20250725,30.61,32.15,32.15,28.66,32.15,-1.54,-0.0479,24510485.0,740569623.97
002290.SZ,20250718,32.15,30.54,32.4,30.54,30.75,1.4,0.0455,24568407.0,779769442.72
002290.SZ,20250711,30.75,30.7,31.58,30.18,30.5,0.25,0.0082,14014893.0,433173289.37
002290.SZ,20250704,30.5,30.19,32.3,30.16,30.19,0.31,0.0103,21324409.0,664536188.63
002290.SZ,20250627,30.19,30.3,31.17,29.64,30.77,-0.58,-0.0188,16870801.0,511881244.58
002290.SZ,20250620,30.77,31.19,33.25,30.16,31.23,-0.46,-0.0147,25442814.0,803544651.36
002290.SZ,20250613,31.23,34.96,37.16,30.9,34.95,-3.72,-0.1064,49211459.0,1696917651.22
002290.SZ,20250606,34.95,30.0,35.33,29.85,30.18,4.77,0.1581,28868187.0,973757993.76
002290.SZ,20250530,30.18,30.49,31.2,29.75,30.41,-0.23,-0.0076,15187114.0,460368688.19
002290.SZ,20250523,30.41,32.02,33.0,30.2,32.13,-1.72,-0.0535,26220706.0,817276940.83
002290.SZ,20250516,32.13,29.57,33.9,29.57,28.9,3.23,0.1118,44202590.0,1423614971.66
002290.SZ,20250509,28.9,25.8,33.4,25.6,25.8,3.1,0.1202,37864953.0,1116057543.5
002290.SZ,20250430,25.8,26.0,26.18,24.93,25.56,0.24,0.0094,8148512.0,207238118.82
002290.SZ,20250425,25.56,24.37,25.92,24.0,24.39,1.17,0.048,20555625.0,517262016.2
002290.SZ,20250418,24.39,24.01,24.73,23.05,23.67,0.72,0.0304,21488846.0,514268458.83
002290.SZ,20250411,23.67,22.82,24.11,18.85,25.34,-1.67,-0.0659,39427080.0,862488764.6
002290.SZ,20250403,25.34,26.0,27.1,24.89,26.22,-0.88,-0.0336,23410205.0,601467322.32
002290.SZ,20250328,26.22,27.33,27.77,25.17,27.14,-0.92,-0.0339,34427320.0,901487613.4
002290.SZ,20250321,27.14,26.99,29.87,26.78,26.96,0.18,0.0067,60995919.0,1730095826.06
002290.SZ,20250314,26.96,26.5,28.3,25.5,27.05,-0.09,-0.0033,55307265.0,1485710482.03
002290.SZ,20250307,27.05,24.43,27.65,21.3,24.8,2.25,0.0907,100312150.0,2467483296.33
002290.SZ,20250228,24.8,24.6,26.52,22.67,24.11,0.69,0.0286,165714729.0,4104849752.74
002290.SZ,20250221,24.11,17.85,26.46,17.3,17.85,6.26,0.3507,90416227.0,2015999351.97
002290.SZ,20250214,17.85,16.7,18.01,16.45,16.71,1.14,0.0682,26532361.0,463339668.21
002290.SZ,20250207,16.71,15.91,17.06,15.7,15.77,0.94,0.0596,8876701.0,145391614.59
002290.SZ,20250127,15.77,15.82,16.15,15.72,15.76,0.01,0.0006,2012500.0,32023503.0
002290.SZ,20250124,15.76,15.84,16.5,15.66,15.8,-0.04,-0.0025,13111302.0,210201465.66
002290.SZ,20250117,15.8,15.05,16.26,14.41,15.09,0.71,0.0471,15721381.0,244929780.2
002290.SZ,20250110,15.09,15.5,16.1,14.43,15.51,-0.42,-0.0271,17217322.0,269109757.96
002290.SZ,20250103,15.51,18.69,18.88,15.45,18.67,-3.16,-0.1693,28845350.0,493359311.5
002290.SZ,20241227,18.67,18.2,19.58,16.89,17.06,1.61,0.0944,56743041.0,1050309018.2
002290.SZ,20241220,17.06,16.56,17.36,15.15,16.4,0.66,0.0402,20674647.0,335770757.3
002290.SZ,20241213,16.4,17.57,18.0,16.36,17.56,-1.16,-0.0661,22428374.0,381111787.14
002290.SZ,20241206,17.56,16.56,17.7,16.23,16.55,1.01,0.061,21847861.0,371204193.14
002290.SZ,20241129,16.55,16.55,16.97,15.53,16.65,-0.1,-0.006,21061809.0,342254516.05
002290.SZ,20241122,16.65,17.68,18.17,16.57,17.66,-1.01,-0.0572,29960259.0,520784999.22
002290.SZ,20241115,17.66,17.57,20.25,16.88,16.74,0.92,0.055,78477149.0,1482121676.89
002290.SZ,20241108,16.74,14.0,16.74,14.0,14.2,2.54,0.1789,30355178.0,466871770.24
002290.SZ,20241101,14.2,14.88,16.5,14.18,14.85,-0.65,-0.0438,52267942.0,789847225.19
002290.SZ,20241025,14.85,13.34,14.95,12.65,13.16,1.69,0.1284,47519891.0,654125522.25
002290.SZ,20241018,13.16,12.3,13.3,12.13,12.13,1.03,0.0849,16949965.0,217155953.1
002290.SZ,20241011,12.13,13.94,13.94,12.0,12.67,-0.54,-0.0426,22748022.0,291976605.36
002290.SZ,20240930,12.67,11.9,12.67,11.68,11.52,1.15,0.0998,7719403.0,95087497.33
002290.SZ,20240927,11.52,10.69,11.83,10.45,10.69,0.83,0.0776,12765381.0,142149632.73
002290.SZ,20240920,10.69,10.96,11.17,10.45,11.05,-0.36,-0.0326,4379300.0,47089164.0
002290.SZ,20240913,11.05,11.12,11.44,10.89,11.25,-0.2,-0.0178,4181312.0,46679942.04
002290.SZ,20240906,11.25,12.0,12.19,11.21,12.11,-0.86,-0.071,7517700.0,87836704.0
002290.SZ,20240830,12.11,11.75,12.26,11.68,11.67,0.44,0.0377,9146510.0,109934441.2
002290.SZ,20240823,11.67,10.73,12.02,10.66,10.73,0.94,0.0876,11933035.0,136101867.04
002290.SZ,20240816,10.73,11.79,11.79,10.36,11.78,-1.05,-0.0891,14843206.0,161059765.55
002290.SZ,20240809,11.78,12.52,12.75,11.76,12.52,-0.74,-0.0591,4537603.0,55110142.43
002290.SZ,20240802,12.52,12.13,13.0,11.9,12.17,0.35,0.0288,7485890.0,93269441.3
002290.SZ,20240726,12.17,12.72,12.79,11.9,12.66,-0.49,-0.0387,4904710.0,60380896.64
002290.SZ,20240719,12.66,12.83,12.83,11.72,12.74,-0.08,-0.0063,11725292.0,143706016.64
002290.SZ,20240712,12.74,13.59,13.64,12.45,13.66,-0.92,-0.0673,9285376.0,119533771.35
002290.SZ,20240705,13.66,13.17,14.0,13.17,13.32,0.34,0.0255,5334118.0,72717367.38
002290.SZ,20240628,13.32,13.6,13.98,13.19,13.72,-0.4,-0.0292,7129854.0,96669724.37
002290.SZ,20240621,13.72,13.37,14.18,13.25,13.52,0.2,0.0148,7910630.0,108477230.6
002290.SZ,20240614,13.52,12.95,13.7,12.67,13.02,0.5,0.0384,7441394.0,98927431.44
002290.SZ,20240607,13.02,13.96,14.18,12.33,14.04,-1.02,-0.0726,11951905.0,156963529.45
002290.SZ,20240531,14.04,13.99,14.62,13.43,13.57,0.47,0.0346,12771469.0,179615670.04
002290.SZ,20240524,13.57,14.07,14.25,13.53,14.14,-0.57,-0.0403,6415556.0,89344153.56
002290.SZ,20240517,14.14,14.76,15.05,13.8,14.52,-0.38,-0.0262,10858041.0,155714965.61
002290.SZ,20240510,14.52,14.4,15.38,14.1,14.14,0.38,0.0269,16676547.0,248732603.22
002290.SZ,20240430,14.14,14.47,14.88,14.11,14.46,-0.32,-0.0221,6438740.0,92886085.2
002290.SZ,20240426,14.46,13.7,15.1,13.0,13.83,0.63,0.0456,17516940.0,248638797.64
002290.SZ,20240419,13.83,15.0,15.16,12.9,14.99,-1.16,-0.0774,19764400.0,274534268.0
002290.SZ,20240412,14.99,14.59,15.5,14.17,14.6,0.39,0.0267,16757501.0,249778694.04
002290.SZ,20240403,14.6,14.35,14.85,14.11,14.38,0.22,0.0153,9539601.0,138900864.61
002290.SZ,20240329,14.38,14.24,14.48,13.2,14.1,0.28,0.0199,21448971.0,297578716.87
002290.SZ,20240322,14.1,13.6,15.15,13.6,13.77,0.33,0.024,25263873.0,360956608.52
002290.SZ,20240315,13.77,11.83,14.29,11.72,11.8,1.97,0.1669,31252592.0,414440865.73
002290.SZ,20240308,11.8,11.08,11.94,10.7,11.1,0.7,0.0631,12317393.0,141134793.16
002290.SZ,20240301,11.1,10.63,12.09,10.12,10.63,0.47,0.0442,20435868.0,226570333.76
002290.SZ,20240223,10.63,8.3,10.64,8.12,8.02,2.61,0.3254,30701767.0,301948713.35
002290.SZ,20240208,8.02,9.37,9.5,6.85,9.3,-1.28,-0.1376,25750455.0,196994263.66
002290.SZ,20240202,9.3,11.94,12.14,8.94,11.97,-2.67,-0.2231,16485440.0,169907186.73
