ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
603259.SH,20260703,124.12,117.21,129.15,115.58,118.18,5.94,0.0503,450658312.0,55426595119.0
603259.SH,20260626,118.18,103.16,121.07,101.7,102.72,15.46,0.1505,364439002.0,41209054121.0
603259.SH,20260618,102.72,99.1,104.33,96.5,99.71,3.01,0.0302,148232942.0,14783588391.0
603259.SH,20260612,99.71,95.72,99.9,88.32,96.56,3.15,0.0326,280128085.0,26661348000.0
603259.SH,20260605,96.56,101.63,104.39,96.03,101.6,-5.04,-0.0496,201157893.0,19926001785.0
603259.SH,20260529,101.6,103.0,104.35,99.44,103.98,-2.38,-0.0229,198324401.0,20238359457.0
603259.SH,20260522,103.98,102.9,107.63,101.2,103.13,0.85,0.0082,179983922.0,18664767265.0
603259.SH,20260515,103.13,106.65,113.16,102.62,106.8,-3.67,-0.0344,253656213.0,27277019369.0
603259.SH,20260508,106.8,111.63,112.31,106.7,109.55,-2.75,-0.0251,147722621.0,16138913580.0
603259.SH,20260430,109.55,99.96,114.5,99.16,100.08,9.47,0.0946,249791513.0,27260048220.0
603259.SH,20260424,100.08,99.39,101.32,97.61,99.39,0.69,0.0069,161881495.0,16084296220.0
603259.SH,20260417,99.39,105.8,108.75,99.27,106.33,-6.94,-0.0653,205255957.0,21361848070.0
603259.SH,20260410,106.33,100.02,107.68,98.42,99.99,6.34,0.0634,160056341.0,16689356569.0
603259.SH,20260403,99.99,95.9,104.6,94.61,97.0,2.99,0.0308,261675174.0,26270793173.0
603259.SH,20260327,97.0,89.31,97.26,87.09,90.9,6.1,0.0671,236281754.0,22012923774.0
603259.SH,20260320,90.9,90.68,94.58,89.13,90.87,0.03,0.0003,141087536.0,13002625549.0
603259.SH,20260313,90.87,91.7,94.95,89.1,93.3,-2.43,-0.026,139000205.0,12814414070.0
603259.SH,20260306,93.3,96.1,98.36,91.55,98.01,-4.71,-0.0481,152435071.0,14377858801.0
603259.SH,20260227,98.01,103.66,103.88,97.18,101.91,-3.9,-0.0383,108434818.0,10797145684.0
