ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
601138.SH,20260210,368375,207596.68,371897,209597.98,356450,200971.9,363756,205064.29,249270,140576.28,256986,144913.29,138934,78294.1,120391,67863.41,23571,13871.56
601138.SH,20260209,465796,259939.09,461028,257326.11,468607,261580.85,478413,267065.79,310066,173094.04,320727,179035.81,156517,87495.11,140818,78681.37,63191,36165.66
601138.SH,20260206,491188,265881.98,498849,270140.36,446123,241218.18,467935,253003.4,314664,170235.78,275830,149129.92,125747,68202.01,135107,73264.28,36248,20276.52
601138.SH,20260205,466928,251171.77,499731,268835.05,492787,265025.57,476916,256452.87,359031,193029.21,327661,176180.19,125111,67206.48,139548,74964.93,41010,22578.64
601138.SH,20260204,708157,379020.08,654548,350265.36,639548,342159.2,615539,329348.46,359176,192128.33,408398,218602.61,183776,98315.11,212172,113406.28,-237933,-127890.54
601138.SH,20260203,631028,348014.62,567525,313071.43,568963,313891.26,570523,314828.81,326058,179981.68,360723,199028.98,149054,82216.92,176331,97175.26,-42876,-23173.35
601138.SH,20260202,586228,330402.24,538142,303320.12,527109,297245.53,498079,280963.01,299040,168816.59,340398,192151.66,151126,85388.54,186884,105418.11,-311090,-175057.54
601138.SH,20260130,626885,355957.23,565914,321495.22,559575,318096.1,553194,314579.2,346402,196914.06,363761,206726.82,199083,113282.75,249075,141448.9,789,1481.3
601138.SH,20260129,1110031,649926.27,944437,552886.97,1069932,626938.48,983304,576063.54,682612,400721.31,731973,429625.7,382969,225107.77,585830,344117.63,-912785,-531847.41
601138.SH,20260128,520899,319185.66,527969,323752.98,548736,336657.67,597237,366505.74,373920,229715.61,366648,225272.61,276346,170388.5,228047,140416.11,-26925,-15149.57
601138.SH,20260127,675211,410239.25,689401,418944.99,712470,433032.45,728883,443024.87,467959,284664.29,447894,272260.5,267805,162895.73,257267,156601.35,412812,253403.8
601138.SH,20260126,406060,240877.47,385195,228479.31,396966,235515.77,406251,240999.78,222658,132114.42,230995,137059.94,152745,90608.08,155990,92576.71,-179840,-106437.94
601138.SH,20260123,684825,414114.57,646275,390679.54,669985,405100.69,672591,406593.39,390139,235980.51,410851,248648.49,288043,174283.95,303276,183558.31,-613349,-370240.29
601138.SH,20260122,648435,402390.65,675735,419366.53,696335,432206.9,745405,462841.6,517825,321736.87,472161,293332.25,355967,221329.72,325262,202123.75,164997,105151.52
601138.SH,20260121,562374,341786.01,556312,338078.77,601949,365805.91,620774,377363.33,358996,217998.87,361703,219657.77,211617,128649.67,196148,119140.59,380517,232297.28
601138.SH,20260120,484713,287976.45,450586,267678.49,458050,272135.39,473640,281383.18,305068,181227.87,334724,198848.55,147284,87492.47,136165,80921.95,-245807,-145901.45
601138.SH,20260119,598601,366287.82,573515,350849.47,623208,381380.34,625889,383025.88,400492,245187.5,438317,268332.21,261589,160294.2,246169,150942.3,-346884,-211483.5
601138.SH,20260116,769997,481625.52,806222,504265.72,892086,557800.65,911770,570098.46,633156,395794.09,584933,365566.17,330724,206729.89,323038,202019.81,338429,211871.5
601138.SH,20260115,478642,287363.61,467970,281097.54,493609,296535.48,494503,297156.08,299809,180169.53,294240,176748.66,154155,92835.94,169502,101902.29,81569,49751.11
601138.SH,20260114,509235,305805.34,482615,289793.86,542616,325870.09,538597,323453.84,341078,204785.67,363045,217983.25,169474,101834.92,178146,107065.05,40988,25272.93
601138.SH,20260113,653182,393154.86,627624,377624.16,630596,380140.91,628723,378833.79,372027,224359.91,446592,269286.09,274511,164971.9,227377,136883.54,-516691,-309350.02
601138.SH,20260112,719099,434893.67,637732,385616.61,682437,412765.24,689434,416824.93,442418,267617.32,495053,299418.14,266862,161133.57,288597,174550.12,-162263,-96683.36
601138.SH,20260109,517553,315800.28,463858,282997.4,502840,306791.04,517572,315666.35,317221,193559.93,362182,220880.23,227707,138384.34,221709,134991.61,-87078,-52213.05
601138.SH,20260108,659807,408316.38,610048,377457.22,589698,365117.06,615523,381101.76,364166,225631.63,419449,259882.8,246044,152423.34,214696,133046.64,-442124,-272985.27
601138.SH,20260107,543897,344649.15,525156,332786.14,539147,341859.19,540821,342888.6,355368,225343.0,364064,230882.39,218591,138655.63,226962,143949.84,-200097,-125369.07
601138.SH,20260106,577844,367655.49,580132,369134.27,549921,350006.92,565118,359684.02,390528,248649.92,380364,242207.83,190322,121248.26,183002,116534.49,-55443,-33978.75
601138.SH,20260105,534494,339832.02,523497,332862.29,526393,334759.63,510144,324387.57,346189,220182.01,364354,231669.39,186331,118396.57,195411,124250.98,168106,107792.97
601138.SH,20251231,567068,355798.29,526303,330388.94,504949,316950.21,501822,314962.02,320718,201386.1,348339,218689.73,171369,107524.15,187640,117618.07,-371782,-232486.63
601138.SH,20251230,511714,327843.29,489239,313548.4,454318,291081.02,465146,298030.12,318372,204026.41,336192,215435.78,208558,133805.18,202384,129741.59,-214539,-136650.23
601138.SH,20251229,590993,387636.44,596567,391270.55,594188,389679.15,587089,384995.94,432112,283317.83,450223,295180.34,267631,175290.75,251045,164477.35,122159,81592.93
601138.SH,20251226,680103,437756.16,639716,411713.32,605471,389748.85,585815,377070.59,405404,261008.4,420861,270972.41,238319,153584.75,282906,182341.83,-200654,-128415.26
601138.SH,20251225,596353,399350.45,593973,397767.11,650357,435828.81,658893,441434.86,471707,316112.32,463381,310450.19,303829,203260.66,305998,204900.07,168145,114220.18
601138.SH,20251224,727688,471523.9,720698,467088.36,668298,433286.42,704371,456641.16,473432,307184.53,479259,310794.93,309312,200489.46,274402,177959.86,197254,129399.63
601138.SH,20251223,698869,437655.83,692236,433472.09,701663,438818.48,714432,446832.94,460615,288142.15,465007,290904.68,303790,189966.67,293264,183373.41,316652,198554.52
601138.SH,20251222,590363,355684.73,575216,346563.01,612739,368955.49,605223,364395.45,384083,231149.52,384064,231149.77,177668,107013.1,200350,120694.61,444259,267641.95
