ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
600637.SH,20260703,8.09,8.28,8.38,8.05,8.31,-0.22,-0.0265,214843404.0,1767529460.0
600637.SH,20260626,8.31,8.81,9.07,8.25,8.88,-0.57,-0.0642,243597474.0,2095366754.0
600637.SH,20260618,8.88,8.63,8.97,8.5,8.6,0.28,0.0326,170368244.0,1486865970.0
600637.SH,20260612,8.6,8.94,9.12,8.39,9.15,-0.55,-0.0601,223611328.0,1954318807.0
600637.SH,20260605,9.15,9.7,9.9,9.06,9.73,-0.58,-0.0596,249837363.0,2350299640.0
600637.SH,20260529,9.73,11.39,11.44,9.69,10.4,-0.67,-0.0644,635345451.0,6688412288.0
600637.SH,20260522,10.4,9.63,10.95,9.63,9.64,0.76,0.0788,482239917.0,5015920744.0
600637.SH,20260515,9.64,10.64,10.68,9.56,10.62,-0.98,-0.0923,334656941.0,3400398537.0
600637.SH,20260508,10.62,10.02,10.72,10.0,9.98,0.64,0.0641,243730718.0,2541862212.0
600637.SH,20260430,9.98,10.64,11.0,9.84,9.87,0.11,0.0111,376011112.0,3889216380.0
600637.SH,20260424,9.87,9.96,10.24,9.67,10.0,-0.13,-0.013,208163886.0,2076151171.0
600637.SH,20260417,10.0,9.56,10.09,9.53,9.63,0.37,0.0384,230219794.0,2260192284.0
600637.SH,20260410,9.63,9.1,9.73,9.1,9.09,0.54,0.0594,144814644.0,1379941704.0
600637.SH,20260403,9.09,9.38,9.66,9.03,9.53,-0.44,-0.0462,144740956.0,1362236824.0
600637.SH,20260327,9.53,9.68,9.73,9.23,9.9,-0.37,-0.0374,194249715.0,1845732463.0
600637.SH,20260320,9.9,10.41,10.55,9.89,10.4,-0.5,-0.0481,169504116.0,1739145726.0
600637.SH,20260313,10.4,10.48,10.9,10.32,10.65,-0.25,-0.0235,194651833.0,2067251807.0
600637.SH,20260306,10.65,11.25,11.32,10.37,11.49,-0.84,-0.0731,299484901.0,3231084474.0
600637.SH,20260227,11.49,11.53,11.61,11.18,11.41,0.08,0.007,208468471.0,2366338948.0
600637.SH,20260213,11.41,11.46,12.11,11.4,11.29,0.12,0.0106,488092504.0,5721779515.0
600637.SH,20260206,11.29,11.38,11.54,11.11,11.36,-0.07,-0.0062,314596685.0,3574618834.0
600637.SH,20260130,11.36,12.48,12.73,11.23,12.4,-1.04,-0.0839,537095519.0,6331277784.0
600637.SH,20260123,12.4,12.95,13.12,11.65,13.41,-1.01,-0.0753,927061809.0,11229574579.0
600637.SH,20260116,13.41,14.65,16.12,13.41,13.32,0.09,0.0068,1769746816.0,26401131436.0
600637.SH,20260109,13.32,9.8,13.32,9.71,9.85,3.47,0.3523,640226832.0,7441580921.0
600637.SH,20251231,9.85,9.45,10.15,9.45,9.43,0.42,0.0445,255464460.0,2502460991.0
600637.SH,20251226,9.43,9.38,9.68,9.15,9.38,0.05,0.0053,191765259.0,1800372952.0
