ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
600338.SH,20260629,286724,42119.44,272879,40083.33,186206,27344.46,180332,26494.36,85782,12589.72,91750,13462.64,17668,2584.76,31420,4598.06,-17200,-2528.43
600338.SH,20260626,410249,62753.29,376563,57563.65,296992,45531.47,284538,43621.6,146493,22457.42,165600,25372.19,35956,5527.5,62990,9712.23,-72797,-10895.56
600338.SH,20260625,436731,73268.49,448514,75189.57,313069,52513.34,301576,50613.47,156728,26286.4,161737,27118.92,41618,6941.45,36319,6087.71,-202359,-33961.79
600338.SH,20260624,339051,59335.25,340411,59601.43,230547,40336.48,225978,39566.21,116609,20450.19,106960,18730.26,33043,5785.64,45902,8009.66,45138,8105.02
600338.SH,20260623,368793,65770.52,388769,69339.78,230600,41240.02,232713,41641.05,116656,20881.56,110615,19773.1,46800,8354.54,30752,5492.72,-178895,-31824.0
600338.SH,20260622,437952,77552.84,428071,75877.05,312317,55136.9,312621,55153.2,152433,26975.16,162813,28727.61,47527,8383.46,46725,8290.51,84883,15614.83
600338.SH,20260618,319806,56234.35,295696,51982.38,202192,35570.37,203848,35858.67,100439,17676.91,107897,19010.62,25983,4583.51,40980,7213.47,-70180,-12249.83
600338.SH,20260617,374082,67609.66,371863,67219.05,235396,42626.29,245968,44536.16,114744,20780.55,111501,20199.95,33182,6027.57,28073,5088.91,-153788,-27684.39
600338.SH,20260616,443388,80784.58,453136,82596.37,334740,60888.06,333407,60655.43,169744,30936.09,160686,29235.05,51756,9409.56,52398,9531.45,68298,12572.82
600338.SH,20260615,466243,83729.73,500113,89792.77,353644,63566.73,334947,60233.56,165891,29829.09,153299,27554.01,58739,10552.46,56159,10097.68,-85869,-15218.95
600338.SH,20260612,530771,94375.75,591805,105277.78,387647,68810.0,392181,69613.93,202149,35882.29,172204,30519.7,77350,13805.52,41725,7462.14,-22115,-3765.08
600338.SH,20260611,506812,86921.26,573019,98300.06,358484,61538.72,333160,57176.4,164406,28246.77,141283,24258.48,47751,8179.32,29990,5151.13,-21819,-3635.95
600338.SH,20260610,333969,56048.36,356038,59757.76,215296,36255.45,208794,35141.72,108171,18269.59,88625,14972.52,25709,4325.87,29688,5027.28,-13387,-2244.04
600338.SH,20260609,265059,42941.05,270001,43770.56,160207,26003.41,159934,25973.84,86800,14092.63,75135,12183.84,29572,4822.01,36568,5930.87,24829,4081.91
600338.SH,20260608,277902,45396.97,275822,45080.05,164782,26939.14,157389,25710.02,78646,12813.92,72546,11810.9,14875,2401.58,30448,4950.64,-39363,-6474.14
600338.SH,20260605,257755,44069.49,253987,43473.85,166684,28509.27,151838,25993.02,75102,12821.25,93112,15844.7,25943,4453.88,26546,4542.31,3659,660.09
600338.SH,20260604,287588,49627.64,281781,48620.55,153370,26469.85,149725,25838.37,62670,10807.62,72195,12460.17,12239,2112.38,12165,2098.41,-69298,-11826.08
600338.SH,20260603,222043,39882.94,244593,43938.18,130339,23404.16,116113,20848.94,55314,9935.15,48417,8703.05,12514,2252.45,11087,1984.53,-35273,-6282.72
600338.SH,20260602,248739,43626.82,242226,42529.38,137512,24092.57,141825,24856.78,60578,10632.92,62693,10983.91,22857,4041.0,22942,4023.25,22902,4075.5
600338.SH,20260601,190784,34573.93,191845,34745.73,112452,20378.97,108042,19591.04,42210,7653.08,42873,7778.56,10199,1844.16,12885,2334.81,-1317,-177.89
600338.SH,20260529,243351,44878.28,247426,45631.47,134393,24828.02,130660,24153.54,49729,9174.14,50857,9382.23,25139,4636.55,23669,4349.75,-23344,-4252.16
600338.SH,20260528,244715,45345.48,230608,42739.63,128748,23898.93,130606,24244.87,57448,10650.29,60741,11259.24,10756,1993.81,19712,3644.76,2285,474.31
600338.SH,20260527,256912,49083.81,242899,46390.91,140753,26924.19,138969,26596.5,63143,12061.76,75712,14478.57,20980,4017.26,24209,4621.03,-60981,-11599.91
600338.SH,20260526,263925,51277.31,253384,49263.35,195189,37866.81,181185,35148.03,83100,16139.48,98278,19066.68,26804,5166.5,36172,6972.03,30932,6055.46
