ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
002202.SZ,20260703,24.59,22.76,25.06,21.38,23.33,1.26,0.054,1189184237.0,28187063466.57
002202.SZ,20260626,23.33,22.49,23.9,21.04,22.49,0.84,0.0373,835029270.0,18769631723.22
002202.SZ,20260618,22.49,21.53,23.05,20.91,21.43,1.06,0.0495,523641365.0,11448906751.07
002202.SZ,20260612,21.43,22.17,22.98,20.8,23.0,-1.57,-0.0683,582258613.0,12618374107.31
002202.SZ,20260605,23.0,23.88,24.08,22.36,23.42,-0.42,-0.0179,535967024.0,12543447757.65
002202.SZ,20260529,23.42,25.2,25.28,23.32,25.2,-1.78,-0.0706,713348470.0,17209022456.36
002202.SZ,20260522,25.2,25.0,26.3,24.3,25.09,0.11,0.0044,661462464.0,16751810389.25
002202.SZ,20260515,25.09,28.9,28.99,24.83,28.49,-3.4,-0.1193,999305883.0,27121446048.69
002202.SZ,20260508,28.49,28.0,28.92,27.7,27.55,0.94,0.0341,806703739.0,22771621498.04
002202.SZ,20260430,27.55,26.21,28.18,25.07,25.48,2.07,0.0812,896175214.0,23763959782.97
002202.SZ,20260424,25.48,25.14,26.95,25.03,25.39,0.09,0.0035,936773298.0,24340763723.06
002202.SZ,20260417,25.39,23.79,25.95,23.7,24.07,1.32,0.0548,990401795.0,24739748139.5
002202.SZ,20260410,24.07,23.84,24.77,22.8,24.22,-0.15,-0.0062,921259728.0,21823087211.91
002202.SZ,20260403,24.22,27.46,28.36,22.93,27.45,-3.23,-0.1177,1154934465.0,29648667620.63
002202.SZ,20260327,27.45,28.4,29.08,27.04,29.2,-1.75,-0.0599,1004022255.0,28094062088.9
002202.SZ,20260320,29.2,31.9,33.3,28.2,31.43,-2.23,-0.071,1782948328.0,54351427722.09
002202.SZ,20260313,31.43,27.7,33.0,27.5,28.47,2.96,0.104,1705013498.0,51317544927.94
002202.SZ,20260306,28.47,28.08,29.58,25.87,28.45,0.02,0.0007,1272212019.0,35459055746.16
002202.SZ,20260227,28.45,25.23,28.99,25.03,24.9,3.55,0.1426,1088713787.0,29966286515.58
002202.SZ,20260213,24.9,26.02,26.58,24.85,25.51,-0.61,-0.0239,729053470.0,18694850122.01
002202.SZ,20260206,25.51,26.1,27.97,24.56,26.11,-0.6,-0.023,1424209593.0,37199070589.08
002202.SZ,20260130,26.11,29.79,30.53,25.78,29.58,-3.47,-0.1173,1753490369.0,49554658435.26
002202.SZ,20260123,29.58,24.34,29.58,24.34,27.04,2.54,0.0939,2323890546.0,61874692364.13
002202.SZ,20260116,27.04,33.99,37.03,27.04,31.94,-4.9,-0.1534,2280754761.0,76382330001.03
002202.SZ,20260109,31.94,22.44,31.94,20.8,20.4,11.54,0.5657,3117998253.0,79580606937.9
002202.SZ,20251231,20.4,21.0,22.78,19.45,19.69,0.71,0.0361,1331088553.0,27732144848.77
002202.SZ,20251226,19.69,16.51,20.39,16.51,16.2,3.49,0.2154,1123305223.0,20623180725.29
002202.SZ,20251219,16.2,17.1,17.95,16.05,16.98,-0.78,-0.0459,786389732.0,13201684932.23
002202.SZ,20251212,16.98,16.11,16.98,15.3,15.85,1.13,0.0713,736814029.0,12098539123.28
002202.SZ,20251205,15.85,15.4,16.39,14.58,15.41,0.44,0.0286,733531189.0,11356548703.76
002202.SZ,20251128,15.41,14.1,15.58,13.96,14.28,1.13,0.0791,399933470.0,6047179073.87
002202.SZ,20251121,14.28,15.13,15.22,14.27,15.2,-0.92,-0.0605,325783557.0,4808989922.63
002202.SZ,20251114,15.2,16.4,16.5,14.8,16.66,-1.46,-0.0876,570563564.0,8836687081.08
002202.SZ,20251107,16.66,15.87,17.55,15.49,15.7,0.96,0.0611,870299794.0,14418509959.68
002202.SZ,20251031,15.7,16.0,16.93,14.82,15.83,-0.13,-0.0082,926059195.0,14595651171.81
002202.SZ,20251024,15.83,15.31,15.97,14.34,14.9,0.93,0.0624,864360860.0,12994425932.75
