date,time,code,name,action,qty,price,amount,fee,tax,other_fee,account,cost,side
2025-12-24,10:36:43,600111,北方稀土,证券卖出,400,45.33,18132.0,4.02,9.07,1.16,账户2,14.25,S
2025-12-24,10:39:05,603259,药明康德,证券卖出,1700,90.57,153969.0,10.15,76.98,9.87,账户2,97.00000000000001,S
2025-12-24,10:57:44,000759,中百集团,证券买入,22200,9.07,201354.0,11.25,0.0,12.91,账户2,24.16,B
2025-12-30,09:46:25,000759,中百集团,证券卖出,22200,7.67,170274.0,9.37,85.09,11.06,账户2,105.52000000000001,S
2026-01-05,09:36:14,002716,湖南白银,证券买入,11700,7.31,85527.0,4.77,0.0,5.49,账户2,10.26,B
2026-01-06,10:40:16,002716,湖南白银,证券卖出,5800,7.96,46168.0,2.55,23.08,2.99,账户2,28.619999999999997,S
2026-01-06,13:48:08,601288,农业银行,证券买入,11600,7.53,87348.0,5.74,0.0,5.63,账户2,11.370000000000001,B
2026-01-06,13:58:50,002716,湖南白银,证券卖出,5900,7.99,47141.0,2.63,23.57,3.03,账户2,29.23,S
2026-01-07,13:10:33,001208,华菱线缆,证券买入,1700,26.01,44217.0,2.48,0.0,2.83,账户2,5.3100000000000005,B
2026-01-08,09:25:00,600935,华塑股份,证券买入,9400,2.75,25850.0,3.6,0.0,1.66,账户2,5.26,B
2026-01-08,09:34:44,002971,和远气体,证券买入,600,33.63,20178.0,3.71,0.0,1.29,账户2,5.0,B
2026-01-08,11:05:15,601288,农业银行,证券卖出,5800,7.4,42920.0,2.83,21.46,2.75,账户2,27.04,S
2026-01-08,11:05:56,601698,中国卫通,证券买入,900,44.88,40392.0,2.81,0.0,2.59,账户2,5.4,B
2026-01-09,10:02:16,600935,华塑股份,证券卖出,9400,2.72,25568.0,3.62,12.78,1.64,账户2,18.04,S
2026-01-09,11:05:33,601698,中国卫通,证券卖出,900,47.63,42867.0,2.82,21.43,2.75,账户2,27.0,S
2026-01-09,13:03:03,002202,金风科技,证券买入,2200,31.84,70048.0,3.92,0.0,4.49,账户2,8.41,B
2026-01-09,13:08:03,002971,和远气体,证券卖出,600,31.76,19056.0,3.78,9.53,1.22,账户2,14.53,S
2026-01-09,13:08:28,002202,金风科技,证券买入,600,31.65,18990.0,3.78,0.0,1.22,账户2,5.0,B
2026-01-09,14:21:45,001208,华菱线缆,证券卖出,1700,29.23,49691.0,2.74,24.83,3.22,账户2,30.79,S
2026-01-12,09:55:12,002202,金风科技,证券卖出,2800,34.82,97496.0,5.46,48.75,6.24,账户2,60.45,S
2026-01-12,11:05:19,600693,东百集团,证券买入,7500,19.75,148125.0,9.77,0.0,9.49,账户2,19.259999999999998,B
2026-01-12,14:43:00,601288,农业银行,证券卖出,5800,7.51,43558.0,2.87,21.78,2.8,账户2,27.450000000000003,S
2026-01-13,11:19:16,000547,航天发展,证券买入,1100,36.96,40656.0,2.39,0.0,2.61,账户2,5.0,B
2026-01-13,11:24:48,600693,东百集团,证券卖出,7500,20.15,151125.0,9.97,75.56,9.68,账户2,95.21000000000001,S
2026-01-13,13:01:30,000547,航天发展,证券买入,4100,36.378,149151.12,8.33,0.0,9.57,账户2,17.9,B
2026-01-14,09:52:14,000547,航天发展,证券卖出,5200,32.88,170976.0,9.57,85.46,10.95,账户2,105.98,S
2026-01-14,10:03:19,601138,工业富联,证券买入,1400,60.39,84546.0,5.57,0.0,5.42,账户2,10.99,B
2026-01-14,10:27:35,601138,工业富联,证券买入,1500,60.29,90435.0,5.96,0.0,5.79,账户2,11.75,B
2026-01-15,09:30:16,601138,工业富联,证券卖出,2900,59.18,171622.0,11.29,85.82,11.02,账户2,108.12999999999998,S
2026-01-15,14:23:52,601138,工业富联,证券买入,2600,60.88,158288.0,10.42,0.0,10.15,账户2,20.57,B
2026-01-16,13:07:59,601138,XD工业富,证券卖出,2600,62.961,163698.0,10.78,81.85,10.51,账户2,103.14,S
2026-01-20,14:46:46,603083,剑桥科技,证券买入,500,106.0,53000.0,3.49,0.0,3.4,账户2,6.890000000000001,B
2026-01-20,14:56:32,002463,沪电股份,证券买入,600,71.13,42678.0,2.39,0.0,2.73,账户2,5.12,B
2026-01-20,15:00:00,601138,工业富联,证券买入,900,59.67,53703.0,3.54,0.0,3.44,账户2,6.98,B
2026-01-21,09:25:00,001208,华菱线缆,证券买入,1100,22.86,25146.0,3.38,0.0,1.62,账户2,5.0,B
2026-01-22,09:43:32,001208,华菱线缆,证券卖出,1100,22.74,25014.0,3.39,12.51,1.61,账户2,17.51,S
2026-01-22,09:51:58,600584,长电科技,证券买入,500,50.04,25020.0,3.65,0.0,1.6,账户2,5.25,B
2026-01-22,10:19:07,603083,剑桥科技,证券卖出,500,111.68,55840.0,3.68,27.92,3.58,账户2,35.18,S
2026-01-22,10:42:23,603083,剑桥科技,证券买入,500,112.04,56020.0,3.7,0.0,3.57,账户2,7.27,B
2026-01-26,14:30:14,002463,沪电股份,证券卖出,600,71.46,42876.0,2.4,21.44,2.75,账户2,26.59,S
2026-01-26,14:32:56,002465,海格通信,证券买入,2600,17.69,45994.0,2.57,0.0,2.95,账户2,5.52,B
2026-01-29,13:39:15,600584,长电科技,证券卖出,500,49.106,24553.0,3.67,12.28,1.58,账户2,17.53,S
2026-01-29,13:39:28,601138,工业富联,证券买入,400,58.0,23200.0,3.74,0.0,1.49,账户2,5.23,B
2026-02-05,10:10:48,002465,海格通信,证券卖出,2600,17.45,45370.0,2.54,22.68,2.9,账户2,28.119999999999997,S
2026-02-05,10:12:13,000737,北方铜业,证券买入,1400,16.94,23716.0,3.48,0.0,1.52,账户2,5.0,B
2026-02-05,10:12:28,002792,通宇通讯,证券买入,400,51.33,20532.0,3.68,0.0,1.32,账户2,5.0,B
2026-02-09,13:35:37,002792,通宇通讯,证券卖出,400,50.6,20240.0,3.71,10.12,1.29,账户2,15.119999999999997,S
2026-02-09,13:36:31,000737,北方铜业,证券卖出,1400,16.53,23142.0,3.52,11.57,1.48,账户2,16.57,S
2026-02-09,13:40:11,601138,工业富联,证券买入,800,55.69,44552.0,2.94,0.0,2.86,账户2,5.8,B
2026-02-26,14:11:51,601138,工业富联,证券卖出,1000,58.02,58020.0,3.82,29.01,3.72,账户2,36.55,S
2026-02-26,14:33:47,000792,盐湖股份,证券买入,1500,39.004,58506.0,3.26,0.0,3.76,账户2,7.02,B
2026-03-02,09:46:37,600938,中国海油,证券买入,1300,38.89,50557.0,3.34,0.0,3.24,账户2,6.58,B
2026-03-02,11:27:58,603083,剑桥科技,证券卖出,500,108.03,54015.0,3.55,27.0,3.47,账户2,34.02,S
2026-03-02,13:00:20,600256,广汇能源,证券买入,8600,6.4,55040.0,3.62,0.0,3.53,账户2,7.15,B
2026-03-02,13:35:26,601138,工业富联,证券卖出,1000,55.67,55670.0,3.67,27.84,3.57,账户2,35.08,S
2026-03-03,10:15:29,600227,赤天化,证券买入,11000,3.34,36740.0,3.02,0.0,2.35,账户2,5.37,B
2026-03-03,13:00:06,600989,宝丰能源,证券买入,600,28.56,17136.0,4.08,0.0,1.1,账户2,5.18,B
2026-03-03,14:11:10,600938,中国海油,证券卖出,1300,43.389,56406.0,3.72,28.21,3.61,账户2,35.54,S
2026-03-03,14:19:38,600256,广汇能源,证券卖出,8600,7.05,60630.0,4.0,30.32,3.89,账户2,38.21,S
2026-03-04,09:32:09,600108,亚盛集团,证券买入,24700,4.75,117325.0,7.73,0.0,7.52,账户2,15.25,B
2026-03-04,09:56:15,600227,赤天化,证券卖出,11000,3.38,37180.0,2.98,18.59,2.38,账户2,23.95,S
2026-03-04,10:27:14,000792,盐湖股份,证券卖出,1500,36.69,55035.0,3.07,27.52,3.53,账户2,34.12,S
2026-03-04,10:40:59,600989,宝丰能源,证券卖出,600,27.56,16536.0,4.1,8.27,1.07,账户2,13.44,S
2026-03-04,11:00:04,603667,五洲新春,证券买入,700,71.6,50120.0,3.31,0.0,3.2,账户2,6.51,B
2026-03-04,11:29:16,001309,德明利,证券买入,100,251.17,25117.0,3.39,0.0,1.61,账户2,5.0,B
2026-03-05,10:16:20,601138,工业富联,证券卖出,100,55.4,5540.0,4.7,2.77,0.36,账户2,7.830000000000001,S
2026-03-05,13:34:51,001309,德明利,证券卖出,100,260.93,26093.0,3.33,13.05,1.67,账户2,18.050000000000004,S
2026-03-05,13:37:36,603667,五洲新春,证券卖出,700,73.276,51293.0,3.39,25.65,3.29,账户2,32.33,S
2026-03-05,13:52:27,600759,洲际油气,证券买入,4300,9.07,39001.0,2.89,0.0,2.5,账户2,5.390000000000001,B
2026-03-05,14:14:42,600722,金牛化工,证券买入,5900,13.15,77585.0,5.12,0.0,4.97,账户2,10.09,B
2026-03-05,14:40:37,600108,亚盛集团,证券卖出,24700,4.95,122265.0,8.02,61.15,7.85,账户2,77.02,S
2026-03-05,14:51:42,600759,洲际油气,证券买入,14100,8.72,122952.0,8.08,0.0,7.9,账户2,15.98,B
2026-03-10,10:48:52,600722,金牛化工,证券卖出,4000,12.49,49960.0,3.29,24.98,3.2,账户2,31.47,S
2026-03-10,10:49:52,600989,宝丰能源,证券买入,1700,29.25,49725.0,3.27,0.0,3.2,账户2,6.470000000000001,B
2026-03-10,10:51:34,600722,金牛化工,证券卖出,1900,12.46,23674.0,3.72,11.84,1.52,账户2,17.080000000000002,S
2026-03-10,10:51:59,600989,宝丰能源,证券买入,800,29.21,23368.0,3.72,0.0,1.52,账户2,5.24,B
2026-03-12,14:45:49,600989,宝丰能源,证券卖出,900,33.71,30339.0,3.36,15.17,1.94,账户2,20.470000000000002,S
2026-03-13,09:55:04,600938,中国海油,证券买入,700,43.17,30219.0,3.37,0.0,1.93,账户2,5.3,B
2026-03-13,10:33:35,600989,宝丰能源,证券卖出,1600,33.35,53360.0,3.51,26.69,3.41,账户2,33.61,S
2026-03-13,10:35:58,002149,西部材料,证券买入,1100,45.55,50105.0,2.81,0.0,3.2,账户2,6.01,B
2026-03-13,13:37:05,600759,洲际油气,证券卖出,18400,7.0,128800.0,8.52,64.4,8.23,账户2,81.15,S
2026-03-13,13:38:52,600938,中国海油,证券买入,3100,41.97,130107.0,8.57,0.0,8.34,账户2,16.91,B
2026-03-13,14:03:42,002173,创新医疗,证券买入,1000,31.56,31560.0,2.97,0.0,2.03,账户2,5.0,B
2026-03-16,09:30:01,002173,创新医疗,证券卖出,500,32.37,16185.0,3.97,8.09,1.03,账户2,13.09,S
2026-03-16,09:32:11,002173,创新医疗,证券卖出,500,32.86,16430.0,3.95,8.22,1.05,账户2,13.220000000000002,S
2026-03-16,09:46:45,000798,中水渔业,证券买入,900,11.8,10620.0,4.32,0.0,0.68,账户2,5.0,B
2026-03-16,10:26:49,600313,农发种业,证券买入,2500,9.04,22600.0,3.78,0.0,1.45,账户2,5.2299999999999995,B
2026-03-16,10:54:52,600938,中国海油,证券卖出,1200,42.0,50400.0,3.37,25.2,3.17,账户2,31.740000000000002,S
2026-03-16,10:56:30,000630,铜陵有色,证券买入,3900,6.49,25311.0,3.38,0.0,1.62,账户2,5.0,B
2026-03-16,11:02:48,002173,创新医疗,证券买入,700,32.28,22596.0,3.55,0.0,1.45,账户2,5.0,B
2026-03-16,14:53:52,600938,中国海油,证券卖出,2600,41.26,107276.0,7.07,53.63,6.87,账户2,67.57000000000001,S
2026-03-16,14:55:24,002151,北斗星通,证券买入,2200,47.97,105534.0,5.89,0.0,6.77,账户2,12.66,B
2026-03-17,09:31:56,002173,创新医疗,证券卖出,700,30.867,21607.0,3.61,10.81,1.39,账户2,15.81,S
2026-03-17,09:35:11,000798,中水渔业,证券卖出,900,11.282,10154.0,4.35,5.06,0.65,账户2,10.06,S
2026-03-17,09:40:36,002426,胜利精密,证券买入,4000,4.5,18000.0,3.85,0.0,1.15,账户2,5.0,B
2026-03-17,09:43:55,002149,西部材料,证券卖出,1100,43.42,47762.0,2.67,23.88,3.06,账户2,29.609999999999996,S
2026-03-17,09:44:33,600313,农发种业,证券卖出,2500,9.32,23300.0,3.74,11.65,1.49,账户2,16.88,S
2026-03-17,09:50:16,002384,东山精密,证券买入,800,110.445,88356.0,4.94,0.0,5.66,账户2,10.600000000000001,B
2026-03-17,11:21:22,002151,北斗星通,证券卖出,2200,46.7,102740.0,5.75,51.37,6.58,账户2,63.699999999999996,S
2026-03-17,13:03:47,603986,兆易创新,证券买入,100,302.0,30200.0,3.37,0.0,1.93,账户2,5.3,B
2026-03-17,13:13:23,301308,江波龙,证券买入,100,334.0,33400.0,2.86,0.0,2.14,账户2,5.0,B
2026-03-17,13:35:11,002831,裕同科技,证券买入,100,35.81,3581.0,4.77,0.0,0.23,账户2,5.0,B
2026-03-17,14:06:46,000630,铜陵有色,证券卖出,3900,6.61,25779.0,3.34,12.89,1.66,账户2,17.89,S
2026-03-17,14:52:38,603259,药明康德,证券买入,100,92.54,9254.0,4.49,0.0,0.6,账户2,5.09,B
2026-03-18,09:47:04,002384,东山精密,证券卖出,400,109.08,43632.0,2.44,21.81,2.8,账户2,27.05,S
2026-03-18,10:19:29,002384,东山精密,证券买入,300,105.62,31686.0,2.97,0.0,2.03,账户2,5.0,B
2026-03-18,11:05:42,002384,东山精密,证券买入,300,103.63,31089.0,3.01,0.0,1.99,账户2,5.0,B
2026-03-18,13:00:00,002831,裕同科技,证券卖出,100,36.2,3620.0,4.77,1.81,0.23,账户2,6.8100000000000005,S
2026-03-18,13:00:00,002426,胜利精密,证券卖出,4000,4.36,17440.0,3.89,8.72,1.11,账户2,13.72,S
2026-03-18,13:00:02,002025,航天电器,证券买入,900,59.81,53829.0,3.01,0.0,3.45,账户2,6.46,B
2026-03-18,13:00:08,603259,药明康德,证券卖出,100,92.72,9272.0,4.49,4.64,0.6,账户2,9.729999999999999,S
2026-03-18,13:02:55,002384,东山精密,证券卖出,400,104.91,41964.0,2.35,20.98,2.69,账户2,26.020000000000003,S
2026-03-18,13:03:17,600879,航天电子,证券买入,2300,22.63,52049.0,3.44,0.0,3.33,账户2,6.77,B
2026-03-19,09:31:25,002384,东山精密,证券卖出,600,107.31,64386.0,3.6,32.19,4.13,账户2,39.92,S
2026-03-19,10:28:43,600879,航天电子,证券卖出,2300,22.58,51934.0,3.42,25.97,3.33,账户2,32.72,S
2026-03-19,10:40:42,600026,中远海能,证券买入,2400,23.62,56688.0,3.74,0.0,3.63,账户2,7.37,B
2026-03-20,10:30:48,600989,宝丰能源,证券买入,1900,31.11,59109.0,3.89,0.0,3.79,账户2,7.68,B
2026-03-23,09:43:40,603986,兆易创新,证券卖出,100,279.3,27930.0,3.49,13.97,1.79,账户2,19.25,S
2026-03-23,09:47:46,600376,首开股份,证券买入,4800,5.86,28128.0,3.47,0.0,1.81,账户2,5.28,B
2026-03-23,10:10:56,301308,江波龙,证券卖出,100,321.12,32112.0,2.94,16.06,2.06,账户2,21.06,S
2026-03-23,13:05:01,603026,石大胜华,证券买入,100,77.34,7734.0,4.59,0.0,0.49,账户2,5.08,B
2026-03-24,09:25:00,600863,华能蒙电,证券买入,4400,5.14,22616.0,3.78,0.0,1.45,账户2,5.2299999999999995,B
2026-03-24,10:08:58,600376,首开股份,证券卖出,4800,5.62,26976.0,3.54,13.49,1.73,账户2,18.76,S
2026-03-24,11:11:57,603026,石大胜华,证券卖出,100,77.52,7752.0,4.58,3.88,0.5,账户2,8.96,S
2026-03-24,15:00:00,002025,航天电器,证券卖出,600,67.04,40224.0,2.42,20.11,2.58,账户2,25.11,S
2026-03-25,09:25:00,002294,信立泰,证券买入,1200,56.8,68160.0,3.82,0.0,4.36,账户2,8.18,B
2026-03-25,09:30:05,600863,华能蒙电,证券卖出,4400,5.2,22880.0,3.76,11.44,1.48,账户2,16.68,S
2026-03-25,09:32:47,601016,节能风电,证券买入,6100,5.13,31293.0,3.31,0.0,2.01,账户2,5.32,B
2026-03-25,13:40:00,600026,中远海能,证券卖出,2400,25.14,60336.0,3.97,30.17,3.87,账户2,38.01,S
2026-03-25,14:34:25,600989,宝丰能源,证券卖出,1900,30.23,57437.0,3.78,28.72,3.68,账户2,36.18,S
2026-03-25,14:36:32,600759,洲际油气,证券买入,9900,6.08,60192.0,3.97,0.0,3.85,账户2,7.82,B
2026-03-26,09:31:47,601016,节能风电,证券卖出,6100,5.61,34221.0,3.15,17.11,2.2,账户2,22.459999999999997,S
2026-03-26,09:55:30,603659,璞泰来,证券买入,2500,34.98,87450.0,5.76,0.0,5.6,账户2,11.36,B
2026-03-26,14:13:25,002025,航天电器,证券卖出,300,63.18,18954.0,3.78,9.48,1.22,账户2,14.48,S
2026-03-26,14:16:45,002294,信立泰,证券卖出,1200,56.09,67308.0,3.78,33.65,4.3,账户2,41.73,S
2026-03-26,14:17:47,600026,中远海能,证券买入,2500,23.87,59675.0,3.92,0.0,3.84,账户2,7.76,B
2026-03-27,09:25:00,000027,深圳能源,证券买入,3600,7.7,27720.0,3.22,0.0,1.78,账户2,5.0,B
2026-03-27,13:00:07,600666,奥瑞德,证券买入,500,6.07,3035.0,4.84,0.0,0.19,账户2,5.03,B
2026-03-27,13:24:15,603659,璞泰来,证券卖出,800,34.59,27672.0,3.5,13.84,1.77,账户2,19.11,S
2026-03-30,09:25:00,603026,石大胜华,证券买入,200,94.79,18958.0,3.97,0.0,1.22,账户2,5.19,B
2026-03-30,09:38:21,601952,苏垦农发,证券买入,800,10.97,8776.0,4.54,0.0,0.55,账户2,5.09,B
2026-03-30,11:00:24,600666,奥瑞德,证券卖出,500,6.08,3040.0,4.84,1.52,0.19,账户2,6.55,S
2026-03-31,09:25:00,601952,苏垦农发,证券卖出,800,10.8,8640.0,4.54,4.32,0.55,账户2,9.41,S
2026-03-31,09:47:58,000027,深圳能源,证券卖出,3600,7.252,26106.0,3.32,13.06,1.68,账户2,18.06,S
2026-03-31,09:59:48,600759,洲际油气,证券卖出,9900,5.88,58212.0,3.85,29.11,3.72,账户2,36.68,S
2026-03-31,10:15:46,603026,石大胜华,证券卖出,200,88.56,17712.0,4.05,8.86,1.13,账户2,14.04,S
2026-03-31,11:23:01,603659,璞泰来,证券卖出,1700,32.27,54859.0,3.61,27.43,3.51,账户2,34.55,S
2026-03-31,11:23:28,000617,中油资本,证券买入,6200,10.4,64480.0,3.61,0.0,4.13,账户2,7.74,B
2026-03-31,13:13:25,600026,中远海能,证券卖出,2500,22.07,55175.0,3.63,27.58,3.54,账户2,34.75,S
2026-03-31,14:50:15,603138,海量数据,证券买入,1800,21.07,37926.0,2.95,0.0,2.43,账户2,5.380000000000001,B
2026-04-01,09:30:06,300383,光环新网,证券买入,1600,18.04,28864.0,3.15,0.0,1.85,账户2,5.0,B
2026-04-01,09:37:03,002269,美邦服饰,证券买入,16500,1.84,30360.0,3.05,0.0,1.95,账户2,5.0,B
2026-04-01,09:39:38,000617,中油资本,证券卖出,6200,10.05,62310.0,3.49,31.16,3.99,账户2,38.64,S
2026-04-01,09:47:32,603138,海量数据,证券卖出,1800,20.414,36746.0,3.0,18.37,2.36,账户2,23.73,S
2026-04-01,09:48:50,000678,襄阳轴承,证券买入,4100,12.9,52890.0,2.95,0.0,3.4,账户2,6.35,B
2026-04-01,09:54:16,002455,百川股份,证券买入,7400,14.481,107160.8,6.0,0.0,6.86,账户2,12.86,B
2026-04-02,09:31:05,002269,美邦服饰,证券卖出,16500,1.79,29535.0,3.1,14.77,1.9,账户2,19.77,S
2026-04-02,09:45:18,000678,襄阳轴承,证券卖出,4100,12.93,53013.0,2.94,26.49,3.42,账户2,32.85,S
2026-04-02,09:59:43,002455,百川股份,证券卖出,7400,13.7,101380.0,5.71,50.79,6.46,账户2,62.96,S
2026-04-02,13:42:44,600339,中油工程,证券买入,20700,4.46,92322.0,6.1,0.0,5.9,账户2,12.0,B
2026-04-02,14:21:28,002025,航天电器,证券买入,200,60.95,12190.0,4.22,0.0,0.78,账户2,5.0,B
2026-04-02,14:21:46,002263,大东南,证券买入,2000,4.62,9240.0,4.41,0.0,0.59,账户2,5.0,B
2026-04-03,09:25:00,002263,大东南,证券卖出,2000,4.58,9160.0,4.42,4.58,0.58,账户2,9.58,S
2026-04-03,09:25:00,600339,中油工程,证券卖出,10300,4.6,47380.0,3.13,23.69,3.03,账户2,29.85,S
2026-04-03,10:20:10,000890,法尔胜,证券买入,600,15.73,9438.0,4.4,0.0,0.6,账户2,5.0,B
2026-04-03,14:15:27,002309,中利集团,证券买入,2000,4.98,9960.0,4.36,0.0,0.64,账户2,5.0,B
2026-04-03,14:38:23,002309,中利集团,证券买入,4800,5.1,24480.0,3.44,0.0,1.56,账户2,5.0,B
2026-04-03,14:40:26,600339,中油工程,证券卖出,10400,4.64,48256.0,3.17,24.13,3.1,账户2,30.4,S
2026-04-03,15:00:00,000890,法尔胜,证券买入,700,16.01,11207.0,4.29,0.0,0.71,账户2,5.0,B
2026-04-07,09:25:00,603626,科森科技,证券买入,400,23.13,9252.0,4.49,0.0,0.6,账户2,5.09,B
2026-04-07,09:30:00,000890,法尔胜,证券卖出,1300,17.61,22893.0,3.53,11.45,1.47,账户2,16.45,S
2026-04-07,09:31:46,002309,中利集团,证券卖出,6800,5.06,34408.0,2.79,17.2,2.21,账户2,22.2,S
2026-04-07,09:32:00,002025,航天电器,证券卖出,200,64.325,12865.0,4.18,6.44,0.82,账户2,11.440000000000001,S
2026-04-07,09:53:40,600552,凯盛科技,证券买入,800,12.23,9784.0,4.48,0.0,0.61,账户2,5.090000000000001,B
2026-04-07,10:58:12,603477,巨星农牧,证券买入,1300,18.18,23634.0,3.72,0.0,1.52,账户2,5.24,B
2026-04-07,11:20:31,600552,凯盛科技,证券买入,2000,12.01,24020.0,3.7,0.0,1.54,账户2,5.24,B
2026-04-07,14:20:08,603626,科森科技,证券买入,400,22.81,9124.0,4.51,0.0,0.58,账户2,5.09,B
2026-04-08,09:25:01,603477,巨星农牧,证券卖出,1300,17.69,22997.0,3.76,11.5,1.47,账户2,16.73,S
2026-04-08,09:30:00,300766,每日互动,证券买入,1100,38.39,42229.0,2.36,0.0,2.71,账户2,5.07,B
2026-04-08,09:32:15,002902,铭普光磁,证券买入,1300,29.37,38181.0,2.55,0.0,2.45,账户2,5.0,B
2026-04-08,09:45:58,002873,新天药业,证券买入,4300,13.09,56287.0,3.14,0.0,3.61,账户2,6.75,B
2026-04-08,13:10:08,603626,科森科技,证券卖出,800,24.119,19295.0,3.96,9.68,1.2,账户2,14.84,S
2026-04-08,13:13:17,300383,光环新网,证券卖出,1500,17.69,26535.0,3.3,13.27,1.7,账户2,18.27,S
2026-04-08,14:56:35,002015,协鑫能科,证券买入,1700,17.91,30447.0,3.04,0.0,1.96,账户2,5.0,B
2026-04-08,15:00:00,600552,凯盛科技,证券卖出,2800,12.69,35532.0,3.08,17.77,2.28,账户2,23.130000000000003,S
2026-04-09,10:19:03,603803,瑞斯康达,证券买入,3500,14.465,50626.0,3.34,0.0,3.24,账户2,6.58,B
2026-04-09,13:41:30,300766,每日互动,证券卖出,1100,36.05,39655.0,2.46,19.83,2.54,账户2,24.83,S
2026-04-09,14:03:06,603803,瑞斯康达,证券买入,1400,14.11,19754.0,3.93,0.0,1.27,账户2,5.2,B
2026-04-10,09:25:00,002015,协鑫能科,证券卖出,1700,17.6,29920.0,3.05,14.96,1.95,账户2,19.96,S
2026-04-10,09:25:00,000962,东方钽业,证券买入,400,45.77,18308.0,3.82,0.0,1.18,账户2,5.0,B
2026-04-10,09:45:23,002873,新天药业,证券卖出,4300,10.22,43946.0,2.47,21.97,2.8,账户2,27.24,S
2026-04-10,13:01:06,000890,法尔胜,证券买入,100,14.26,1426.0,4.91,0.0,0.09,账户2,5.0,B
2026-04-10,13:33:19,000720,新能泰山,证券买入,4600,5.45,25070.0,3.39,0.0,1.61,账户2,5.0,B
2026-04-10,14:56:22,002025,航天电器,证券买入,400,76.18,30472.0,3.06,0.0,1.94,账户2,5.0,B
2026-04-13,09:25:00,000720,新能泰山,证券买入,3300,5.21,17193.0,3.9,0.0,1.1,账户2,5.0,B
2026-04-14,10:04:15,300383,光环新网,证券卖出,100,18.35,1835.0,4.88,0.92,0.12,账户2,5.92,S
2026-04-14,11:18:50,000962,东方钽业,证券卖出,400,44.84,17936.0,3.86,8.97,1.14,账户2,13.97,S
2026-04-14,11:19:06,000890,法尔胜,证券卖出,100,12.64,1264.0,4.92,0.63,0.08,账户2,5.63,S
2026-04-14,11:28:26,603803,瑞斯康达,证券卖出,4900,15.14,74186.0,4.9,37.09,4.74,账户2,46.730000000000004,S
2026-04-14,11:28:45,002902,铭普光磁,证券卖出,1300,30.52,39676.0,2.47,19.84,2.53,账户2,24.84,S
2026-04-14,11:29:14,000720,新能泰山,证券卖出,7900,5.18,40922.0,2.37,20.46,2.63,账户2,25.46,S
2026-04-14,13:27:56,002025,航天电器,证券买入,500,78.98,39490.0,2.47,0.0,2.53,账户2,5.0,B
2026-04-14,13:38:06,002025,航天电器,证券买入,500,78.56,39280.0,2.48,0.0,2.52,账户2,5.0,B
2026-04-15,09:38:51,002155,湖南黄金,证券买入,3300,30.19,99627.0,5.58,0.0,6.38,账户2,11.96,B
2026-04-15,14:55:32,002025,航天电器,证券卖出,1400,78.81,110334.0,6.14,55.16,7.1,账户2,68.39999999999999,S
2026-04-16,09:25:00,000889,中嘉博创,证券买入,10500,4.57,47985.0,2.67,0.0,3.09,账户2,5.76,B
2026-04-16,10:28:13,600986,浙文互联,证券买入,5500,11.06,60830.0,4.01,0.0,3.9,账户2,7.91,B
