code,name,open_date,qty,buy_price
000063,中兴通讯,2026-07-01,1000,37.32
600522,中天科技,2026-06-22,700,58.83
600522,中天科技,2026-06-23,300,61.44
600522,中天科技,2026-06-23,1000,62.15
600522,中天科技,2026-06-29,800,59.947
603019,中科曙光,2026-06-23,700,88.87
603019,中科曙光,2026-06-29,700,96.62
603019,中科曙光,2026-07-01,1000,102.29
