account,code,name,open_date,close_date,hold_days,mode,d0_pct,prev10_pct,ma_up,near_20d_low,t0_float,max_gain,max_loss,t1_open_pct,t1_high_pct,t1_close_pct,actual_pct,pnl_net
账户1,000099,中信海直,2025-09-02,2025-10-21,49.0,其他,-2.543399273314484,5.404255319148943,True,False,-0.28913672036349203,2.189178025609251,-11.565468814539448,0.1657000828500399,0.3728251864125953,-4.929577464788737,-10.08,-1235.67
账户1,000559,万向钱潮,2026-01-22,2026-01-28,6.0,半路(主升途中未追涨),-1.8943170488534333,8.373851971907055,True,False,-1.4373716632443467,4.372214153353049,-12.305303751189445,0.20325203252031798,5.081300813008127,0.050813008130079496,-11.35,-2976.43
账户1,000592,平潭发展,2025-11-24,2025-12-17,23.0,其他,-10.027855153203348,14.209968186638378,True,False,-1.624365482233503,62.1319796954315,-8.324873096446705,-0.41279669762640525,7.32714138286894,2.4767801857585203,42.23,820.55
账户1,000592,平潭发展,2026-05-08,2026-05-11,3.0,其他,0.8818342151675429,2.810516772438798,False,False,0.08748906386701893,5.336832895888,-2.012248468941391,0.08741258741258306,5.24475524475525,3.6713286713286664,0.44,211.92
账户1,000630,铜陵有色,2026-03-16,2026-03-17,1.0,低吸-弱势(下降通道抄底),-4.316546762589923,-17.458432304038006,False,True,1.8376722817764257,5.053598774885137,-1.071975497702915,0.4511278195488577,1.9548872180451093,-0.9022556390977488,3.52,776.22
账户1,000737,北方铜业,2026-02-03,2026-02-27,24.0,半路(主升途中未追涨),2.5655644241733055,14.341590612777043,True,False,4.653868528214056,9.831297265852236,-9.249563699825492,3.6687048360200203,4.94719288493608,-1.1117287381878782,3.96,1843.23
账户1,000737,北方铜业,2026-02-05,2026-02-27,22.0,其他,-7.251264755480602,10.97941359950092,True,False,0.6097560975609762,10.2439024390244,-4.8780487804877986,-3.5757575757575766,0.24242424242424399,-1.8181818181818188,8.96,144.86
账户1,000737,北方铜业,2026-02-05,2026-03-02,25.0,其他,-7.251264755480602,10.97941359950092,True,False,0.6097560975609762,15.243902439024382,-4.8780487804877986,-3.5757575757575766,0.24242424242424399,-1.8181818181818188,8.35,4046.0
账户1,000762,西藏矿业,2026-04-02,2026-04-03,1.0,打板/追涨,9.992962702322306,9.941972920696319,True,False,0.0,2.847088931541908,-10.812539987204106,0.0,2.847088931541908,-3.103007037747929,0.0,-53.76
账户1,000762,西藏矿业,2026-04-02,2026-04-03,1.0,打板/追涨,9.992962702322306,9.941972920696319,True,False,0.0,2.847088931541908,-10.812539987204106,0.0,2.847088931541908,-3.103007037747929,-2.4,-1102.85
账户1,000777,中核科技,2026-03-13,2026-03-17,4.0,其他,6.93227091633466,-4.125286478227652,True,False,0.18663680477790656,1.4930944382232303,-7.876073161627472,0.037257824143077656,1.3040238450074515,-0.5216095380029873,-2.31,-73.37
账户1,000831,中国稀土,2025-09-01,2025-09-02,1.0,半路(主升途中未追涨),1.3717421124828544,29.773030707610147,True,False,3.104290198814086,10.010463899546561,-2.1102197418904844,-0.03382949932340118,6.698240866035188,4.127198917456032,9.02,1017.51
账户1,000831,中国稀土,2025-09-03,2025-10-13,40.0,其他,-7.131254061078618,34.586794927853084,True,False,1.1679348787825283,8.246328083525057,-15.165457441160857,-2.046527899247863,-0.6471925835228376,-9.323071541018013,4.18,686.56
账户1,000831,中国稀土,2025-09-04,2025-10-13,39.0,其他,-9.323071541018013,20.713682432432435,True,False,-1.8553578190079412,13.858386974630822,-9.238924649753887,-0.2121913580247048,2.8742283950617287,2.3341049382715973,11.45,2391.96
账户1,000831,中国稀土,2025-09-18,2025-10-13,25.0,其他,-5.4680427304001356,6.539351851851838,True,False,-1.1174242424242364,13.901515151515165,-9.204545454545453,-1.3598927408542405,0.804443593181392,-1.7812679563302014,11.5,1198.71
账户1,000831,中国稀土,2025-09-18,2025-10-13,25.0,其他,-5.4680427304001356,6.539351851851838,True,False,-1.1174242424242364,13.901515151515165,-9.204545454545453,-1.3598927408542405,0.804443593181392,-1.7812679563302014,11.5,1198.71
账户1,000831,中国稀土,2025-10-20,2025-10-27,7.0,半路(主升途中未追涨),-1.992882562277587,13.010255379046875,True,False,1.1198825041307092,4.2775839911878055,-3.5065173489994383,0.0,1.779230210602778,1.4161220043573008,2.46,124.13
账户1,000831,中国稀土,2025-10-23,2025-10-27,4.0,其他,-2.0490303695572587,-3.9536109646810758,True,False,1.3823139556901953,7.555387237265654,-0.47339519030487054,0.0,2.988419872992165,2.2786701531565257,5.68,1173.02
账户1,000831,中国稀土,2025-11-27,2025-12-19,22.0,低吸-弱势(下降通道抄底),-0.7761966364812412,-2.1518987341772045,False,True,-1.244635193133048,3.7982832618025597,-8.58369098712446,-0.1303780964797996,1.9774011299434902,1.7166449369839132,-3.33,-802.95
账户1,000831,中国稀土,2025-11-27,2025-12-22,25.0,低吸-弱势(下降通道抄底),-0.7761966364812412,-2.1518987341772045,False,True,-1.244635193133048,3.7982832618025597,-8.58369098712446,-0.1303780964797996,1.9774011299434902,1.7166449369839132,-1.74,-346.61
账户1,000889,中嘉博创,2026-04-28,2026-04-29,1.0,打板/追涨,10.089686098654704,3.480278422273786,True,False,2.7196652719665204,4.184100418410042,-6.903765690376574,-1.8329938900203624,1.4256619144602967,-2.0366598778004175,2.72,244.89
账户1,000890,法尔胜,2026-03-17,2026-03-18,1.0,打板/追涨,10.000000000000009,51.36476426799006,True,False,6.170886075949356,10.759493670886066,-3.401898734177211,2.53353204172877,4.32190760059612,1.3412816691505292,4.19,408.52
账户1,000912,泸天化,2026-03-03,2026-03-04,1.0,半路(主升途中未追涨),0.9345794392523477,14.31623931623931,True,False,-5.263157894736836,2.4561403508771784,-12.807017543859656,-3.3333333333333437,5.370370370370381,5.185185185185182,-6.14,-2354.22
账户1,000938,紫光股份,2025-09-09,2025-10-27,48.0,其他,-5.215827338129497,-1.5929203539822967,True,False,-1.1257035647279423,20.675422138836772,-1.3883677298311303,0.4174573055028441,2.580645161290329,0.6072106261859611,6.12,1276.69
账户1,000968,蓝焰控股,2026-03-27,2026-03-30,3.0,半路(主升途中未追涨),5.855443732845389,15.539112050739945,True,False,0.6962576153176636,6.005221932114879,-5.308964316797205,2.9386343993085484,5.272255834053574,-5.358686257562672,-4.35,-2414.27
账户1,000993,闽东电力,2026-04-28,2026-04-29,1.0,其他,2.1704180064308742,-1.6600790513834007,False,False,-1.4728682170542573,0.3875968992248069,-6.04651162790698,-2.5177025963807997,-0.5507474429582992,-2.4390243902439046,-2.79,-1013.95
账户1,001309,德明利,2026-02-09,2026-02-13,4.0,低吸-弱势(下降通道抄底),3.451532583497885,-15.232896652110629,False,True,0.4334416937567642,5.968158706343241,-2.3422522297240955,-1.211718814839402,-0.46476886048634203,-1.4233546352394266,4.71,1099.55
账户1,002025,航天电器,2026-03-25,2026-03-27,2.0,其他,-2.923627684964214,18.675871835723147,True,False,-0.8229198415117489,4.388905821395905,-11.139896373057,-0.47633681622618607,-0.12292562999385304,-4.7633681622618385,-8.63,-1147.49
账户1,002025,航天电器,2026-03-25,2026-03-27,2.0,其他,-2.923627684964214,18.675871835723147,True,False,0.12307692307691465,5.384615384615388,-10.29230769230769,-0.47633681622618607,-0.12292562999385304,-4.7633681622618385,-7.75,-514.25
账户1,002025,航天电器,2026-04-29,2026-04-30,1.0,低吸-强势(均线多头回踩),-2.3098022231846316,-13.0538471193674,True,False,-1.6424418604651048,8.197674418604661,-1.9767441860465085,1.5220925077582326,10.004433279148795,8.157233633811135,4.64,930.82
账户1,002031,巨轮智能,2026-05-14,2026-05-15,1.0,半路(主升途中未追涨),4.80109739368999,24.828767123287676,True,False,-1.0362694300518172,8.808290155440424,-6.994818652849744,-4.057591623036649,9.947643979057608,9.947643979057608,-5.96,-56.38
账户1,002049,紫光国微,2025-08-20,2025-08-22,2.0,半路(主升途中未追涨),-0.41362530413625587,6.892067620286091,True,False,2.7875439477649477,6.077348066298338,-0.665494726268212,0.1954556559980336,2.467627656975324,-1.7224529684827683,3.77,495.18
账户1,002050,三花智控,2026-01-22,2026-01-28,6.0,其他,-3.313201035375324,6.584513518484458,True,False,-1.3382637788343033,3.18718084169749,-10.582849093150204,-1.73121542031055,-0.6782081028020803,-3.551668748884529,-9.44,-4340.08
账户1,002081,金 螳 螂,2026-05-29,2026-06-01,3.0,打板/追涨,10.000000000000009,-28.66242038216561,False,False,0.0,10.064935064935066,-9.902597402597413,2.110389610389607,10.064935064935066,10.064935064935066,2.11,192.77
账户1,002082,万邦德,2026-04-01,2026-04-02,1.0,打板/追涨,9.933774834437092,70.23675310033823,True,False,-0.06020469596627054,4.545454545454541,-11.830222757375076,-3.0120481927710885,4.608433734939732,4.03614457831325,0.24,207.35
账户1,002149,西部材料,2026-02-27,2026-03-02,3.0,低吸-弱势(下降通道抄底),3.2705649157581673,-8.951452806352634,False,False,-0.724085365853655,9.203506097560975,-5.487804878048774,-0.3071017274472232,10.000000000000009,5.7197696737044,5.95,3052.85
