code,name,buy_date,sell_date,buy_price,sell_price,qty,pnl,ret,hold_days,buy_fee,sell_fee,mfe,mae,pullback60,ma20_slope,ret10_prior,above_ma20,post5,post10,max_post10,min_post10,gave_back,exit_class,entry_class
2149,西部材料,2026-03-02,2026-03-03,54.35,55.0,1100,640.94,0.0119595216191352,1,21.78,52.28,0.054461821527138854,-0.08794848206071759,-0.06260779579165221,0.1960514233241506,-0.05667209849719346,True,-0.10981818181818181,-0.19927272727272727,-0.06454545454545446,-0.23709090909090913,0.04250229990800365,盈利持有合理,顺势/平台
2149,西部材料,2026-03-16,2026-03-17,42.85,43.43,500,263.43333333333334,0.0135355892648774,1,7.8,18.766666666666666,0.04690781796966159,-0.020770128354725803,-0.260952052431873,-0.21184139054861484,-0.20969498910675377,False,-0.04259728298411236,0.18673727837900067,0.2894312687082661,-0.0808197098779645,0.03337222870478419,盈利持有合理,下降通道抄底
2149,西部材料,2026-03-16,2026-03-17,43.76,43.43,100,-41.79333333333333,-0.0075411334552101,1,5.04,3.753333333333333,0.025137111517367527,-0.04113345521023759,-0.2452569851672991,-0.21184139054861484,-0.20969498910675377,False,-0.04259728298411236,0.18673727837900067,0.2894312687082661,-0.0808197098779645,0.032678244972577625,亏损其他,下降通道抄底
2171,楚江新材,2026-06-15,2026-06-16,13.86,14.28,5200,2093.59,0.0303030303030303,1,26.23,64.18,0.07359307359307365,-0.028860028860028808,,,,,0.051820728291316565,-0.020308123249299648,0.15336134453781503,-0.09453781512605042,0.04329004329004335,过早止盈(卖后继续大涨),未知
2171,楚江新材,2026-06-16,2026-06-17,14.09,15.1,5100,5058.28,0.0716820440028388,1,26.17,66.55,0.09865152590489723,-0.03477643718949608,,,,,0.04039735099337749,-0.08410596026490058,0.090728476821192,-0.14370860927152318,0.02696948190205843,过早止盈(卖后继续大涨),未知
2171,楚江新材,2026-06-17,2026-07-01,14.4,13.62,5200,-4144.458446601942,-0.0541666666666667,14,27.26,61.19844660194175,0.14374999999999982,-0.10208333333333341,,,,,-0.13656387665198233,-0.13656387665198233,0.047723935389133665,-0.13656387665198233,0.19791666666666652,浮盈转亏(止盈失败),未知
2171,楚江新材,2026-06-18,2026-07-01,15.11,13.62,3400,-5124.714368932038,-0.0986101919258769,13,18.7,40.014368932038835,0.09000661813368627,-0.1442753143613501,,,,,-0.13656387665198233,-0.13656387665198233,0.047723935389133665,-0.13656387665198233,0.18861681005956316,浮盈转亏(止盈失败),未知
2171,楚江新材,2026-06-23,2026-07-01,14.88,13.62,1700,-2171.2171844660193,-0.0846774193548388,8,9.21,20.007184466019417,0.09744623655913953,-0.13104838709677424,,,,,-0.13656387665198233,-0.13656387665198233,0.047723935389133665,-0.13656387665198233,0.18212365591397833,浮盈转亏(止盈失败),未知
2175,东方智造,2025-12-23,2026-01-06,4.85,4.56,4600,-1360.25,-0.0597938144329897,14,8.120000000000001,18.130000000000003,0.07216494845360844,-0.09072164948453598,-0.12926391382405755,-0.01663201663201641,-0.03469387755102038,True,-0.00877192982456143,-0.030701754385964897,0.03070175438596512,-0.039473684210526216,0.13195876288659814,浮盈转亏(止盈失败),高位回落接盘
2178,延华智能,2026-03-05,2026-03-06,7.2,6.84,7700,-2837.6800000000003,-0.05,1,20.17,45.51,0.019444444444444375,-0.08472222222222225,-0.05013192612137207,0.04538341158059467,0.01365705614567525,True,-0.04385964912280704,-0.09210526315789469,0.021929824561403466,-0.09210526315789469,0.06944444444444438,止损正确(卖后继续跌),顺势/平台
2190,成飞集成,2026-05-12,2026-05-14,32.628,32.33,1600,-540.500000000003,-0.0091332597768788,2,19.01,44.69,0.11499325732499699,-0.09464263822483754,,,,,-0.08134859263841632,-0.12867305907825544,0.032786885245901676,-0.14785029384472614,0.12412651710187579,浮盈转亏(止盈失败),未知
2192,融捷股份,2026-05-20,2026-05-22,90.52,84.71,1100,-6507.764166666667,-0.0641847105612019,2,36.25416666666667,80.51,0.014030048608042467,-0.07688908528501981,-0.2128695652173913,0.03903015966883494,-0.20983989926245739,False,-0.04261598394522492,-0.09349545508204449,0.03293589894935667,-0.1349309408570416,0.07821475916924436,止损过晚(死扛),高位回落接盘
2192,融捷股份,2026-05-20,2026-05-22,90.52,84.14,100,-648.5641666666667,-0.0704816615112681,2,3.2958333333333343,7.268333333333333,0.014030048608042467,-0.07688908528501981,-0.2128695652173913,0.03903015966883494,-0.20983989926245739,False,-0.036130259091989636,-0.08735440931780358,0.03993344425956735,-0.12907059662467313,0.08451171011931057,止损过晚(死扛),高位回落接盘
2192,融捷股份,2026-05-21,2026-05-22,89.686,84.14,500,-2825.681666666667,-0.0618379680217648,1,16.34,36.34166666666667,0.017661619427781217,-0.06830497513547273,-0.22012173913043476,0.09826308757439572,-0.13967649857278774,False,-0.036130259091989636,-0.08735440931780358,0.03993344425956735,-0.12907059662467313,0.07949958744954602,止损过晚(死扛),高位回落接盘
2241,歌尔股份,2025-10-20,2025-10-21,30.25,32.23,200,382.65999999999906,0.0654545454545453,1,5.06,8.280000000000001,0.07438016528925617,-0.0019834710743801276,-0.25639134709931166,-0.035250463821892564,-0.10755148741418763,False,0.042196711138690945,-0.013031337263419096,0.0828420726031649,-0.02637294446168159,0.00892561983471088,过早止盈(卖后继续大涨),下降通道抄底
2371,北方华创,2026-03-05,2026-03-06,463.94,467.82,100,330.68,0.0083631504073802,1,16.89,40.43,0.01793335345087721,-0.019334396689226985,-0.13119850187265913,-0.10597609561752985,-0.05515789473684207,False,-0.021247488350220167,0.0019238168526356514,0.013252960540378833,-0.06908640075242611,0.00957020304349701,盈利持有合理,高位回落接盘
2407,多氟多,2026-03-16,2026-03-17,30.28,29.36,600,-573.83,-0.0303830911492735,1,6.61,15.22,0.031704095112285335,-0.07166446499339507,-0.19317879030109242,0.03732347007397463,0.052182810368349264,True,-0.11001362397820169,-0.0524523160762943,-0.003065395095367851,-0.15769754768392363,0.06208718626155883,止损正确(卖后继续跌),高位回落接盘
2407,多氟多,2026-03-17,2026-03-18,28.48,27.82,600,-416.65,-0.0231741573033707,1,6.22,14.43,0.06390449438202239,-0.055828651685393305,-0.2411404209965361,0.026545698924731242,0.07117812061711093,False,-0.04457225017972688,0.008267433501078392,0.05212077641984192,-0.11107117181883541,0.0870786516853931,浮盈转亏(止盈失败),高位回落接盘
