account,code,name,open_date,close_date,hold_days,buy_price,sell_price,pnl_net,pnl_pct,t0_close_pct,max_float_gain,max_float_loss,n_buys_in_rt,gave_back_pct,scenario
账户2,000720,新能泰山,2026-04-13,2026-04-14,1.0,5.21,5.18,-114.64,-0.58,3.0710172744721653,5.374280230326289,-4.0307101727447225,1,5.954280230326289,B. 买了就涨 → 没跑 → 变小亏
账户2,000725,京东方Ａ,2026-05-27,2026-05-28,1.0,5.65,5.68,85.06,0.53,1.2389380530973382,7.787610619469021,-2.4778761061946986,1,7.257610619469021,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,000737,北方铜业,2026-02-05,2026-02-09,4.0,16.94,16.53,-595.57,-2.42,-2.5974025974026094,3.6009445100354087,-7.910271546635195,1,6.020944510035409,E. 买了就跌 → 割肉
账户2,000759,中百集团,2025-12-24,2025-12-30,6.0,9.07,7.67,-31209.68,-15.44,-3.0871003307607614,4.7409040793825685,-15.76626240352812,1,20.180904079382568,D. 买了就跌 → 死扛到大亏
账户2,000792,盐湖股份,2026-02-26,2026-03-04,6.0,39.004,36.69,-3512.14,-5.93,0.015383037637173302,1.7587939698492372,-9.752845861962866,1,7.688793969849237,G. 其他亏损
账户2,000798,中水渔业,2026-03-16,2026-03-17,1.0,11.8,11.282,-481.26,-4.39,-2.457627118644079,0.0,-8.389830508474583,1,4.39,E. 买了就跌 → 割肉
账户2,000859,国风新材,2026-06-11,2026-06-15,4.0,11.02,11.11,219.43,0.82,4.446460980036293,7.078039927404722,-2.8130671506351956,1,6.258039927404722,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,000859,国风新材,2026-06-11,2026-06-15,4.0,11.02,11.15,327.37,1.18,4.446460980036293,7.078039927404722,-2.8130671506351956,1,5.898039927404723,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,000889,中嘉博创,2026-04-16,2026-04-22,6.0,4.57,4.6,279.29,0.66,9.409190371991238,19.256017505470457,-4.157549234135671,4,18.596017505470456,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,000889,中嘉博创,2026-04-20,2026-04-22,2.0,5.11,4.6,-3287.25,-9.98,0.5870841487279677,6.653620352250478,-13.502935420743645,3,16.633620352250478,G. 其他亏损
账户2,000889,中嘉博创,2026-04-20,2026-04-22,2.0,5.11,4.6,-979.42,-9.98,0.5870841487279677,6.653620352250478,-13.502935420743645,3,16.633620352250478,G. 其他亏损
账户2,000889,中嘉博创,2026-04-22,2026-04-27,5.0,4.61,4.54,-17.23,-1.52,0.2169197396963085,5.206073752711471,-7.80911062906725,1,6.726073752711471,G. 其他亏损
账户2,000890,法尔胜,2026-04-03,2026-04-07,4.0,15.73,17.61,1115.41,11.95,1.7800381436745116,11.951684678957397,-1.0807374443738027,2,0.0016846789573978782,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,000890,法尔胜,2026-04-03,2026-04-07,4.0,16.01,17.61,1106.14,9.99,0.0,9.993753903810099,-2.810743285446604,2,0.0037539038100984357,F. 其他盈利
账户2,000890,法尔胜,2026-04-10,2026-04-14,4.0,14.26,12.64,-172.63,-11.36,-0.3506311360448766,9.396914446002814,-15.848527349228615,1,20.756914446002813,G. 其他亏损
账户2,000962,东方钽业,2026-04-10,2026-04-14,4.0,45.77,44.84,-390.97,-2.03,-1.9445051343674913,0.6336027965916591,-5.986454009176323,1,2.663602796591659,E. 买了就跌 → 割肉
账户2,000990,诚志股份,2026-04-29,2026-04-30,1.0,12.8,12.576,-933.34,-1.75,1.0937499999999822,4.843749999999991,-2.6562499999999933,1,6.593749999999991,B. 买了就涨 → 没跑 → 变小亏
账户2,001208,华菱线缆,2026-01-07,2026-01-09,2.0,26.01,29.23,5437.9,12.38,-0.6920415224913601,20.146097654748175,-11.764705882352944,1,7.766097654748174,F. 其他盈利
账户2,001208,华菱线缆,2026-01-21,2026-01-22,1.0,22.86,22.74,-154.51,-0.52,-0.9186351706036766,4.286964129483817,-2.4496937882764636,1,4.806964129483816,G. 其他亏损
账户2,001309,德明利,2026-03-04,2026-03-05,1.0,251.17,260.93,952.95,3.89,0.1592546880598844,6.03973404467093,-4.972727634669738,1,2.14973404467093,F. 其他盈利
账户2,002015,协鑫能科,2026-04-08,2026-04-10,2.0,17.91,17.6,-551.96,-1.73,0.0,0.7258514796203208,-4.243439419318829,1,2.455851479620321,G. 其他亏损
账户2,002025,航天电器,2026-03-18,2026-03-24,6.0,59.81,67.04,4308.58,12.09,0.6186256478849739,15.248286239759246,-5.851864236749704,1,3.1582862397592457,F. 其他盈利
账户2,002025,航天电器,2026-03-18,2026-03-26,8.0,59.81,63.18,994.37,5.63,0.6186256478849739,15.248286239759246,-5.851864236749704,1,9.618286239759247,F. 其他盈利
账户2,002025,航天电器,2026-04-02,2026-04-07,5.0,60.95,64.325,658.56,5.54,-0.541427399507799,9.466776045939284,-3.691550451189496,1,3.9267760459392838,F. 其他盈利
账户2,002025,航天电器,2026-04-10,2026-04-15,5.0,76.18,78.81,1027.46,3.45,0.06563402467838486,8.401155158834328,-2.599107377264376,3,4.951155158834328,F. 其他盈利
账户2,002025,航天电器,2026-04-14,2026-04-15,1.0,78.98,78.81,-114.43,-0.22,-0.37984299822739764,4.558115978728794,-4.760698911116745,2,4.778115978728794,G. 其他亏损
账户2,002025,航天电器,2026-04-14,2026-04-15,1.0,78.56,78.81,95.57,0.32,0.15274949083503575,5.117107942973509,-4.251527494908358,2,4.797107942973509,F. 其他盈利
账户2,002025,航天电器,2026-04-21,2026-04-22,1.0,74.4,74.71,71.79,0.42,-0.12096774193548487,6.317204301075252,-1.8413978494623673,1,5.897204301075252,F. 其他盈利
账户2,002025,航天电器,2026-04-29,2026-05-07,8.0,68.12,77.36,5510.22,13.56,-0.6605989430416903,14.327657075748657,-0.9982384028185631,3,0.7676570757486569,F. 其他盈利
账户2,002025,航天电器,2026-04-30,2026-05-07,7.0,72.0,77.36,529.95,7.44,1.6527777777777697,8.166666666666655,-5.624999999999991,2,0.726666666666655,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,002025,航天电器,2026-04-30,2026-05-13,13.0,72.0,74.33,681.42,3.24,1.6527777777777697,8.34722222222224,-5.624999999999991,3,5.107222222222239,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,002025,航天电器,2026-05-06,2026-05-13,7.0,75.91,74.33,-655.43,-2.08,0.6455012514820391,2.7664339349229516,-5.098142537215111,2,4.846433934922952,G. 其他亏损
账户2,002025,航天电器,2026-05-11,2026-05-13,2.0,75.82,73.89,-1389.44,-2.55,0.712213136375639,2.8884199419678236,-4.985491954629373,1,5.438419941967823,G. 其他亏损
账户2,002080,中材科技,2026-04-27,2026-04-28,1.0,52.5,52.9,324.81,0.76,-0.8190476190476192,4.628571428571426,-2.8380952380952396,1,3.8685714285714266,F. 其他盈利
账户2,002081,金 螳 螂,2026-04-30,2026-05-07,7.0,5.17,6.96,3205.74,34.62,14.119922630560943,38.10444874274661,-1.934235976789156,1,3.484448742746615,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,002149,西部材料,2026-03-13,2026-03-17,4.0,45.55,43.42,-2378.62,-4.68,-4.434687156970352,1.668496158068078,-7.881448957189896,1,6.348496158068078,E. 买了就跌 → 割肉
账户2,002151,北斗星通,2026-03-16,2026-03-17,1.0,47.97,46.7,-2870.36,-2.65,0.04169272461955753,0.08338544923911506,-5.941213258286437,1,2.733385449239115,G. 其他亏损
账户2,002155,湖南黄金,2026-04-15,2026-04-16,1.0,30.19,29.46,-2481.24,-2.42,-3.3454786353097066,0.6955945677376452,-4.27293805895993,1,3.115594567737645,D. 买了就跌 → 死扛到大亏
账户2,002173,创新医疗,2026-03-13,2026-03-16,3.0,31.56,32.37,389.41,2.57,0.47528517110266844,6.210392902408124,-9.378960709759177,2,3.640392902408124,F. 其他盈利
账户2,002173,创新医疗,2026-03-13,2026-03-16,3.0,31.56,32.86,634.28,4.12,0.47528517110266844,6.210392902408124,-9.378960709759177,2,2.090392902408124,F. 其他盈利
账户2,002173,创新医疗,2026-03-16,2026-03-17,1.0,32.28,30.867,-1009.91,-4.38,-3.7484510532837745,3.841387856257761,-8.054522924411401,1,8.22138785625776,E. 买了就跌 → 割肉
账户2,002190,成飞集成,2026-05-13,2026-05-19,6.0,34.77,31.48,-9941.06,-9.46,-2.6459591601955768,4.6304285303422565,-11.360368133448384,1,14.090428530342258,D. 买了就跌 → 死扛到大亏
账户2,002202,金风科技,2026-01-09,2026-01-12,3.0,31.84,34.82,6500.09,9.36,0.3140703517587884,10.332914572864338,-3.454773869346739,2,0.9729145728643385,F. 其他盈利
账户2,002202,金风科技,2026-01-09,2026-01-12,3.0,31.65,34.82,1884.05,10.02,0.9162717219589389,10.99526066350711,-2.8751974723538742,2,0.975260663507111,F. 其他盈利
账户2,002263,大东南,2026-04-02,2026-04-03,1.0,4.62,4.58,-94.58,-0.87,2.3809523809523947,12.12121212121211,-9.307359307359297,1,12.99121212121211,B. 买了就涨 → 没跑 → 变小亏
账户2,002269,美邦服饰,2026-04-01,2026-04-02,1.0,1.84,1.79,-849.77,-2.72,0.0,0.0,-6.521739130434789,1,2.72,G. 其他亏损
账户2,002294,信立泰,2026-03-25,2026-03-26,1.0,56.8,56.09,-901.91,-1.25,0.4401408450704247,2.2183098591549433,-1.320422535211263,1,3.4683098591549433,G. 其他亏损
账户2,002309,中利集团,2026-04-03,2026-04-07,4.0,4.98,5.06,148.47,1.61,1.0040160642570184,9.036144578313232,-6.224899598393585,2,7.426144578313232,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,002309,中利集团,2026-04-03,2026-04-07,4.0,5.1,5.06,-212.67,-0.78,-1.3725490196078272,6.470588235294117,-8.4313725490196,2,7.250588235294117,E. 买了就跌 → 割肉
账户2,002342,巨力索具,2026-04-24,2026-04-27,3.0,19.25,18.21,-114.91,-5.4,-1.0389610389610393,4.987012987012984,-9.142857142857153,1,10.387012987012984,E. 买了就跌 → 割肉
账户2,002384,东山精密,2026-03-17,2026-03-18,1.0,110.445,109.08,-578.35,-1.24,-0.6654896102132324,6.0799492960297075,-7.8002625741319225,3,7.319949296029708,G. 其他亏损
账户2,002384,东山精密,2026-03-17,2026-03-18,1.0,110.445,104.91,-2245.32,-5.01,-0.6654896102132324,6.0799492960297075,-7.8002625741319225,3,11.089949296029708,G. 其他亏损
账户2,002384,东山精密,2026-03-18,2026-03-19,1.0,105.62,107.31,482.04,1.6,1.6663510698731177,8.038250331376616,-3.58833554251089,2,6.438250331376617,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,002384,东山精密,2026-03-18,2026-03-19,1.0,103.63,107.31,1079.04,3.55,3.618643250024123,10.112901669400753,-1.7369487600115807,2,6.562901669400753,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,002426,胜利精密,2026-03-17,2026-03-18,1.0,4.5,4.36,-578.72,-3.11,0.0,4.222222222222238,-4.222222222222227,1,7.332222222222239,G. 其他亏损
账户2,002455,百川股份,2026-04-01,2026-04-02,1.0,14.481,13.7,-5855.22,-5.39,-4.426489883295348,1.1670464746909692,-10.227194254540429,1,6.557046474690969,E. 买了就跌 → 割肉
账户2,002457,青龙管业,2026-06-15,2026-06-16,1.0,12.95,12.88,-224.03,-0.54,0.23166023166023564,3.7837837837837895,-2.393822393822387,1,4.32378378378379,G. 其他亏损
账户2,002463,沪电股份,2025-10-31,2025-11-26,26.0,70.99,70.97,-50.77,-0.03,-0.04225947316524037,7.367234821805901,-16.10085927595435,2,7.397234821805902,G. 其他亏损
账户2,002463,沪电股份,2025-11-14,2025-11-26,12.0,62.06,70.97,2656.8,14.36,-0.7251047373509567,18.67547534643894,-4.028359651949732,1,4.315475346438941,F. 其他盈利
账户2,002463,沪电股份,2025-11-14,2025-11-26,12.0,62.06,71.41,1855.86,15.07,-0.7251047373509567,18.67547534643894,-4.028359651949732,1,3.60547534643894,F. 其他盈利
账户2,002463,沪电股份,2026-01-20,2026-01-26,6.0,71.13,71.46,166.29,0.46,0.0,8.252495430901163,-0.5342330943343132,1,7.792495430901163,F. 其他盈利
账户2,002465,海格通信,2026-01-26,2026-02-05,10.0,17.69,17.45,-657.64,-1.36,-0.45223289994348326,10.118711136235149,-4.918032786885251,1,11.478711136235148,G. 其他亏损
账户2,002491,通鼎互联,2026-06-03,2026-06-04,1.0,26.19,26.04,-270.87,-0.57,-6.872852233676974,2.443680794196257,-10.194730813287523,2,3.0136807941962567,E. 买了就跌 → 割肉
账户2,002491,通鼎互联,2026-06-03,2026-06-04,1.0,25.287,26.04,510.8,2.98,-3.5472772570886213,6.101949618380975,-6.987780282358525,2,3.121949618380975,F. 其他盈利
账户2,002553,南方精工,2026-04-21,2026-04-22,1.0,25.77,25.2,-1942.76,-2.21,-1.0477299185098987,0.7760962359332435,-3.3760186263096625,1,2.9860962359332435,D. 买了就跌 → 死扛到大亏
账户2,002565,顺灏股份,2026-04-17,2026-04-20,3.0,18.46,19.81,4273.61,7.31,2.4918743228602436,11.375947995666301,-6.825568797399795,1,4.065947995666302,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,002570,贝因美,2026-06-05,2026-06-09,4.0,5.82,5.31,-5859.49,-8.76,-3.7800687285223455,2.577319587628857,-10.481099656357395,1,11.337319587628857,D. 买了就跌 → 死扛到大亏
账户2,002575,群兴玩具,2026-06-04,2026-06-05,1.0,5.98,5.84,-1154.71,-2.34,-1.0033444816053616,2.6755852842809347,-4.515050167224088,2,5.0155852842809345,E. 买了就跌 → 割肉
账户2,002575,群兴玩具,2026-06-04,2026-06-05,1.0,5.96,5.84,-412.95,-2.01,-0.6711409395973145,3.0201342281879207,-4.194630872483218,2,5.03013422818792,G. 其他亏损
账户2,002611,东方精工,2026-05-18,2026-05-19,1.0,19.58,19.67,399.92,0.46,-1.0214504596527063,6.0776302349336175,-6.945863125638407,2,5.617630234933618,F. 其他盈利
账户2,002611,东方精工,2026-05-19,2026-05-22,3.0,19.98,18.93,-5427.11,-5.26,1.85185185185186,3.953953953953948,-7.657657657657668,1,9.213953953953947,A. 买了就涨 → 没跑 → 变大亏
账户2,002640,跨境通,2026-05-12,2026-05-13,1.0,4.34,4.41,23.9,1.61,-0.23041474654377225,6.2211981566820285,-1.8433179723502335,1,4.611198156682028,F. 其他盈利
账户2,002716,湖南白银,2026-01-05,2026-01-06,1.0,7.31,7.96,3736.29,8.89,4.103967168262668,12.038303693570441,-0.6839945280437743,1,3.1483036935704405,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,002716,湖南白银,2026-01-05,2026-01-06,1.0,7.31,7.99,3977.6,9.3,4.103967168262668,12.038303693570441,-0.6839945280437743,1,2.7383036935704403,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,002792,通宇通讯,2026-02-05,2026-02-09,4.0,51.33,50.6,-312.12,-1.42,-0.155854276251699,3.2339762322228793,-3.3703487239431063,1,4.653976232222879,G. 其他亏损
账户2,002831,裕同科技,2026-03-17,2026-03-18,1.0,35.81,36.2,27.19,1.09,-0.02792516056968619,9.969282323373353,-4.412175370008398,1,8.879282323373353,F. 其他盈利
账户2,002865,钧达股份,2026-06-17,2026-06-18,1.0,69.09,64.58,-1370.18,-6.53,-3.271095672311486,1.2737009697495916,-8.090895932841224,2,7.803700969749592,D. 买了就跌 → 死扛到大亏(且加仓)
账户2,002865,钧达股份,2026-06-17,2026-06-22,5.0,69.09,60.71,-5055.56,-12.13,-3.271095672311486,1.2737009697495916,-12.34621508177739,2,13.403700969749593,D. 买了就跌 → 死扛到大亏(且加仓)
账户2,002865,钧达股份,2026-06-18,2026-06-22,4.0,64.841,60.71,-3341.13,-6.37,-1.4820869511574353,2.250119523141225,-6.602304097715939,1,8.620119523141225,D. 买了就跌 → 死扛到大亏
账户2,002866,传艺科技,2026-04-22,2026-04-23,1.0,27.47,27.06,-560.59,-1.49,-0.6188569348379969,6.334182744812522,-8.591190389515834,4,7.824182744812522,G. 其他亏损
账户2,002866,传艺科技,2026-04-23,2026-04-27,4.0,26.24,25.96,-330.71,-1.07,-3.2774390243902385,5.868902439024404,-7.54573170731706,3,6.938902439024404,E. 买了就跌 → 割肉
账户2,002866,传艺科技,2026-04-23,2026-04-27,4.0,25.63,25.96,186.2,1.29,-0.9754194303550512,8.38860710105347,-5.345298478345684,3,7.09860710105347,F. 其他盈利
账户2,002866,传艺科技,2026-04-23,2026-04-28,5.0,25.63,27.12,436.86,5.81,-0.9754194303550512,8.427623878267653,-5.345298478345684,4,2.6176238782676533,F. 其他盈利
账户2,002866,传艺科技,2026-04-23,2026-04-28,5.0,25.63,26.66,504.88,4.02,-0.9754194303550512,8.427623878267653,-5.345298478345684,4,4.407623878267653,F. 其他盈利
账户2,002866,传艺科技,2026-04-23,2026-04-28,5.0,25.38,26.66,1258.33,5.04,0.0,9.49566587864461,-4.412923561859728,4,4.45566587864461,F. 其他盈利
账户2,002866,传艺科技,2026-04-28,2026-04-29,1.0,26.71,26.28,-364.5,-1.61,0.8985398727068494,4.0434294271808335,-4.530138524897042,1,5.653429427180834,G. 其他亏损
账户2,002873,新天药业,2026-04-08,2026-04-10,2.0,13.09,10.22,-12374.99,-21.93,-13.521772345301752,0.0,-24.216959511077164,1,21.93,E. 买了就跌 → 割肉
账户2,002897,意华股份,2026-05-19,2026-05-22,3.0,70.656,66.0,-6587.56,-6.59,4.010982789855055,5.4121376811594235,-7.721920289855078,1,12.002137681159423,A. 买了就涨 → 没跑 → 变大亏
账户2,002902,铭普光磁,2026-04-08,2026-04-14,6.0,29.37,30.52,1465.16,3.92,0.0,8.784473953013272,-6.877766428328225,1,4.864473953013272,F. 其他盈利
账户2,002971,和远气体,2026-01-08,2026-01-09,1.0,33.63,31.76,-1141.53,-5.56,0.0,0.0,-7.552780255724068,1,5.56,G. 其他亏损
账户2,300383,光环新网,2026-04-01,2026-04-08,7.0,18.04,17.69,-547.96,-1.94,-2.161862527716185,2.2727272727272707,-10.864745011086486,1,4.212727272727271,E. 买了就跌 → 割肉
账户2,300383,光环新网,2026-04-01,2026-04-14,13.0,18.04,18.35,24.77,1.72,-2.161862527716185,6.208425720620858,-10.864745011086486,1,4.488425720620858,F. 其他盈利
账户2,300454,深信服,2026-05-22,2026-05-25,3.0,115.19,115.165,-88.2,-0.02,0.5208785484851264,3.0818647452035774,-3.541974129698755,1,3.1018647452035775,G. 其他亏损
账户2,300670,大烨智能,2026-06-02,2026-06-03,1.0,6.9,6.833,-171.95,-0.97,-0.28985507246377384,2.608695652173898,-5.942028985507253,1,3.5786956521738977,G. 其他亏损
账户2,300691,联合光电,2026-06-11,2026-06-12,1.0,17.18,16.05,-2172.25,-6.58,0.0,3.72526193247964,-7.450523864959246,1,10.30526193247964,G. 其他亏损
账户2,300723,一品红,2026-06-09,2026-06-10,1.0,35.37,34.05,-1346.11,-3.73,-0.08481764206953457,1.5549901046084447,-5.032513429459973,4,5.284990104608445,G. 其他亏损
账户2,300723,一品红,2026-06-09,2026-06-10,1.0,35.17,34.05,-917.89,-3.18,0.48336650554450244,2.1324992891669003,-4.492465169178272,4,5.312499289166901,G. 其他亏损
账户2,300723,一品红,2026-06-10,2026-06-11,1.0,34.24,33.39,-353.5,-2.48,-0.6717289719626263,3.0373831775700966,-3.0373831775700855,2,5.517383177570096,G. 其他亏损
账户2,300723,一品红,2026-06-10,2026-06-11,1.0,34.24,33.39,-614.87,-2.48,-0.6717289719626263,3.0373831775700966,-3.0373831775700855,2,5.517383177570096,G. 其他亏损
账户2,300766,每日互动,2026-04-08,2026-04-09,1.0,38.39,36.05,-2603.9,-6.1,-1.1982287053920349,1.5889554571502984,-6.61630632977338,1,7.688955457150298,D. 买了就跌 → 死扛到大亏
账户2,300851,交大思诺,2026-05-28,2026-06-01,4.0,30.56,27.48,-1865.53,-10.08,-0.5562827225130795,4.352094240837712,-14.888743455497377,4,14.432094240837712,G. 其他亏损
账户2,300851,交大思诺,2026-05-28,2026-06-01,4.0,30.4,27.48,-294.54,-9.61,-0.03289473684210398,4.901315789473681,-14.440789473684202,4,14.51131578947368,G. 其他亏损
账户2,300851,交大思诺,2026-05-28,2026-06-03,6.0,30.4,26.914,-3507.24,-11.47,-0.03289473684210398,4.901315789473681,-14.440789473684202,5,16.371315789473684,G. 其他亏损
账户2,300851,交大思诺,2026-05-29,2026-06-03,5.0,30.33,26.914,-1721.35,-11.26,-11.572700296735894,1.3517969007583286,-14.243323442136491,3,12.611796900758328,E. 买了就跌 → 割肉
账户2,300851,交大思诺,2026-06-01,2026-06-03,2.0,27.501,26.914,-487.96,-2.13,-0.07636085960510686,3.1235227809897737,-5.421621031962475,2,5.2535227809897735,G. 其他亏损
账户2,300851,交大思诺,2026-06-03,2026-06-04,1.0,27.02,26.2,-93.31,-3.03,-2.2945965951147285,1.81347150259068,-6.0325684678016245,1,4.843471502590679,E. 买了就跌 → 割肉
账户2,301038,深水规院,2026-05-29,2026-06-01,3.0,20.24,18.8,-154.94,-7.11,-0.24703557312251156,6.225296442687744,-9.486166007905128,1,13.335296442687746,G. 其他亏损
账户2,301278,快可电子,2026-04-22,2026-04-23,1.0,40.35,40.93,161.41,1.44,9.045848822800483,13.952912019826513,-2.7261462205700138,1,12.512912019826514,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,301278,快可电子,2026-04-22,2026-04-23,1.0,40.35,40.9,935.63,1.36,9.045848822800483,13.952912019826513,-2.7261462205700138,1,12.592912019826514,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,301308,江波龙,2026-03-17,2026-03-23,6.0,334.0,321.12,-1314.06,-3.86,-0.6287425149700709,10.356287425149691,-8.682634730538918,1,14.216287425149691,G. 其他亏损
账户2,301396,宏景科技,2026-04-28,2026-04-30,2.0,317.8,316.0,-610.22,-0.57,5.7237256135934445,8.999370673379481,-6.859660163624925,1,9.569370673379481,B. 买了就涨 → 没跑 → 变小亏
账户2,301458,钧崴电子,2026-05-14,2026-05-15,1.0,44.36,42.601,-4297.77,-3.97,-3.0432822362488787,0.5861136158701541,-4.891794409377825,1,4.556113615870155,D. 买了就跌 → 死扛到大亏
账户2,600026,中远海能,2026-03-19,2026-03-25,6.0,23.62,25.14,3602.62,6.44,0.46570702794241914,15.02963590177815,-3.1329381879762974,1,8.589635901778149,F. 其他盈利
账户2,600026,中远海能,2026-03-26,2026-03-31,5.0,23.87,22.07,-4542.51,-7.54,0.12568077084205154,6.116464180980308,-9.25848345203184,1,13.656464180980308,G. 其他亏损
账户2,600108,亚盛集团,2026-03-04,2026-03-05,1.0,4.75,4.95,4847.73,4.21,11.368421052631582,19.157894736842106,-6.315789473684208,1,14.947894736842105,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,600111,北方稀土,2025-11-27,2025-12-19,22.0,45.0,45.04,0.5,0.09,-1.2666666666666715,8.133333333333326,-3.2888888888888856,1,8.043333333333326,F. 其他盈利
账户2,600111,北方稀土,2025-11-27,2025-12-24,27.0,45.0,45.33,115.35,0.73,-1.2666666666666715,8.133333333333326,-3.2888888888888856,1,7.403333333333325,F. 其他盈利
账户2,600143,金发科技,2026-06-09,2026-06-10,1.0,16.51,16.34,-347.88,-1.03,1.4536644457904258,1.6353725015142206,-4.239854633555429,2,2.665372501514221,G. 其他亏损
账户2,600143,金发科技,2026-06-09,2026-06-10,1.0,16.6,16.34,-871.84,-1.57,0.9036144578313143,1.0843373493975905,-4.759036144578321,2,2.654337349397591,G. 其他亏损
账户2,600151,航天机电,2025-12-19,2025-12-24,5.0,18.72,15.69,-617.64,-16.19,0.8547008547008517,3.472222222222232,-22.809829059829056,1,19.662222222222233,G. 其他亏损
账户2,600151,航天机电,2026-04-23,2026-04-28,5.0,15.29,13.881,-6956.69,-9.22,0.2616088947024364,1.8966644865925586,-11.314584695879649,1,11.116664486592558,G. 其他亏损
账户2,600227,赤天化,2026-03-03,2026-03-04,1.0,3.34,3.38,410.68,1.2,-0.5988023952095856,4.491017964071875,-10.479041916167652,1,3.291017964071875,F. 其他盈利
账户2,600256,广汇能源,2026-03-02,2026-03-03,1.0,6.4,7.05,5544.64,10.16,1.0937499999999822,11.250000000000004,-4.531249999999998,1,1.0900000000000034,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,600259,中稀有色,2026-06-04,2026-06-05,1.0,94.79,95.55,204.35,0.8,-1.0655132397932365,3.280936807680135,-10.222597320392456,2,2.480936807680135,F. 其他盈利
账户2,600259,中稀有色,2026-06-04,2026-06-05,1.0,95.2,95.55,23.78,0.37,-1.491596638655468,2.8361344537815247,-10.609243697478998,2,2.4661344537815246,F. 其他盈利
账户2,600313,农发种业,2026-03-16,2026-03-17,1.0,9.04,9.32,677.89,3.1,0.4424778761062065,8.407079646017724,-8.407079646017701,1,5.3070796460177245,F. 其他盈利
账户2,600339,中油工程,2026-04-02,2026-04-03,1.0,4.46,4.6,1406.18,3.14,0.0,9.641255605381161,-9.865470852017943,1,6.501255605381161,F. 其他盈利
账户2,600339,中油工程,2026-04-02,2026-04-03,1.0,4.46,4.64,1835.57,4.04,0.0,9.641255605381161,-9.865470852017943,1,5.601255605381161,F. 其他盈利
账户2,600376,首开股份,2026-03-23,2026-03-24,1.0,5.86,5.62,-1176.04,-4.1,0.17064846416381396,5.631399317406149,-6.1433447098976135,1,9.731399317406149,G. 其他亏损
账户2,600552,凯盛科技,2026-04-07,2026-04-08,1.0,12.23,12.69,356.3,3.76,1.6353229762878119,3.8430089942763646,-3.107113654946858,2,0.08300899427636477,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,600552,凯盛科技,2026-04-07,2026-04-08,1.0,12.01,12.69,1338.24,5.66,3.497085761865115,5.745212323064108,-1.3322231473771873,2,0.0852123230641082,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,600552,凯盛科技,2026-04-16,2026-04-20,4.0,13.71,15.31,11278.82,11.67,-0.4376367614879695,12.764405543398972,-2.844638949671774,1,1.0944055433989721,F. 其他盈利
账户2,600580,卧龙电驱,2026-05-15,2026-05-18,3.0,40.85,40.73,-392.53,-0.29,-0.9057527539779842,1.7870257037943649,-5.01835985312119,1,2.077025703794365,G. 其他亏损
账户2,600584,长电科技,2026-01-22,2026-01-29,7.0,50.04,49.106,-489.78,-1.87,-1.2789768185451633,9.172661870503607,-7.7737809752198235,1,11.042661870503608,E. 买了就跌 → 割肉
账户2,600666,奥瑞德,2026-03-27,2026-03-30,3.0,6.07,6.08,-6.58,0.16,0.16474464579900872,6.58978583196046,-15.485996705107086,1,6.4297858319604595,F. 其他盈利
账户2,600693,东百集团,2026-01-12,2026-01-13,1.0,19.75,20.15,2885.53,2.03,6.379746835443045,12.506329113924043,-4.25316455696202,1,10.476329113924043,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,600722,金牛化工,2026-03-05,2026-03-10,5.0,13.15,12.49,-2678.31,-5.02,-6.4638783269961975,13.155893536121678,-15.5893536121673,1,18.175893536121677,E. 买了就跌 → 割肉
账户2,600722,金牛化工,2026-03-05,2026-03-10,5.0,13.15,12.46,-1331.33,-5.25,-6.4638783269961975,13.155893536121678,-15.5893536121673,1,18.405893536121678,E. 买了就跌 → 割肉
账户2,600759,洲际油气,2026-03-05,2026-03-13,8.0,9.07,7.0,-8925.35,-22.82,-4.079382579933855,0.22050716648289725,-23.814773980154357,2,23.040507166482897,D. 买了就跌 → 死扛到大亏(且加仓)
