account,code,name,open_date,close_date,hold_days,buy_price,sell_price,pnl_net,pnl_pct,t0_close_pct,max_float_gain,max_float_loss,n_buys_in_rt,gave_back_pct,scenario
账户1,600096,云天化,2026-03-13,2026-03-16,3.0,43.91,41.34,-265.61,-5.85,-1.7763607378729063,2.7100888180369154,-7.765884764290587,4,8.560088818036915,D. 买了就跌 → 死扛到大亏(且加仓)
账户1,600096,云天化,2026-03-13,2026-03-16,3.0,43.81,41.34,-2773.85,-5.64,-1.5521570417712849,2.9445332115955347,-7.555352659210235,4,8.584533211595534,D. 买了就跌 → 死扛到大亏(且加仓)
账户1,600096,云天化,2026-03-13,2026-03-16,3.0,43.81,40.76,-2170.83,-6.96,-1.5521570417712849,2.9445332115955347,-7.555352659210235,4,9.904533211595535,D. 买了就跌 → 死扛到大亏(且加仓)
账户1,600096,云天化,2026-03-13,2026-03-16,3.0,43.58,40.76,-1722.65,-6.47,-1.0325837540155924,3.4878384580082633,-7.0674621385956815,4,9.957838458008263,D. 买了就跌 → 死扛到大亏(且加仓)
账户1,600096,云天化,2026-03-13,2026-03-17,4.0,43.58,40.3,-4329.9,-7.53,-1.0325837540155924,3.4878384580082633,-10.119320789352903,4,11.017838458008264,E. 买了就跌 → 割肉
账户1,600096,云天化,2026-03-16,2026-03-17,1.0,40.71,40.3,-275.79,-1.01,-0.04912797838370064,9.014984033407035,-3.7828543355440947,1,10.024984033407035,G. 其他亏损
账户1,600118,中国卫星,2026-01-08,2026-01-09,1.0,104.59,103.91,-242.35,-0.65,-2.476336169805915,4.216464289128985,-6.82665646811359,1,4.866464289128985,E. 买了就跌 → 割肉
账户1,600151,航天机电,2026-04-21,2026-04-28,7.0,15.17,13.89,-7785.17,-8.44,-0.3295978905735075,2.9004614370468085,-10.613052076466712,1,11.340461437046809,G. 其他亏损
账户1,600227,赤天化,2026-03-03,2026-03-04,1.0,3.49,3.18,-2731.98,-8.88,-4.871060171919783,0.0,-14.326647564469909,1,8.88,E. 买了就跌 → 割肉
账户1,600256,广汇能源,2026-03-03,2026-03-04,1.0,6.88,7.09,886.03,3.05,3.488372093023262,5.3779069767441845,-6.83139534883721,1,2.3279069767441847,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600276,恒瑞医药,2026-01-28,2026-02-02,5.0,56.56,56.52,-98.49,-0.07,-0.017680339462522454,5.710749646393198,-0.8486562942008558,1,5.780749646393199,G. 其他亏损
账户1,600343,航天动力,2026-04-14,2026-04-15,1.0,33.95,34.865,83.46,2.7,0.058910162002923094,5.567010309278353,-7.62886597938145,2,2.8670103092783528,F. 其他盈利
账户1,600343,航天动力,2026-04-14,2026-04-15,1.0,33.93,34.865,2052.79,2.76,0.11788977306217419,5.629236663719439,-7.5744179192455015,2,2.8692366637194393,F. 其他盈利
账户1,600376,首开股份,2026-03-24,2026-03-25,1.0,5.69,5.61,-417.22,-1.41,1.2302284710017375,8.787346221441128,-2.811950790861162,1,10.197346221441128,B. 买了就涨 → 没跑 → 变小亏
账户1,600391,航发科技,2025-09-02,2025-10-13,41.0,30.5,29.48,-318.74,-3.34,-0.5573770491803298,2.688524590163932,-17.7704918032787,2,6.028524590163932,G. 其他亏损
账户1,600391,航发科技,2025-09-03,2025-10-13,40.0,27.56,29.48,752.7,6.97,-0.907111756168355,10.304789550072568,-8.998548621190128,1,3.3347895500725686,F. 其他盈利
账户1,600488,津药药业,2026-04-16,2026-04-17,1.0,6.31,5.96,-4754.04,-5.55,-0.31695721077653616,6.022187004754365,-6.022187004754354,1,11.572187004754365,G. 其他亏损
账户1,600528,中铁工业,2026-03-31,2026-04-01,1.0,9.17,8.701,-9741.14,-5.11,0.0,4.689203925845153,-9.160305343511443,1,9.799203925845154,G. 其他亏损
账户1,600552,凯盛科技,2026-04-08,2026-04-09,1.0,12.52,12.82,853.06,2.4,1.3578274760383424,3.5942492012779548,-0.8785942492012699,1,1.1942492012779549,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600580,卧龙电驱,2025-09-01,2025-09-03,2.0,33.0,37.5,2227.75,13.64,3.1212121212121247,14.545454545454529,-5.454545454545457,3,0.9054545454545284,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600580,卧龙电驱,2025-09-01,2025-09-03,2.0,33.0,37.65,460.54,14.09,3.1212121212121247,14.545454545454529,-5.454545454545457,3,0.4554545454545291,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600580,卧龙电驱,2025-09-02,2025-09-03,1.0,32.52,37.65,2034.24,15.77,5.9040590405903925,16.236162361623595,-4.059040590405916,2,0.4661623616235957,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600580,卧龙电驱,2025-09-02,2025-10-27,55.0,32.52,49.2,3325.13,51.29,5.9040590405903925,74.87699876998768,-4.059040590405916,6,23.58699876998768,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600580,卧龙电驱,2025-09-02,2025-10-27,55.0,32.0,49.2,5142.15,53.75,7.624999999999993,77.71874999999999,-2.500000000000002,6,23.968749999999986,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600580,卧龙电驱,2025-10-14,2025-10-27,13.0,44.45,49.2,1407.13,10.69,-1.7097862767154193,11.99100112485938,-3.1721034870641263,4,1.301001124859381,F. 其他盈利
账户1,600580,卧龙电驱,2025-10-23,2025-10-27,4.0,45.61,49.2,1765.43,7.87,1.2716509537382015,9.142731857048902,-0.043850032887515766,3,1.2727318570489023,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600580,卧龙电驱,2025-10-23,2025-10-27,4.0,45.9,49.2,646.41,7.19,0.6318082788671076,8.453159041394343,-0.6753812636165479,3,1.263159041394343,F. 其他盈利
账户1,600580,卧龙电驱,2025-10-24,2025-10-27,3.0,46.18,49.2,1184.28,6.54,1.6673884798614091,7.795582503248166,-0.4330879168471302,1,1.2555825032481662,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600580,卧龙电驱,2026-01-19,2026-01-22,3.0,48.0,47.03,-4523.64,-2.02,0.8750000000000036,2.45833333333334,-3.1041666666666745,2,4.478333333333341,G. 其他亏损
账户1,600580,卧龙电驱,2026-01-22,2026-01-28,6.0,47.19,44.2,-4263.51,-6.34,-0.6145369781733412,2.6700572155117674,-7.946598855689768,1,9.010057215511768,G. 其他亏损
账户1,600580,卧龙电驱,2026-03-23,2026-03-26,3.0,41.47,38.99,-2275.92,-5.98,-1.6638533879913098,0.0,-10.778876296117668,1,5.98,E. 买了就跌 → 割肉
账户1,600693,东百集团,2026-01-13,2026-01-14,1.0,20.6,17.56,-15313.39,-14.76,-8.203883495145636,7.864077669902891,-17.37864077669904,1,22.624077669902892,E. 买了就跌 → 割肉
账户1,600722,金牛化工,2026-03-04,2026-03-05,1.0,11.6,11.76,378.6,1.38,3.2758620689655293,13.534482758620703,-4.31034482758621,1,12.154482758620702,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600722,金牛化工,2026-03-24,2026-03-25,1.0,16.64,16.01,-1169.82,-3.79,-4.026442307692301,3.3653846153846034,-9.915865384615385,1,7.1553846153846035,E. 买了就跌 → 割肉
账户1,600743,华远控股,2026-06-04,2026-06-05,1.0,2.54,2.46,-2491.53,-3.15,1.1811023622047223,11.41732283464567,-5.118110236220463,1,14.56732283464567,A. 买了就涨 → 没跑 → 变大亏
账户1,600759,洲际油气,2026-03-06,2026-03-12,6.0,8.1,7.5,-65.68,-7.41,1.7283950617283939,11.851851851851869,-14.691358024691347,1,19.26185185185187,A. 买了就涨 → 没跑 → 变大亏
账户1,600759,洲际油气,2026-03-06,2026-03-13,7.0,8.1,7.04,-751.57,-13.09,1.7283950617283939,11.851851851851869,-14.691358024691347,2,24.94185185185187,A. 买了就涨 → 没跑 → 变大亏(且加仓)
账户1,600759,洲际油气,2026-03-06,2026-03-13,7.0,8.1,7.03,-12300.89,-13.21,1.7283950617283939,11.851851851851869,-14.691358024691347,2,25.06185185185187,A. 买了就涨 → 没跑 → 变大亏(且加仓)
账户1,600759,洲际油气,2026-03-06,2026-03-13,7.0,8.1,7.0,-12753.49,-13.58,1.7283950617283939,11.851851851851869,-14.691358024691347,2,25.431851851851867,A. 买了就涨 → 没跑 → 变大亏(且加仓)
账户1,600759,洲际油气,2026-03-13,2026-03-31,18.0,6.98,5.88,-115.52,-15.76,0.5730659025787732,8.882521489971328,-18.481375358166186,2,24.64252148997133,G. 其他亏损
账户1,600759,洲际油气,2026-03-25,2026-03-31,6.0,6.08,5.88,-1969.29,-3.29,0.164473684210531,6.414473684210531,-6.41447368421052,1,9.70447368421053,G. 其他亏损
账户1,600821,金开新能,2026-03-18,2026-03-20,2.0,10.67,11.79,3096.59,10.5,-2.0618556701030966,14.33926897844422,-8.247422680412376,1,3.8392689784442204,F. 其他盈利
账户1,600857,宁波中百,2026-05-14,2026-05-15,1.0,14.697,14.07,-2384.67,-4.27,5.599782268490161,5.803905558957623,-8.348642580118382,1,10.073905558957623,A. 买了就涨 → 没跑 → 变大亏
账户1,600863,华能蒙电,2026-04-13,2026-04-14,1.0,4.8,4.71,-28.49,-1.87,0.0,2.5000000000000133,-3.541666666666665,1,4.370000000000013,G. 其他亏损
账户1,600865,百大集团,2026-01-08,2026-01-13,5.0,17.4,16.835,-3573.88,-3.25,-1.2643678160919491,8.218390804597696,-8.908045977011492,1,11.468390804597696,E. 买了就跌 → 割肉
账户1,600936,北投科技,2026-05-22,2026-05-25,3.0,5.7,6.03,22.68,5.79,1.403508771929829,9.64912280701753,-3.157894736842115,1,3.8591228070175303,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600936,北投科技,2026-06-02,2026-06-04,2.0,5.83,6.15,529.87,5.49,1.5437392795883298,14.23670668953687,-10.806174957118353,4,8.74670668953687,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600936,北投科技,2026-06-03,2026-06-04,1.0,6.2,6.15,-310.88,-0.81,5.000000000000004,7.41935483870968,-3.2258064516129115,3,8.22935483870968,B. 买了就涨 → 没跑 → 变小亏
账户1,600936,北投科技,2026-06-03,2026-06-04,1.0,6.08,6.15,331.1,1.15,7.072368421052633,9.539473684210531,-1.3157894736842146,3,8.38947368421053,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,600936,北投科技,2026-06-04,2026-06-05,1.0,6.64,5.93,-4664.01,-10.69,-7.078313253012047,0.3012048192771122,-14.156626506024095,1,10.991204819277112,E. 买了就跌 → 割肉
账户1,600936,北投科技,2026-06-08,2026-06-09,1.0,5.81,5.45,-3338.11,-6.2,-3.9586919104991347,1.0327022375215211,-6.884681583476759,3,7.232702237521521,D. 买了就跌 → 死扛到大亏(且加仓)
账户1,600936,北投科技,2026-06-08,2026-06-09,1.0,5.77,5.45,-1470.65,-5.55,-3.2928942807625594,1.7331022530329365,-6.239168110918536,3,7.283102253032936,D. 买了就跌 → 死扛到大亏(且加仓)
账户1,600936,北投科技,2026-06-08,2026-06-09,1.0,5.6,5.45,-1159.93,-2.68,-0.35714285714284477,4.8214285714285765,-3.392857142857131,3,7.501428571428576,G. 其他亏损
账户1,600938,中国海油,2026-03-12,2026-03-13,1.0,42.8,41.68,-124.16,-2.62,0.4672897196261738,2.009345794392514,-3.2710280373831724,1,4.629345794392514,G. 其他亏损
账户1,600989,宝丰能源,2026-03-10,2026-03-12,2.0,29.14,33.48,422.27,14.89,-0.6520247083047437,18.737131091283455,-5.353466026081,2,3.8471310912834547,F. 其他盈利
账户1,600989,宝丰能源,2026-03-10,2026-03-12,2.0,29.21,33.67,4862.27,15.27,-0.8901061280383482,18.452584731256415,-5.580280725778852,2,3.1825847312564157,F. 其他盈利
账户1,600995,南网储能,2026-06-01,2026-06-03,2.0,15.93,15.58,-812.38,-2.2,2.5737602008788496,3.264281230382915,-6.591337099811668,1,5.464281230382915,B. 买了就涨 → 没跑 → 变小亏
账户1,601099,太平洋,2025-09-03,2025-10-17,44.0,4.43,4.42,-9.15,-0.23,-1.8058690744921058,17.83295711060948,-2.2573363431151128,1,18.06295711060948,E. 买了就跌 → 割肉
账户1,601099,太平洋,2025-09-03,2025-10-21,48.0,4.43,4.47,127.74,0.9,-1.8058690744921058,17.83295711060948,-2.2573363431151128,1,16.932957110609482,F. 其他盈利
账户1,601138,工业富联,2026-01-15,2026-01-16,1.0,60.963,62.94,6271.38,3.24,-0.28377868543214557,4.981710217673019,-3.400423207519321,1,1.7417102176730186,F. 其他盈利
账户1,601238,广汽集团,2026-01-06,2026-01-13,7.0,8.25,8.53,647.1,3.39,3.7575757575757596,5.090909090909079,-0.12121212121212199,1,1.7009090909090792,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,601288,农业银行,2026-01-07,2026-01-08,1.0,7.51,7.41,-643.92,-1.33,-0.26631158455392434,0.3994673768308976,-1.9973368841544548,2,1.7294673768308977,G. 其他亏损
账户1,601288,农业银行,2026-01-07,2026-01-08,1.0,7.51,7.42,-575.05,-1.2,-0.26631158455392434,0.3994673768308976,-1.9973368841544548,2,1.5994673768308976,G. 其他亏损
账户1,601288,农业银行,2026-01-07,2026-01-08,1.0,7.49,7.42,-158.28,-0.93,0.0,0.6675567423231055,-1.735647530040052,2,1.5975567423231056,G. 其他亏损
账户1,601288,农业银行,2026-01-07,2026-01-13,6.0,7.49,7.66,642.62,2.27,0.0,2.8037383177569986,-2.1361815754339153,2,0.5337383177569985,F. 其他盈利
账户1,601606,长城军工,2026-01-05,2026-01-06,1.0,48.96,48.71,-681.85,-0.51,1.0212418300653558,4.289215686274517,-1.2663398692810413,1,4.799215686274517,B. 买了就涨 → 没跑 → 变小亏
账户1,601606,长城军工,2026-01-28,2026-01-30,2.0,46.23,45.72,-396.45,-1.1,-0.021630975556996557,1.7737399956738065,-2.2712524334847495,1,2.8737399956738066,G. 其他亏损
账户1,601606,长城军工,2026-01-28,2026-02-03,6.0,46.23,44.19,-838.01,-4.41,-0.021630975556996557,1.7737399956738065,-5.256327060350419,1,6.183739995673807,G. 其他亏损
账户1,601872,招商轮船,2026-03-09,2026-03-10,1.0,17.64,16.69,-1844.59,-5.39,-10.8843537414966,0.0,-12.301587301587302,1,5.39,E. 买了就跌 → 割肉
账户1,601975,招商南油,2026-03-16,2026-03-17,1.0,4.81,4.95,90.0,2.91,0.0,6.8607068607068555,-9.979209979209969,1,3.9507068607068554,F. 其他盈利
账户1,601975,招商南油,2026-03-16,2026-03-18,2.0,4.81,4.85,163.49,0.83,0.0,6.8607068607068555,-9.979209979209969,1,6.0307068607068555,F. 其他盈利
账户1,601991,大唐发电,2026-03-13,2026-03-16,3.0,4.9,4.52,-2815.53,-7.76,-3.2653061224489854,1.8367346938775508,-12.857142857142867,1,9.59673469387755,E. 买了就跌 → 割肉
账户1,603026,石大胜华,2026-03-26,2026-03-30,4.0,84.9,93.18,3267.42,9.75,0.4946996466431042,13.027090694935195,-9.646643109540653,1,3.277090694935195,F. 其他盈利
账户1,603083,剑桥科技,2025-10-30,2025-11-13,14.0,112.1,107.17,-1012.68,-4.4,-0.9812667261373753,4.264049955396976,-12.658340767172172,5,8.664049955396976,G. 其他亏损
账户1,603083,剑桥科技,2025-10-30,2025-11-13,14.0,111.81,107.17,-954.66,-4.15,-0.7244432519452615,4.534478132546282,-12.43180395313479,5,8.684478132546282,G. 其他亏损
账户1,603083,剑桥科技,2025-10-31,2025-11-14,14.0,106.03,109.9,1120.93,3.65,-2.819956616052055,6.451004432707719,-7.658209940582861,3,2.801004432707719,F. 其他盈利
账户1,603083,剑桥科技,2025-10-31,2025-11-14,14.0,105.1,109.9,933.34,4.57,-1.9600380589914201,7.3929590865842165,-6.8411037107516615,3,2.8229590865842162,F. 其他盈利
账户1,603083,剑桥科技,2025-10-31,2025-11-18,18.0,103.4,114.48,2188.68,10.72,-0.34816247582204474,13.829787234042556,-5.309477756286274,3,3.109787234042555,F. 其他盈利
账户1,603083,剑桥科技,2026-02-02,2026-02-26,24.0,107.01,107.95,323.14,0.88,0.0,8.186150827025497,-7.6348004859359,1,7.306150827025497,F. 其他盈利
账户1,603158,腾龙股份,2026-06-05,2026-06-08,3.0,16.655,15.9,-5811.07,-4.53,-2.1314920444311047,2.671870309216451,-7.415190633443414,1,7.201870309216451,E. 买了就跌 → 割肉
账户1,603259,药明康德,2025-09-01,2025-10-21,50.0,103.23,101.7,-166.89,-1.48,8.088733895185495,12.16700571539282,-8.117795214569412,4,13.64700571539282,B. 买了就涨 → 没跑 → 变小亏
账户1,603259,药明康德,2025-10-13,2025-10-21,8.0,98.6,101.7,595.24,3.14,1.1460446247464562,3.884381338742404,-3.8032454361054735,3,0.7443813387424041,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,603259,药明康德,2025-10-13,2025-10-21,8.0,98.51,101.7,305.11,3.24,1.2384529489391838,3.9792914424931602,-3.7153588468175958,3,0.73929144249316,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,603259,药明康德,2025-10-13,2025-10-21,8.0,98.11,101.7,693.27,3.66,1.6512078279482312,4.403220874528602,-3.3228009377229695,3,0.7432208745286015,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,603259,药明康德,2025-10-30,2025-11-13,14.0,97.02,96.47,-133.74,-0.57,0.041228612657184804,3.5868893011750114,-5.040197897340759,4,4.156889301175012,G. 其他亏损
账户1,603259,药明康德,2025-10-30,2025-11-13,14.0,97.39,96.47,-311.64,-0.94,-0.3388438238012048,3.1933463394599126,-5.400965191498108,4,4.133346339459912,G. 其他亏损
账户1,603259,药明康德,2025-10-30,2025-11-21,22.0,97.3,92.56,-1942.17,-4.87,-0.24665981500513467,3.288797533401855,-6.98869475847893,5,8.158797533401856,G. 其他亏损
账户1,603259,药明康德,2025-10-30,2025-11-21,22.0,97.1,92.56,-465.53,-4.68,-0.04119464469618528,3.501544799176104,-6.797116374871259,5,8.181544799176104,G. 其他亏损
账户1,603259,药明康德,2025-10-30,2025-11-26,27.0,97.1,96.49,-72.87,-0.63,-0.04119464469618528,3.501544799176104,-6.797116374871259,5,4.131544799176104,G. 其他亏损
账户1,603259,药明康德,2025-11-18,2025-11-26,8.0,92.54,96.49,766.59,4.27,-0.23773503349904246,4.279230602982498,-2.2044521288091756,1,0.009230602982498226,F. 其他盈利
账户1,603259,药明康德,2025-11-27,2025-12-29,32.0,92.5,92.44,-104.13,-0.06,-0.324324324324321,3.416216216216217,-5.7513513513513415,3,3.476216216216217,G. 其他亏损
账户1,603259,药明康德,2025-11-27,2025-12-29,32.0,92.31,92.44,9.91,0.14,-0.11916368757447504,3.629075939768156,-5.557361065973343,3,3.489075939768156,F. 其他盈利
账户1,603259,药明康德,2025-11-27,2025-12-29,32.0,91.8,92.44,421.38,0.7,0.43572984749455923,4.20479302832244,-5.032679738562084,3,3.5047930283224398,F. 其他盈利
账户1,603259,药明康德,2025-12-31,2026-01-05,5.0,90.82,92.87,2130.36,2.26,-0.19819423034572736,5.923805329222653,-0.19819423034572736,1,3.6638053292226536,F. 其他盈利
账户1,603278,大业股份,2026-05-14,2026-05-15,1.0,16.22,15.96,-1454.43,-1.6,-4.932182490752146,4.562268803945768,-8.75462392108507,1,6.162268803945768,E. 买了就跌 → 割肉
账户1,603283,赛腾股份,2026-05-11,2026-05-12,1.0,58.4,57.52,-760.78,-1.51,-1.1472602739726057,0.6506849315068619,-3.9554794520547887,1,2.1606849315068617,E. 买了就跌 → 割肉
账户1,603399,永杉锂业,2026-06-01,2026-06-02,1.0,18.9,17.04,-6773.83,-9.84,0.15873015873015817,1.9047619047619202,-9.84126984126984,2,11.74476190476192,G. 其他亏损
账户1,603399,永杉锂业,2026-06-01,2026-06-02,1.0,18.73,17.04,-3251.95,-9.02,1.0678056593699914,2.829684997330495,-9.022957821676458,2,11.849684997330495,G. 其他亏损
账户1,603477,巨星农牧,2026-04-02,2026-04-03,1.0,17.03,17.03,-56.45,0.0,0.0,0.29359953024072905,-9.160305343511455,1,0.29359953024072905,G. 其他亏损
账户1,603477,巨星农牧,2026-04-02,2026-04-03,1.0,17.03,16.57,-1297.39,-2.7,0.0,0.29359953024072905,-9.160305343511455,1,2.9935995302407292,G. 其他亏损
账户1,603538,美诺华,2026-03-23,2026-03-31,8.0,28.36,43.97,14005.5,55.04,-5.641748942172065,55.11283497884345,-6.699576868829327,1,0.0728349788434528,F. 其他盈利
账户1,603667,五洲新春,2026-01-22,2026-01-28,6.0,89.61,78.0,-9368.04,-12.96,1.3614551947327191,5.200312465126666,-14.295279544693674,1,18.160312465126665,A. 买了就涨 → 没跑 → 变大亏
账户1,603686,福龙马,2025-11-14,2025-12-24,40.0,34.88,25.08,-991.31,-28.1,-5.103211009174313,4.845183486238525,-31.479357798165143,1,32.94518348623853,E. 买了就跌 → 割肉
账户1,603688,石英股份,2026-04-09,2026-04-21,12.0,45.57,53.3,9967.52,16.96,-0.08777704630239525,20.605661619486515,-0.9655475093263033,3,3.645661619486514,F. 其他盈利
账户1,603688,石英股份,2026-04-14,2026-04-21,7.0,49.84,53.3,2377.05,6.94,0.24077046548955927,10.2728731942215,-1.3041733547351608,2,3.3328731942214995,F. 其他盈利
账户1,603688,石英股份,2026-04-21,2026-04-22,1.0,52.01,51.56,-462.13,-0.87,0.07690828686790496,6.210344164583748,-2.518746394924043,2,7.080344164583748,G. 其他亏损
账户1,603688,石英股份,2026-04-22,2026-05-07,15.0,53.4,63.32,15753.36,18.58,1.7602996254681758,18.57677902621724,-8.314606741573026,4,-0.003220973782759984,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,603688,石英股份,2026-04-23,2026-05-07,14.0,52.78,63.32,1043.48,19.97,-0.4357711254263097,19.969685486926856,-7.2375899962106915,3,-0.0003145130731425638,F. 其他盈利
账户1,603688,石英股份,2026-04-29,2026-05-07,8.0,55.35,63.32,8684.63,14.4,0.5781391147244852,14.399277326106596,-3.432700993676596,2,-0.0007226738934047461,F. 其他盈利
账户1,603688,石英股份,2026-04-30,2026-05-07,7.0,54.96,63.32,3314.1,15.21,0.40029112081514384,15.211062590975244,-1.2008733624454204,1,0.0010625909752430829,F. 其他盈利
账户1,603688,石英股份,2026-05-08,2026-05-11,3.0,65.95,67.81,1777.38,2.82,-0.6823351023502733,9.0978013646702,-4.776345716451869,2,6.2778013646702,F. 其他盈利
账户1,603688,石英股份,2026-05-11,2026-05-13,2.0,67.83,74.5,653.13,9.83,-1.8133569217160583,12.693498452012374,-2.697921273772663,1,2.863498452012374,F. 其他盈利
账户1,603688,石英股份,2026-05-21,2026-05-25,4.0,73.85,73.23,-497.12,-0.84,-1.7332430602572835,5.3486797562626975,-4.4008124576845,3,6.188679756262697,E. 买了就跌 → 割肉
账户1,603688,石英股份,2026-05-22,2026-05-25,3.0,74.31,73.23,-702.2,-1.45,0.32297133629388686,4.696541515273855,-4.9925985735432725,2,6.146541515273856,G. 其他亏损
账户1,603688,石英股份,2026-05-22,2026-05-26,4.0,74.31,73.62,-312.25,-0.93,0.32297133629388686,4.696541515273855,-4.9925985735432725,2,5.626541515273855,G. 其他亏损
账户1,603688,石英股份,2026-05-22,2026-05-26,4.0,73.32,73.62,62.91,0.41,1.6775777414075321,6.110201854882713,-3.7097654118930734,2,5.700201854882713,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户1,603688,石英股份,2026-05-22,2026-05-27,5.0,73.32,71.16,-1573.73,-2.95,1.6775777414075321,6.110201854882713,-7.1194762684124395,2,9.060201854882713,B. 买了就涨 → 没跑 → 变小亏
账户1,603696,安记食品,2026-01-09,2026-01-14,5.0,23.87,23.79,-327.74,-0.34,0.5446166736489344,19.39673229995811,-5.488060326770016,1,19.73673229995811,G. 其他亏损
账户1,603698,航天工程,2026-06-03,2026-06-04,1.0,33.27,33.34,5.8,0.21,-2.254283137962132,1.9236549443943263,-4.5987376014427594,1,1.7136549443943263,F. 其他盈利
账户1,603933,睿能科技,2026-04-17,2026-04-20,3.0,24.5,24.262,-857.02,-0.97,0.0,2.0408163265306145,-1.7959183673469492,1,3.0108163265306143,G. 其他亏损
账户1,603986,兆易创新,2026-03-17,2026-03-23,6.0,306.18,278.57,-2796.23,-9.02,-3.324841596446537,2.449539486576513,-11.489973218368277,1,11.469539486576512,E. 买了就跌 → 割肉
账户1,603993,洛阳钼业,2026-05-26,2026-05-29,3.0,20.16,19.14,-523.56,-5.06,1.140873015873023,1.4880952380952328,-9.722222222222221,2,6.548095238095232,G. 其他亏损
账户1,603993,洛阳钼业,2026-05-26,2026-06-01,6.0,20.16,18.53,-3472.02,-8.09,1.140873015873023,1.4880952380952328,-9.722222222222221,3,9.578095238095234,G. 其他亏损
账户1,603993,洛阳钼业,2026-05-28,2026-06-01,4.0,18.76,18.53,-78.86,-1.23,0.2132196162046851,2.985074626865658,-2.9850746268656803,2,4.215074626865658,G. 其他亏损
账户1,603993,洛阳钼业,2026-06-01,2026-06-02,1.0,18.49,19.75,114.97,6.81,-0.37858301784746695,6.976744186046524,-0.9734991887506705,1,0.1667441860465244,F. 其他盈利
账户2,000012,南  玻Ａ,2026-05-25,2026-05-27,2.0,4.63,4.42,-473.08,-4.54,-0.6479481641468721,4.3196544276457916,-7.127429805615549,1,8.859654427645792,G. 其他亏损
账户2,000012,南  玻Ａ,2026-05-25,2026-05-27,2.0,4.63,4.42,-473.08,-4.54,-0.6479481641468721,4.3196544276457916,-7.127429805615549,1,8.859654427645792,G. 其他亏损
账户2,000012,南  玻Ａ,2026-05-25,2026-05-28,3.0,4.63,4.33,-4700.22,-6.48,-0.6479481641468721,4.3196544276457916,-7.127429805615549,1,10.799654427645791,G. 其他亏损
账户2,000027,深圳能源,2026-03-27,2026-03-31,4.0,7.7,7.252,-1635.86,-5.82,4.935064935064926,10.129870129870122,-9.870129870129862,1,15.949870129870122,A. 买了就涨 → 没跑 → 变大亏
账户2,000034,神州数码,2026-05-29,2026-06-01,3.0,27.33,27.35,-6.84,0.07,-5.451884376143424,3.6223929747530192,-6.29345042078302,1,3.5523929747530194,F. 其他盈利
账户2,000520,凤凰航运,2026-06-01,2026-06-03,2.0,3.86,3.79,-333.53,-1.81,-0.7772020725388518,4.922279792746109,-6.735751295336778,1,6.732279792746109,G. 其他亏损
账户2,000547,航天发展,2026-01-13,2026-01-14,1.0,36.96,32.88,-4515.42,-11.04,-2.5974025974025983,3.354978354978355,-12.337662337662348,2,14.394978354978354,D. 买了就跌 → 死扛到大亏(且加仓)
账户2,000547,航天发展,2026-01-13,2026-01-14,1.0,36.378,32.88,-14443.26,-9.62,-1.0390895596239513,5.008521633954599,-10.935180603661554,2,14.628521633954598,D. 买了就跌 → 死扛到大亏(且加仓)
账户2,000617,中油资本,2026-03-31,2026-04-01,1.0,10.4,10.05,-2216.38,-3.37,-1.9230769230769384,1.4423076923076872,-6.25,1,4.812307692307687,E. 买了就跌 → 割肉
账户2,000630,铜陵有色,2026-03-16,2026-03-17,1.0,6.49,6.61,445.11,1.85,2.4653312788905923,5.701078582434516,-0.46224961479198745,1,3.8510785824345155,C. 买了就涨 → 落袋(部分利润 · 或最大浮盈的一部分)
账户2,000678,襄阳轴承,2026-04-01,2026-04-02,1.0,12.9,12.93,83.8,0.23,0.5426356589147252,3.875968992248069,-2.713178294573637,1,3.645968992248069,F. 其他盈利
账户2,000720,新能泰山,2026-04-10,2026-04-14,4.0,5.45,5.18,-1261.82,-4.95,-0.3669724770642313,10.642201834862398,-8.25688073394496,2,15.592201834862397,G. 其他亏损
