ts_code,ann_date,holder_name,holder_type,in_de,change_vol,change_ratio,after_share,after_ratio,avg_price,total_share
603927.SH,20260721,孙熙杰,G,IN,89700.0,0.0108,4858722.0,0.5847,12.8506,4858722.0
603927.SH,20260721,张志华,G,IN,40000.0,0.0048,5263806.0,0.6334,12.91,5263806.0
603927.SH,20260721,王欣,G,IN,20000.0,0.0024,2470897.0,0.2973,13.0,2470897.0
603927.SH,20260721,孙静,G,IN,30000.0,0.0036,5751136.0,0.692,12.99,5751136.0
688116.SH,20260721,王鸣光,G,IN,1386.0,0.0004,,,,
601127.SH,20260721,其他团队核心成员,P,IN,1786500.0,0.1147,,,56.0034,
301004.SZ,20260721,浙江嘉韶云华投资管理有限公司,C,IN,346700.0,0.2547,69252950.0,50.8811,33.383,69252950.0
001322.SZ,20260722,佛山市乐华恒业实业投资有限公司,C,IN,161100.0,0.0205,480161100.0,61.1194,6.2017,480161100.0
002072.SZ,20260722,王文选,P,IN,3387300.0,0.9216,3445300.0,0.9374,,3445300.0
920519.BJ,20260722,汪希领,G,IN,15000.0,0.0189,,,9.2513,823894.0
002416.SZ,20260722,周友盟,G,IN,2210100.0,0.1806,,,9.193,3130000.0
002416.SZ,20260722,米泽东,G,IN,344700.0,0.0282,,,8.9836,715480.0
002416.SZ,20260722,李振,G,IN,215700.0,0.0176,215700.0,0.0176,9.534,215700.0
002416.SZ,20260722,吴海南,G,IN,130900.0,0.0107,130900.0,0.0107,9.181,130900.0
002416.SZ,20260722,陈亮,P,IN,7000.0,0.0006,,,9.2057,177300.0
002416.SZ,20260722,崔国峰,P,IN,39000.0,0.0032,39000.0,0.0032,9.025,39000.0
002416.SZ,20260722,王斌,P,IN,107300.0,0.0088,107300.0,0.0088,9.323,107300.0
002416.SZ,20260722,张尧,P,IN,54000.0,0.0044,54000.0,0.0044,9.318,54000.0
002416.SZ,20260722,方华,P,IN,19100.0,0.0016,19100.0,0.0016,9.377,19100.0
002568.SZ,20260722,马良,G,IN,581500.0,0.0763,581500.0,0.0763,17.1702,581500.0
002568.SZ,20260722,刘嘉瑞,G,IN,605000.0,0.0794,605000.0,0.0794,16.6749,605000.0
002568.SZ,20260722,喻晨,G,IN,296300.0,0.0389,,,16.8687,342100.0
000695.SZ,20260722,旭阳集团有限公司,C,IN,2300000.0,1.0369,45556000.0,20.5382,,45556000.0
001205.SZ,20260722,万达控股集团有限公司,C,IN,654000.0,0.3928,22368818.0,13.436,12.6074,22368818.0
000988.SZ,20260722,马新强,G,IN,50000.0,0.005,,,99.37,350000.0
000988.SZ,20260722,刘含树,G,IN,29900.0,0.003,,,95.27,180000.0
000988.SZ,20260722,熊文,G,IN,20000.0,0.002,,,95.27,153300.0
000988.SZ,20260722,张勤,G,IN,20000.0,0.002,,,101.13,116000.0
000988.SZ,20260722,王霞,G,IN,20000.0,0.002,,,96.67,30000.0
002798.SZ,20260722,成都水华智能科技集团有限公司,C,IN,2048400.0,0.3964,25235521.0,4.8835,,25235521.0
600052.SH,20260722,野风集团有限公司,C,IN,568000.0,0.0673,5160000.0,0.6112,,5160000.0
300286.SZ,20260722,周中,G,IN,130000.0,0.0626,9929497.0,4.779,19.18,39327988.0
300286.SZ,20260722,朱芳,G,IN,263000.0,0.1266,,,18.99,12240752.0
600052.SH,20260722,浙江野风创业投资有限公司,C,IN,80000.0,0.0095,1530000.0,0.1812,,1530000.0
000656.SZ,20260722,郭伟,G,IN,511100.0,0.0067,511100.0,0.0067,1.2279,
000656.SZ,20260722,李根,G,IN,666500.0,0.0088,666500.0,0.0088,1.1851,
000656.SZ,20260722,杨鹏,G,IN,599000.0,0.0079,599000.0,0.0079,1.2589,
000595.SZ,20260722,宁夏电力投资集团有限公司,C,IN,4750000.0,0.4172,214416551.0,18.8307,,214416551.0
688350.SH,20260722,钱鑫,G,IN,2864800.0,1.9999,5729600.0,3.9999,18.83,5729600.0
603659.SH,20260722,韩钟伟,G,IN,340000.0,0.0159,,,,
603659.SH,20260722,韩钟伟,G,IN,110000.0,0.0051,,,,
603659.SH,20260722,王晓明,G,IN,442000.0,0.0207,,,,
603659.SH,20260722,刘芳,G,IN,190400.0,0.0089,,,,
603659.SH,20260722,刘勇标,G,IN,340000.0,0.0159,,,,
603659.SH,20260722,熊高权,G,IN,153000.0,0.0072,,,,
603659.SH,20260722,张小全,G,IN,153000.0,0.0072,,,,
688117.SH,20260722,四川赛诺投资有限公司,C,IN,2005462.0,0.9102,68959062.0,31.2966,24.895,68959062.0
688557.SH,20260722,张小艺,G,IN,69300.0,0.0675,,,,1476214.0
688557.SH,20260722,沈长鹏,G,IN,29225.0,0.0197,,,,700181.0
688557.SH,20260722,林茂,G,IN,28830.0,0.0194,,,,598050.0
688557.SH,20260722,董新军,G,IN,16118.0,0.0109,,,,62083.0
688117.SH,20260722,四川赛诺投资有限公司,C,IN,2005462.0,0.9102,68959062.0,31.2966,24.895,68959062.0
688557.SH,20260722,张小艺,G,IN,69300.0,0.0675,,,,1476214.0
688557.SH,20260722,沈长鹏,G,IN,29225.0,0.0197,,,,700181.0
688557.SH,20260722,林茂,G,IN,28830.0,0.0194,,,,598050.0
688557.SH,20260722,董新军,G,IN,16118.0,0.0109,,,,62083.0
001322.SZ,20260722,佛山市乐华恒业实业投资有限公司,C,IN,161100.0,0.0205,480161100.0,61.1194,6.2017,480161100.0
920519.BJ,20260722,汪希领,G,IN,15000.0,0.0189,,,9.2513,823894.0
002416.SZ,20260722,米泽东,G,IN,344700.0,0.0282,,,8.9836,715480.0
001205.SZ,20260722,万达控股集团有限公司,C,IN,654000.0,0.3928,22368818.0,13.436,12.6074,22368818.0
300407.SZ,20260722,佳都科技集团股份有限公司,C,IN,2152000.0,0.8307,38838852.0,14.9915,,38838852.0
300286.SZ,20260722,周中,G,IN,130000.0,0.0626,9929497.0,4.779,19.18,39327988.0
300286.SZ,20260722,朱芳,G,IN,263000.0,0.1266,,,18.99,12240752.0
000656.SZ,20260722,郭伟,G,IN,511100.0,0.0067,511100.0,0.0067,1.2279,
002416.SZ,20260722,周友盟,G,IN,2210100.0,0.1806,,,9.193,3130000.0
000988.SZ,20260722,马新强,G,IN,50000.0,0.005,,,99.37,350000.0
000988.SZ,20260722,刘含树,G,IN,29900.0,0.003,,,95.27,180000.0
000988.SZ,20260722,熊文,G,IN,20000.0,0.002,,,95.27,153300.0
000988.SZ,20260722,张勤,G,IN,20000.0,0.002,,,101.13,116000.0
000988.SZ,20260722,王霞,G,IN,20000.0,0.002,,,96.67,30000.0
300407.SZ,20260722,佳都科技集团股份有限公司,C,IN,2152000.0,0.8307,38838852.0,14.9915,,38838852.0
300183.SZ,20260722,广东南海产业集团有限公司,C,IN,3337175.0,0.8994,6546075.0,1.7643,9.6359,6546075.0
688350.SH,20260722,钱鑫,G,IN,2864800.0,1.9999,5729600.0,3.9999,18.83,5729600.0
002798.SZ,20260722,成都水华智能科技集团有限公司,C,IN,2048400.0,0.3964,25235521.0,4.8835,,25235521.0
600052.SH,20260722,野风集团有限公司,C,IN,568000.0,0.0673,5160000.0,0.6112,,5160000.0
300286.SZ,20260722,周中,G,IN,130000.0,0.0626,9929497.0,4.779,19.18,39327988.0
300286.SZ,20260722,朱芳,G,IN,263000.0,0.1266,,,18.99,12240752.0
600052.SH,20260722,浙江野风创业投资有限公司,C,IN,80000.0,0.0095,1530000.0,0.1812,,1530000.0
000656.SZ,20260722,郭伟,G,IN,511100.0,0.0067,511100.0,0.0067,1.2279,
000656.SZ,20260722,李根,G,IN,666500.0,0.0088,666500.0,0.0088,1.1851,
000656.SZ,20260722,杨鹏,G,IN,599000.0,0.0079,599000.0,0.0079,1.2589,
000595.SZ,20260722,宁夏电力投资集团有限公司,C,IN,4750000.0,0.4172,214416551.0,18.8307,,214416551.0
688350.SH,20260722,钱鑫,G,IN,2864800.0,1.9999,5729600.0,3.9999,18.83,5729600.0
603659.SH,20260722,韩钟伟,G,IN,340000.0,0.0159,,,,
603659.SH,20260722,韩钟伟,G,IN,110000.0,0.0051,,,,
603659.SH,20260722,王晓明,G,IN,442000.0,0.0207,,,,
603659.SH,20260722,刘芳,G,IN,190400.0,0.0089,,,,
603659.SH,20260722,刘勇标,G,IN,340000.0,0.0159,,,,
603659.SH,20260722,熊高权,G,IN,153000.0,0.0072,,,,
603659.SH,20260722,张小全,G,IN,153000.0,0.0072,,,,
688117.SH,20260722,四川赛诺投资有限公司,C,IN,2005462.0,0.9102,68959062.0,31.2966,24.895,68959062.0
688557.SH,20260722,张小艺,G,IN,69300.0,0.0675,,,,1476214.0
688557.SH,20260722,沈长鹏,G,IN,29225.0,0.0197,,,,700181.0
688557.SH,20260722,林茂,G,IN,28830.0,0.0194,,,,598050.0
688557.SH,20260722,董新军,G,IN,16118.0,0.0109,,,,62083.0
001322.SZ,20260722,佛山市乐华恒业实业投资有限公司,C,IN,161100.0,0.0205,480161100.0,61.1194,6.2017,480161100.0
002072.SZ,20260722,王文选,P,IN,3387300.0,0.9216,3445300.0,0.9374,,3445300.0
920519.BJ,20260722,汪希领,G,IN,15000.0,0.0189,,,9.2513,823894.0
002416.SZ,20260722,周友盟,G,IN,2210100.0,0.1806,,,9.193,3130000.0
002416.SZ,20260722,米泽东,G,IN,344700.0,0.0282,,,8.9836,715480.0
002416.SZ,20260722,李振,G,IN,215700.0,0.0176,215700.0,0.0176,9.534,215700.0
002416.SZ,20260722,吴海南,G,IN,130900.0,0.0107,130900.0,0.0107,9.181,130900.0
002416.SZ,20260722,陈亮,P,IN,7000.0,0.0006,,,9.2057,177300.0
002416.SZ,20260722,崔国峰,P,IN,39000.0,0.0032,39000.0,0.0032,9.025,39000.0
002416.SZ,20260722,王斌,P,IN,107300.0,0.0088,107300.0,0.0088,9.323,107300.0
002416.SZ,20260722,张尧,P,IN,54000.0,0.0044,54000.0,0.0044,9.318,54000.0
002416.SZ,20260722,方华,P,IN,19100.0,0.0016,19100.0,0.0016,9.377,19100.0
002568.SZ,20260722,马良,G,IN,581500.0,0.0763,581500.0,0.0763,17.1702,581500.0
002568.SZ,20260722,刘嘉瑞,G,IN,605000.0,0.0794,605000.0,0.0794,16.6749,605000.0
002568.SZ,20260722,喻晨,G,IN,296300.0,0.0389,,,16.8687,342100.0
000695.SZ,20260722,旭阳集团有限公司,C,IN,2300000.0,1.0369,45556000.0,20.5382,,45556000.0
001205.SZ,20260722,万达控股集团有限公司,C,IN,654000.0,0.3928,22368818.0,13.436,12.6074,22368818.0
000988.SZ,20260722,马新强,G,IN,50000.0,0.005,,,99.37,350000.0
000988.SZ,20260722,刘含树,G,IN,29900.0,0.003,,,95.27,180000.0
000988.SZ,20260722,熊文,G,IN,20000.0,0.002,,,95.27,153300.0
000988.SZ,20260722,张勤,G,IN,20000.0,0.002,,,101.13,116000.0
000988.SZ,20260722,王霞,G,IN,20000.0,0.002,,,96.67,30000.0
300407.SZ,20260722,佳都科技集团股份有限公司,C,IN,2152000.0,0.8307,38838852.0,14.9915,,38838852.0
300183.SZ,20260722,广东南海产业集团有限公司,C,IN,3337175.0,0.8994,6546075.0,1.7643,9.6359,6546075.0
002798.SZ,20260722,成都水华智能科技集团有限公司,C,IN,2048400.0,0.3964,25235521.0,4.8835,,25235521.0
600052.SH,20260722,野风集团有限公司,C,IN,568000.0,0.0673,5160000.0,0.6112,,5160000.0
300286.SZ,20260722,周中,G,IN,130000.0,0.0626,9929497.0,4.779,19.18,39327988.0
300286.SZ,20260722,朱芳,G,IN,263000.0,0.1266,,,18.99,12240752.0
600052.SH,20260722,浙江野风创业投资有限公司,C,IN,80000.0,0.0095,1530000.0,0.1812,,1530000.0
000656.SZ,20260722,郭伟,G,IN,511100.0,0.0067,511100.0,0.0067,1.2279,
000656.SZ,20260722,李根,G,IN,666500.0,0.0088,666500.0,0.0088,1.1851,
000656.SZ,20260722,杨鹏,G,IN,599000.0,0.0079,599000.0,0.0079,1.2589,
000595.SZ,20260722,宁夏电力投资集团有限公司,C,IN,4750000.0,0.4172,214416551.0,18.8307,,214416551.0
688350.SH,20260722,钱鑫,G,IN,2864800.0,1.9999,5729600.0,3.9999,18.83,5729600.0
603659.SH,20260722,韩钟伟,G,IN,340000.0,0.0159,,,,
603659.SH,20260722,韩钟伟,G,IN,110000.0,0.0051,,,,
603659.SH,20260722,王晓明,G,IN,442000.0,0.0207,,,,
603659.SH,20260722,刘芳,G,IN,190400.0,0.0089,,,,
603659.SH,20260722,刘勇标,G,IN,340000.0,0.0159,,,,
603659.SH,20260722,熊高权,G,IN,153000.0,0.0072,,,,
603659.SH,20260722,张小全,G,IN,153000.0,0.0072,,,,
688117.SH,20260722,四川赛诺投资有限公司,C,IN,2005462.0,0.9102,68959062.0,31.2966,24.895,68959062.0
688557.SH,20260722,张小艺,G,IN,69300.0,0.0675,,,,1476214.0
688557.SH,20260722,沈长鹏,G,IN,29225.0,0.0197,,,,700181.0
688557.SH,20260722,林茂,G,IN,28830.0,0.0194,,,,598050.0
688557.SH,20260722,董新军,G,IN,16118.0,0.0109,,,,62083.0
001322.SZ,20260722,佛山市乐华恒业实业投资有限公司,C,IN,161100.0,0.0205,480161100.0,61.1194,6.2017,480161100.0
002072.SZ,20260722,王文选,P,IN,3387300.0,0.9216,3445300.0,0.9374,,3445300.0
920519.BJ,20260722,汪希领,G,IN,15000.0,0.0189,,,9.2513,823894.0
002416.SZ,20260722,周友盟,G,IN,2210100.0,0.1806,,,9.193,3130000.0
002416.SZ,20260722,米泽东,G,IN,344700.0,0.0282,,,8.9836,715480.0
002416.SZ,20260722,李振,G,IN,215700.0,0.0176,215700.0,0.0176,9.534,215700.0
002416.SZ,20260722,吴海南,G,IN,130900.0,0.0107,130900.0,0.0107,9.181,130900.0
002416.SZ,20260722,陈亮,P,IN,7000.0,0.0006,,,9.2057,177300.0
002416.SZ,20260722,崔国峰,P,IN,39000.0,0.0032,39000.0,0.0032,9.025,39000.0
002416.SZ,20260722,王斌,P,IN,107300.0,0.0088,107300.0,0.0088,9.323,107300.0
002416.SZ,20260722,张尧,P,IN,54000.0,0.0044,54000.0,0.0044,9.318,54000.0
002416.SZ,20260722,方华,P,IN,19100.0,0.0016,19100.0,0.0016,9.377,19100.0
002568.SZ,20260722,马良,G,IN,581500.0,0.0763,581500.0,0.0763,17.1702,581500.0
002568.SZ,20260722,刘嘉瑞,G,IN,605000.0,0.0794,605000.0,0.0794,16.6749,605000.0
002568.SZ,20260722,喻晨,G,IN,296300.0,0.0389,,,16.8687,342100.0
000695.SZ,20260722,旭阳集团有限公司,C,IN,2300000.0,1.0369,45556000.0,20.5382,,45556000.0
001205.SZ,20260722,万达控股集团有限公司,C,IN,654000.0,0.3928,22368818.0,13.436,12.6074,22368818.0
000988.SZ,20260722,马新强,G,IN,50000.0,0.005,,,99.37,350000.0
000988.SZ,20260722,刘含树,G,IN,29900.0,0.003,,,95.27,180000.0
000988.SZ,20260722,熊文,G,IN,20000.0,0.002,,,95.27,153300.0
000988.SZ,20260722,张勤,G,IN,20000.0,0.002,,,101.13,116000.0
000988.SZ,20260722,王霞,G,IN,20000.0,0.002,,,96.67,30000.0
300407.SZ,20260722,佳都科技集团股份有限公司,C,IN,2152000.0,0.8307,38838852.0,14.9915,,38838852.0
300183.SZ,20260722,广东南海产业集团有限公司,C,IN,3337175.0,0.8994,6546075.0,1.7643,9.6359,6546075.0
600338.SH,20260723,西藏珠峰资源股份有限公司-2026年员工持股计划,C,IN,3930000.0,0.4299,,,11.55,
002096.SZ,20260723,邹七平,G,IN,11200.0,0.0009,11200.0,0.0009,8.8839,11200.0
002096.SZ,20260723,胡良伟,G,IN,26600.0,0.0021,26600.0,0.0021,9.3985,26600.0
002096.SZ,20260723,宋龙梅,G,IN,54800.0,0.0044,54800.0,0.0044,9.4197,54800.0
002096.SZ,20260723,张震宇,P,IN,53800.0,0.0043,53800.0,0.0043,9.29,53800.0
002278.SZ,20260723,上海畅怡投资管理有限公司,C,IN,528400.0,0.1473,528400.0,0.1473,6.976,528400.0
300185.SZ,20260723,山东国惠资本有限公司,C,IN,1397600.0,0.0363,605430300.0,15.7399,2.73,605430300.0
003015.SZ,20260723,彭磊,G,IN,83100.0,0.0336,83100.0,0.0336,12.637,83100.0
003015.SZ,20260723,徐一佳,G,IN,8000.0,0.0032,,,12.5013,233231.0
002146.SZ,20260723,邹家立,G,IN,30000.0,0.0008,23850000.0,0.6097,,23850000.0
002146.SZ,20260723,吴秋云,G,IN,40600.0,0.001,40600.0,0.001,1.0948,40600.0
002146.SZ,20260723,穆旸,G,IN,31000.0,0.0008,31000.0,0.0008,1.1003,31000.0
002146.SZ,20260723,隆小康,G,IN,16100.0,0.0004,1166100.0,0.0298,,1166100.0
600810.SH,20260723,中国平煤神马控股集团有限公司,C,IN,3602000.0,0.3333,447049364.0,41.3646,,447049364.0
002146.SZ,20260723,王冰,G,IN,2400.0,0.0001,1378400.0,0.0352,,1378400.0
002146.SZ,20260723,王晓辉,G,IN,320000.0,0.0082,420100.0,0.0107,,420100.0
002096.SZ,20260723,付军,G,IN,76400.0,0.0062,400000.0,0.0322,,400000.0
002096.SZ,20260723,邓小英,G,IN,103700.0,0.0084,301600.0,0.0243,,301600.0
002096.SZ,20260723,张健辉,G,IN,10900.0,0.0009,118000.0,0.0095,,118000.0
002096.SZ,20260723,刘小钧,P,IN,40800.0,0.0033,106300.0,0.0086,,106300.0
002096.SZ,20260723,蔡峰,G,IN,103800.0,0.0084,113800.0,0.0092,,113800.0
002096.SZ,20260723,王志强,G,IN,77000.0,0.0062,92000.0,0.0074,,92000.0
002096.SZ,20260723,刘刚,G,IN,400.0,0.0,109000.0,0.0088,,109000.0
003015.SZ,20260723,陈鑫帅,G,IN,387400.0,0.1566,387400.0,0.1566,13.2244,387400.0
002096.SZ,20260723,邹七平,G,IN,11200.0,0.0009,11200.0,0.0009,8.8839,11200.0
002096.SZ,20260723,胡良伟,G,IN,26600.0,0.0021,26600.0,0.0021,9.3985,26600.0
002096.SZ,20260723,宋龙梅,G,IN,54800.0,0.0044,54800.0,0.0044,9.4197,54800.0
002278.SZ,20260723,上海畅怡投资管理有限公司,C,IN,528400.0,0.1473,528400.0,0.1473,6.976,528400.0
300185.SZ,20260723,山东国惠资本有限公司,C,IN,1397600.0,0.0363,605430300.0,15.7399,2.73,605430300.0
003015.SZ,20260723,彭磊,G,IN,83100.0,0.0336,83100.0,0.0336,12.637,83100.0
003015.SZ,20260723,徐一佳,G,IN,8000.0,0.0032,,,12.5013,233231.0
600338.SH,20260723,西藏珠峰资源股份有限公司-2026年员工持股计划,C,IN,3930000.0,0.4299,,,11.55,
002146.SZ,20260723,邹家立,G,IN,30000.0,0.0008,23850000.0,0.6097,,23850000.0
002146.SZ,20260723,吴秋云,G,IN,40600.0,0.001,40600.0,0.001,1.0948,40600.0
002146.SZ,20260723,穆旸,G,IN,31000.0,0.0008,31000.0,0.0008,1.1003,31000.0
002146.SZ,20260723,隆小康,G,IN,16100.0,0.0004,1166100.0,0.0298,,1166100.0
002146.SZ,20260723,王冰,G,IN,2400.0,0.0001,1378400.0,0.0352,,1378400.0
002146.SZ,20260723,王晓辉,G,IN,320000.0,0.0082,420100.0,0.0107,,420100.0
002096.SZ,20260723,付军,G,IN,76400.0,0.0062,400000.0,0.0322,,400000.0
002096.SZ,20260723,邓小英,G,IN,103700.0,0.0084,301600.0,0.0243,,301600.0
002096.SZ,20260723,张健辉,G,IN,10900.0,0.0009,118000.0,0.0095,,118000.0
002096.SZ,20260723,蔡峰,G,IN,103800.0,0.0084,113800.0,0.0092,,113800.0
002096.SZ,20260723,王志强,G,IN,77000.0,0.0062,92000.0,0.0074,,92000.0
002096.SZ,20260723,刘刚,G,IN,400.0,0.0,109000.0,0.0088,,109000.0
003015.SZ,20260723,陈鑫帅,G,IN,387400.0,0.1566,387400.0,0.1566,13.2244,387400.0
000695.SZ,20260723,旭阳集团有限公司,C,IN,800000.0,0.3607,46356000.0,20.8989,,46356000.0
688386.SH,20260723,张云,G,IN,85500.0,0.094,25450407.0,27.9675,58.5977,25450407.0
000932.SZ,20260723,湖南钢铁集团有限公司,C,IN,38436200.0,0.5609,2346953563.0,34.2491,3.4863,2346953563.0
003008.SZ,20260723,陕西华富新能源有限公司,C,IN,720100.0,0.9265,1199400.0,1.5432,,1199400.0
003008.SZ,20260723,陕西华富新能源有限公司,C,IN,479300.0,0.6167,479300.0,0.6167,,479300.0
003008.SZ,20260723,仵博,P,IN,4091677.0,5.2644,4091677.0,5.2644,,4091677.0
002096.SZ,20260723,邹七平,G,IN,11200.0,0.0009,11200.0,0.0009,8.8839,11200.0
002096.SZ,20260723,胡良伟,G,IN,26600.0,0.0021,26600.0,0.0021,9.3985,26600.0
002096.SZ,20260723,宋龙梅,G,IN,54800.0,0.0044,54800.0,0.0044,9.4197,54800.0
002096.SZ,20260723,张震宇,P,IN,53800.0,0.0043,53800.0,0.0043,9.29,53800.0
002278.SZ,20260723,上海畅怡投资管理有限公司,C,IN,528400.0,0.1473,528400.0,0.1473,6.976,528400.0
300185.SZ,20260723,山东国惠资本有限公司,C,IN,1397600.0,0.0363,605430300.0,15.7399,2.73,605430300.0
003015.SZ,20260723,彭磊,G,IN,83100.0,0.0336,83100.0,0.0336,12.637,83100.0
003015.SZ,20260723,徐一佳,G,IN,8000.0,0.0032,,,12.5013,233231.0
600338.SH,20260723,西藏珠峰资源股份有限公司-2026年员工持股计划,C,IN,3930000.0,0.4299,,,11.55,
002146.SZ,20260723,邹家立,G,IN,30000.0,0.0008,23850000.0,0.6097,,23850000.0
002146.SZ,20260723,吴秋云,G,IN,40600.0,0.001,40600.0,0.001,1.0948,40600.0
002146.SZ,20260723,穆旸,G,IN,31000.0,0.0008,31000.0,0.0008,1.1003,31000.0
002146.SZ,20260723,隆小康,G,IN,16100.0,0.0004,1166100.0,0.0298,,1166100.0
600810.SH,20260723,中国平煤神马控股集团有限公司,C,IN,3602000.0,0.3333,447049364.0,41.3646,,447049364.0
002146.SZ,20260723,王冰,G,IN,2400.0,0.0001,1378400.0,0.0352,,1378400.0
002146.SZ,20260723,王晓辉,G,IN,320000.0,0.0082,420100.0,0.0107,,420100.0
002096.SZ,20260723,付军,G,IN,76400.0,0.0062,400000.0,0.0322,,400000.0
002096.SZ,20260723,邓小英,G,IN,103700.0,0.0084,301600.0,0.0243,,301600.0
002096.SZ,20260723,张健辉,G,IN,10900.0,0.0009,118000.0,0.0095,,118000.0
002096.SZ,20260723,刘小钧,P,IN,40800.0,0.0033,106300.0,0.0086,,106300.0
002096.SZ,20260723,蔡峰,G,IN,103800.0,0.0084,113800.0,0.0092,,113800.0
002096.SZ,20260723,王志强,G,IN,77000.0,0.0062,92000.0,0.0074,,92000.0
002096.SZ,20260723,刘刚,G,IN,400.0,0.0,109000.0,0.0088,,109000.0
003015.SZ,20260723,陈鑫帅,G,IN,387400.0,0.1566,387400.0,0.1566,13.2244,387400.0
000695.SZ,20260723,旭阳集团有限公司,C,IN,800000.0,0.3607,46356000.0,20.8989,,46356000.0
688386.SH,20260723,张云,G,IN,85500.0,0.094,25450407.0,27.9675,58.5977,25450407.0
000932.SZ,20260723,湖南钢铁集团有限公司,C,IN,38436200.0,0.5609,2346953563.0,34.2491,3.4863,2346953563.0
003008.SZ,20260723,陕西华富新能源有限公司,C,IN,720100.0,0.9265,1199400.0,1.5432,,1199400.0
003008.SZ,20260723,陕西华富新能源有限公司,C,IN,479300.0,0.6167,479300.0,0.6167,,479300.0
003008.SZ,20260723,仵博,P,IN,4091677.0,5.2644,4091677.0,5.2644,,4091677.0
002096.SZ,20260723,邹七平,G,IN,11200.0,0.0009,11200.0,0.0009,8.8839,11200.0
002096.SZ,20260723,胡良伟,G,IN,26600.0,0.0021,26600.0,0.0021,9.3985,26600.0
002096.SZ,20260723,宋龙梅,G,IN,54800.0,0.0044,54800.0,0.0044,9.4197,54800.0
002096.SZ,20260723,张震宇,P,IN,53800.0,0.0043,53800.0,0.0043,9.29,53800.0
002278.SZ,20260723,上海畅怡投资管理有限公司,C,IN,528400.0,0.1473,528400.0,0.1473,6.976,528400.0
300185.SZ,20260723,山东国惠资本有限公司,C,IN,1397600.0,0.0363,605430300.0,15.7399,2.73,605430300.0
003015.SZ,20260723,彭磊,G,IN,83100.0,0.0336,83100.0,0.0336,12.637,83100.0
003015.SZ,20260723,徐一佳,G,IN,8000.0,0.0032,,,12.5013,233231.0
600338.SH,20260723,西藏珠峰资源股份有限公司-2026年员工持股计划,C,IN,3930000.0,0.4299,,,11.55,
002146.SZ,20260723,邹家立,G,IN,30000.0,0.0008,23850000.0,0.6097,,23850000.0
002146.SZ,20260723,吴秋云,G,IN,40600.0,0.001,40600.0,0.001,1.0948,40600.0
002146.SZ,20260723,穆旸,G,IN,31000.0,0.0008,31000.0,0.0008,1.1003,31000.0
002146.SZ,20260723,隆小康,G,IN,16100.0,0.0004,1166100.0,0.0298,,1166100.0
600810.SH,20260723,中国平煤神马控股集团有限公司,C,IN,3602000.0,0.3333,447049364.0,41.3646,,447049364.0
002146.SZ,20260723,王冰,G,IN,2400.0,0.0001,1378400.0,0.0352,,1378400.0
002146.SZ,20260723,王晓辉,G,IN,320000.0,0.0082,420100.0,0.0107,,420100.0
002096.SZ,20260723,付军,G,IN,76400.0,0.0062,400000.0,0.0322,,400000.0
002096.SZ,20260723,邓小英,G,IN,103700.0,0.0084,301600.0,0.0243,,301600.0
002096.SZ,20260723,张健辉,G,IN,10900.0,0.0009,118000.0,0.0095,,118000.0
002096.SZ,20260723,刘小钧,P,IN,40800.0,0.0033,106300.0,0.0086,,106300.0
002096.SZ,20260723,蔡峰,G,IN,103800.0,0.0084,113800.0,0.0092,,113800.0
002096.SZ,20260723,王志强,G,IN,77000.0,0.0062,92000.0,0.0074,,92000.0
002096.SZ,20260723,刘刚,G,IN,400.0,0.0,109000.0,0.0088,,109000.0
003015.SZ,20260723,陈鑫帅,G,IN,387400.0,0.1566,387400.0,0.1566,13.2244,387400.0
000695.SZ,20260723,旭阳集团有限公司,C,IN,800000.0,0.3607,46356000.0,20.8989,,46356000.0
688386.SH,20260723,张云,G,IN,85500.0,0.094,25450407.0,27.9675,58.5977,25450407.0
000932.SZ,20260723,湖南钢铁集团有限公司,C,IN,38436200.0,0.5609,2346953563.0,34.2491,3.4863,2346953563.0
003008.SZ,20260723,陕西华富新能源有限公司,C,IN,720100.0,0.9265,1199400.0,1.5432,,1199400.0
003008.SZ,20260723,陕西华富新能源有限公司,C,IN,479300.0,0.6167,479300.0,0.6167,,479300.0
003008.SZ,20260723,仵博,P,IN,4091677.0,5.2644,4091677.0,5.2644,,4091677.0
601588.SH,20260724,北京北辰实业集团有限责任公司,C,IN,11506000.0,0.4326,1209178303.0,35.9124,1.6738,1209178303.0
601717.SH,20260724,付奇,G,IN,48000.0,0.0031,,,15.5333,525000.0
601717.SH,20260724,李开顺,G,IN,53000.0,0.0034,,,15.2189,334000.0
603223.SH,20260724,SONG JIANBO,P,IN,712200.0,0.1009,36003249.0,5.1009,,36003249.0
600187.SH,20260724,丁宏伟,G,IN,490000.0,0.0304,490000.0,0.0304,1.4,490000.0
601717.SH,20260724,贾浩,G,IN,200000.0,0.013,,,15.58,2642300.0
688157.SH,20260724,熊开阔,G,IN,11810.0,0.0063,11810.0,0.0063,,11810.0
002557.SZ,20260724,陈先保,G,IN,1128600.0,0.2238,1594600.0,0.3162,19.2088,1594600.0
601717.SH,20260724,张海斌,G,IN,10000.0,0.0006,,,15.4,761200.0
920640.BJ,20260724,付景超,G,IN,20000.0,0.0111,,,25.4,31000.0
920640.BJ,20260724,常国亮,G,IN,5000.0,0.0028,,,25.5,5000.0
920640.BJ,20260724,蔡亚娟,G,IN,20000.0,0.0111,,,25.5,58101.0
