ts_code,ann_date,holder_name,holder_type,in_de,change_vol,change_ratio,after_share,after_ratio,avg_price,total_share,begin_date,close_date
000988.SZ,20260722,熊文,G,IN,20000.0,0.002,None,None,95.27,153300.0,20260721,20260721
000988.SZ,20260722,刘含树,G,IN,29900.0,0.003,None,None,95.27,180000.0,20260721,20260721
000988.SZ,20260722,马新强,G,IN,50000.0,0.005,None,None,99.37,350000.0,20260721,20260721
001205.SZ,20260722,万达控股集团有限公司,C,IN,654000.0,0.3928,22368818.0,13.436,12.6074,22368818.0,20260720,20260721
000695.SZ,20260722,旭阳集团有限公司,C,IN,2300000.0,1.0369,45556000.0,20.5382,None,45556000.0,20260721,20260721
002568.SZ,20260722,喻晨,G,IN,296300.0,0.0389,None,None,16.8687,342100.0,20260629,20260720
002568.SZ,20260722,刘嘉瑞,G,IN,605000.0,0.0794,605000.0,0.0794,16.6749,605000.0,20260629,20260720
002568.SZ,20260722,马良,G,IN,581500.0,0.0763,581500.0,0.0763,17.1702,581500.0,20260629,20260720
002416.SZ,20260722,方华,P,IN,19100.0,0.0016,19100.0,0.0016,9.377,19100.0,20260714,20260721
002416.SZ,20260722,张尧,P,IN,54000.0,0.0044,54000.0,0.0044,9.318,54000.0,20260714,20260721
002416.SZ,20260722,王斌,P,IN,107300.0,0.0088,107300.0,0.0088,9.323,107300.0,20260714,20260721
002416.SZ,20260722,崔国峰,P,IN,39000.0,0.0032,39000.0,0.0032,9.025,39000.0,20260714,20260721
002416.SZ,20260722,陈亮,P,IN,7000.0,0.0006,None,None,9.2057,177300.0,20260714,20260721
002416.SZ,20260722,吴海南,G,IN,130900.0,0.0107,130900.0,0.0107,9.181,130900.0,20260714,20260721
002416.SZ,20260722,李振,G,IN,215700.0,0.0176,215700.0,0.0176,9.534,215700.0,20260714,20260721
002416.SZ,20260722,米泽东,G,IN,344700.0,0.0282,None,None,8.9836,715480.0,20260714,20260721
002416.SZ,20260722,周友盟,G,IN,2210100.0,0.1806,None,None,9.193,3130000.0,20260714,20260721
920519.BJ,20260722,汪希领,G,IN,15000.0,0.0189,None,None,9.2513,823894.0,20260720,20260720
002072.SZ,20260722,王文选,P,IN,3387300.0,0.9216,3445300.0,0.9374,None,3445300.0,20260716,20260720
001322.SZ,20260722,佛山市乐华恒业实业投资有限公司,C,IN,161100.0,0.0205,480161100.0,61.1194,6.2017,480161100.0,20260721,20260721
600197.SH,20260721,新疆伊力特集团有限公司,C,IN,385800.0,0.0815,204049427.0,43.1235,None,204049427.0,20260424,20260720
002661.SZ,20260721,南县中香泰食品有限公司,C,IN,911700.0,0.287,31319920.0,9.8581,None,31319920.0,20260708,20260717
603927.SH,20260721,孙静,G,IN,30000.0,0.0036,5751136.0,0.692,12.99,5751136.0,20260506,20260720
603927.SH,20260721,王欣,G,IN,20000.0,0.0024,2470897.0,0.2973,13.0,2470897.0,20260506,20260720
603927.SH,20260721,张志华,G,IN,40000.0,0.0048,5263806.0,0.6334,12.91,5263806.0,20260506,20260720
603927.SH,20260721,孙熙杰,G,IN,89700.0,0.0108,4858722.0,0.5847,12.8506,4858722.0,20260506,20260720
603927.SH,20260721,左春,G,IN,37200.0,0.0045,8109264.0,0.9758,13.0699,8109264.0,20260506,20260720
603098.SH,20260721,刘爱森,G,IN,3831349.0,0.7111,140469505.0,26.0708,14.437,140469505.0,20260126,20260720
603306.SH,20260721,臧琨,G,IN,22600.0,0.0069,22600.0,0.0069,64.23,22600.0,20260720,20260720
002615.SZ,20260721,邵巧蓉,G,IN,30000.0,0.0099,None,None,6.75,630000.0,20260630,20260720
301004.SZ,20260721,浙江嘉韶云华投资管理有限公司,C,IN,346700.0,0.2547,69252950.0,50.8811,33.383,69252950.0,20260609,20260721
600197.SH,20260721,新疆伊力特集团有限公司,C,IN,385800.0,0.0816,204049427.0,43.1235,None,204049427.0,20260424,20260720
002661.SZ,20260721,南县中香泰食品有限公司,C,IN,911700.0,0.286,31319920.0,9.8581,None,31319920.0,20260708,20260717
300014.SZ,20260721,刘建华,G,IN,100000.0,0.0047,None,None,52.99,20314393.0,20260721,20260721
605138.SH,20260721,宁波盛泰纺织有限公司,C,IN,1117600.0,0.2012,183754624.0,33.0749,None,183754624.0,20260709,20260720
002615.SZ,20260721,吕丽珍,G,IN,644900.0,0.2135,None,None,6.9788,21936400.0,20260630,20260720
600188.SH,20260721,山东能源集团有限公司,C,IN,997790.0,0.0167,None,None,20.28,None,20260720,20260720
601009.SH,20260721,江苏交通控股有限公司,C,IN,9991795.0,0.0808,1854535105.0,15.0,None,1854535105.0,20260701,20260717
601009.SH,20260721,江苏交通控股有限公司,C,IN,2371700.0,0.0192,1844543310.0,14.9192,None,1844543310.0,20260625,20260630
601009.SH,20260721,江苏交通控股有限公司,C,IN,3135800.0,0.0254,1842171610.0,14.9,None,1842171610.0,20260202,20260202
601009.SH,20260721,江苏交通控股有限公司,C,IN,20833612.0,0.1685,1839035810.0,14.8746,None,1839035810.0,20260105,20260130
601009.SH,20260721,江苏交通控股有限公司,C,IN,15920858.0,0.1288,1818202198.0,14.7061,None,1818202198.0,20251205,20251229
601009.SH,20260721,江苏交通控股有限公司,C,IN,20967438.0,0.1696,1802281340.0,14.5774,None,1802281340.0,20251103,20251128
601009.SH,20260721,江苏交通控股有限公司,C,IN,25053786.0,0.2026,1781313902.0,14.4078,None,1781313902.0,20251009,20251031
601009.SH,20260721,江苏交通控股有限公司,C,IN,24397970.0,0.1973,1756260116.0,14.2051,None,1756260116.0,20250923,20250930
600495.SH,20260721,中兵投资管理有限责任公司,C,IN,4968660.0,0.4112,7899760.0,0.6539,None,7899760.0,20260710,20260720
601127.SH,20260721,其他团队核心成员,P,IN,1786500.0,0.1147,None,None,56.0034,None,20260715,20260717
002943.SZ,20260721,杨佳葳,G,IN,126800.0,0.0671,11111800.0,5.8839,39.7043,44066800.0,20260701,20260720
600197.SH,20260721,新疆伊力特集团有限公司,C,IN,385800.0,0.0815,204049427.0,43.1235,None,204049427.0,20260424,20260720
601882.SH,20260721,宁波海天股份有限公司,C,IN,424200.0,0.0813,204704000.0,39.2153,None,204704000.0,20260720,20260720
002615.SZ,20260721,邵巧蓉,G,IN,30000.0,0.0099,None,None,6.75,630000.0,20260630,20260720
002615.SZ,20260721,欧阳波,G,IN,320000.0,0.1059,None,None,6.41,14413800.0,20260630,20260720
002615.SZ,20260721,吕丽珍,G,IN,644900.0,0.2135,None,None,6.9788,21936400.0,20260630,20260720
000695.SZ,20260721,旭阳集团有限公司,C,IN,2370000.0,1.0685,43256000.0,19.5013,None,43256000.0,20260720,20260720
600188.SH,20260721,山东能源集团有限公司,C,IN,997790.0,0.0167,5304897211.0,0.0099,20.28,5304897211.0,20260720,20260720
002661.SZ,20260721,南县中香泰食品有限公司,C,IN,911700.0,0.287,31319920.0,9.8581,None,31319920.0,20260708,20260717
688116.SH,20260721,王鸣光,G,IN,1386.0,0.0004,None,None,None,None,20260617,20260617
603927.SH,20260721,孙静,G,IN,30000.0,0.0036,5751136.0,0.692,12.99,5751136.0,20260506,20260720
603927.SH,20260721,王欣,G,IN,20000.0,0.0024,2470897.0,0.2973,13.0,2470897.0,20260506,20260720
603927.SH,20260721,张志华,G,IN,40000.0,0.0048,5263806.0,0.6334,12.91,5263806.0,20260506,20260720
603927.SH,20260721,孙熙杰,G,IN,89700.0,0.0108,4858722.0,0.5847,12.8506,4858722.0,20260506,20260720
603927.SH,20260721,左春,G,IN,37200.0,0.0045,8109264.0,0.9758,13.0699,8109264.0,20260506,20260720
603098.SH,20260721,刘爱森,G,IN,3831349.0,0.7111,140469505.0,26.0708,14.437,140469505.0,20260126,20260720
600075.SH,20260721,新疆天业(集团)有限公司,C,IN,9736040.0,0.5701,735355150.0,43.0587,4.153,735355150.0,20260630,20260720
002102.SZ,20260721,梅平,G,IN,100000.0,0.0046,None,None,None,None,20250703,20260717
605138.SH,20260721,宁波盛泰纺织有限公司,C,IN,4126400.0,0.7427,183754624.0,33.0749,5.788,183754624.0,20260630,20260720
601009.SH,20260721,江苏交通控股有限公司,C,IN,122672959.0,0.9922,1854535105.0,15.0,None,1854535105.0,20250923,20260717
600770.SH,20260721,南通综艺投资有限公司,C,IN,2307400.0,0.1775,261263109.0,20.0972,5.7019,261263109.0,20260526,20260720
002714.SZ,20260721,增持主体委托设立的信托计划,C,IN,12644570.0,0.3854,None,None,39.5427,None,20260626,20260717
603306.SH,20260721,臧琨,G,IN,22600.0,0.0069,22600.0,0.0069,64.23,22600.0,20260720,20260720
601127.SH,20260720,周林,G,IN,57100.0,0.0037,None,None,54.9912,298515.0,20260715,20260717
601127.SH,20260720,康波,G,IN,12500.0,0.0008,None,None,55.2,66997.0,20260715,20260717
601127.SH,20260720,王平,G,IN,42700.0,0.0027,None,None,55.5035,200283.0,20260715,20260717
601717.SH,20260720,李开顺,G,IN,80000.0,0.0052,None,None,14.885,281000.0,20260717,20260717
601717.SH,20260720,王永强,G,IN,20000.0,0.0013,None,None,14.8,302300.0,20260717,20260717
601717.SH,20260720,张易辰,G,IN,13500.0,0.0009,None,None,14.7556,100500.0,20260717,20260717
601966.SH,20260720,玲珑集团有限公司,C,IN,923900.0,0.0631,603324522.0,41.2247,None,603324522.0,20260610,20260717
601127.SH,20260720,刘联,G,IN,21600.0,0.0014,None,None,56.4815,370648.0,20260715,20260717
601127.SH,20260720,周林,G,IN,57100.0,0.0037,None,None,54.9912,298515.0,20260715,20260717
601127.SH,20260720,尹先知,G,IN,36600.0,0.0024,None,None,53.8251,101848.0,20260715,20260717
601127.SH,20260720,康波,G,IN,12500.0,0.0008,None,None,55.2,66997.0,20260715,20260717
601127.SH,20260720,王平,G,IN,42700.0,0.0027,None,None,55.5035,200283.0,20260715,20260717
601127.SH,20260720,申薇,G,IN,21300.0,0.0014,None,None,56.8075,138248.0,20260715,20260717
601127.SH,20260720,刘玲,G,IN,18400.0,0.0012,None,None,55.9783,45892.0,20260715,20260717
601127.SH,20260720,其他团队核心成员,P,IN,1395900.0,0.0896,None,None,71.6742,None,20260715,20260717
601678.SH,20260720,滨州和宜产业投资合伙企业(有限合伙),C,IN,12988114.0,0.6503,239246686.0,10.0,None,239246686.0,20260427,20260717
601717.SH,20260720,李开顺,G,IN,80000.0,0.0052,None,None,14.885,281000.0,20260717,20260717
601717.SH,20260720,王永强,G,IN,20000.0,0.0013,None,None,14.8,302300.0,20260717,20260717
601717.SH,20260720,张易辰,G,IN,13500.0,0.0009,None,None,14.7556,100500.0,20260717,20260717
301518.SZ,20260720,江苏长顺集团有限公司,C,IN,220200.0,0.4119,1060551.0,1.984,30.1283,63327402.0,20260623,20260717
600761.SH,20260720,安徽叉车集团有限责任公司,C,IN,242000.0,0.0272,319793142.0,35.9039,16.5289,319793142.0,20260626,20260717
300627.SZ,20260720,朴东国,G,IN,970000.0,0.1478,4412287.0,0.6725,28.13,14739146.0,20260602,20260717
603050.SH,20260718,张长虹,G,IN,41000.0,0.0102,106000.0,0.0263,18.9,106000.0,20260716,20260716
600810.SH,20260718,中国平煤神马控股集团有限公司,C,IN,5494100.0,0.5084,443447364.0,41.0313,6.2089,443447364.0,20260717,20260717
600509.SH,20260718,中新建电力集团有限责任公司,C,IN,13743900.0,1.0,480072640.0,34.9297,None,480072640.0,20260706,20260717
601882.SH,20260718,宁波海天股份有限公司,C,IN,955000.0,0.183,204279800.0,39.1341,None,204279800.0,20260715,20260717
603223.SH,20260718,SONG JIANBO,P,IN,3715400.0,0.5264,35291049.0,5.0,None,35291049.0,20260717,20260717
603306.SH,20260718,赵子妍,G,IN,145300.0,0.0441,None,None,None,380900.0,20260717,20260717
000590.SZ,20260718,上海赛乐仙企业管理咨询有限公司,C,IN,2394710.0,1.0005,6050220.0,2.5277,None,6050220.0,20260610,20260717
000598.SZ,20260718,信环绿色控股(北京)有限责任公司,C,IN,29856814.0,1.0022,212364896.0,7.1282,None,212364896.0,20260709,20260716
002833.SZ,20260718,李茂洪,G,IN,34000.0,0.0116,42144062.0,14.3804,16.1706,167136249.0,20260715,20260715
603050.SH,20260718,张长虹,G,IN,41000.0,0.0102,106000.0,0.0263,18.9,106000.0,20260716,20260716
000695.SZ,20260718,旭阳集团有限公司,C,IN,4550000.0,2.0513,40886000.0,18.4328,None,40886000.0,20260716,20260717
002833.SZ,20260718,李茂洪,G,IN,446000.0,0.1522,42110062.0,14.3688,16.2135,167102249.0,20260714,20260714
600703.SH,20260718,林志强,G,IN,1050000.0,0.021,2800000.0,0.0561,13.0314,2800000.0,20260717,20260717
301023.SZ,20260717,宋益群,P,IN,79100.0,0.1528,79100.0,0.1528,28.37,79100.0,20260717,20260717
300929.SZ,20260717,王凤仙,P,IN,503400.0,0.4016,2724200.0,2.1731,None,2724200.0,20260716,20260717
300929.SZ,20260717,王根九,P,IN,643260.0,0.5131,9821920.0,7.8349,None,9821920.0,20260716,20260717
603949.SH,20260717,贺财霖,G,IN,4214724.0,2.0051,25701360.0,12.2268,None,25701360.0,20260716,20260716
002318.SZ,20260717,湖州一亩田企业管理有限公司,C,IN,629100.0,0.0659,1829100.0,0.1916,17.477,1829100.0,20260715,20260715
002568.SZ,20260717,刘晓东,G,IN,1208900.0,0.1586,92980226.0,11.8831,None,364921602.0,20260710,20260715
300907.SZ,20260716,海南康平控股集团有限公司,C,IN,1440000.0,1.5,42060000.0,43.8125,None,42060000.0,20260630,20260716
002079.SZ,20260716,苏州通博电子器材有限公司,C,IN,2016900.0,0.2487,191367855.0,23.5983,None,191367855.0,20260702,20260714
002079.SZ,20260716,苏州通博电子器材有限公司,C,IN,2016900.0,0.2487,191367855.0,23.5985,None,191367855.0,20260714,20260714
600703.SH,20260715,林志强,G,IN,750000.0,0.015,1750000.0,0.0351,14.9536,1750000.0,20260714,20260714
300151.SZ,20260715,刘力,G,IN,120000.0,0.0325,None,None,18.73,620000.0,20260714,20260714
300929.SZ,20260715,王健业,P,IN,1257611.0,1.0032,3591101.0,2.8646,None,3591101.0,20260713,20260715
300929.SZ,20260715,王凤仙,P,IN,544500.0,0.4343,2220800.0,1.7715,None,2220800.0,20260715,20260715
300929.SZ,20260715,王根九,P,IN,3657600.0,2.9177,9178660.0,7.3218,None,9178660.0,20260713,20260715
601882.SH,20260715,宁波海天股份有限公司,C,IN,1338800.0,0.2565,203324800.0,38.9511,18.42,203324800.0,20260714,20260714
002146.SZ,20260715,王冰,G,IN,1376000.0,0.0352,1376000.0,0.0352,None,1376000.0,20260630,20260714
002146.SZ,20260715,邹家立,G,IN,1630000.0,0.0417,23820000.0,0.609,None,23820000.0,20260630,20260714
002146.SZ,20260715,隆小康,G,IN,1150000.0,0.0294,1150000.0,0.0294,None,1150000.0,20260630,20260714
002146.SZ,20260715,王晓辉,G,IN,100100.0,0.0026,100100.0,0.0026,None,100100.0,20260630,20260714
603656.SH,20260715,阳光新能源开发股份有限公司,C,IN,1868400.0,1.0213,45924126.0,25.1026,None,45924126.0,20260610,20260714
300151.SZ,20260715,刘力,G,IN,120000.0,0.0325,None,None,18.73,620000.0,20260714,20260714
002655.SZ,20260715,上海韦豪创芯投资管理有限公司,C,IN,2473800.0,0.6799,26531000.0,7.2915,None,26531000.0,20260507,20260714
002072.SZ,20260715,王文选,P,IN,58000.0,0.0158,58000.0,0.0158,None,58000.0,20260713,20260713
002072.SZ,20260715,陕西旭强瑞清洁能源集团有限公司,C,IN,1002600.0,0.2728,22457200.0,6.1103,None,22457200.0,20260713,20260713
002083.SZ,20260715,高密安信投资管理股份有限公司,C,IN,1947110.0,0.3236,104130264.0,11.0037,None,104130264.0,20260714,20260714
603337.SH,20260715,胡彩芳,G,IN,276000.0,0.0583,19338941.0,4.0823,None,19338941.0,20260714,20260715
601882.SH,20260715,宁波海天股份有限公司,C,IN,1338800.0,0.2565,203324800.0,38.9511,18.42,203324800.0,20260714,20260714
600703.SH,20260715,林志强,G,IN,750000.0,0.015,1750000.0,0.0351,14.9536,1750000.0,20260714,20260714
002602.SZ,20260814,上海吉运盛商务信息咨询合伙企业(有限合伙),C,DE,52596100.0,0.7738,143461027.0,2.1107,13.56,143461027.0,20260616,20260629
688229.SH,20260814,冯云彪,G,DE,700000.0,1.5766,3740000.0,8.4234,None,3740000.0,20260701,20260813
920570.BJ,20260814,厉全明,G,DE,20000.0,0.0785,836842.0,3.2829,25.54,3407368.0,20260805,20260811
920570.BJ,20260814,海盐坤铂企业管理咨询合伙企业(有限合伙),C,DE,61563.0,0.2415,1797075.0,7.0499,25.6562,5482437.0,20260806,20260811
605366.SH,20260814,新余市锦宏科技合伙企业(有限合伙),C,DE,3260000.0,0.4218,2719859.0,0.3519,12.4986,2719859.0,20260518,20260813
603738.SH,20260814,喻信东,G,DE,3800000.0,0.9847,68765200.0,17.82,None,68765200.0,20260812,20260813
601121.SH,20260814,嘉兴宝润企业管理合伙企业(有限合伙),C,DE,600000.0,0.075,None,None,6.97,1991000.0,20260728,20260811
601121.SH,20260814,嘉兴宝益企业管理合伙企业(有限合伙),C,DE,110000.0,0.0138,None,None,6.63,2120000.0,20260708,20260709
605598.SH,20260814,海南隆湾投资控股有限公司,C,DE,500700.0,0.206,164547000.0,67.7101,None,164547000.0,20260703,20260703
603045.SH,20260814,陈松扬,P,DE,69634.0,0.0514,208966.0,0.1543,None,208966.0,20260715,20260720
603045.SH,20260814,王达武,G,DE,601500.0,0.4441,31583906.0,23.3186,None,31583906.0,20260715,20260813
002240.SZ,20260814,肖波,G,DE,10000.0,0.0011,50750.0,0.0056,49.0,233000.0,20260526,20260526
002240.SZ,20260814,王琪,G,DE,95000.0,0.0104,0.0,None,49.57,285000.0,20260514,20260609
002240.SZ,20260814,方轶,G,DE,34000.0,0.0037,34050.0,0.0037,50.0,238200.0,20260520,20260520
688222.SH,20260814,深圳市钧天投资企业(有限合伙),C,DE,3524092.0,0.8795,6543659.0,1.6331,37.0103,6543659.0,20260710,20260812
603520.SH,20260814,胡锦生,G,DE,10187133.0,2.3237,33804993.0,7.7108,None,33804993.0,20260713,20260812
300321.SZ,20260813,华盛百利投资发展(北京)有限公司,C,DE,6000.0,0.0068,5878323.0,6.6275,None,5878323.0,20260701,20260702
301370.SZ,20260813,泰康人寿保险有限责任公司-分红-团体分红-019L-FH001深,C,DE,446200.0,0.0948,5623291.0,1.1949,None,5623291.0,20260803,20260812
301370.SZ,20260813,泰康人寿保险有限责任公司-分红-个人分红-019L-FH002深,C,DE,1337900.0,0.2843,16870573.0,3.5849,None,16870573.0,20260803,20260812
301370.SZ,20260813,泰康人寿保险有限责任公司-传统-普通保险产品-019L-CT001深,C,DE,2677400.0,0.5689,33739546.0,7.1695,None,33739546.0,20260803,20260812
688073.SH,20260813,舟山兰旦企业管理合伙企业(有限合伙),C,DE,475290.0,0.523,1660626.0,1.8272,None,1660626.0,20260708,20260811
688073.SH,20260813,吴波,P,DE,24515.0,0.027,723870.0,0.7965,None,723870.0,20260609,20260811
688073.SH,20260813,舟山欣曦企业管理合伙企业(有限合伙),C,DE,82404.0,0.0907,2159651.0,2.3763,None,2159651.0,20260708,20260811
688479.SH,20260813,上海烽赢宏企业管理中心(有限合伙),C,DE,2415000.0,2.7911,4212600.0,4.8687,25.6834,4212600.0,20260806,20260811
688479.SH,20260813,上海屹赢友企业管理中心(有限合伙),C,DE,3623000.0,4.1873,4665000.0,5.3915,25.6835,4665000.0,20260806,20260811
300599.SZ,20260813,梁大军,G,DE,7500.0,0.0024,0.0,None,12.8653,22500.0,20260527,20260811
002826.SZ,20260813,周战,P,DE,658900.0,0.3567,8874925.0,4.8043,16.37,8874925.0,20260811,20260811
920571.BJ,20260813,何志强,G,DE,55725.0,0.0188,None,None,11.27,167175.0,20260615,20260615
920571.BJ,20260813,薛勇,G,DE,649738.0,0.2194,None,None,10.0282,1949216.0,20260609,20260811
603209.SH,20260813,山东日盈投资有限公司,C,DE,281300.0,0.0875,1608600.0,0.5004,None,1608600.0,20260810,20260811
603382.SH,20260813,福建赢石创业投资合伙企业(有限合伙),C,DE,923100.0,0.7993,9062547.0,7.8473,None,9062547.0,20260707,20260812
688479.SH,20260813,上海烽赢宏企业管理中心(有限合伙),C,DE,2415000.0,2.7911,4212600.0,4.8687,25.6834,4212600.0,20260806,20260811
688479.SH,20260813,上海屹赢友企业管理中心(有限合伙),C,DE,3623000.0,4.1873,4665000.0,5.3915,25.6835,4665000.0,20260806,20260811
920906.BJ,20260813,宁波万舜投资管理合伙企业(有限合伙),C,DE,120000.0,0.3598,None,None,16.5564,1240000.0,20260724,20260811
688603.SH,20260813,宁波市睿兴二期股权投资合伙企业(有限合伙),C,DE,848591.0,1.7895,0.0,None,146.7979,0.0,20260515,20260616
603072.SH,20260813,南通元龙创业投资合伙企业(有限合伙),C,DE,1648300.0,1.3058,9054990.0,7.1734,38.5573,9054990.0,20260514,20260811
002824.SZ,20260813,霍润,P,DE,500000.0,0.2211,19892787.0,8.7953,18.04,19892787.0,20260803,20260804
002824.SZ,20260813,霍润,P,DE,500000.0,0.2211,20392787.0,9.0163,None,20392787.0,20260616,20260616
688221.SH,20260813,CHANGJIN WANG,P,DE,2330767.0,0.6222,18728733.0,4.9999,None,18728733.0,20260806,20260811
600613.SH,20260813,张之君,P,DE,5340700.0,1.1142,9021650.0,1.6892,None,9021650.0,20260810,20260812
688685.SH,20260813,苏州至辉中安创业投资合伙企业(有限合伙),C,DE,497454.0,0.3387,0.0,None,48.9715,0.0,20260513,20260812
688685.SH,20260813,南京道丰投资管理中心(普通合伙),C,DE,6800.0,0.0046,48532.0,0.033,53.4124,48532.0,20260513,20260812
688685.SH,20260813,伊犁苏新投资基金合伙企业(有限合伙),C,DE,248160.0,0.169,3180576.0,2.1658,53.6345,3180576.0,20260513,20260812
300599.SZ,20260813,梁大军,G,DE,7500.0,0.0024,0.0,None,12.8653,22500.0,20260527,20260811
300599.SZ,20260813,梁大军,G,DE,7500.0,0.0024,0.0,None,12.8653,22500.0,20260527,20260811
600221.SH,20260813,天津渤海四号租赁有限公司,C,DE,20000000.0,0.0467,36214128.0,0.0838,None,36214128.0,20260731,20260811
600221.SH,20260813,安隆(天津)航空租赁有限公司,C,DE,66869300.0,0.1561,97924348.0,0.2266,None,97924348.0,20260731,20260811
688191.SH,20260812,陈晓娟,G,DE,280000.0,0.0854,3603849.0,1.0987,23.5234,3603849.0,20260610,20260810
300790.SZ,20260812,张品光,G,DE,4500000.0,0.9796,9911614.0,2.1576,17.47,53146457.0,20260729,20260811
300417.SZ,20260812,叶淑娟,P,DE,188000.0,0.2249,383385.0,0.4586,10.8,3925740.0,20260804,20260811
300826.SZ,20260812,刘键,G,DE,10000.0,0.0046,1558.0,0.0007,14.2116,186230.0,20260811,20260811
300826.SZ,20260812,刘键,G,DE,10000.0,0.0046,11558.0,0.0053,14.47,196230.0,20260810,20260810
300826.SZ,20260812,刘键,G,DE,20000.0,0.0091,21558.0,0.0098,13.8657,206230.0,20260807,20260807
300826.SZ,20260812,刘键,G,DE,20000.0,0.0091,41558.0,0.0189,13.315,226230.0,20260805,20260805
300276.SZ,20260812,陈巍,P,DE,4446000.0,0.4206,15770687.0,1.4918,None,76420746.0,20260811,20260811
300836.SZ,20260812,肖朝蓬,G,DE,1853500.0,2.9212,3066008.0,4.8322,40.29,20536533.0,20260810,20260810
301312.SZ,20260812,黄剑锋,G,DE,108684.0,0.1282,3379103.0,3.986,None,16083250.0,20260810,20260811
301312.SZ,20260812,关巍,G,DE,655402.0,0.7731,8151690.0,9.6158,None,37794726.0,20260810,20260811
301312.SZ,20260812,邱鹏,G,DE,956320.0,1.1281,11329285.0,13.3641,None,52728640.0,20260810,20260811
300836.SZ,20260812,肖朝蓬,G,DE,781400.0,1.2315,4919508.0,7.7534,48.45,22390033.0,20260720,20260807
300618.SZ,20260812,梁建坤,G,DE,300100.0,0.1101,40546132.0,14.8795,38.02,40546132.0,20260811,20260811
300618.SZ,20260812,梁建坤,G,DE,415803.0,0.1526,40846232.0,14.9896,39.52,40846232.0,20260810,20260810
300618.SZ,20260812,梁建坤,G,DE,66100.0,0.0243,41262035.0,15.1422,38.26,41262035.0,20260624,20260624
300922.SZ,20260812,潘建辉,P,DE,526260.0,0.417,2388619.0,1.8926,17.52,2388619.0,20260804,20260810
300826.SZ,20260812,刘键,G,DE,10000.0,0.0046,1558.0,0.0007,14.2116,186230.0,20260811,20260811
300826.SZ,20260812,刘键,G,DE,10000.0,0.0046,11558.0,0.0053,14.47,196230.0,20260810,20260810
300826.SZ,20260812,刘键,G,DE,20000.0,0.0091,21558.0,0.0098,13.8657,206230.0,20260807,20260807
300826.SZ,20260812,刘键,G,DE,20000.0,0.0091,41558.0,0.0189,13.315,226230.0,20260805,20260805
688755.SH,20260812,杭州清科致盛投资合伙企业(有限合伙),C,DE,283138.0,0.3545,5495907.0,6.8813,None,5495907.0,20260807,20260811
688191.SH,20260812,孙培翔,G,DE,210000.0,0.064,1694795.0,0.5167,26.906,1694795.0,20260612,20260807
603967.SH,20260812,楚旭日,G,DE,230000.0,0.0663,694000.0,0.2002,11.6144,694000.0,20260609,20260810
603803.SH,20260812,冯雪松,P,DE,4248830.0,1.0,0.0,None,None,0.0,20260616,20260811
000908.SZ,20260812,叶湘伦,P,DE,250000.0,0.0284,1877724.0,0.2134,None,1877724.0,20260703,20260703
002300.SZ,20260812,福建亿力集团有限公司,C,DE,2858500.0,0.3958,72233366.0,10.0005,None,72233366.0,20260810,20260810
920504.BJ,20260812,韩培养,P,DE,40000.0,0.234,20000.0,0.117,None,20000.0,20260810,20260810
920504.BJ,20260812,吕国平,P,DE,38000.0,0.2223,48000.0,0.2808,None,48000.0,20260810,20260810
920504.BJ,20260812,吕明媚,P,DE,10000.0,0.0585,800000.0,4.6806,None,800000.0,20260810,20260810
600052.SH,20260812,东阳市新岭科技有限公司,C,DE,3320600.0,0.3933,25325839.0,3.0,3.87,25325839.0,20260707,20260811
000949.SZ,20260812,中原资产管理有限公司,C,DE,12691901.0,0.7662,182186984.0,10.9987,None,182186984.0,20260709,20260811
600026.SH,20260812,倪艺丹,G,DE,13600.0,0.0004,None,None,None,40890.0,20260512,20260811
600026.SH,20260812,朱迈进,P,DE,25700.0,0.0007,None,None,None,77280.0,20260512,20260811
688607.SH,20260812,高鹏,G,DE,814473.0,1.0267,3087700.0,3.8923,None,3087700.0,20260707,20260811
688755.SH,20260812,杭州清科致盛投资合伙企业(有限合伙),C,DE,283138.0,0.3545,5495907.0,6.8813,None,5495907.0,20260807,20260811
688191.SH,20260812,胡志坤,G,DE,70000.0,0.0213,426020.0,0.1299,32.4773,426020.0,20260609,20260610
688191.SH,20260812,王书堂,G,DE,112000.0,0.0341,727913.0,0.2219,33.4938,727913.0,20260609,20260612
688191.SH,20260812,鲍春飞,G,DE,112000.0,0.0341,1150568.0,0.3508,17.7,1150568.0,20260731,20260731
688191.SH,20260812,张万征,G,DE,98000.0,0.0299,1233397.0,0.376,33.6195,1233397.0,20260611,20260612
688191.SH,20260812,孙培翔,G,DE,210000.0,0.064,1694795.0,0.5167,26.906,1694795.0,20260612,20260807
688191.SH,20260812,陈晓娟,G,DE,280000.0,0.0854,3603849.0,1.0987,23.5234,3603849.0,20260610,20260810
600400.SH,20260812,红豆集团有限公司,C,DE,81500000.0,3.5568,1271208418.0,55.478,None,1271208418.0,20230619,20260807
688122.SH,20260812,西北有色金属研究院,C,DE,2000000.0,0.3079,134151200.0,20.6493,54.0089,134151200.0,20260803,20260806
600667.SH,20260812,王毅勃,G,DE,38300.0,0.0018,None,None,19.016,163110.0,20260805,20260807
600067.SH,20260812,福建丰榕投资有限公司,C,DE,5560000.0,0.3995,487003466.0,34.9942,None,487003466.0,20260811,20260811
603967.SH,20260812,楚旭日,G,DE,230000.0,0.0663,694000.0,0.2002,11.6144,694000.0,20260609,20260810
