ts_code,ann_date,holder_name,holder_type,in_de,change_vol,change_ratio,after_share,after_ratio,avg_price,total_share,begin_date,close_date
600328.SH,20260808,邵正军,G,IN,15400.0,0.0011,None,None,None,15400.0,20260520,20260521
600328.SH,20260808,郭国庆,G,IN,14600.0,0.001,None,None,None,59140.0,20260518,20260707
600328.SH,20260808,陈云泉,G,IN,14500.0,0.001,None,None,None,93184.0,20260519,20260526
600328.SH,20260808,王广斌,G,IN,15300.0,0.001,None,None,None,93984.0,20260604,20260623
600328.SH,20260808,周杰,G,IN,26200.0,0.0018,None,None,None,144470.0,20260518,20260707
001277.SZ,20260808,谢立智,G,IN,6500.0,0.0143,None,0.1876,None,394068.0,20260806,20260806
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,None,15000.0,20260805,20260806
300183.SZ,20260807,广东南海产业集团有限公司,C,IN,2734600.0,0.737,13175275.0,3.551,None,13175275.0,20260729,20260806
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,None,15000.0,20260805,20260806
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,1295300.0,0.0334,803914577.0,20.7114,77.2009,803914577.0,20260521,20260806
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,None,2367866563.0,20260723,20260806
603350.SH,20260807,盛晓兰,G,IN,15000.0,0.034,15000.0,0.034,None,15000.0,20260805,20260806
000858.SZ,20260807,四川省宜宾五粮液集团有限公司,C,IN,2411300.0,0.0621,803914577.0,20.7114,82.7082,803914577.0,None,20260806
000932.SZ,20260807,湖南钢铁集团有限公司,C,IN,20913000.0,0.3052,2367866563.0,34.5542,None,2367866563.0,20260806,20260806
601966.SH,20260807,玲珑集团有限公司,C,IN,878400.0,0.06,604202922.0,41.2847,None,604202922.0,20260720,20260806
600731.SH,20260807,湖南海利高新技术产业集团有限公司,C,IN,5538600.0,1.0225,138463149.0,25.5617,None,138463149.0,20260730,20260805
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,None,None,17.3392,50750740.0,20260728,20260806
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,None,1.6031,17.3392,50750740.0,20260728,20260806
300482.SZ,20260806,王继华,G,IN,1156000.0,0.2688,None,1.6031,17.3392,50750740.0,20260728,20260806
300144.SZ,20260806,刘萍,P,IN,43000000.0,1.6656,70910758.0,2.7468,6.23,70910758.0,20260805,20260805
300010.SZ,20260805,朱雅特,G,IN,139300.0,0.0084,None,None,2.16,159600.0,20260730,20260730
300010.SZ,20260805,赵伯奇,G,IN,1784000.0,0.1073,None,None,2.8111,1784000.0,20260507,20260608
688172.SH,20260805,北京电控产业投资有限公司,C,IN,173255.0,0.0145,9489666.0,0.7916,None,9489666.0,20260804,20260804
688720.SH,20260804,向文胜,G,IN,15000.0,0.0192,None,None,None,465000.0,20260803,20260803
920163.BJ,20260804,张伟,G,IN,18000.0,0.0297,None,None,9.7923,152000.0,20260701,20260803
688720.SH,20260804,向文胜,G,IN,15000.0,0.0192,None,None,None,465000.0,20260803,20260803
600365.SH,20260804,通化盛科信息科技有限公司,C,IN,977600.0,0.2288,977600.0,0.2288,None,977600.0,20260729,20260803
688328.SH,20260804,林广满,G,IN,179741.0,0.1903,None,None,None,602009.0,20260803,20260803
920163.BJ,20260804,张伟,G,IN,18000.0,0.0297,None,None,9.7923,152000.0,20260701,20260803
600818.SH,20260803,北海科源创业服务有限公司,C,IN,2069500.0,0.8697,2069500.0,0.6438,None,2069500.0,20260715,20260721
600818.SH,20260803,北海永亨科技有限公司,C,IN,2510300.0,1.0549,2510300.0,0.7809,None,2510300.0,20260713,20260724
600818.SH,20260803,北海红芯芯片技术有限公司,C,IN,2818300.0,1.1844,2818300.0,0.8768,None,2818300.0,20260713,20260722
600818.SH,20260803,北海永亨海融投资有限公司,C,IN,2683700.0,1.1278,2683700.0,0.8349,None,2683700.0,20260713,20260724
600818.SH,20260803,北海银河供应链管理有限公司,C,IN,1000000.0,0.4202,1000000.0,0.3111,None,1000000.0,20260717,20260727
600818.SH,20260803,广西永亨投资集团有限公司,C,IN,2153900.0,0.9052,2153900.0,0.6701,None,2153900.0,20260715,20260721
600818.SH,20260803,北京乾瑞翔科技有限公司,C,IN,3097900.0,1.3019,3097900.0,0.9637,None,3097900.0,20260722,20260730
600818.SH,20260803,北海科源创业服务有限公司,C,IN,2069500.0,0.8697,2069500.0,0.6438,None,2069500.0,20260715,20260721
600818.SH,20260803,北海永亨科技有限公司,C,IN,2510300.0,1.0549,2510300.0,0.7809,None,2510300.0,20260713,20260724
600818.SH,20260803,北海红芯芯片技术有限公司,C,IN,2818300.0,1.1844,2818300.0,0.8768,None,2818300.0,20260713,20260722
600818.SH,20260803,北海永亨海融投资有限公司,C,IN,2683700.0,1.1278,2683700.0,0.8349,None,2683700.0,20260713,20260724
600818.SH,20260803,北海银河供应链管理有限公司,C,IN,1000000.0,0.4202,1000000.0,0.3111,None,1000000.0,20260717,20260727
600818.SH,20260803,广西永亨投资集团有限公司,C,IN,2153900.0,0.9052,2153900.0,0.6701,None,2153900.0,20260715,20260721
600818.SH,20260803,北京乾瑞翔科技有限公司,C,IN,3097900.0,1.3019,3097900.0,0.9637,None,3097900.0,20260722,20260730
002601.SZ,20260803,陈建立,G,IN,130000.0,0.0065,None,None,16.0708,2507000.0,20260608,20260730
002601.SZ,20260803,许冉,G,IN,2093600.0,0.1053,127093600.0,6.3943,14.5659,502093600.0,20260608,20260730
002601.SZ,20260803,王旭东,G,IN,131500.0,0.0066,131500.0,0.0066,16.3027,131500.0,20260608,20260730
002601.SZ,20260803,张海涛,P,IN,419900.0,0.0211,None,None,16.663,1243900.0,20260608,20260730
002601.SZ,20260803,张刚,G,IN,123700.0,0.0062,123700.0,0.0062,16.3185,123700.0,20260608,20260730
002601.SZ,20260803,孙亮,G,IN,130000.0,0.0065,None,None,15.5323,131000.0,20260608,20260730
002601.SZ,20260803,吴彭森,G,IN,125300.0,0.0063,None,None,16.0295,2190300.0,20260608,20260730
688720.SH,20260801,向文胜,G,IN,240000.0,0.3069,None,None,None,450000.0,20260731,20260731
603927.SH,20260801,邢立,G,IN,20000.0,0.0024,None,None,None,None,20260731,20260731
603927.SH,20260801,孙静,G,IN,55100.0,0.0066,None,None,None,None,20260730,20260731
603927.SH,20260801,王欣,G,IN,66000.0,0.0079,None,None,None,None,20260729,20260730
603927.SH,20260801,邢立,G,IN,20000.0,0.0024,None,None,None,None,20260731,20260731
920519.BJ,20260801,汪希领,G,IN,17000.0,0.0214,None,None,9.4881,840894.0,20260721,20260730
920519.BJ,20260801,王育斌,G,IN,49000.0,0.0617,2993157.0,3.7713,9.4295,11810631.0,20260707,20260731
920914.BJ,20260801,江苏远航时代控股集团有限公司,C,IN,10500.0,0.0105,39616905.0,39.7743,None,39616905.0,20260729,20260731
688720.SH,20260801,向文胜,G,IN,240000.0,0.3069,None,None,None,450000.0,20260731,20260731
000009.SZ,20260801,深圳市承兴投资有限公司,C,IN,41270788.0,1.6021,535271066.0,20.779,None,535271066.0,20260730,20260731
603927.SH,20260801,孙静,G,IN,55100.0,0.0066,None,None,None,None,20260730,20260731
603927.SH,20260801,王欣,G,IN,66000.0,0.0079,None,None,None,None,20260729,20260730
603927.SH,20260801,邢立,G,IN,20000.0,0.0024,None,None,None,None,20260731,20260731
688549.SH,20260801,衢州恒芯企业管理合伙企业(有限合伙),C,IN,296087.0,0.0502,951157.0,0.1614,None,108908157.0,20260703,20260731
600805.SH,20260801,江苏悦达集团有限公司,C,IN,908000.0,0.1068,290172449.0,34.1269,4.2731,290172449.0,20260731,20260731
002079.SZ,20260801,苏州通博电子器材有限公司,C,IN,3424800.0,0.4222,195413055.0,24.0916,None,195413055.0,20260716,20260730
601137.SH,20260801,博威集团有限公司,C,IN,4973200.0,14.9961,239609181.0,40.5523,None,239609181.0,20260324,20260730
688720.SH,20260731,赵建龙,G,IN,10000.0,0.0128,None,None,None,671542.0,20260730,20260730
688720.SH,20260731,陈小华,G,IN,10000.0,0.0128,None,None,None,1250396.0,20260730,20260730
300929.SZ,20260731,王凤仙,P,IN,1229400.0,0.9807,6836200.0,5.4532,None,6836200.0,20260729,20260730
300929.SZ,20260731,王根九,P,IN,1035300.0,0.8259,12316580.0,9.8249,None,12316580.0,20260729,20260731
002655.SZ,20260731,上海韦豪创芯投资管理有限公司,C,IN,308600.0,0.0848,26839600.0,7.3763,None,26839600.0,20260729,20260729
688091.SH,20260731,周劲松,G,IN,3000.0,0.0015,40130058.0,19.4143,None,40130058.0,20260730,20260730
000593.SZ,20260731,刘鑫,P,IN,1643500.0,0.4585,17983500.0,5.0166,None,17983500.0,None,20260730
688720.SH,20260731,赵建龙,G,IN,10000.0,0.0128,None,None,None,671542.0,20260730,20260730
